POA_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_NS,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arrival_NS,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1951,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_10,China_exc_SARs_Taiwan_11_15,China_exc_SARs_Taiwan_2016,China_exc_SARs_Taiwan_2017,China_exc_SARs_Taiwan_2018,China_exc_SARs_Taiwan_2019,China_exc_SARs_Taiwan_2020,China_exc_SARs_Taiwan_2021,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1951,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2010,Hng_Kng_SAR_China_2011_2015,Hong_Kong_SAR_China_2016,Hong_Kong_SAR_China_2017,Hong_Kong_SAR_China_2018,Hong_Kong_SAR_China_2019,Hong_Kong_SAR_China_2020,Hong_Kong_SAR_China_2021,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
POA3036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,5,0,12,4,0,0,0,0,0,0,0,32,0,4,44,20,3,0,0,0,0,0,0,0,0,0,0,79,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,7,22,18,5,5,0,3,0,0,0,0,0,0,0,0,0,49,0,8,28,11,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,14,0,0,7,9,16,7,11,9,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
POA3037,0,0,0,0,3,20,33,15,0,8,0,9,0,0,3,86,0,0,0,3,4,26,20,3,5,0,0,5,0,0,4,68,0,0,3,0,3,4,13,0,0,0,0,3,0,0,0,31,0,0,0,6,30,48,171,61,17,8,16,12,3,0,6,377,0,11,268,102,54,63,23,4,0,0,0,0,0,0,12,542,0,23,29,24,67,82,128,101,9,3,8,0,3,0,8,497,0,0,0,7,50,53,47,15,4,0,5,5,0,0,0,192,27,28,23,9,12,18,25,3,0,0,0,0,0,0,0,152,4,36,143,48,21,10,9,11,5,0,0,0,0,0,7,292,0,0,0,7,14,28,19,14,0,0,3,0,0,0,0,94,0,0,42,62,148,314,1216,518,137,114,172,200,77,22,35,3062,0,0,0,0,19,46,43,10,3,0,7,0,0,0,8,128,0,0,0,7,6,5,14,61
POA3038,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,13,0,0,0,4,0,7,8,0,0,0,0,0,0,0,0,14,0,0,6,0,0,3,7,0,0,0,0,0,0,0,0,22,0,0,0,3,38,38,83,34,17,4,8,13,6,0,0,239,4,25,323,100,44,20,0,6,0,0,0,0,0,0,4,531,0,15,31,41,62,57,24,25,0,0,0,0,0,0,6,266,0,0,0,15,36,13,0,0,0,0,0,0,0,0,3,67,22,33,7,7,5,3,8,4,0,0,4,0,0,0,0,89,4,70,253,65,18,4,5,25,0,0,0,7,0,0,4,455,0,0,7,4,23,16,9,6,0,0,0,0,0,0,0,69,0,0,43,76,135,103,223,80,19,19,34,44,6,0,4,786,0,0,0,0,10,9,4,4,0,3,0,0,0,0,0,43,0,0,0,0,3,0,3,25
POA3039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,9,3,5,0,4,0,0,0,6,0,42,0,0,0,4,27,28,49,57,17,15,3,11,4,0,8,223,0,3,20,3,0,3,0,0,0,0,0,0,0,0,0,42,0,6,6,9,5,0,3,4,0,0,0,0,0,0,0,35,0,0,0,0,5,5,0,3,0,0,0,0,0,0,0,14,6,8,4,0,3,4,11,4,0,6,0,0,0,0,6,52,0,50,84,14,6,0,0,5,0,0,0,0,0,0,4,171,0,0,0,3,11,17,12,6,0,0,4,3,0,0,0,62,0,3,9,14,23,26,57,63,27,37,59,62,23,4,3,409,0,0,0,0,0,8,12,3,0,0,3,4,4,0,0,32,0,0,0,0,7,3,10,8
POA3040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,23,0,0,0,6,5,7,14,11,0,3,6,0,0,0,0,58,0,3,5,0,38,56,111,73,10,15,7,8,8,3,3,335,0,6,44,15,4,3,0,8,0,0,0,0,0,0,0,74,0,20,15,7,12,4,7,11,0,0,0,0,0,0,0,86,0,0,0,4,11,3,0,0,0,0,0,0,0,0,0,27,17,24,8,3,13,0,8,0,0,0,0,0,4,0,0,92,0,51,99,16,9,3,3,6,0,0,0,0,0,0,0,193,0,4,4,13,22,17,23,6,8,0,6,0,0,0,3,100,3,3,58,32,35,42,135,101,61,64,78,81,17,8,9,707,0,4,0,0,4,6,6,6,4,4,0,3,0,0,0,35,0,0,0,0,0,0,13,35
POA3041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,7,0,0,0,5,3,0,0,5,22,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,19,0,0,0,0,24,22,56,24,0,5,3,0,3,0,3,142,0,0,7,6,3,9,0,0,0,0,0,0,0,0,0,22,0,16,8,0,4,4,3,0,3,0,0,0,3,0,0,40,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,12,17,8,3,3,4,0,4,0,0,0,0,0,0,0,0,42,3,24,49,14,8,4,0,0,0,0,0,0,0,0,0,97,0,0,0,4,4,4,8,4,0,3,0,0,0,0,0,22,0,0,15,18,14,20,93,67,27,21,34,38,7,6,5,374,0,0,0,5,0,4,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4,4,8
POA3042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,6,10,5,0,0,0,0,0,0,0,27,0,0,0,0,24,39,47,12,5,3,4,3,0,0,5,155,0,6,62,9,6,8,0,0,0,0,0,0,0,0,0,97,6,13,18,4,3,0,0,0,0,0,5,0,0,0,0,42,0,0,0,0,14,4,7,0,0,0,0,0,0,0,0,28,22,21,7,6,0,0,4,3,0,0,0,0,0,0,0,65,3,31,109,28,15,0,0,8,0,0,0,0,0,0,7,204,0,0,0,4,15,11,5,3,0,0,3,0,0,0,0,47,0,0,15,23,31,19,101,37,10,19,20,30,0,0,14,332,0,0,0,0,6,6,12,4,0,0,0,0,0,0,3,33,0,0,3,0,7,3,8,18
POA3043,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,5,0,3,0,0,0,0,0,17,0,5,0,5,25,22,45,12,3,5,5,0,0,0,0,135,0,12,48,24,6,6,0,0,0,0,0,0,0,0,3,107,3,29,77,20,20,7,24,0,0,0,0,0,4,0,8,196,0,0,0,3,37,30,28,3,0,0,4,0,0,0,0,102,20,25,10,5,8,0,0,4,0,0,4,0,0,0,0,63,5,48,138,25,14,0,0,10,0,0,0,0,0,0,6,253,0,0,0,0,16,3,4,3,0,0,0,0,0,0,0,37,0,0,59,50,58,41,141,56,10,18,17,23,3,3,9,487,0,0,4,0,5,5,12,5,4,0,0,0,0,0,0,34,0,0,7,18,19,9,3,20
POA3044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,12,5,14,0,5,3,0,0,49,0,0,0,8,6,6,12,14,0,3,3,0,0,0,0,43,0,0,0,7,36,37,123,61,9,9,9,14,4,0,0,319,0,7,3,0,0,10,9,0,0,0,0,0,0,0,3,24,3,38,15,6,6,6,11,10,3,6,3,5,0,3,4,125,0,0,3,5,20,12,8,0,0,0,0,0,0,0,0,52,21,16,4,0,4,9,22,8,0,0,0,3,4,0,5,98,3,85,283,65,24,3,9,37,7,5,0,0,0,0,11,523,0,0,0,7,8,6,8,7,0,0,3,3,0,0,0,46,0,4,19,15,27,25,174,113,31,67,66,74,24,10,10,660,0,0,0,0,5,9,24,13,0,3,0,5,0,0,4,57,0,0,0,0,10,9,31,47
POA3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3046,0,0,0,0,0,10,14,3,0,0,0,0,0,0,0,32,0,0,0,0,0,13,15,39,0,0,6,8,8,4,0,90,0,0,0,0,0,9,11,8,3,3,0,4,0,0,0,44,0,4,6,0,49,74,186,86,23,22,15,19,5,0,9,496,0,18,50,14,3,13,0,0,0,0,0,0,0,0,6,109,9,42,27,18,10,6,15,11,6,3,7,0,0,0,11,173,0,0,0,0,24,10,18,6,0,0,3,3,0,0,0,74,23,35,9,5,6,12,7,5,0,0,0,0,0,0,6,118,0,70,167,50,25,9,14,11,0,0,4,0,0,0,11,368,0,0,0,0,11,12,16,10,0,4,3,0,0,0,0,57,0,0,4,14,27,41,411,356,120,169,200,205,74,14,32,1656,0,0,0,0,5,27,27,17,0,0,0,0,0,0,0,89,0,0,0,0,3,5,34,122
POA3047,0,0,0,0,0,5,14,16,0,0,3,0,0,0,9,59,0,0,0,0,0,8,31,19,3,0,0,4,0,0,7,75,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,8,0,0,6,0,5,17,42,24,3,10,5,3,0,0,6,125,0,0,29,8,0,12,0,0,0,0,0,0,0,0,0,47,0,5,17,5,15,3,17,10,0,3,7,4,0,0,5,91,0,0,0,4,8,11,15,4,0,0,4,3,0,0,5,60,9,12,3,0,3,0,4,0,0,0,0,0,0,0,0,38,0,19,51,24,8,0,0,9,0,0,0,0,0,0,5,118,0,0,0,0,3,4,5,3,0,0,0,0,0,0,0,21,0,0,4,12,8,20,195,125,52,60,95,86,22,3,19,691,0,0,0,4,7,9,11,13,0,0,0,0,0,0,4,50,0,0,0,0,0,4,15,116
POA3048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,11,24,14,8,0,0,5,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,10,27,7,5,4,8,0,0,0,0,68,0,0,26,9,10,4,0,0,0,0,0,0,0,0,5,49,0,3,13,5,11,16,21,16,0,0,7,0,0,4,0,99,0,0,0,0,24,15,6,6,0,0,3,0,0,0,0,53,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,24,0,4,35,8,14,0,3,0,0,0,0,0,0,0,8,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,7,13,7,19,73,32,12,19,34,26,4,0,4,253,0,0,0,0,5,3,18,9,0,0,0,4,0,0,0,45,0,0,0,0,7,4,17,28
POA3049,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,13,0,0,0,0,6,4,21,12,0,9,4,0,0,0,0,60,0,4,25,11,0,0,5,0,0,0,0,0,0,0,0,41,0,10,27,5,3,6,6,3,4,0,0,4,0,0,0,68,0,0,0,0,14,0,15,0,0,0,0,0,0,0,0,36,8,15,3,5,0,0,0,0,0,0,0,0,0,0,0,33,0,7,30,9,5,3,0,8,0,0,0,0,0,0,3,68,0,0,0,0,0,3,0,5,0,0,0,0,5,0,0,12,0,0,7,14,17,12,27,12,0,12,6,4,3,0,0,125,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,15,0,0,3,3,15,5,5,29
POA3051,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,17,0,0,0,0,0,13,10,5,0,6,0,4,12,0,3,53,0,3,0,6,82,110,195,221,98,101,127,145,57,8,11,1150,0,0,10,0,5,5,0,0,0,0,0,0,0,0,0,14,0,0,4,0,4,8,6,5,3,0,0,0,0,0,0,33,0,0,0,0,7,6,0,8,0,0,0,0,0,0,0,18,0,9,5,0,0,5,18,9,0,6,6,4,3,0,4,72,0,0,3,5,0,0,0,4,4,0,0,0,0,0,0,24,0,0,0,9,23,27,11,23,6,9,6,7,10,4,3,137,0,0,0,3,7,15,81,66,30,45,43,64,23,15,0,387,0,0,0,0,4,17,20,25,5,11,9,15,9,0,0,115,0,0,0,0,4,0,8,21
POA3052,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,4,0,0,4,0,0,0,0,15,0,0,0,0,3,6,7,3,3,0,0,5,6,4,0,34,0,0,4,0,30,41,68,53,33,31,33,34,17,3,5,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,5,4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,4,0,4,0,3,0,0,0,29,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3,10,8,11,14,4,4,5,4,11,4,4,85,0,0,6,0,5,6,50,24,18,8,24,30,21,5,3,204,0,0,0,0,4,4,11,8,3,5,5,16,3,0,0,58,0,0,0,0,0,0,3,15
POA3053,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,13,0,0,0,0,0,0,10,12,3,6,6,10,4,0,0,55,0,0,0,0,0,4,11,5,4,0,12,12,15,0,0,62,0,0,6,0,30,65,198,402,208,312,312,440,194,28,40,2238,0,5,4,0,0,5,0,0,0,0,0,0,0,0,0,13,0,0,7,3,10,8,0,6,0,0,0,0,0,0,0,38,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,14,8,6,5,0,3,8,4,6,5,0,5,5,0,0,0,61,0,9,5,0,3,3,4,3,0,0,0,0,0,0,4,32,0,0,0,3,14,27,27,41,8,24,8,25,23,12,5,208,0,0,4,3,3,17,49,85,41,64,112,240,140,17,11,798,0,0,0,0,3,8,45,46,22,40,38,71,31,4,3,318,0,0,0,0,0,0,6,23
POA3054,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,4,0,6,9,3,0,0,0,0,0,0,0,29,0,0,4,0,5,6,4,3,0,0,3,5,0,0,0,35,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,14,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,7,0,10,8,4,10,11,7,0,0,0,0,0,0,57,0,24,27,3,0,0,0,8,0,0,0,0,0,0,4,61,0,0,0,3,4,6,6,0,0,0,0,0,0,0,0,25,0,0,0,7,0,5,10,5,0,9,0,0,0,0,0,53,0,0,0,0,0,3,4,4,0,0,0,4,0,0,0,14,0,0,0,0,4,0,3,0
POA3055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,7,7,7,5,0,0,0,37,0,0,4,5,4,9,7,6,3,0,0,3,3,0,0,46,0,0,0,3,30,27,55,30,7,14,17,12,0,0,0,192,0,0,13,5,0,3,0,0,0,0,0,0,0,0,0,21,0,0,3,0,0,0,5,4,0,0,0,0,0,0,0,24,0,0,0,0,7,6,0,5,0,0,0,0,0,0,0,19,3,7,0,4,3,6,9,10,0,0,5,6,0,0,0,56,0,69,177,33,16,5,4,7,0,6,0,3,3,0,10,326,0,0,0,0,11,12,11,0,5,0,0,0,0,0,0,39,0,0,3,0,12,10,60,54,15,35,38,34,6,0,3,266,0,0,0,0,0,11,9,6,10,16,8,16,5,0,0,73,0,0,0,0,9,4,4,7
POA3056,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,13,3,3,0,0,0,4,0,0,23,0,0,0,9,8,13,22,23,6,3,3,5,7,0,4,110,0,0,0,9,36,54,74,53,18,20,22,15,6,0,0,306,0,7,13,3,6,6,0,0,0,0,0,0,0,0,0,31,0,3,8,3,3,16,3,0,7,0,0,4,0,0,0,43,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,14,7,13,3,0,4,13,41,18,5,8,5,16,0,0,0,130,0,102,394,77,9,6,0,3,4,3,3,0,0,0,4,612,0,0,0,6,14,17,9,12,3,0,0,5,0,0,0,70,0,0,5,4,19,27,47,29,25,20,31,27,11,4,3,256,0,0,0,0,3,18,24,12,8,8,5,12,29,0,0,122,0,0,0,0,3,5,9,15
POA3057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,15,0,0,0,0,4,9,8,21,6,7,0,6,0,0,0,72,0,0,0,4,6,18,31,22,10,13,7,9,0,0,0,137,0,0,13,5,0,0,3,4,0,0,0,3,0,0,0,19,0,0,3,4,0,8,0,3,0,0,0,0,5,0,0,24,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,12,0,0,0,0,4,14,16,6,6,9,5,11,0,0,0,77,0,20,106,26,7,5,0,6,0,0,0,0,0,0,0,174,0,0,0,4,10,10,5,14,0,0,0,0,0,0,0,46,0,0,4,0,4,12,24,16,4,14,26,18,5,0,0,131,0,0,0,0,0,11,17,7,0,4,0,0,7,0,0,55,0,0,0,0,3,4,6,18
POA3058,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,21,13,0,5,6,0,0,3,0,53,0,0,0,11,9,9,21,22,0,4,6,3,0,0,0,90,0,0,0,3,68,92,143,94,28,24,15,18,3,0,12,503,3,8,49,20,3,13,0,0,0,0,0,0,0,0,0,88,0,14,17,5,21,15,6,14,12,0,5,0,0,0,0,107,0,0,0,4,4,11,3,4,0,0,0,0,0,0,0,31,9,19,0,6,7,9,35,24,0,4,7,0,0,0,0,125,0,121,480,121,30,12,3,18,0,0,0,0,0,0,28,822,0,0,0,3,17,18,23,8,0,6,0,0,0,0,0,70,0,0,9,12,26,36,106,63,18,21,41,46,5,3,5,387,0,0,0,0,5,23,30,9,12,0,19,11,3,0,0,120,0,0,0,0,4,9,11,26
POA3059,0,0,0,0,4,7,4,3,0,0,0,0,0,0,0,13,0,0,0,0,6,6,18,8,3,3,0,0,0,0,0,42,0,0,0,5,4,3,3,0,0,0,0,0,0,0,0,25,0,0,5,0,14,13,42,24,4,5,0,0,0,0,4,114,0,11,74,21,7,6,0,0,0,0,0,0,0,0,0,122,0,14,21,18,26,20,40,17,0,9,14,0,0,0,0,182,0,0,0,3,34,20,27,11,0,7,0,4,0,0,0,110,15,6,0,4,4,7,5,0,0,0,0,0,0,0,0,43,0,22,72,16,14,5,0,3,3,0,0,0,0,0,4,142,0,0,0,0,3,9,7,0,0,0,0,0,0,0,0,22,0,0,8,17,31,59,179,89,25,18,15,12,5,4,10,472,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,20,0,0,0,12,32,9,26,46
POA3060,0,0,0,0,0,4,10,30,0,0,7,6,0,0,0,58,0,0,0,0,18,52,127,46,6,8,7,9,6,3,7,282,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,14,0,0,0,0,8,25,30,16,7,6,3,3,0,0,0,94,0,12,18,10,6,0,0,0,0,0,0,0,0,0,4,52,0,19,4,0,8,7,5,6,0,3,3,4,0,0,0,61,0,0,0,0,18,9,4,0,0,0,0,0,0,0,0,27,0,17,0,0,5,0,5,0,0,0,0,0,0,0,0,27,0,36,111,29,18,3,0,6,0,0,0,0,0,0,9,220,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,10,0,0,3,4,14,14,202,106,36,77,92,61,12,3,10,640,0,0,0,0,0,3,12,5,3,0,0,5,0,0,0,36,0,0,0,0,3,3,0,7
POA3061,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,3,0,0,0,0,0,0,0,24,0,0,30,3,0,0,0,0,0,0,0,0,0,0,0,33,0,6,15,0,0,3,0,0,0,0,0,0,0,0,0,26,0,0,0,0,7,4,0,4,0,0,0,0,0,0,0,24,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,14,72,16,5,5,0,5,0,0,0,0,0,0,6,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,18,0,4,6,8,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0
POA3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3064,0,0,0,0,0,23,139,109,7,13,6,18,4,6,4,338,0,0,0,0,9,41,112,54,14,13,3,7,4,0,0,266,0,0,0,5,9,7,17,20,3,8,0,3,0,0,0,72,0,0,3,0,33,37,140,78,20,24,12,17,7,0,3,366,0,0,67,38,8,24,4,9,4,0,0,0,0,0,3,155,3,10,38,20,40,43,80,99,16,12,12,6,3,0,8,394,0,0,0,23,115,144,249,101,17,28,19,18,11,0,8,734,17,18,12,8,10,15,31,9,7,0,0,0,0,0,0,128,0,26,77,46,22,30,25,33,4,0,0,0,0,0,4,276,0,0,0,3,10,9,23,5,3,3,0,4,4,0,0,66,0,0,18,41,108,385,6097,3278,752,749,955,1188,345,78,198,14196,0,0,0,3,18,28,60,26,8,14,3,9,4,0,0,173,0,0,0,5,15,27,121,189
