POA_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
POA3267,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,11,7,14,12,4,14,17,5,44,0,120
POA3268,4,8,11,0,3,8,0,0,0,44,4,6,6,0,7,10,0,11,22,61,62,190,156,97,140,211,70,349,52,1327
POA3269,0,0,0,0,0,0,0,0,0,4,4,3,3,0,0,3,0,6,5,20,26,68,42,27,34,54,18,80,17,369
POA3270,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,3,16,17,27,24,10,15,25,9,30,3,156
POA3271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,12,12,8,4,11,0,34,5,89
POA3272,4,3,0,0,0,5,0,0,0,19,0,0,0,0,0,0,5,0,6,16,38,116,82,59,86,117,43,114,18,677
POA3273,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,6,8,0,19,3,19,0,70
POA3274,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,13,18,8,4,9,20,3,32,5,107
POA3275,3,0,6,0,7,3,0,0,0,18,0,0,0,0,0,4,0,0,0,8,20,29,28,16,55,64,17,32,5,273
POA3276,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,3,5,8,27,39,13,21,44,15,54,5,234
POA3277,0,6,5,3,7,10,0,7,6,48,7,0,3,0,5,8,0,3,7,36,50,142,106,63,142,185,65,172,40,971
POA3278,0,3,5,0,0,0,0,0,0,13,0,0,0,0,4,0,0,0,0,4,10,19,26,12,27,38,8,28,8,183
POA3279,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,3,0,0,0,12,9,33,9,15,19,24,9,43,3,168
POA3280,34,101,87,46,116,105,20,54,5,572,23,71,51,22,87,101,21,58,98,525,893,2711,1984,1437,3284,3166,942,1532,226,16169
POA3281,3,6,3,3,12,9,0,13,0,52,7,3,4,0,4,6,5,4,6,38,53,168,112,88,147,206,53,180,17,1022
POA3282,4,11,10,3,12,9,0,5,0,56,0,8,8,4,9,16,0,0,16,63,79,194,168,105,199,220,60,139,40,1213
POA3283,0,3,0,6,0,3,0,0,0,22,0,10,0,0,4,9,0,3,13,41,40,111,88,69,92,152,42,134,26,745
POA3284,5,12,10,3,5,3,0,3,0,42,0,7,0,5,3,8,0,3,12,46,128,306,222,132,203,298,102,218,35,1646
POA3285,0,4,4,0,4,4,0,0,0,19,0,0,0,5,3,5,0,3,3,20,27,97,62,48,99,128,32,135,8,634
POA3286,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,3,0,0,6,7,6,39,24,24,33,39,16,68,9,248
POA3287,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,3,18,27,27,16,23,40,20,66,7,241
POA3289,5,0,0,0,0,3,0,0,0,10,3,0,0,8,0,0,0,0,4,11,23,41,50,18,42,60,22,81,7,340
POA3292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,9,6,11,4,17,0,76
POA3293,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,9,16,21,13,18,28,15,55,7,169
POA3294,0,0,5,0,0,0,0,0,0,3,0,9,5,0,5,0,0,0,4,16,29,82,59,31,58,88,40,115,14,513
POA3300,9,33,23,16,29,42,8,24,3,189,10,30,18,4,30,25,9,19,30,173,281,731,596,420,849,972,253,547,83,4734
POA3301,0,9,0,0,4,4,0,0,0,14,0,9,0,0,0,4,0,7,7,29,33,107,76,55,70,125,33,189,19,708
POA3302,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,24,18,23,22,42,8,40,7,188
POA3303,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,11,5,12,17,7,30,29,5,40,0,153
POA3304,0,5,4,0,10,3,3,6,0,29,5,7,0,3,6,20,4,5,24,67,54,147,150,90,192,217,64,222,47,1181
POA3305,11,36,27,31,45,51,9,23,0,233,16,42,11,12,21,39,8,23,57,231,369,1022,699,490,1007,1176,279,663,110,5831
POA3309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,4,7,4,9,3,5,10,6,43
POA3310,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,14,15,5,8,14,6,25,6,111
POA3311,0,5,0,0,5,10,5,0,0,24,0,0,0,0,8,7,0,5,9,20,43,84,84,59,91,124,44,103,24,646
POA3312,0,3,0,0,0,4,0,0,0,8,0,5,0,0,0,6,0,3,6,26,25,75,53,43,59,90,28,139,14,530
POA3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,20,35,31,24,25,57,21,78,14,297
POA3315,0,3,0,0,3,3,0,0,0,14,4,5,0,0,3,3,0,4,5,36,23,106,91,59,84,153,50,181,19,774
POA3317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,21,10,12,8,13,0,24,6,97
POA3318,0,0,4,3,0,5,0,0,0,10,5,3,0,0,0,3,0,0,7,21,29,74,64,46,61,129,29,98,9,540
POA3319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,8,33,19,21,19,47,8,40,0,192
POA3321,0,3,3,0,0,6,0,5,0,27,0,0,0,5,0,0,0,4,7,18,48,163,112,66,127,213,50,141,16,939
POA3322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,11,5,10,12,5,10,0,69
POA3323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,0,3,10,17,0,50
POA3324,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,5,0,0,0,13,3,52,28,22,26,52,11,72,9,267
POA3325,0,0,3,0,0,0,0,0,0,11,0,7,0,0,0,0,0,0,3,7,3,29,36,12,18,23,15,49,5,193
POA3328,5,9,6,3,11,11,6,0,0,43,4,6,4,0,12,10,7,9,7,55,87,186,109,86,221,240,66,137,24,1158
POA3329,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,4,17,26,13,16,25,36,12,25,5,166
POA3330,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,8,12,11,4,19,18,6,22,0,99
POA3331,12,20,13,6,28,38,7,19,0,151,5,19,7,8,16,33,6,20,24,136,220,561,408,287,667,755,205,440,53,3597
POA3332,0,3,4,0,6,8,6,0,0,29,0,4,0,0,3,8,4,0,0,27,48,80,78,52,110,112,24,85,10,600
POA3333,0,7,0,0,0,0,0,3,0,11,3,0,0,0,0,0,0,0,10,12,21,49,36,30,67,86,16,88,20,408
POA3334,0,3,0,0,0,4,0,0,0,7,0,0,4,0,0,0,0,7,0,12,14,49,25,8,40,63,14,50,4,264
POA3335,7,16,23,9,27,19,7,8,3,118,0,18,13,9,43,35,5,16,47,193,148,318,345,237,822,719,160,252,102,3108
POA3336,15,49,32,19,65,56,11,22,7,267,6,29,29,19,117,78,12,27,87,407,438,904,959,689,2320,2209,454,728,191,8887
POA3337,58,80,87,39,153,143,28,65,4,666,43,92,58,59,194,180,35,58,200,915,965,2239,1814,1350,4018,3499,889,1629,432,16839
POA3338,29,92,65,27,140,107,27,43,4,540,32,65,69,48,208,153,22,46,159,804,697,1868,1689,1131,3906,3354,761,1418,335,15173
POA3340,34,78,74,37,112,95,23,59,0,508,24,47,34,27,96,128,15,62,113,546,644,1676,1274,937,2458,2810,780,1615,272,12468
POA3341,0,9,5,0,9,9,3,0,0,48,0,5,4,3,10,8,3,9,10,49,47,113,107,63,161,184,62,125,22,891
POA3342,4,7,9,5,24,11,10,6,0,67,3,4,4,7,6,22,7,8,15,68,120,253,202,130,368,395,119,250,48,1884
POA3345,0,0,0,3,6,10,0,0,0,19,3,6,6,0,5,4,0,3,9,33,49,99,70,50,125,153,41,90,17,695
POA3350,65,179,134,99,179,174,46,96,11,992,45,100,73,46,152,156,43,97,180,884,1782,5060,3999,2787,6286,6235,1927,3385,379,31839
POA3351,11,30,26,18,38,32,15,18,6,183,4,19,10,6,43,41,9,23,44,203,239,641,522,369,801,957,232,557,101,4427
POA3352,15,56,41,22,66,72,22,63,3,368,18,35,23,24,63,56,22,40,56,339,515,1389,1117,810,1671,1858,605,1415,135,9517
POA3355,14,30,20,9,46,37,11,11,0,173,23,31,15,13,52,46,12,21,42,242,303,807,644,428,1047,923,246,430,102,4929
POA3356,13,41,45,13,80,51,5,22,3,282,15,36,15,13,64,37,13,21,49,261,350,1027,846,612,1473,1180,286,499,119,6389
POA3357,9,6,9,4,10,10,0,0,0,50,3,6,5,3,3,3,0,4,12,43,120,260,216,147,312,338,96,241,23,1753
POA3358,6,4,7,5,21,12,3,8,0,77,4,6,5,5,12,11,7,6,14,67,96,249,221,165,423,401,116,178,17,1874
POA3360,0,4,0,0,6,0,0,0,0,13,0,0,0,3,0,3,0,4,5,19,14,37,37,32,66,62,13,53,8,328
POA3361,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,8,6,35,32,23,25,50,13,62,11,254
POA3363,3,9,9,6,15,24,8,7,0,76,3,13,3,4,4,17,4,8,4,57,97,247,179,141,236,258,78,163,27,1430
POA3364,0,8,3,6,9,3,0,4,0,38,4,8,3,8,7,11,0,6,13,53,64,154,122,110,144,209,64,195,34,1088
POA3370,9,4,0,0,9,3,0,3,0,30,0,5,0,0,9,3,0,4,7,32,55,108,91,72,139,120,31,80,21,720
POA3371,4,0,0,0,0,0,0,4,0,13,0,5,5,0,0,0,0,0,3,23,35,58,49,36,65,65,18,41,4,388
