POA_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
POA3168,631,181,108,49,23,5,3485,33,109,77,40,38,18,9,0,323,1131,2139,762,346,197,142,48,29,4797,434,436,244,177,134,81,41,22,1577,254,289,183,168,148,74,44,21,1180,34,20,8,10,5,3,0,0,99,26,25,25,30,33,11,10,9,173,316,332,225,216,188,87,59,31,1447,48,60,25,11,14,7,0,4,176,507,675,208,117,99,100,118,164,1991,2779,5930,2168,1078,780,487,304,267,13788
POA3169,503,170,78,50,15,4,1797,9,74,92,46,29,34,0,0,285,398,1291,844,459,289,180,58,12,3528,149,367,357,295,219,123,39,7,1565,158,333,287,309,275,204,98,19,1691,8,19,24,19,10,13,8,0,107,22,26,38,63,51,34,13,5,246,186,382,345,396,344,253,114,26,2043,13,40,41,21,12,11,9,3,143,183,262,171,123,128,138,165,135,1301,989,3344,2350,1509,1097,785,404,188,10659
POA3170,486,243,125,86,35,3,1478,4,87,124,109,49,46,14,3,439,236,956,993,583,353,220,71,27,3441,95,268,364,360,257,153,109,33,1638,139,253,272,378,307,245,191,46,1840,19,13,17,16,23,14,5,0,110,14,17,28,58,71,37,34,6,265,167,293,321,454,392,298,236,54,2215,6,15,24,22,9,13,14,11,115,90,158,140,133,102,109,126,73,927,627,2254,2449,1908,1293,918,596,199,10247
POA3171,252,103,47,26,13,4,1115,16,83,49,22,20,23,8,0,222,315,1172,697,324,158,115,56,29,2871,173,507,308,225,146,80,40,15,1481,171,346,271,244,200,127,81,29,1460,26,32,21,23,27,11,0,0,140,17,49,37,50,37,25,7,3,230,212,428,327,312,261,165,91,37,1829,21,41,28,17,11,11,6,0,135,221,425,230,153,144,122,118,90,1503,1000,3285,1892,1158,789,541,329,174,9163
POA3172,249,98,69,38,11,3,686,8,47,68,79,68,44,20,0,336,286,774,678,457,259,181,82,24,2735,125,311,408,388,255,194,78,20,1786,173,384,392,456,420,315,168,49,2361,29,14,32,44,28,15,0,3,161,23,30,50,60,60,40,36,11,305,226,433,474,558,506,369,208,63,2835,5,12,21,17,12,21,8,3,104,113,162,164,140,151,176,139,68,1114,775,1940,2058,1744,1318,1027,547,186,9601
POA3173,586,254,111,51,12,0,1494,5,105,135,100,56,29,12,0,441,412,1388,1250,675,333,188,62,15,4320,148,451,609,446,291,185,54,16,2207,222,468,498,481,382,272,143,36,2502,35,32,44,34,20,23,4,0,193,17,42,68,71,68,53,20,5,343,269,545,610,587,474,347,173,40,3037,7,30,48,32,22,21,10,3,181,140,210,213,144,130,157,116,58,1165,1012,3163,3454,2240,1426,977,431,136,12836
POA3174,543,210,89,51,19,4,1943,31,139,109,77,48,37,13,0,460,458,1918,1148,517,353,242,88,35,4757,281,918,738,430,294,183,82,32,2959,371,711,666,658,545,411,216,56,3638,54,67,61,38,36,26,10,0,289,46,96,88,92,87,64,33,5,508,468,878,813,789,673,502,256,67,4437,19,70,55,25,20,23,11,3,231,342,605,374,319,334,289,249,111,2625,1668,5485,3776,2368,1815,1329,721,245,17409
POA3175,654,258,129,71,20,6,2198,22,148,130,109,70,43,17,6,556,450,2183,1350,611,463,310,120,37,5518,345,997,936,666,500,304,116,41,3911,534,1076,999,903,726,530,278,75,5121,87,110,95,65,63,32,12,3,471,34,124,124,132,109,85,37,6,650,657,1310,1226,1106,894,647,324,84,6239,25,68,64,35,39,36,23,11,305,542,1023,839,586,541,499,379,189,4593,2114,6716,5203,3377,2631,1913,1004,384,23330
POA3177,107,38,12,12,3,0,311,9,25,29,11,12,4,0,0,92,72,426,227,113,73,41,11,4,974,60,234,188,116,91,43,19,0,753,122,328,260,234,165,114,50,17,1277,14,26,26,18,7,3,0,0,93,6,25,25,19,18,19,0,0,119,141,376,311,266,184,136,53,13,1493,5,12,13,6,8,6,0,0,58,141,244,174,130,118,133,113,49,1108,436,1455,1064,685,500,369,210,76,4787
POA3178,610,361,287,110,37,0,1901,15,92,174,153,132,57,27,3,647,464,1257,1318,1066,784,400,115,38,5440,194,398,560,804,679,351,145,34,3174,350,615,599,927,918,427,225,44,4109,45,28,46,52,35,26,12,5,240,17,43,66,99,130,72,27,9,467,415,682,713,1084,1088,519,263,60,4814,16,16,26,34,32,18,16,7,163,130,160,140,157,166,163,143,72,1135,1262,3064,3527,3659,3177,1623,750,223,17274
POA3179,121,70,54,29,4,0,348,5,11,38,31,24,12,5,0,128,84,218,291,194,115,68,22,7,987,33,85,120,124,90,57,19,0,529,43,133,134,160,150,91,40,9,760,10,10,10,3,3,3,3,0,45,4,13,12,22,16,15,9,3,91,60,155,154,184,168,109,54,11,900,6,5,4,5,10,7,0,4,27,28,35,50,39,24,23,28,8,237,221,557,777,651,486,304,131,27,3156
POA3180,166,87,53,28,5,3,446,6,25,46,41,25,21,13,0,173,80,300,357,222,145,98,47,9,1257,41,115,152,127,136,83,41,8,702,67,156,150,198,148,131,89,14,947,16,9,6,3,8,11,0,0,49,8,11,14,19,21,11,15,6,109,84,173,173,219,179,154,101,18,1104,3,3,4,3,8,11,4,0,43,34,43,50,31,33,30,59,11,283,256,764,949,728,573,420,268,61,4017
POA3181,625,309,204,130,46,3,2280,16,223,156,132,102,54,12,4,700,553,2944,1379,683,414,271,105,43,6385,128,527,350,238,184,139,65,22,1650,124,487,246,170,135,67,29,16,1268,19,31,21,14,9,8,0,0,105,6,39,40,36,28,29,16,0,190,150,557,301,216,177,105,48,16,1563,6,40,15,10,13,14,9,0,108,122,319,205,148,136,138,190,222,1476,1007,5543,3034,1729,1221,840,469,314,14169
POA3182,786,421,386,209,80,7,2847,12,187,187,182,165,93,21,0,841,321,2518,1398,858,591,344,110,28,6165,139,635,461,354,327,169,54,13,2161,145,688,412,267,235,133,37,13,1927,20,40,35,27,15,14,0,0,145,15,51,56,60,41,39,18,12,296,180,782,503,356,286,187,56,21,2366,8,47,37,15,18,12,5,0,137,148,548,388,308,280,183,132,34,2024,841,5630,3754,2488,2057,1204,455,107,16537
POA3183,539,311,231,116,44,8,1998,6,156,167,142,111,62,22,3,667,312,1832,1138,684,404,278,91,23,4765,110,432,342,235,165,139,49,20,1494,153,391,262,180,145,83,39,21,1262,14,21,13,10,9,4,0,0,79,13,31,32,47,28,28,15,9,198,177,439,315,240,176,113,46,24,1540,11,29,8,10,9,14,11,3,99,125,295,235,141,106,110,69,33,1111,778,3906,2747,1762,1205,828,325,110,11668
POA3184,505,377,255,136,44,4,1808,0,105,126,159,126,62,16,0,599,213,1416,1050,864,516,259,62,7,4393,50,306,307,258,224,134,49,10,1339,63,307,254,178,136,68,34,15,1050,10,13,16,21,8,6,0,0,81,5,30,30,33,39,29,7,3,174,80,352,303,221,187,99,48,13,1304,4,20,19,16,11,9,8,0,88,57,226,247,175,119,71,43,31,966,433,2895,2554,2079,1429,769,262,69,10492
POA3185,347,305,225,130,47,14,1434,5,85,104,126,135,89,22,0,576,215,1000,845,708,426,289,113,27,3618,50,206,193,178,162,164,72,20,1041,85,218,139,137,110,70,46,24,825,16,12,11,6,13,5,0,0,67,3,11,20,32,27,34,23,6,157,107,251,168,175,153,106,65,34,1056,6,15,11,12,12,8,7,5,67,61,113,97,71,67,69,55,46,572,459,2024,1764,1568,1174,853,385,144,8369
POA3186,458,619,550,336,150,45,2445,7,62,120,197,202,149,68,18,832,305,833,1058,1365,1108,842,433,145,6091,55,159,235,382,395,376,259,105,1964,56,159,135,204,231,142,120,45,1098,15,6,13,21,14,17,8,0,95,24,11,29,46,66,65,63,28,329,89,181,175,275,313,225,195,74,1529,7,11,22,25,20,32,22,21,160,87,95,122,156,153,184,181,167,1141,563,1597,2190,3023,2744,2155,1314,578,14168
POA3187,368,410,287,150,68,16,1465,3,37,78,162,129,79,41,11,542,208,483,842,1033,685,412,180,90,3944,53,101,199,293,270,220,130,74,1343,45,103,105,189,190,128,86,42,896,5,8,13,10,16,7,0,5,62,6,15,19,29,37,46,37,20,211,56,123,136,232,245,180,130,63,1164,0,5,10,30,17,18,11,15,110,63,66,73,112,74,107,184,245,920,386,982,1716,2268,1707,1166,738,517,9492
POA3188,414,491,335,149,53,5,1664,5,65,112,200,176,102,28,10,694,235,679,942,1130,757,408,162,40,4350,71,148,256,336,354,254,131,25,1573,109,180,167,222,272,132,80,27,1188,21,10,13,14,18,14,4,0,91,11,17,41,54,64,46,37,12,280,133,201,224,286,364,190,123,40,1559,0,8,12,23,21,23,11,4,99,62,105,120,133,123,134,121,43,846,508,1432,2072,2599,2128,1260,622,164,10793
POA3189,153,89,47,22,9,0,432,5,25,55,43,26,19,0,0,178,60,306,387,219,137,66,35,15,1223,39,105,129,135,94,57,22,8,589,39,105,114,123,103,54,47,3,589,13,7,11,10,5,7,3,0,48,4,5,13,19,14,15,0,0,76,55,113,136,148,115,82,50,3,714,0,6,6,5,4,12,3,0,40,18,44,65,42,35,34,42,22,307,175,723,935,679,463,286,169,55,3480
POA3190,297,213,97,57,19,3,911,6,65,90,104,79,31,8,3,376,119,624,737,592,246,149,66,11,2547,51,171,228,263,200,123,66,17,1121,79,210,169,217,192,129,65,30,1088,10,3,12,5,15,3,4,0,58,5,18,26,49,42,14,15,7,177,92,238,207,277,253,154,80,32,1325,0,14,3,10,11,9,3,4,58,38,79,96,68,50,67,63,62,518,315,1404,1664,1522,935,588,299,131,6857
POA3191,242,273,179,107,61,13,1007,9,41,60,102,108,79,21,13,434,108,331,504,645,488,297,151,32,2557,43,68,141,204,190,199,99,50,1000,48,80,96,149,162,97,58,22,713,8,10,3,4,4,9,4,3,46,0,8,10,33,41,39,24,9,159,50,100,113,182,212,140,84,32,921,0,3,8,3,10,17,9,7,61,33,44,81,75,74,75,89,111,588,255,716,1154,1492,1259,924,512,262,6575
POA3192,639,336,158,88,37,9,1675,18,91,169,163,117,65,17,13,652,215,1111,1348,909,495,295,118,39,4532,112,346,466,506,333,230,120,59,2176,178,417,393,480,429,250,154,85,2379,39,19,28,26,31,20,3,0,169,9,27,53,67,80,55,37,19,351,230,465,475,569,540,326,193,109,2902,6,5,35,20,11,21,14,22,143,97,160,159,140,130,134,150,145,1119,682,2574,3291,2642,1786,1159,646,398,13188
POA3193,311,485,359,211,96,27,1623,3,41,111,166,170,155,31,0,687,276,506,801,1211,903,638,267,77,4680,62,96,234,434,409,357,240,74,1911,91,120,143,296,372,203,145,53,1414,12,4,13,14,26,15,7,0,100,9,11,21,71,65,88,49,11,316,112,129,179,386,457,307,202,65,1834,0,3,16,30,20,27,22,11,131,58,52,80,126,110,137,123,77,758,519,962,1734,2833,2427,1826,980,336,11618
POA3194,286,196,110,76,34,0,907,11,55,85,138,86,53,28,4,447,137,652,648,564,306,199,112,28,2643,40,208,273,289,211,164,82,35,1302,84,247,259,264,239,156,94,37,1371,11,21,15,21,12,9,5,4,104,7,12,29,32,43,50,12,7,188,107,273,297,316,299,209,109,47,1657,11,8,12,21,9,16,11,4,94,21,78,76,74,68,84,94,84,574,332,1468,1669,1596,1091,800,476,197,7620
POA3195,667,581,319,181,61,8,2236,14,108,265,312,234,140,33,5,1106,405,1286,1810,1619,941,465,172,49,6740,156,405,644,967,623,408,180,67,3456,322,599,667,939,788,451,198,75,4046,34,37,38,60,56,28,9,4,254,23,34,102,124,126,97,45,27,582,376,673,803,1128,970,582,251,105,4887,10,15,27,32,29,33,24,9,182,114,159,173,225,184,196,209,147,1408,1095,3032,4393,4862,3305,1998,936,381,20009
POA3196,438,250,149,79,31,0,1278,11,124,198,174,110,63,21,0,705,169,1207,1217,777,470,272,98,29,4240,110,410,612,579,386,274,96,37,2495,222,638,784,739,648,392,203,70,3696,33,20,46,26,36,19,9,0,199,12,38,69,91,89,55,28,21,390,268,701,895,856,776,470,239,92,4289,9,18,16,21,19,24,18,9,137,99,202,201,178,190,214,204,134,1425,673,2982,3574,2828,2097,1396,713,303,14562
POA3197,123,108,71,55,21,3,468,6,35,52,76,52,47,9,0,278,77,385,394,335,232,162,40,11,1643,52,155,240,273,195,155,54,13,1137,120,293,350,410,393,228,93,37,1919,11,15,17,13,12,17,0,0,83,11,8,22,50,51,47,13,4,197,140,310,383,472,455,291,102,42,2194,3,9,11,10,18,11,5,3,73,41,72,75,69,63,84,79,34,519,325,1055,1283,1336,1084,805,315,100,6303
POA3198,194,96,54,29,13,3,534,7,78,106,80,48,45,15,0,383,72,542,594,361,207,128,52,17,1978,65,301,382,367,222,173,71,22,1601,178,556,597,542,435,300,159,39,2802,22,30,29,20,20,17,4,0,141,8,32,49,48,53,34,19,3,256,200,622,673,608,509,353,183,43,3193,0,7,12,11,9,19,10,0,78,111,164,199,208,150,137,132,73,1174,468,1847,2158,1735,1202,891,479,160,8939
POA3199,481,385,274,193,48,15,1867,24,201,312,309,221,177,55,10,1307,324,1693,1625,1270,843,635,280,61,6732,252,928,1141,1082,908,627,303,81,5318,629,1794,1626,1592,1379,899,470,148,8534,87,88,92,88,75,61,14,0,504,50,93,115,134,154,152,85,26,818,761,1977,1833,1814,1604,1110,575,175,9852,18,45,36,32,49,49,39,31,298,413,607,539,551,510,493,504,398,4015,1818,5884,5971,5446,4408,3281,1807,772,29386
POA3200,11,9,6,5,0,0,60,0,19,12,6,10,11,0,0,65,20,114,66,37,30,28,9,9,308,18,88,79,51,67,32,12,6,358,78,290,174,153,137,58,39,20,948,13,17,14,16,7,4,0,0,83,0,11,13,13,11,4,5,0,61,96,324,203,183,158,73,38,21,1089,0,0,5,5,8,0,0,3,21,108,101,101,108,90,57,65,23,656,250,669,477,397,366,210,136,53,2554
POA3201,166,87,41,21,9,0,484,9,76,80,49,41,13,8,0,278,123,636,492,289,175,114,35,12,1867,101,499,490,365,197,128,28,11,1827,306,1077,826,742,575,289,98,26,3946,55,51,49,25,24,24,7,0,243,21,52,65,71,66,34,19,0,326,386,1181,946,842,664,339,127,30,4522,4,21,17,11,11,15,10,0,87,134,220,178,173,153,144,138,141,1285,768,2785,2373,1821,1284,776,352,190,10346
POA3202,62,50,23,19,0,0,182,4,4,16,22,8,3,0,0,67,16,85,123,158,43,32,5,0,468,12,32,43,75,50,20,5,0,233,18,38,50,58,47,30,17,0,261,4,5,0,9,4,3,0,0,24,0,0,11,14,19,7,3,0,59,23,48,65,81,63,41,19,0,345,0,0,0,3,6,0,3,0,17,9,21,17,17,13,35,26,13,161,67,221,330,415,211,156,66,11,1474
POA3204,1051,795,423,180,48,6,3379,16,128,236,316,256,117,33,3,1102,521,1654,1905,1787,1078,531,199,56,7731,176,368,474,694,480,326,127,39,2689,149,395,316,472,412,280,121,43,2192,38,21,17,31,34,17,12,0,169,20,33,59,87,98,73,39,9,429,210,448,396,589,544,368,167,60,2785,10,33,27,45,31,25,20,8,203,132,213,194,215,166,163,150,103,1348,1113,3673,4281,4440,2975,1715,755,283,19236
POA3205,417,253,176,106,38,4,1484,8,81,102,95,69,39,11,0,415,182,1124,782,512,328,202,78,23,3226,73,181,192,193,146,110,53,16,960,46,175,96,115,127,51,33,18,668,9,16,7,9,9,8,6,0,61,4,12,18,30,29,13,13,0,122,64,204,128,152,158,72,47,23,849,14,21,25,13,13,5,3,0,94,62,152,126,131,98,80,98,109,848,416,2241,1774,1349,987,612,327,177,7874
POA3206,306,362,223,162,84,9,1327,3,41,75,95,87,69,18,4,386,68,388,580,594,447,312,141,37,2560,28,57,91,153,158,112,80,14,700,19,78,68,103,118,54,28,11,478,6,9,0,6,3,0,11,0,40,7,6,13,23,35,20,12,5,124,28,92,85,134,157,75,54,16,641,0,11,9,17,6,9,13,0,53,25,42,65,60,73,61,55,32,409,160,790,1208,1414,1150,796,439,111,6071
POA3207,550,412,258,152,64,4,1809,3,87,138,173,109,80,18,3,623,157,1067,1180,834,523,329,133,21,4245,57,269,349,360,266,181,85,8,1577,65,276,217,264,231,129,72,14,1264,10,14,13,22,17,7,0,0,84,12,17,46,55,44,43,20,6,246,87,307,275,338,294,178,90,17,1601,3,22,22,6,16,14,8,10,105,106,254,231,211,187,150,110,28,1277,437,2375,2747,2337,1654,1096,507,89,11238
POA3211,11,19,8,4,0,0,45,0,3,0,6,0,0,0,0,24,11,13,19,15,18,11,3,0,89,3,9,20,33,24,11,4,0,105,24,23,36,42,48,30,9,3,217,5,5,0,0,0,5,0,0,15,3,0,0,3,12,0,0,0,18,33,34,34,48,59,31,8,3,249,0,0,0,0,0,0,0,0,3,23,8,18,33,28,13,5,4,127,76,71,110,153,138,66,27,3,643
POA3212,159,80,48,37,13,3,477,7,93,94,68,38,36,7,0,347,117,565,515,326,191,113,33,8,1867,65,328,343,352,232,171,66,9,1571,253,739,681,604,493,298,117,23,3205,28,25,35,21,17,11,4,0,145,10,26,35,45,36,37,11,0,204,292,789,749,670,542,348,131,22,3551,4,7,10,10,4,11,3,3,52,110,192,151,139,107,121,92,40,959,594,2124,2021,1656,1156,840,343,92,8828
POA3213,33,25,13,8,5,0,125,0,12,23,13,12,6,0,0,67,38,103,118,100,74,28,13,0,460,26,60,69,95,68,47,9,4,377,86,148,149,190,163,63,28,9,837,5,8,3,3,6,6,0,0,38,9,5,4,15,13,5,4,0,60,105,159,163,210,181,73,34,9,934,0,3,0,8,5,0,0,0,15,38,31,35,43,49,26,18,4,246,199,410,439,495,402,191,81,17,2235
POA3214,74,50,29,14,4,0,424,10,46,37,30,28,17,3,0,167,113,430,228,146,125,75,23,5,1140,109,353,258,236,161,115,49,7,1281,408,927,637,576,531,329,124,34,3568,65,73,66,41,27,14,4,0,305,23,36,44,46,36,37,17,4,237,495,1034,747,657,595,383,146,38,4106,12,16,11,13,20,11,5,0,89,370,445,356,339,304,270,208,97,2384,1126,2570,1708,1468,1262,890,431,139,9593
POA3215,192,122,91,40,10,0,788,15,105,111,98,71,57,7,0,461,166,859,588,420,282,200,56,22,2595,128,367,337,361,271,209,81,22,1772,293,756,626,571,503,374,160,87,3358,34,46,26,27,20,26,9,0,189,21,37,43,51,55,51,25,9,294,341,835,697,646,582,441,191,97,3838,12,16,13,21,11,22,11,5,99,148,193,162,146,134,200,217,153,1367,832,2680,2098,1814,1442,1171,582,297,10918
POA3216,809,570,344,223,113,13,3412,35,325,396,348,264,192,76,12,1654,894,2628,2262,1566,979,854,324,109,9616,380,825,1015,1040,875,733,414,135,5398,862,1575,1435,1471,1390,883,476,173,8271,105,58,78,62,64,41,18,4,435,58,72,98,123,115,146,84,36,728,1028,1706,1605,1665,1573,1070,576,210,9432,22,31,44,32,35,37,60,16,271,435,434,296,296,291,397,495,346,2993,2898,7178,6421,5514,4357,3516,2059,844,32782
POA3217,320,94,40,34,8,0,924,19,179,149,75,46,35,9,0,502,261,1399,924,335,191,118,39,14,3279,141,624,513,289,175,126,44,10,1922,345,1107,731,405,301,180,60,11,3127,33,47,51,13,17,13,0,0,181,17,54,54,36,26,19,3,0,215,395,1212,842,453,341,203,63,14,3527,5,22,18,7,7,4,0,0,70,121,190,134,101,86,59,36,14,739,961,4036,2899,1343,895,583,201,46,10957
POA3218,241,154,111,60,11,0,971,11,109,122,109,88,50,20,0,518,169,813,760,444,262,174,51,13,2682,65,243,280,258,221,140,47,9,1266,159,442,427,363,329,185,70,20,1998,28,22,23,20,10,11,4,0,112,16,23,33,29,38,18,5,3,169,207,483,486,413,376,211,82,21,2281,12,3,11,13,13,4,9,5,71,97,116,105,83,73,80,77,32,662,577,2159,2008,1463,1143,728,291,79,8442
POA3219,129,81,65,38,16,0,627,8,89,82,71,58,44,13,5,375,153,681,442,282,238,175,66,14,2057,108,305,296,292,267,188,57,20,1526,336,808,581,622,599,348,147,48,3499,46,51,37,42,22,26,0,0,231,24,30,28,40,55,33,12,0,218,405,889,648,705,671,407,163,49,3951,4,17,14,7,12,10,16,3,83,179,222,213,200,195,231,208,112,1553,890,2479,1810,1645,1509,1090,543,206,10169
POA3220,334,245,201,122,48,4,1381,7,104,127,158,123,105,24,5,653,278,859,786,655,518,371,136,26,3621,90,213,193,294,290,259,119,33,1488,166,333,261,322,362,244,103,25,1814,31,21,15,16,17,16,4,0,123,12,16,18,25,45,32,21,10,177,209,363,289,370,427,293,129,33,2107,8,12,12,14,12,15,15,4,89,109,145,113,109,128,127,92,58,877,712,2100,1855,1849,1698,1291,560,158,10222
POA3221,7,9,12,7,0,0,43,0,0,3,8,7,5,6,0,33,9,17,30,36,32,14,6,0,150,4,0,4,19,11,11,0,3,59,6,13,23,19,23,16,7,0,107,0,0,0,0,5,0,0,0,3,0,0,0,3,0,0,0,0,9,9,13,23,25,23,17,7,0,118,0,0,0,0,0,0,0,0,6,4,0,5,7,7,10,0,0,46,29,43,77,103,95,67,18,4,445
POA3222,113,113,101,94,32,5,528,13,71,78,84,109,82,28,6,463,79,359,432,332,314,288,114,18,1940,65,217,274,311,334,344,148,30,1717,221,624,646,582,618,485,220,50,3442,27,22,34,30,32,27,5,5,186,12,22,34,46,53,62,25,9,265,263,670,716,658,709,570,250,58,3896,7,0,6,4,11,24,20,7,76,69,84,89,85,116,185,174,86,895,488,1478,1709,1597,1681,1586,763,213,9517
POA3223,59,57,92,84,19,0,350,3,9,25,34,67,89,20,4,242,25,137,140,149,212,232,77,10,982,33,74,97,150,213,269,77,20,938,62,183,193,275,368,342,129,34,1601,4,6,12,12,15,21,5,0,79,8,11,24,23,34,42,23,9,167,76,206,232,311,425,409,159,40,1853,0,0,4,0,10,20,14,4,54,48,34,64,88,147,200,219,101,907,188,495,617,795,1167,1308,582,174,5320
POA3224,78,65,53,43,17,7,320,6,64,61,42,47,49,16,0,294,75,418,328,255,180,144,82,18,1484,64,189,246,286,227,191,120,19,1337,204,545,585,487,473,324,193,35,2846,27,30,30,29,23,15,3,0,157,12,27,25,32,36,44,34,3,211,246,598,643,552,531,387,230,39,3220,6,5,0,10,7,16,14,4,58,53,80,71,87,89,168,214,159,915,445,1407,1425,1297,1129,992,690,235,7632
POA3225,45,49,79,128,49,6,384,4,7,24,20,65,83,23,4,235,23,115,159,174,216,284,144,42,1158,5,24,41,59,135,174,118,39,591,24,48,70,83,108,120,54,25,538,5,0,0,7,4,8,4,0,35,3,4,9,13,13,26,23,5,98,31,49,76,106,129,160,81,34,666,0,0,4,0,0,3,12,3,35,26,15,37,21,72,108,114,38,432,98,241,371,436,694,950,534,167,3498
POA3226,211,166,164,113,33,8,833,0,67,153,135,146,118,25,0,651,66,475,726,549,452,390,123,22,2806,46,185,337,346,335,354,143,22,1765,145,372,517,481,396,342,121,42,2409,23,8,25,22,19,22,8,0,124,14,16,20,34,42,57,24,11,215,183,394,562,535,455,422,149,52,2752,0,9,18,7,11,11,19,5,83,106,65,107,94,131,197,142,145,995,411,1332,2115,1831,1698,1605,644,260,9888
POA3227,73,71,78,62,28,0,336,0,3,29,56,41,48,11,0,180,23,116,247,286,203,199,64,14,1155,12,31,70,112,99,131,58,8,536,16,62,113,118,130,80,28,10,559,5,0,6,6,4,6,0,0,26,0,5,8,9,8,12,8,4,55,19,70,121,131,145,103,37,13,639,0,0,3,9,9,3,9,0,28,48,14,40,59,69,76,38,21,367,99,266,581,714,633,627,253,59,3232
POA3228,399,318,189,137,41,9,1327,3,110,220,194,155,142,39,4,870,159,890,1391,907,535,473,170,19,4545,66,236,484,506,391,343,161,35,2232,185,430,669,628,507,328,115,44,2914,25,10,22,17,20,19,4,0,127,12,28,49,58,63,73,19,12,319,230,466,734,700,592,426,147,57,3354,11,5,20,14,21,21,12,3,105,113,125,198,170,157,189,147,125,1231,594,2063,3447,2819,2046,1730,716,251,13663
POA3230,53,44,58,53,27,0,266,0,15,20,25,34,28,8,0,134,15,90,119,107,123,147,77,17,685,5,25,35,43,66,98,40,13,327,22,47,48,53,86,70,21,18,372,4,6,0,4,6,6,0,0,24,0,0,4,4,8,11,8,0,41,22,53,46,60,100,87,34,18,429,0,0,0,0,4,12,5,0,19,8,20,18,24,33,62,26,8,202,55,223,299,308,412,487,217,56,2061
POA3231,17,22,48,45,25,0,162,0,4,8,17,24,20,5,0,83,8,46,48,67,106,84,31,3,390,8,6,13,22,38,46,17,5,149,11,14,12,42,59,24,14,5,173,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,6,0,18,8,14,6,43,69,33,17,5,193,0,0,0,0,5,0,0,0,3,9,17,14,23,21,33,15,3,124,33,92,106,189,297,253,100,24,1100
POA3232,8,6,13,21,7,0,69,0,7,7,3,10,14,6,0,41,4,56,30,28,50,55,25,3,253,4,16,10,15,21,28,18,5,131,11,30,18,21,43,24,7,0,165,0,0,0,0,0,0,0,0,8,0,0,0,0,4,7,4,0,22,16,37,20,24,49,40,12,4,198,0,0,0,0,4,0,0,0,5,13,10,12,18,24,43,18,17,153,37,143,85,96,172,201,81,40,855
