POA_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
POA3777,71,66,57,49,30,3,320,3,27,41,54,51,49,13,3,245,38,206,247,226,187,158,54,19,1132,29,143,176,189,210,145,70,11,972,152,376,317,361,375,231,104,29,1948,13,18,20,18,18,8,6,0,103,13,20,20,29,40,32,9,9,168,172,407,355,408,437,274,123,40,2217,0,0,6,6,11,15,6,3,48,79,74,90,105,138,107,112,72,787,327,899,988,1059,1090,786,414,152,5710
POA3778,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,3,0,5,0,9,0,0,19,0,0,0,0,3,4,0,0,16,0,8,3,11,12,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,12,3,13,15,9,0,0,51,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,8,5,15,7,25,23,21,6,0,104
POA3779,0,3,3,12,0,0,18,0,3,0,4,3,4,0,0,17,3,14,9,10,13,9,13,3,74,0,7,4,7,12,11,4,0,43,3,12,9,10,24,27,9,0,97,0,0,0,0,4,0,0,0,6,0,0,0,3,0,0,0,0,6,3,12,12,14,27,27,9,3,104,0,0,0,0,0,3,0,0,4,9,4,4,0,0,18,10,0,42,12,41,29,39,58,77,33,6,297
POA3781,33,18,13,9,0,0,96,3,11,19,18,16,7,0,0,83,11,102,87,75,57,28,11,0,368,23,69,108,77,67,36,8,0,393,48,216,195,212,151,65,21,3,904,15,10,5,3,8,3,0,0,43,4,3,7,15,13,9,0,0,58,65,229,212,233,169,76,21,3,1000,0,3,5,4,3,0,0,0,16,52,61,50,61,60,48,15,9,354,151,493,525,482,391,202,52,14,2321
POA3782,78,71,45,53,12,0,297,11,18,50,56,45,35,11,0,236,47,158,226,234,165,135,58,7,1021,37,84,170,150,158,119,34,3,755,109,226,239,314,270,156,51,16,1379,14,12,12,15,12,4,0,0,74,9,4,28,27,23,17,4,0,109,130,247,273,351,305,178,68,16,1562,0,0,4,3,3,8,5,0,24,33,30,45,66,52,39,39,21,329,259,578,841,931,774,563,221,52,4223
POA3783,17,12,8,9,3,0,66,0,0,9,7,11,5,0,0,41,19,44,57,68,42,31,5,0,264,13,30,37,45,44,35,14,0,219,26,97,85,87,87,38,20,5,435,6,0,3,9,0,0,0,0,27,0,4,0,9,9,4,3,0,34,40,105,87,100,96,41,22,5,492,0,0,0,0,0,0,0,0,3,44,32,39,40,48,27,19,4,257,117,214,245,279,246,151,71,6,1335
POA3785,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,3,0,4,0,3,4,5,0,0,12,0,4,5,0,0,4,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,6,8,10,0,0,39
POA3786,33,31,24,19,8,0,121,0,4,6,19,13,6,4,0,64,12,44,64,66,60,44,19,3,298,4,14,19,41,34,25,10,0,151,17,18,36,38,34,28,3,0,175,4,0,0,6,0,0,0,0,9,0,0,0,0,13,4,4,0,21,22,18,40,47,41,31,7,0,208,0,0,0,0,0,0,6,0,10,7,3,10,9,13,5,5,0,57,44,99,177,212,192,135,49,9,910
POA3787,7,22,18,14,3,0,68,0,5,3,10,7,9,0,0,38,3,29,36,31,33,25,9,0,171,3,6,13,23,20,15,4,0,91,4,12,24,26,25,22,0,4,112,3,0,0,0,0,0,0,0,9,0,0,0,3,9,6,0,0,20,7,15,20,32,35,24,4,6,138,0,0,0,0,0,0,3,0,7,4,9,0,4,8,7,8,0,40,21,69,90,129,112,104,29,6,556
POA3788,25,32,23,27,4,0,128,0,3,8,9,25,11,4,0,70,9,44,69,81,48,53,11,0,307,9,19,30,59,36,32,10,4,200,15,34,31,40,47,39,9,0,214,0,3,0,0,0,7,5,0,15,0,7,3,7,3,0,0,0,24,20,45,38,50,50,47,11,0,260,0,0,0,0,3,0,0,0,3,4,8,20,21,19,13,10,0,94,38,131,194,255,205,175,56,8,1061
POA3789,5,4,8,6,0,0,35,0,0,0,7,5,0,3,0,13,3,7,5,15,11,11,5,0,52,3,7,0,8,11,13,0,0,39,3,5,4,3,5,5,6,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,5,4,9,5,8,6,0,31,0,0,0,0,0,0,0,0,3,3,6,0,3,0,0,0,0,14,12,23,18,42,35,33,16,3,184
POA3791,23,25,20,23,9,0,108,0,4,15,18,17,12,4,0,62,11,33,54,53,41,47,16,4,262,3,7,24,28,29,29,13,0,137,12,22,34,37,35,34,8,0,183,3,0,0,3,0,3,0,0,10,0,3,3,11,3,8,0,0,29,20,26,38,46,41,45,9,0,222,0,0,0,0,0,6,3,0,4,0,5,6,5,15,5,10,0,47,36,86,157,182,163,170,66,5,855
POA3792,19,7,16,12,4,0,66,0,0,0,10,14,10,4,0,44,0,19,37,39,30,30,7,0,170,0,11,19,28,22,24,9,4,120,3,24,23,38,31,16,7,3,151,5,0,0,0,0,0,0,0,5,0,4,0,4,5,8,0,0,16,4,27,28,42,34,26,8,3,173,0,0,0,0,0,0,0,0,3,0,0,3,3,10,6,6,0,25,12,64,108,137,119,110,33,5,593
POA3793,40,28,16,18,4,0,121,0,16,4,17,21,16,4,0,75,23,75,91,117,51,38,16,0,406,11,42,73,73,61,59,13,7,335,59,99,137,146,101,80,25,8,661,8,0,3,4,6,5,0,0,20,4,3,6,11,6,3,6,0,47,66,111,149,159,109,89,38,11,723,3,5,5,9,0,0,0,0,20,19,26,27,38,31,24,18,8,185,119,289,382,439,284,246,93,24,1872
POA3795,6,4,4,3,0,0,34,0,6,9,5,3,4,0,0,28,12,24,26,24,16,19,7,0,135,6,24,27,21,13,9,8,0,111,14,44,45,44,46,21,11,0,228,0,5,4,0,0,0,0,0,10,0,0,4,3,0,0,0,0,18,17,50,48,52,50,19,11,0,254,0,0,0,0,0,0,0,0,7,12,6,11,4,15,4,4,3,59,43,118,133,129,105,64,31,5,630
POA3796,71,41,42,21,14,0,247,11,41,54,43,38,27,4,0,220,36,289,287,169,113,107,31,7,1048,49,160,208,205,162,97,57,5,936,168,437,363,384,319,176,83,10,1937,27,21,10,13,14,15,5,0,104,8,16,24,19,28,26,10,0,126,207,474,402,418,357,213,91,9,2166,0,7,3,5,11,7,3,0,43,30,30,26,43,52,45,38,11,273,339,1049,1046,921,776,519,244,31,4934
POA3797,6,14,13,14,3,0,64,0,8,12,15,9,12,0,0,55,13,37,48,47,44,52,14,5,264,19,43,41,59,44,56,14,0,273,58,162,123,138,122,68,41,10,722,9,3,8,7,8,4,0,0,35,3,10,5,5,3,16,11,0,50,62,172,138,146,136,87,50,11,803,0,0,0,4,3,0,0,0,12,45,29,38,57,57,64,40,12,338,138,298,286,340,307,285,123,34,1812
POA3799,23,45,41,24,5,3,152,0,12,25,29,29,22,8,0,129,5,78,93,105,103,57,32,6,472,19,68,80,97,109,87,40,6,504,67,184,181,214,189,129,46,10,1011,12,8,13,17,15,4,4,0,71,3,8,13,14,17,14,4,4,77,77,200,204,243,214,143,57,11,1159,0,0,0,3,3,8,5,0,20,87,69,74,126,89,98,56,18,627,192,447,495,645,589,447,194,49,3063
POA3802,396,197,147,84,15,0,1155,21,81,74,66,75,36,10,0,360,243,917,789,448,408,261,64,9,3133,105,386,511,435,454,269,64,22,2263,212,518,497,489,538,394,139,36,2829,26,30,31,34,46,24,3,0,199,15,39,54,75,93,54,25,6,357,255,591,587,593,678,470,170,39,3383,7,19,26,16,27,20,8,0,120,170,253,202,196,181,200,103,43,1348,814,2547,2584,1957,1975,1343,427,123,11769
POA3803,109,44,34,19,13,0,360,8,24,25,18,12,10,7,0,109,106,396,258,158,117,80,23,12,1143,85,194,195,146,145,74,35,10,880,105,259,233,217,236,144,53,27,1263,12,24,21,12,12,16,4,0,103,10,25,29,35,30,18,10,3,149,128,307,278,263,280,169,69,27,1518,4,5,16,5,7,21,3,3,65,121,135,106,118,91,72,68,59,770,448,1188,984,746,681,452,221,121,4844
POA3804,65,61,47,28,9,0,272,0,21,27,45,33,18,3,0,141,125,219,227,218,181,94,24,3,1085,53,92,125,193,147,73,22,5,703,121,137,171,299,293,157,43,13,1242,19,4,11,10,12,4,3,0,61,7,10,11,14,24,12,17,3,97,149,152,190,330,325,172,57,16,1397,0,5,5,6,9,11,11,0,46,53,50,54,54,59,74,59,57,459,388,589,691,905,796,466,183,85,4102
POA3805,716,397,194,78,29,0,2055,37,169,217,184,118,45,18,4,796,573,1871,1639,1119,687,289,103,20,6293,399,1005,1232,1153,704,320,104,33,4952,851,1528,1437,1746,1353,597,198,52,7752,133,93,78,85,72,24,15,0,506,59,113,142,196,181,76,21,9,806,1041,1729,1660,2027,1613,697,233,65,9065,30,52,60,50,41,41,22,5,291,454,540,480,443,362,228,166,52,2723,2562,5983,5991,5370,3723,1695,668,168,26160
POA3806,1169,582,273,132,52,8,2767,18,151,270,288,157,115,35,5,1043,483,1483,2215,1522,710,441,175,46,7080,243,659,1111,1180,777,394,193,56,4615,566,1095,1211,1417,1188,591,306,88,6464,116,56,70,72,57,33,11,4,414,50,52,104,167,133,99,52,15,673,732,1202,1388,1656,1373,721,365,111,7548,19,40,45,41,48,39,23,15,257,275,305,363,346,264,265,290,153,2258,1799,4349,6573,5622,3603,2099,1127,401,25573
POA3807,89,64,37,13,7,0,272,0,22,38,43,36,21,3,0,165,57,163,224,223,111,49,20,3,846,39,101,152,208,133,57,26,6,721,125,182,224,335,224,98,44,10,1236,25,7,5,14,11,4,0,0,66,14,8,17,35,19,17,12,0,119,159,198,245,377,255,122,54,10,1424,0,0,5,7,6,3,3,0,26,43,45,37,47,49,36,31,15,296,306,593,786,960,627,307,140,34,3761
POA3808,30,29,24,9,9,0,109,0,8,17,11,16,8,5,0,69,20,48,84,98,79,50,13,0,393,10,22,67,60,56,43,18,0,283,31,70,118,121,103,58,13,3,522,7,3,3,3,5,0,0,0,20,5,4,3,11,6,9,4,0,37,43,72,124,140,118,62,13,8,580,0,0,0,0,0,0,4,0,12,32,7,29,40,39,28,19,10,202,110,175,355,368,341,204,75,19,1647
POA3809,479,129,47,18,3,0,1102,16,125,112,59,27,21,8,0,365,182,1036,882,356,132,90,23,3,2702,129,592,620,342,171,105,24,4,1988,236,968,629,398,283,174,43,0,2724,31,37,28,21,13,14,0,0,154,23,54,52,40,32,28,5,0,227,292,1059,705,460,326,214,52,0,3110,3,28,27,8,7,6,0,0,77,124,189,161,110,81,57,38,4,766,753,3445,2978,1452,788,524,151,14,10100
POA3810,623,230,110,70,20,0,1759,24,207,237,156,85,62,25,0,792,333,1684,1510,734,361,280,90,27,5023,295,1358,1289,767,468,291,141,29,4627,791,2448,2041,1490,1027,554,311,76,8742,127,131,96,55,49,26,8,0,499,49,125,122,142,120,74,43,10,683,973,2700,2263,1690,1199,653,364,84,9918,21,65,80,40,23,25,14,0,268,381,680,525,386,269,301,349,238,3129,2049,7368,6519,3998,2500,1682,1019,386,25527
POA3812,13,3,6,7,0,0,37,0,3,7,4,9,7,0,0,32,10,37,48,35,32,33,9,0,214,7,24,40,46,32,20,4,0,168,33,83,95,133,104,48,11,0,503,12,3,9,8,0,0,0,0,36,0,5,4,9,5,7,0,0,38,47,94,103,147,115,56,9,5,573,0,0,0,0,0,0,0,0,4,34,21,29,48,45,35,9,12,228,98,185,236,280,245,160,37,18,1249
POA3813,5,4,4,0,7,0,15,0,0,5,3,11,0,0,0,18,4,20,22,31,13,10,0,3,96,6,9,9,16,19,11,5,0,78,21,35,25,40,38,17,3,0,178,0,3,0,0,0,0,0,0,8,0,5,0,3,6,3,0,0,22,23,45,27,49,45,15,9,7,208,0,0,0,3,0,0,0,0,3,13,14,8,13,26,7,7,0,88,49,89,68,113,115,45,29,3,507
POA3814,8,7,5,8,4,0,44,0,12,8,10,11,0,0,0,40,8,53,51,29,26,23,6,0,198,6,34,37,34,28,17,5,0,168,25,108,101,105,88,55,21,7,511,3,3,7,0,6,3,0,0,22,4,4,5,7,0,0,5,0,29,33,117,116,107,101,57,28,7,563,0,0,0,5,3,0,3,0,9,27,17,19,27,49,33,32,8,216,80,253,238,215,219,145,76,13,1234
POA3815,15,12,11,8,4,0,60,5,12,5,15,7,5,5,0,49,11,73,61,36,49,32,17,3,283,7,45,47,59,52,19,19,6,253,54,140,162,138,123,68,30,8,722,12,4,10,6,4,0,0,0,35,0,4,10,9,8,4,4,5,43,69,144,184,155,140,75,37,9,801,0,0,7,0,3,0,0,0,6,42,36,32,46,38,34,42,14,283,130,318,353,322,293,167,121,34,1739
POA3816,9,0,8,5,0,0,37,0,5,4,0,7,6,0,0,29,8,51,43,33,21,18,9,0,188,7,64,55,35,37,9,9,0,215,48,142,148,99,107,59,20,6,627,5,9,5,0,10,7,0,0,38,4,13,4,8,6,6,4,0,41,59,165,157,103,119,66,25,6,708,3,0,4,0,3,0,4,0,11,32,41,40,53,50,45,25,7,298,106,339,322,227,254,152,78,14,1494
POA3818,73,59,42,35,18,6,314,7,49,62,49,48,60,27,0,303,67,359,288,217,185,185,66,13,1391,51,263,267,244,207,196,77,17,1327,245,807,588,573,526,367,162,46,3309,41,32,25,25,19,35,4,0,174,21,34,31,47,59,48,26,7,274,303,872,654,636,605,451,186,52,3762,5,6,11,5,15,19,15,4,77,95,145,123,123,149,172,142,52,1000,524,1784,1477,1338,1258,1111,536,139,8175
POA3820,153,126,108,66,35,0,637,12,66,101,81,105,106,28,0,492,104,592,465,344,307,244,102,20,2190,70,310,318,303,291,236,116,31,1678,299,773,583,599,524,329,166,58,3334,44,35,26,36,26,29,4,0,205,15,36,32,54,57,53,27,7,285,365,842,648,685,608,411,203,61,3828,0,12,22,17,17,22,22,3,110,127,190,153,160,138,163,181,80,1195,689,2141,1860,1719,1576,1248,688,214,10135
POA3821,16,21,21,23,4,0,95,0,9,14,19,26,8,3,0,72,18,63,76,70,84,45,18,0,367,5,27,39,48,67,46,11,6,243,39,99,93,103,131,64,21,5,551,6,5,7,4,6,0,0,0,23,4,4,0,5,6,11,0,0,34,50,109,98,109,142,75,19,4,612,0,0,0,3,6,5,0,0,19,29,34,42,30,35,52,28,3,253,103,247,278,301,374,253,85,12,1657
POA3822,4,6,0,0,0,0,15,0,0,3,9,8,3,0,0,23,4,14,23,10,9,9,0,0,59,8,7,14,15,14,10,0,0,78,23,40,36,46,33,17,4,0,204,0,3,5,6,6,4,0,0,15,0,0,4,0,5,0,0,0,10,22,41,38,51,38,21,6,0,223,0,0,0,0,0,0,0,0,0,7,12,11,16,15,6,8,0,82,39,77,95,108,90,57,22,0,483
POA3823,11,8,16,12,0,0,62,0,4,9,6,6,6,0,0,31,11,48,29,35,24,34,9,0,190,4,24,27,27,51,38,6,0,189,27,97,68,57,74,60,16,6,408,0,0,0,0,10,0,0,0,18,0,5,5,3,4,7,4,0,24,27,102,74,60,88,69,22,4,451,0,0,0,0,0,0,0,0,3,14,10,9,18,26,33,11,6,126,59,205,158,155,206,199,57,12,1049
POA3824,25,29,22,11,5,0,110,0,14,25,33,15,17,6,0,111,16,105,102,69,62,75,25,4,465,10,42,92,79,56,64,20,8,384,75,203,206,180,167,123,42,14,991,12,9,16,7,4,8,0,0,55,6,5,11,14,12,16,9,0,74,90,212,235,203,182,144,49,13,1125,0,4,5,0,0,4,6,0,21,39,30,39,41,41,67,69,54,384,159,430,516,452,382,393,184,78,2598
POA3825,41,53,44,27,18,6,237,7,44,41,42,50,44,11,0,247,74,261,213,174,158,168,67,14,1135,45,217,223,264,268,207,101,19,1338,334,911,739,749,800,515,222,63,4343,54,51,56,25,26,22,4,0,236,16,25,30,48,45,54,26,6,242,403,988,822,825,867,586,247,76,4816,6,8,7,6,12,18,15,4,73,221,220,208,236,304,324,218,110,1833,750,1781,1563,1598,1706,1376,678,225,9683
POA3831,9,7,6,14,3,0,45,0,6,3,8,13,10,6,0,48,8,19,34,19,46,32,13,0,168,4,17,41,28,24,45,13,0,176,37,73,50,69,80,48,23,3,385,0,0,4,5,5,5,0,0,26,0,0,0,3,3,9,5,0,24,41,72,56,78,90,63,30,3,433,0,0,0,0,4,0,3,0,14,23,8,32,19,34,41,20,16,188,73,141,168,164,209,197,85,26,1062
POA3832,4,0,6,0,0,0,4,0,0,0,0,6,0,0,0,8,5,0,4,3,0,0,4,0,19,0,0,0,5,6,7,0,0,20,0,7,13,10,7,3,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,7,13,10,11,3,3,0,51,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,0,0,15,6,8,20,19,31,20,9,0,118
POA3833,0,3,3,0,0,0,7,0,0,0,0,6,0,0,0,4,0,3,10,0,9,8,0,0,26,0,0,3,3,6,4,3,0,24,0,7,3,11,17,12,10,0,60,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,5,3,12,21,16,10,0,68,0,0,0,0,0,0,0,0,0,10,3,9,10,12,5,5,0,52,9,14,22,28,55,38,18,0,190
POA3835,0,0,6,0,0,0,8,0,0,0,0,4,0,0,0,5,7,11,4,9,10,5,4,0,45,0,0,4,9,6,7,0,0,26,7,12,20,12,14,14,4,0,82,4,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,9,14,15,12,18,14,4,0,91,0,0,0,0,0,0,0,0,0,0,6,5,5,6,8,0,0,30,17,34,32,38,42,36,5,0,209
POA3840,43,29,54,35,12,3,217,3,23,29,27,43,29,10,0,169,48,215,188,163,147,120,35,7,927,30,153,150,204,194,128,58,14,928,249,610,495,526,573,372,167,43,3040,31,52,43,34,23,18,10,0,211,11,14,23,36,47,33,15,3,181,294,674,562,592,635,433,193,48,3432,8,8,8,10,16,17,4,0,67,241,274,266,266,277,252,195,184,1950,631,1387,1248,1300,1363,1006,495,252,7685
POA3842,21,10,22,10,0,0,88,0,11,19,9,15,10,4,0,70,39,85,47,42,45,39,9,0,313,22,57,54,47,66,59,16,0,322,78,186,141,130,157,122,62,7,881,15,14,8,6,7,3,6,0,65,4,5,13,11,11,10,7,0,66,95,210,168,155,172,134,72,8,1013,0,0,0,0,5,0,4,0,13,108,57,59,49,51,56,34,10,420,272,443,372,318,379,303,145,20,2248
POA3844,215,139,94,80,15,0,764,16,97,108,125,102,75,20,0,549,160,848,648,456,385,243,109,18,2872,85,437,477,441,405,290,128,19,2264,496,1285,1128,999,976,596,243,62,5776,44,57,72,53,38,28,10,5,302,11,47,56,48,49,76,12,9,321,552,1391,1256,1103,1070,705,263,76,6403,4,19,14,18,19,26,15,6,114,220,296,276,244,317,343,339,222,2247,1064,3284,2989,2521,2384,1748,888,336,15215
POA3847,4,10,3,6,0,0,26,0,4,9,12,9,0,3,0,33,6,41,32,22,10,10,3,0,127,0,21,25,24,30,27,9,4,128,34,99,80,91,89,46,26,0,458,8,0,7,3,0,5,4,0,22,0,8,4,0,5,8,0,0,26,42,108,89,98,94,55,28,0,512,0,0,0,0,0,0,0,0,8,28,44,38,36,39,55,26,11,276,78,217,198,188,191,155,70,12,1105
POA3850,110,76,59,45,5,0,408,4,62,64,71,43,39,14,3,296,68,389,337,272,175,177,64,14,1497,39,198,217,256,233,155,101,25,1223,194,488,474,457,420,316,130,31,2510,40,34,22,26,27,12,3,0,171,12,23,24,26,36,28,13,9,170,248,549,527,512,483,359,152,36,2852,0,6,8,3,11,7,12,4,61,126,142,144,145,135,164,141,138,1129,498,1464,1401,1335,1129,944,486,217,7468
POA3851,10,24,23,16,8,0,89,0,7,11,18,24,16,0,0,80,5,63,90,97,72,56,14,0,403,4,40,60,95,87,78,17,5,382,54,131,181,205,282,202,56,7,1123,6,4,15,13,12,7,0,0,56,5,0,11,8,19,22,7,0,69,68,138,204,225,309,230,65,7,1248,0,0,4,3,0,4,0,0,21,56,94,95,75,104,123,56,10,617,144,357,489,545,612,517,158,26,2841
POA3852,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,7,69,37,6,0,0,0,0,0,114,6,4,0,0,0,0,0,0,11,0,9,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,77,58,13,4,3,0,0,0,156
POA3854,9,9,9,0,0,0,22,0,3,10,3,10,0,0,0,28,8,17,25,28,12,14,3,0,108,4,12,15,22,23,10,3,0,90,26,74,65,65,69,27,10,0,335,5,0,0,0,0,0,0,0,8,0,3,4,0,10,4,0,0,19,21,70,69,72,82,31,12,0,361,0,0,0,0,0,0,0,0,6,23,13,13,21,13,11,9,0,108,60,128,135,146,142,77,36,5,731
POA3856,0,4,0,7,0,0,15,0,5,6,0,0,5,0,0,14,8,12,18,9,24,9,0,0,75,0,15,15,9,15,6,0,0,69,21,50,64,36,45,26,5,0,237,5,3,4,0,3,0,0,0,15,0,0,7,4,0,0,0,0,14,20,55,70,38,47,26,5,0,265,0,0,0,0,0,0,0,0,3,12,10,18,13,17,24,0,0,87,39,102,116,73,106,75,8,0,521
POA3857,0,0,3,0,0,0,10,0,0,0,0,5,0,0,0,4,0,4,11,3,8,8,0,0,30,0,9,3,3,0,0,0,0,20,4,13,13,7,11,12,0,0,64,0,0,0,0,5,0,0,0,10,0,0,0,0,0,3,0,0,0,5,14,15,13,16,16,0,0,77,0,0,0,0,0,0,0,0,0,3,4,8,13,5,9,0,0,42,12,34,36,37,34,37,6,3,186
POA3858,10,4,0,0,7,0,32,0,4,0,11,7,15,0,0,36,12,29,38,30,21,23,6,0,158,3,20,33,34,39,42,15,6,189,34,110,88,102,103,85,25,8,556,0,4,10,4,0,3,0,0,28,0,0,6,9,5,4,0,0,29,45,115,100,118,115,93,29,8,614,0,0,6,0,5,5,0,0,9,47,47,46,51,58,76,47,29,401,101,223,236,246,240,244,108,41,1437
POA3859,4,7,3,3,0,0,25,0,4,3,4,6,4,0,0,13,3,17,13,12,9,6,4,0,68,8,5,9,0,8,7,0,0,44,18,41,30,41,34,16,9,0,180,0,5,7,0,9,0,0,0,21,0,3,0,0,6,4,0,0,18,18,42,37,44,44,22,7,0,209,0,0,0,0,3,0,0,0,4,7,5,12,11,16,12,15,0,85,38,81,73,83,93,58,35,4,453
POA3860,28,19,21,18,0,0,118,3,23,30,26,34,23,9,0,143,30,131,141,67,95,78,32,0,584,7,62,88,83,108,88,34,10,478,102,284,265,237,281,194,64,14,1443,11,21,13,17,12,10,0,0,85,8,15,10,13,17,21,0,0,82,118,318,295,265,308,226,65,15,1611,0,0,0,3,3,5,3,0,26,62,72,79,71,87,117,64,24,573,234,639,654,541,653,549,212,53,3533
POA3862,8,3,3,4,3,0,45,0,7,11,6,19,7,5,0,64,13,73,60,32,36,39,11,0,256,14,45,45,59,58,44,21,0,284,49,177,151,114,120,96,26,4,734,8,15,7,6,5,9,3,0,48,0,3,6,15,23,11,3,0,51,60,196,162,128,145,117,32,9,838,0,0,4,0,0,3,3,0,15,37,30,26,29,44,65,29,6,255,120,359,322,271,310,277,94,12,1755
POA3864,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,9,4,0,0,13,0,4,0,6,3,7,0,0,23,7,10,3,6,16,5,5,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,5,6,10,5,5,0,47,0,0,0,0,0,0,0,0,0,4,3,4,3,0,11,0,0,25,5,18,10,22,31,26,9,0,116
POA3865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,6,0,7,6,0,33,3,4,0,0,10,7,4,4,33,10,19,20,15,22,9,0,0,85,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,3,10,19,24,12,25,11,3,0,97,0,0,0,0,0,0,0,0,0,5,11,8,5,8,11,0,0,59,16,40,44,30,46,34,18,4,227
POA3869,7,4,7,9,0,0,38,0,8,9,5,20,5,0,0,42,0,38,33,21,16,30,6,0,150,0,25,26,25,38,25,11,0,146,33,78,61,69,84,39,14,3,379,4,8,0,6,3,0,0,0,21,0,0,0,6,7,4,0,0,16,35,81,58,75,96,47,17,5,416,0,0,0,3,0,0,0,0,9,9,12,6,20,23,26,8,3,117,55,174,139,151,196,138,49,13,909
POA3870,7,8,14,5,0,0,32,0,0,11,6,3,13,5,0,37,3,19,12,32,30,20,9,0,125,0,12,16,23,25,24,13,4,110,14,39,48,41,73,36,15,3,260,4,0,5,3,6,0,0,0,22,0,4,0,0,3,3,0,0,21,18,45,46,45,85,45,11,3,299,0,0,0,0,0,0,0,0,8,14,15,15,15,40,23,12,0,132,40,100,103,127,192,115,47,5,732
