POA_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA3522,105,99,205,9,5,15,0,0,0,34,29,58,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,27,64,0,0,0,0,0,0,43,35,78,17,23,39,169,153,320
POA3523,1098,1031,2121,108,118,225,13,19,37,429,402,831,19,10,31,6,4,7,3,4,8,0,3,5,0,3,8,0,0,0,0,0,0,478,448,929,5,12,23,0,9,11,604,582,1185,273,235,513,1969,1849,3824
POA3525,432,407,840,45,63,105,5,10,15,73,76,140,4,7,6,4,4,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,83,92,168,10,14,21,5,8,15,140,166,309,91,73,165,670,643,1317
POA3527,231,229,457,31,30,62,3,0,5,40,41,79,6,7,8,3,3,5,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,57,47,107,6,7,19,0,0,0,96,86,184,31,41,69,359,359,716
POA3529,42,36,71,9,5,15,0,0,0,7,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,21,5,0,5,0,0,0,16,18,35,0,0,4,57,54,112
POA3530,43,36,79,3,0,4,0,0,0,10,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,16,0,0,0,0,0,3,17,4,21,3,5,9,69,50,118
POA3531,72,59,131,5,6,11,0,0,0,17,18,28,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,36,0,0,0,0,0,0,20,23,43,3,3,9,98,84,184
POA3533,237,214,450,56,34,88,12,6,12,34,37,67,0,9,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,45,52,99,4,3,11,0,0,0,104,98,196,31,28,58,366,339,706
POA3537,306,312,620,40,56,95,4,5,10,43,39,81,4,10,14,0,3,5,8,3,8,0,0,3,0,0,0,0,0,0,0,0,0,60,63,122,3,7,16,4,3,5,112,129,232,87,105,194,503,547,1044
POA3540,83,87,170,11,7,15,0,0,0,20,17,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,39,0,0,0,4,0,4,35,26,54,14,15,37,134,132,259
POA3542,53,52,95,0,0,6,0,0,0,12,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,14,0,0,0,0,0,0,9,6,19,8,10,22,74,64,136
POA3544,89,73,158,0,0,4,0,0,4,17,21,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,43,4,0,4,6,0,4,25,22,49,25,14,37,136,106,242
POA3546,118,94,214,12,19,29,0,5,3,15,25,46,0,3,7,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,21,35,65,3,7,5,0,0,0,38,57,98,9,8,16,167,167,326
POA3549,1033,1001,2029,178,158,335,36,33,70,106,100,211,6,3,12,4,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,152,308,319,235,553,10,9,19,665,554,1220,283,238,525,1979,1795,3771
POA3550,9894,10493,20385,1109,1185,2294,193,273,470,5325,6167,11494,152,176,325,78,107,185,66,76,144,37,43,78,37,40,79,27,40,65,0,0,0,5917,6920,12838,578,674,1255,144,133,276,7757,8908,16664,1269,1390,2657,18921,20789,39707
POA3551,9380,9381,18761,1053,1140,2192,192,214,406,4396,4617,9011,101,118,220,40,59,99,62,60,121,23,10,28,33,42,77,29,32,63,0,0,0,4884,5147,10025,175,198,378,92,94,183,6201,6582,12783,843,777,1615,16419,16743,33162
POA3555,4991,5602,10594,828,940,1771,83,110,195,2271,2562,4831,85,73,159,45,32,77,28,28,57,19,22,38,20,23,44,15,15,27,0,0,0,2553,2867,5420,188,223,409,83,142,229,3653,4167,7819,687,746,1435,9339,10518,19858
POA3556,3613,3738,7351,411,459,872,54,61,118,1631,1865,3493,42,47,95,18,22,33,4,7,13,10,8,15,9,15,17,4,7,7,0,0,0,1769,2031,3798,86,105,193,36,48,87,2312,2642,4948,428,495,924,6348,6867,13212
POA3557,266,259,526,10,9,25,0,3,3,69,81,155,0,0,7,3,0,7,0,3,4,0,0,0,0,0,3,0,0,0,0,0,0,81,94,174,0,0,0,0,0,0,90,111,199,28,38,63,387,404,786
POA3558,272,259,533,32,34,65,3,3,8,76,82,165,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,92,100,194,0,6,7,5,0,4,131,138,269,61,59,119,463,451,913
POA3559,205,168,367,12,15,27,0,0,0,26,31,54,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,28,30,61,0,0,0,0,0,3,49,53,99,38,31,74,287,248,536
POA3561,1352,1359,2710,163,174,338,41,45,94,315,371,688,10,15,25,8,4,12,10,6,11,3,3,11,8,8,17,0,0,0,0,0,0,389,462,849,16,24,40,4,6,10,575,664,1239,177,176,353,2104,2199,4303
POA3562,78,59,138,3,4,13,5,0,5,20,30,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,34,59,0,0,0,0,0,0,32,40,74,15,10,30,133,114,236
POA3563,271,230,499,31,49,75,10,12,19,48,54,107,7,3,14,0,0,3,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,71,74,140,3,5,4,0,0,5,106,124,225,32,42,77,413,391,804
POA3564,4402,4696,9099,964,1044,2004,299,338,634,1271,1429,2696,42,54,97,15,12,32,26,26,56,11,12,21,18,24,42,4,5,6,0,0,0,1685,1902,3579,127,150,285,46,49,92,2821,3148,5963,584,569,1150,7806,8408,16208
POA3565,44,35,79,7,4,11,0,0,0,17,12,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,37,0,0,0,0,0,0,31,18,48,5,0,5,73,54,130
POA3566,187,173,361,16,14,32,0,11,13,43,37,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,47,94,3,0,3,0,0,0,67,59,128,30,29,63,282,262,551
POA3567,229,191,426,25,32,58,0,0,0,42,44,91,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,47,45,100,0,6,3,0,0,0,77,84,166,29,25,51,339,298,637
POA3568,863,898,1759,166,187,354,20,24,46,174,177,354,11,11,19,5,3,9,3,4,7,0,0,0,5,4,10,0,0,0,0,0,0,217,226,442,15,23,35,4,9,11,398,438,841,121,103,229,1385,1440,2825
POA3570,237,243,481,11,18,28,3,0,4,71,76,143,7,3,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,74,81,155,0,0,0,7,0,4,93,101,192,72,59,129,409,400,804
POA3571,115,112,226,4,3,12,0,0,0,14,21,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,24,36,0,0,0,0,0,0,21,29,42,13,11,20,144,147,294
POA3572,46,39,86,0,0,4,0,0,0,6,8,16,3,0,4,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,9,13,21,0,0,3,0,0,3,12,18,31,3,6,9,68,58,128
POA3573,100,90,187,16,16,32,0,4,4,19,18,36,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,27,48,0,8,7,0,0,0,43,44,92,19,26,48,162,167,322
POA3575,242,244,489,42,47,90,3,5,9,53,49,98,5,0,7,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,64,57,126,15,11,26,0,0,0,126,110,241,43,32,81,410,393,805
POA3576,20,27,47,0,4,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,29,29,55
POA3579,1545,1550,3093,257,265,524,50,64,114,356,382,740,21,17,41,10,13,25,5,4,5,3,4,10,9,14,21,0,0,3,0,0,0,461,507,966,22,28,48,12,9,29,751,809,1556,262,260,522,2556,2619,5173
POA3580,322,285,612,50,50,94,30,24,58,74,69,148,0,4,6,3,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,117,105,218,0,4,7,0,0,5,164,159,322,64,53,116,547,503,1049
POA3581,49,44,97,4,6,16,4,0,5,8,11,18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,26,0,4,5,0,0,0,16,27,39,3,5,8,76,74,148
POA3583,65,56,119,3,3,5,0,4,0,4,4,10,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,5,7,14,0,0,3,0,0,0,10,12,25,6,6,17,79,77,159
POA3584,371,329,698,39,32,73,7,6,17,76,78,153,0,0,0,0,3,0,0,0,0,0,0,0,7,0,4,5,0,6,0,0,0,87,91,180,4,4,10,0,0,0,138,133,270,56,51,107,561,513,1071
POA3585,2903,3166,6078,798,867,1660,104,119,220,553,663,1215,30,40,66,25,20,49,21,19,37,5,10,15,11,11,29,0,0,0,0,0,0,753,873,1628,259,275,536,24,28,52,1838,2040,3878,386,407,795,5125,5620,10747
POA3586,275,252,533,7,11,16,0,5,3,61,59,127,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,69,144,5,6,7,5,0,3,88,85,174,33,29,57,396,366,766
POA3588,132,121,257,11,14,25,0,0,3,19,25,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,19,30,51,3,0,7,4,0,4,43,42,83,23,19,44,203,186,389
POA3589,100,71,165,11,9,20,0,0,0,11,24,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,34,27,22,47,0,0,3,51,52,103,32,33,60,179,150,332
POA3590,115,92,205,9,3,11,0,0,0,18,22,39,6,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,27,50,3,6,3,0,0,0,33,34,71,22,22,50,170,151,324
POA3591,58,55,115,0,3,7,0,0,0,3,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,9,10,21,15,5,18,83,72,157
POA3594,153,134,289,33,22,57,5,0,5,28,28,52,0,0,0,6,0,8,0,5,8,0,0,3,0,0,4,0,0,0,0,0,0,41,31,74,21,22,44,3,3,4,96,80,178,31,23,51,285,237,517
POA3595,175,159,327,48,34,78,13,11,19,38,39,79,0,0,4,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,52,112,5,12,16,8,5,10,113,104,218,50,46,95,337,304,644
POA3596,31,40,73,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,7,14,0,0,0,9,6,17,3,3,11,49,49,98
POA3597,145,107,252,13,6,17,8,8,12,11,19,32,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,27,23,47,66,16,81,0,4,0,100,49,148,17,7,26,265,164,427
POA3599,49,28,71,8,9,13,0,0,0,9,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,20,4,4,13,0,0,0,19,18,41,22,16,34,93,54,147
POA3607,56,42,103,0,3,8,0,0,0,8,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,16,0,3,3,0,4,3,11,17,30,12,13,25,82,74,158
POA3608,705,670,1374,158,166,324,34,22,51,278,279,562,9,5,17,0,3,0,6,5,14,3,5,11,3,6,5,6,0,3,0,0,0,334,323,667,21,24,41,4,11,10,515,527,1040,136,124,259,1353,1313,2671
POA3610,452,397,846,46,51,96,0,7,10,119,118,234,7,10,20,3,5,11,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,139,149,285,5,6,13,7,0,12,201,202,402,244,46,284,894,645,1537
POA3612,549,497,1048,51,58,105,11,8,18,160,151,306,14,10,20,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,185,176,361,17,8,26,3,0,5,254,240,499,110,84,196,912,828,1741
POA3614,299,265,562,42,30,71,3,5,9,82,73,160,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,85,176,4,8,10,0,0,0,127,127,251,30,25,56,457,411,869
POA3616,1547,1562,3107,341,367,713,29,35,66,399,414,822,13,15,30,0,4,11,6,6,16,3,6,14,9,4,14,4,7,3,0,0,0,466,500,966,35,46,78,3,12,15,843,932,1775,233,210,443,2626,2700,5324
POA3617,44,51,99,3,0,8,0,0,0,16,18,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,32,0,0,0,0,0,0,23,21,43,7,6,15,73,80,153
POA3618,193,189,378,43,23,64,6,0,6,46,57,102,4,0,7,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,58,63,120,9,3,9,4,0,3,112,89,204,36,27,65,337,305,647
POA3620,2409,2449,4851,541,575,1114,40,44,80,489,486,977,38,28,68,3,0,5,10,8,17,3,4,9,9,5,12,0,0,0,0,0,0,591,582,1178,43,44,87,15,15,38,1191,1222,2410,319,329,651,3914,4004,7912
POA3621,760,717,1477,127,139,262,24,25,50,133,133,263,6,7,18,3,4,9,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,169,180,348,20,23,40,14,3,15,323,345,665,82,70,147,1167,1127,2298
POA3622,157,157,312,15,11,32,13,8,17,34,40,79,6,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,52,105,0,0,3,3,6,4,72,69,145,24,26,52,247,250,501
POA3623,271,269,544,18,26,50,0,0,3,85,80,165,7,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,88,181,6,11,15,0,6,6,122,133,247,35,25,59,431,423,849
POA3624,159,153,309,18,15,27,0,0,7,49,55,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,57,115,8,11,16,0,0,0,80,81,161,21,28,52,259,265,520
POA3629,2569,2597,5167,345,371,718,44,40,84,766,869,1639,48,36,80,0,3,9,10,5,11,9,7,18,3,4,8,0,0,0,0,0,0,880,966,1851,80,124,199,33,34,69,1347,1497,2843,549,473,1024,4467,4570,9037
POA3630,7622,7900,15517,1468,1535,3004,167,213,381,2724,3031,5755,110,98,215,32,34,67,38,40,79,28,24,48,28,32,55,12,12,19,0,0,0,3137,3484,6622,909,1023,1935,139,161,298,5652,6208,11854,1338,1394,2727,14609,15494,30097
POA3631,3882,3734,7616,575,595,1169,82,78,155,1643,1751,3394,53,50,103,15,7,22,12,13,23,5,4,9,17,15,30,3,4,9,0,0,0,1824,1922,3745,192,212,405,32,36,69,2627,2764,5391,333,315,646,6845,6805,13653
POA3633,225,179,404,4,16,18,0,0,0,59,59,118,0,0,0,3,4,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,65,67,126,0,11,12,0,0,0,69,84,154,18,17,37,315,280,597
POA3634,629,587,1216,24,14,41,15,17,26,167,167,337,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,183,190,374,10,3,15,0,0,0,216,211,425,89,73,164,933,872,1804
POA3635,181,159,337,25,26,51,9,6,18,18,31,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,40,71,0,5,4,6,0,4,63,62,130,25,39,64,267,268,531
POA3636,1430,1504,2938,377,432,808,44,52,88,304,289,598,17,23,44,0,0,3,8,9,15,4,6,7,0,4,6,0,0,0,0,0,0,383,379,766,29,27,54,13,12,27,803,852,1651,262,254,518,2498,2610,5107
POA3637,192,192,389,39,32,78,3,5,11,23,24,51,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,31,36,65,0,0,4,0,3,5,70,74,148,31,32,55,295,299,589
POA3638,668,617,1279,168,187,355,12,19,25,114,125,242,11,12,19,6,3,3,0,3,6,0,0,0,4,4,7,0,0,0,0,0,0,147,161,305,11,13,27,0,3,8,326,367,690,57,61,117,1047,1041,2093
POA3639,167,157,323,14,13,28,6,4,9,28,31,54,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,32,71,4,3,12,0,0,0,57,53,114,21,9,29,245,219,463
POA3640,310,257,565,64,64,127,10,4,13,50,48,95,7,4,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,62,55,117,29,30,61,3,3,15,153,158,318,46,45,90,515,459,970
POA3641,366,340,709,65,54,120,16,22,42,81,75,157,3,10,14,0,0,0,0,6,3,0,3,0,4,3,6,0,0,0,0,0,0,112,118,230,5,5,14,4,0,4,183,181,366,70,54,123,628,571,1197
POA3644,2396,2399,4794,597,618,1214,159,179,341,685,658,1348,33,45,84,4,10,14,12,7,21,9,11,15,5,0,9,6,4,5,0,0,0,917,916,1832,130,124,260,34,22,59,1682,1676,3358,416,362,781,4490,4435,8927
POA3646,192,201,402,12,8,21,6,8,16,49,35,83,5,0,4,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,104,4,4,9,0,0,0,68,64,131,20,30,50,284,291,580
POA3647,5,0,6,0,0,4,0,0,0,8,17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,27,3,7,10,0,0,0,17,17,38,0,0,5,26,26,51
POA3649,137,147,288,8,9,9,8,9,13,30,36,64,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,47,86,8,5,10,0,0,6,52,59,110,36,25,65,229,235,461
POA3658,1760,1713,3475,297,331,627,19,12,31,579,566,1144,24,21,47,12,13,24,3,3,10,3,0,6,3,3,10,0,0,0,0,0,0,645,629,1271,17,20,35,12,14,26,974,989,1964,246,210,452,2982,2914,5892
POA3659,256,220,473,13,14,24,3,4,11,83,87,168,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,84,95,182,4,4,8,4,3,8,108,115,221,14,12,26,374,347,721
POA3660,2155,2206,4358,382,418,799,49,43,92,570,605,1172,38,41,77,11,8,20,6,6,13,4,3,8,12,6,22,4,0,5,0,0,0,691,715,1407,123,75,191,32,13,45,1224,1221,2447,386,335,722,3767,3764,7530
POA3662,50,30,80,19,16,36,70,34,101,63,35,93,213,116,332,41,18,59,13,11,22,6,5,11,59,35,93,20,10,35,0,0,0,486,258,745,31,29,63,3,4,6,542,307,850,45,23,66,638,365,995
POA3663,48,42,98,11,0,11,6,0,0,14,12,31,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23,15,38,5,0,4,4,0,3,36,22,55,15,16,24,99,78,178
POA3664,336,314,646,39,51,88,7,11,20,106,122,224,5,3,12,0,3,7,0,0,0,0,0,5,10,3,14,0,0,0,0,0,0,132,148,278,13,11,22,0,4,9,180,214,393,23,20,38,532,548,1084
POA3665,114,119,238,3,12,15,0,4,0,45,35,81,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,42,89,0,0,0,0,0,0,57,51,107,23,22,39,191,194,380
POA3666,1420,1449,2870,271,291,565,38,41,81,357,379,732,14,19,38,7,9,22,6,14,25,3,4,8,4,0,4,0,5,7,0,0,0,439,472,910,28,42,69,5,4,12,741,815,1559,258,246,504,2413,2515,4927
POA3669,386,413,798,52,51,103,12,21,36,102,116,225,11,10,21,0,8,3,0,4,7,6,3,7,4,0,3,0,0,0,0,0,0,137,163,303,4,6,11,3,3,9,196,225,423,92,88,182,678,729,1402
POA3670,193,161,350,12,12,22,10,6,10,60,68,126,4,3,4,6,3,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,77,81,156,0,4,6,0,0,0,91,90,179,24,14,38,306,267,573
POA3672,2651,2939,5587,731,782,1515,72,82,152,724,843,1566,44,53,100,17,13,38,19,14,38,9,15,29,14,17,34,8,0,9,0,0,0,909,1051,1958,99,96,197,21,22,45,1761,1959,3722,488,523,1013,4897,5421,10316
POA3673,589,567,1155,32,33,61,8,10,19,173,165,336,0,3,8,5,3,3,0,0,0,4,4,6,0,3,0,0,0,0,0,0,0,188,185,377,0,3,7,4,0,0,226,218,448,71,73,150,892,864,1752
POA3675,589,599,1192,41,33,73,9,13,19,194,199,386,9,6,11,0,0,0,5,0,5,5,0,8,3,0,4,0,0,0,0,0,0,214,222,431,7,5,10,0,0,0,263,261,522,61,83,145,920,937,1854
POA3677,4837,5361,10200,1391,1556,2944,147,178,325,1232,1415,2652,93,119,214,20,24,47,29,42,73,6,13,24,16,18,39,4,12,17,0,0,0,1558,1824,3387,144,191,330,60,85,140,3154,3652,6809,560,628,1188,8556,9647,18199
POA3678,2201,2096,4296,167,149,322,45,58,103,429,472,906,15,21,34,8,6,18,6,12,25,7,0,12,5,10,14,0,0,0,0,0,0,527,580,1105,25,30,59,20,9,30,738,769,1509,210,220,430,3148,3088,6232
POA3682,198,198,393,10,16,29,19,19,35,42,47,85,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,73,126,3,0,0,4,4,8,76,88,163,28,25,50,303,309,610
POA3683,541,570,1113,58,49,111,31,41,72,89,115,202,8,9,18,5,5,3,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,139,169,316,0,0,3,4,4,5,210,228,435,68,66,131,810,863,1678
POA3685,850,865,1710,128,159,290,81,77,160,192,203,395,14,15,30,0,5,8,3,0,3,0,0,0,0,3,0,3,3,7,0,0,0,303,310,610,8,14,24,5,0,3,446,490,934,81,74,157,1375,1425,2802
POA3687,333,337,669,26,37,62,46,40,88,49,41,92,5,4,12,0,0,0,0,0,0,0,6,6,3,0,5,0,0,0,0,0,0,102,88,198,4,6,11,5,0,5,138,134,269,37,35,70,511,501,1013
POA3688,403,396,798,36,35,70,31,42,68,90,97,186,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,123,142,267,0,0,0,5,0,5,165,182,343,56,47,98,620,619,1241
POA3690,8385,9020,17408,1292,1384,2672,1056,1147,2201,3047,3350,6401,303,310,611,56,51,106,72,74,145,35,33,66,68,71,138,57,51,103,0,0,0,4687,5089,9773,434,458,897,156,117,276,6570,7049,13612,995,953,1948,15946,17022,32965
POA3691,2836,2824,5659,401,405,804,513,507,1020,1313,1389,2704,259,185,441,54,35,87,45,37,86,22,15,36,40,29,69,38,38,75,0,0,0,2291,2232,4520,60,60,120,46,45,96,2794,2742,5538,345,361,704,5974,5928,11897
POA3695,171,176,347,8,12,19,3,12,15,21,22,47,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,26,38,65,0,6,5,0,0,0,43,53,93,16,10,32,228,239,472
POA3697,178,186,369,19,27,47,8,6,11,29,30,64,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,6,5,0,0,0,40,40,81,7,5,15,0,0,0,70,75,145,19,22,42,270,280,548
POA3698,304,308,611,41,36,79,7,13,23,83,51,132,10,9,19,6,5,3,10,0,10,0,3,3,0,0,0,0,0,0,0,0,0,110,85,193,17,9,27,3,3,6,172,132,303,27,32,54,506,466,970
POA3699,279,283,565,76,94,170,16,20,39,74,74,143,24,22,41,7,0,7,3,5,9,5,8,13,0,7,10,0,0,0,0,0,0,131,132,263,28,23,47,3,10,15,236,264,498,75,57,129,587,607,1192
POA3700,391,382,768,65,58,131,34,31,69,87,90,183,9,12,19,0,0,0,0,0,0,5,3,8,4,0,4,8,3,4,0,0,0,140,143,280,19,6,23,8,9,14,228,220,451,49,63,112,662,665,1328
POA3701,359,327,688,24,25,54,22,25,49,47,48,99,3,9,14,4,8,8,4,8,7,0,0,0,4,3,3,0,0,0,0,0,0,89,99,183,3,3,6,3,0,0,119,129,253,69,54,121,547,514,1061
POA3704,5,3,6,0,0,0,0,3,5,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,11,0,0,0,0,0,0,6,7,11,0,3,3,9,16,21
POA3705,73,80,145,6,11,20,0,7,5,9,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,22,0,0,0,0,0,0,22,23,41,28,31,63,128,130,254
POA3707,540,512,1049,110,123,228,51,51,105,67,53,122,26,25,49,0,3,3,3,0,4,0,0,0,0,0,3,4,3,5,0,0,0,147,138,292,23,20,37,0,0,8,286,284,572,90,76,163,916,871,1785
POA3708,15,21,40,0,0,0,0,4,8,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,11,0,0,0,0,0,0,6,8,17,0,0,3,27,38,63
POA3709,91,82,172,10,16,23,7,7,17,21,9,25,0,3,3,3,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,33,24,56,0,0,0,0,0,4,45,39,89,29,17,44,164,136,301
POA3711,147,147,299,29,32,57,0,5,5,73,61,139,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,72,68,146,4,0,6,0,0,0,104,102,208,28,26,58,285,278,556
POA3712,106,99,198,17,24,39,0,0,0,34,26,65,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,67,5,3,4,0,3,3,57,56,117,12,15,28,175,169,343
