POA_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
POA3169,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,3,5,12,12,13,25,16,11,95,6,9,7,12,13,25,16,11,103,1264,2072,1404,1114,970,874,545,194,8437,89,130,65,44,38,38,32,23,463,1363,2215,1480,1168,1019,936,596,224,9001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,14,0,0,0,0,3,0,3,0,14,1080,1684,1353,1124,1103,1043,681,301,8369,74,81,52,45,40,45,62,52,449,1157,1769,1411,1174,1146,1084,742,348,8831,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,3,5,14,16,15,22,22,11,106,6,14,15,16,15,22,22,11,119,2345,3753,2755,2240,2077,1914,1223,490,16804,164,215,120,88,72,76,98,77,911,2520,3982,2888,2344,2165,2020,1339,575,17832
POA3170,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,8,13,12,10,45,49,10,150,0,10,15,15,10,45,49,10,156,1138,1352,1343,1207,970,827,599,166,7597,40,81,52,53,36,15,41,24,357,1177,1449,1414,1274,1015,884,695,202,8110,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,4,0,19,0,0,5,5,4,0,4,0,22,979,1211,1437,1274,1029,1044,675,265,7923,29,41,44,44,24,35,44,50,320,1009,1260,1478,1322,1061,1080,730,316,8263,0,3,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,7,0,10,20,18,11,43,56,12,170,5,13,20,22,11,43,56,12,181,2113,2566,2778,2482,2000,1871,1280,438,15519,77,128,101,96,60,49,91,76,666,2190,2704,2894,2599,2073,1965,1420,519,16370
POA3171,0,6,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,4,0,6,7,10,22,19,19,18,98,3,13,4,10,20,19,19,18,114,1488,2255,1478,1176,1092,822,484,217,9006,101,218,82,61,48,38,34,22,603,1592,2488,1562,1240,1165,881,546,256,9726,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,3,0,0,5,0,0,0,10,0,3,3,0,5,0,0,0,13,1270,1905,1345,1213,1112,904,617,311,8675,87,143,80,59,58,35,33,44,546,1358,2050,1423,1276,1175,936,651,357,9235,0,6,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,7,0,8,5,10,23,19,19,21,109,3,19,8,10,25,19,19,21,128,2759,4159,2820,2390,2204,1721,1103,528,17685,188,357,161,125,106,73,67,68,1148,2953,4535,2990,2524,2332,1821,1197,614,18954
POA3172,0,0,0,4,0,0,0,0,7,0,3,0,0,0,0,0,0,7,0,8,9,22,30,58,57,38,223,5,12,10,20,36,58,57,38,239,1472,1356,1404,1440,1398,1072,567,174,8884,58,77,59,46,51,47,33,15,392,1541,1442,1482,1508,1477,1174,656,233,9518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,5,12,0,0,5,4,0,3,0,5,12,1374,1307,1526,1547,1475,1209,713,282,9428,44,51,64,43,44,36,55,32,364,1415,1356,1588,1590,1524,1252,765,322,9811,0,0,0,4,0,0,0,0,7,0,3,6,0,0,0,0,0,5,0,8,11,25,33,61,55,47,241,5,12,15,25,35,61,55,47,249,2845,2656,2931,2986,2871,2280,1287,458,18317,108,126,126,89,91,82,84,48,757,2955,2795,3069,3098,3004,2424,1422,552,19326
POA3173,3,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,6,6,9,13,27,35,44,15,145,4,8,16,14,27,35,44,15,161,1974,2062,2205,1770,1533,1106,560,142,11352,55,98,71,47,48,33,27,11,384,2039,2167,2284,1834,1602,1177,627,171,11902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,4,0,19,0,5,0,3,5,0,4,0,20,1765,2032,2361,1950,1545,1276,612,262,11805,53,65,79,51,37,45,38,22,388,1827,2103,2442,2009,1589,1325,649,279,12217,5,4,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,7,6,8,13,19,26,36,43,15,167,8,12,19,22,28,36,43,15,185,3742,4095,4562,3718,3075,2387,1166,408,23161,112,160,143,100,84,80,62,30,775,3865,4260,4723,3843,3188,2507,1276,456,24118
POA3174,0,0,4,0,0,0,0,0,5,3,3,3,3,5,0,0,0,14,0,15,7,22,41,79,66,27,263,4,19,13,26,44,79,66,27,284,2390,3574,2713,2123,1939,1435,905,282,15358,147,273,160,134,122,84,64,24,1005,2550,3858,2884,2280,2111,1598,1033,333,16652,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,6,6,10,5,0,5,28,0,8,3,6,10,5,0,5,35,2276,3299,2638,2129,1964,1720,1034,498,15562,130,236,150,106,110,82,77,37,924,2407,3543,2799,2242,2084,1800,1116,535,16524,0,4,8,0,0,0,0,0,10,3,3,3,3,5,0,0,0,14,0,16,12,28,48,85,74,32,291,4,23,18,30,58,85,74,32,322,4674,6872,5352,4250,3909,3156,1935,781,30925,278,509,306,239,231,164,138,63,1929,4953,7405,5684,4524,4194,3401,2145,868,33176
POA3175,0,3,6,0,4,0,0,0,15,3,3,4,0,0,0,0,0,11,4,27,22,31,35,99,80,47,345,11,33,37,27,42,99,80,47,362,3048,4708,3806,2955,2410,1870,1126,383,20302,289,537,399,257,226,131,107,43,1997,3340,5274,4242,3243,2676,2101,1310,473,22666,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,4,4,3,4,6,3,31,3,6,4,3,8,4,6,3,39,2882,4001,3361,2584,2487,2184,1394,683,19573,232,346,301,206,162,157,121,73,1590,3119,4350,3666,2786,2652,2344,1524,754,21205,0,4,7,0,3,0,0,0,18,6,0,4,0,0,0,0,0,15,4,30,33,35,41,103,83,46,374,11,37,38,31,46,103,83,46,405,5927,8704,7168,5538,4898,4053,2519,1063,39874,519,877,701,462,382,286,226,123,3585,6464,9625,7909,6032,5326,4447,2828,1233,43865
POA3177,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,10,3,11,15,15,9,8,77,9,12,3,11,15,15,9,8,83,668,1123,915,647,533,369,193,50,4489,80,134,90,60,39,48,33,5,494,757,1267,1009,716,585,433,233,61,5061,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,6,0,0,0,0,11,632,906,720,517,530,423,252,114,4097,58,98,58,49,36,39,38,24,393,684,1009,780,567,568,466,288,135,4496,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,10,4,14,15,21,14,8,79,9,12,6,14,15,21,14,8,95,1299,2029,1637,1168,1064,785,440,162,8584,134,232,147,113,77,81,72,29,887,1437,2272,1790,1287,1156,889,522,200,9564
POA3178,0,0,0,0,0,0,0,0,10,3,0,4,6,0,0,0,0,16,5,10,20,44,51,88,70,53,349,9,17,29,46,57,88,70,53,373,2337,1812,1943,2247,2395,1383,670,152,12936,60,61,50,45,42,33,27,20,337,2406,1892,2019,2330,2502,1504,770,225,13649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,14,5,0,9,42,0,0,6,6,14,5,0,9,48,2113,1843,2098,2627,2569,1525,844,303,13930,51,51,50,38,38,36,41,15,319,2167,1891,2158,2676,2624,1575,887,329,14302,0,5,4,0,0,0,0,0,8,3,0,4,6,0,0,0,0,16,5,10,28,52,70,95,71,60,402,9,16,35,53,72,95,71,60,422,4454,3649,4047,4869,4971,2907,1511,457,26872,112,117,95,82,85,71,67,35,657,4575,3783,4175,5010,5126,3073,1661,554,27949
POA3179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,7,16,18,6,3,53,0,0,7,7,16,18,6,3,58,441,347,410,402,356,262,120,26,2365,15,13,26,16,6,3,6,3,84,450,362,434,423,381,285,132,29,2507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,11,0,0,3,0,3,6,0,0,6,367,318,462,448,359,312,133,32,2419,13,13,16,10,3,7,7,3,76,378,327,481,459,367,318,135,29,2499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,7,15,18,10,3,59,0,0,5,7,18,18,10,3,65,802,665,872,852,716,575,253,60,4781,27,26,38,28,13,13,14,4,166,833,693,913,885,746,603,272,64,5006
POA3180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,13,6,12,33,20,23,106,0,4,13,10,10,33,20,23,111,444,440,527,453,419,325,206,47,2859,16,15,17,7,7,9,10,3,88,463,461,554,468,438,364,244,65,3056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,13,0,0,3,4,3,0,0,0,13,442,457,552,504,446,432,300,60,3202,11,15,14,11,13,13,22,3,98,456,468,571,525,465,444,325,65,3315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,12,6,18,30,22,23,121,0,4,14,12,17,30,22,23,121,892,898,1080,961,866,758,509,105,6062,22,27,31,20,18,16,32,10,185,919,934,1125,992,900,806,563,129,6368
POA3181,0,3,0,3,0,0,0,0,6,4,6,5,0,0,0,0,0,11,0,19,16,18,28,40,25,16,167,3,27,23,22,30,40,25,16,182,852,2935,1664,986,745,472,318,126,8089,48,132,103,71,60,47,60,52,569,898,3083,1785,1077,828,555,405,189,8834,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,8,0,4,0,4,10,0,0,5,21,0,3,8,4,8,0,0,5,26,1071,3044,1541,946,752,614,432,236,8634,68,137,71,57,40,39,76,125,612,1135,3183,1616,1004,800,661,508,361,9276,0,3,0,3,0,0,0,0,6,4,8,11,0,0,0,0,0,18,0,22,15,20,35,40,25,24,186,3,26,26,29,37,40,25,24,215,1920,5978,3204,1930,1493,1085,745,362,16722,115,265,171,124,104,93,133,174,1181,2038,6275,3405,2090,1634,1217,909,555,18112
POA3182,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,0,8,0,22,15,38,40,43,22,4,193,4,28,17,42,40,43,22,4,209,816,2853,1975,1352,1186,735,294,57,9270,66,254,185,154,157,75,49,14,958,886,3139,2183,1549,1387,853,371,73,10439,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,10,5,5,8,0,0,37,0,4,10,11,5,8,0,0,41,913,3079,1921,1384,1148,705,274,97,9534,72,237,158,117,80,50,30,8,753,977,3325,2092,1514,1238,768,308,109,10332,0,0,0,0,0,0,0,0,5,5,3,3,0,0,0,0,0,12,0,25,24,50,52,53,22,8,229,4,34,29,51,52,53,22,8,244,1726,5935,3904,2738,2331,1445,575,154,18811,134,492,344,273,243,129,82,21,1708,1864,6460,4273,3063,2619,1624,679,184,20762
POA3183,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,14,13,22,17,29,8,9,114,0,17,15,22,19,29,8,9,121,887,2028,1422,981,728,501,209,71,6830,43,156,112,60,35,49,11,9,485,932,2203,1549,1065,778,579,232,87,7442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,0,0,0,14,0,0,5,5,7,0,0,0,14,924,2183,1510,1024,740,556,277,129,7334,65,120,90,52,41,30,19,8,421,991,2300,1601,1081,780,578,298,139,7771,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,14,21,25,19,29,13,9,124,0,17,21,25,18,29,13,9,137,1811,4210,2934,2007,1463,1053,486,197,14166,112,280,197,114,82,72,35,15,909,1924,4506,3155,2145,1565,1159,535,225,15208
POA3184,0,0,6,0,0,0,0,0,6,0,5,0,0,3,0,0,0,9,0,15,13,34,21,19,12,15,130,0,14,14,34,23,19,12,15,136,583,1333,1197,1030,777,478,164,39,5608,19,99,104,80,48,26,16,6,385,601,1448,1316,1142,845,524,201,59,6131,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,7,3,0,0,0,15,0,3,5,9,3,0,0,0,21,606,1739,1413,1194,884,498,208,67,6615,36,112,110,56,47,21,15,17,409,636,1856,1524,1260,935,522,226,89,7044,0,5,6,0,0,0,0,0,4,0,5,0,4,3,0,0,0,10,5,12,15,43,23,23,12,15,144,5,18,19,43,28,23,12,15,158,1188,3069,2609,2222,1659,981,380,111,12216,48,209,211,136,92,48,33,21,800,1244,3301,2841,2401,1779,1042,425,147,13172
POA3185,0,10,0,0,0,0,0,0,10,0,4,4,0,0,0,0,0,6,0,4,12,19,9,24,20,14,98,0,15,13,21,9,24,20,14,112,645,1014,921,824,673,498,237,81,4892,28,43,42,24,15,15,11,7,190,670,1076,976,863,699,542,269,100,5192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,14,0,5,0,6,3,0,0,0,14,785,1206,963,935,747,595,327,174,5731,30,40,40,27,16,25,15,11,206,815,1251,1006,965,765,618,342,190,5951,0,10,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,6,0,9,13,20,11,22,23,15,112,0,16,18,18,12,22,23,15,132,1430,2219,1888,1760,1423,1095,563,251,10622,59,90,77,47,31,42,19,19,393,1485,2322,1984,1827,1464,1158,606,288,11144
POA3186,3,0,0,3,0,0,0,0,3,3,0,6,0,0,0,0,0,8,0,4,20,20,42,87,93,91,363,11,8,22,26,44,87,93,91,379,1342,858,1058,1492,1482,1204,731,204,8380,39,29,40,64,43,43,51,57,361,1389,894,1117,1578,1568,1341,882,357,9128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,8,35,0,0,0,8,6,8,8,8,39,1291,918,1277,1853,1704,1472,987,481,9973,40,38,45,64,56,62,86,103,491,1332,952,1325,1921,1766,1540,1071,592,10502,3,0,0,3,0,0,0,0,10,0,0,3,4,0,0,0,0,14,0,4,20,27,51,96,103,98,397,5,8,21,32,54,96,103,98,422,2634,1768,2336,3350,3187,2681,1720,691,18356,77,65,86,126,93,102,137,164,851,2719,1845,2442,3506,3338,2878,1957,958,19635
POA3187,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,5,0,7,11,31,20,59,58,62,258,4,5,15,32,30,59,58,62,265,1049,543,848,1170,966,686,403,187,5851,31,29,26,46,23,20,32,31,238,1086,577,887,1244,1019,764,498,276,6351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,8,18,39,0,0,0,4,7,0,8,18,37,951,541,1001,1363,1078,817,671,465,6893,25,21,25,43,19,31,51,89,308,982,562,1029,1409,1103,857,727,573,7236,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,11,0,7,11,32,29,60,65,88,290,4,5,15,36,34,60,65,88,299,1998,1084,1849,2535,2041,1507,1081,652,12743,59,45,54,88,41,51,84,118,547,2063,1139,1916,2653,2123,1617,1221,854,13592
POA3188,0,0,0,0,0,0,0,0,3,0,3,3,5,0,0,0,0,15,0,9,14,34,27,73,38,34,230,0,10,20,42,26,73,38,34,244,1230,744,997,1361,1228,697,399,98,6759,26,43,43,48,42,37,20,10,281,1258,800,1058,1451,1301,810,462,140,7274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,3,3,7,37,0,0,6,6,9,3,3,7,33,1030,822,1228,1532,1332,947,570,229,7682,30,44,50,47,48,51,42,17,324,1069,862,1280,1585,1382,1003,615,247,8046,0,0,0,0,0,0,0,0,3,4,3,4,5,0,0,0,0,19,0,5,18,44,36,78,41,36,256,6,10,21,52,37,78,41,36,277,2260,1567,2229,2891,2559,1647,966,330,14443,56,90,91,99,93,91,65,30,602,2323,1663,2338,3035,2686,1811,1071,394,15323
POA3189,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,4,5,11,7,12,9,56,0,5,4,11,11,7,12,9,55,304,380,476,411,315,216,151,47,2295,8,22,22,18,13,12,20,7,121,315,407,504,433,337,236,181,63,2476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,4,0,0,0,0,5,285,407,531,424,345,281,162,86,2524,13,22,23,13,12,12,16,5,120,297,425,556,433,359,297,173,98,2645,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,3,9,7,8,12,15,61,0,3,3,12,7,8,12,15,67,592,786,1009,835,656,495,311,135,4824,20,42,43,27,30,25,31,17,238,611,832,1061,876,695,530,358,161,5121
POA3190,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,0,5,0,7,10,14,17,27,35,21,141,0,15,18,19,17,27,35,21,149,588,728,855,855,563,424,218,78,4303,26,35,34,26,10,17,13,8,175,608,770,903,901,592,466,264,109,4624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,3,20,0,0,0,4,3,6,0,3,24,560,802,943,927,715,550,321,163,4987,12,32,36,26,14,14,13,20,173,574,831,980,961,727,577,342,185,5175,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,8,0,7,17,16,20,34,41,23,161,0,11,17,22,20,34,41,23,170,1145,1529,1802,1782,1275,972,536,240,9287,42,62,73,51,28,35,28,32,346,1189,1602,1884,1855,1323,1043,603,291,9797
POA3191,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,12,22,19,47,44,34,168,0,7,13,21,18,47,44,34,173,607,380,558,794,699,505,277,92,3916,19,13,37,26,20,20,25,17,177,627,394,606,843,740,565,346,146,4267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,4,6,22,0,0,0,7,8,5,4,6,27,569,408,664,868,814,655,400,292,4677,18,21,27,28,25,39,20,45,217,582,435,687,913,841,698,426,343,4926,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,12,23,22,46,44,40,192,0,7,13,28,24,46,44,40,200,1181,792,1224,1665,1513,1160,678,383,8595,30,33,62,54,44,54,45,61,394,1213,832,1297,1748,1580,1262,764,488,9192
POA3192,0,0,0,0,0,0,0,0,11,0,3,3,0,4,0,0,0,12,5,11,22,38,38,74,75,81,348,3,18,31,42,45,74,75,81,369,1181,1389,1749,1542,1183,796,516,229,8592,46,71,56,57,37,36,33,30,355,1233,1471,1842,1640,1266,903,623,337,9313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,7,8,7,0,6,33,0,0,7,4,8,7,0,6,34,1187,1498,1863,1704,1314,1108,797,546,10014,35,59,62,52,38,36,58,69,416,1224,1557,1933,1759,1362,1154,856,621,10468,0,0,0,0,0,0,0,0,8,0,3,9,0,4,0,0,0,14,5,7,30,48,48,84,73,88,385,3,20,39,50,55,84,73,88,407,2372,2888,3621,3243,2498,1900,1311,773,18606,86,125,122,106,76,69,90,94,766,2463,3028,3776,3402,2623,2063,1477,954,19783
POA3193,0,0,4,0,0,0,0,0,3,0,0,4,0,0,0,0,0,6,8,9,24,38,43,107,104,64,391,9,10,25,43,45,107,104,64,401,1278,504,813,1483,1418,1082,582,169,7332,31,16,36,49,27,30,31,10,231,1319,530,870,1574,1488,1224,718,248,7965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,13,3,4,7,50,0,0,3,8,17,3,4,7,49,1207,585,1026,1730,1501,1321,766,348,8477,25,20,35,36,37,39,30,27,251,1229,607,1068,1776,1560,1363,798,386,8777,0,0,4,0,0,0,0,0,3,0,0,4,0,7,0,0,0,9,11,13,26,49,58,111,104,73,435,10,12,32,46,60,111,104,73,448,2482,1087,1838,3217,2919,2401,1349,518,15815,50,36,69,85,64,75,61,41,482,2547,1135,1937,3352,3044,2581,1513,631,16744
POA3194,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,13,0,9,12,22,20,46,40,28,178,0,10,22,22,23,46,40,28,190,656,756,856,888,737,530,353,125,4893,9,34,32,29,19,25,12,10,163,670,799,906,948,775,601,401,156,5249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,9,0,5,3,5,31,0,0,3,9,0,5,3,5,33,651,881,969,1045,800,672,470,217,5705,9,31,26,14,19,20,15,22,158,661,912,1000,1069,822,699,486,251,5898,0,0,0,0,0,0,0,0,8,0,6,3,0,0,0,0,0,13,0,9,15,34,28,51,37,35,212,0,13,21,37,27,51,37,35,224,1303,1637,1828,1934,1534,1202,823,343,10601,20,69,57,38,40,42,27,33,317,1330,1710,1902,2010,1599,1299,889,403,11144
POA3195,0,3,5,3,4,0,0,0,17,4,5,7,6,4,0,0,0,22,3,17,36,67,65,113,90,63,457,6,22,49,78,74,113,90,63,497,2279,1661,2261,2752,2204,1435,704,229,13529,55,49,68,68,56,54,44,31,413,2340,1735,2375,2896,2333,1603,832,322,14439,0,3,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,6,16,15,8,7,7,69,0,4,10,18,13,8,7,7,82,2235,1778,2630,3138,2438,1672,1007,459,15371,39,72,67,70,55,63,69,69,495,2276,1858,2709,3231,2510,1745,1084,536,15951,0,7,8,8,8,0,0,0,24,4,5,7,8,4,0,0,0,23,6,21,45,82,83,122,98,67,528,7,29,61,97,91,122,98,67,577,4515,3442,4892,5899,4639,3110,1708,691,28896,96,116,130,138,109,112,108,105,915,4619,3595,5080,6126,4844,3344,1920,863,30392
