POA_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
POA3034,4,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,3,3,3,3,15,13,22,16,15,99,3,3,8,15,13,22,16,15,106,606,670,766,724,595,570,529,221,4680,18,45,35,22,23,19,25,13,207,635,723,814,766,634,611,570,251,4994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,3,11,0,0,6,0,0,4,0,3,11,530,624,818,722,725,787,671,331,5216,16,25,28,21,24,22,43,20,194,549,650,843,750,745,813,717,355,5418,4,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,3,3,3,11,20,14,24,16,18,110,3,10,11,20,14,24,16,18,119,1137,1294,1579,1447,1316,1361,1200,557,9895,31,77,64,46,40,41,68,37,403,1175,1376,1659,1510,1373,1424,1280,607,10411
POA3036,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,5,4,13,11,18,26,18,101,5,6,4,13,15,18,26,18,104,350,265,301,348,383,310,212,60,2232,4,9,7,14,8,15,6,0,67,364,280,315,376,408,341,240,78,2404,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,8,0,0,0,8,4,0,0,0,14,359,268,317,423,424,392,229,125,2531,7,13,13,10,14,8,11,15,79,363,285,325,436,437,404,232,141,2626,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,0,5,4,17,17,20,26,18,110,5,6,6,22,16,20,26,18,116,709,534,612,771,809,699,440,187,4757,16,22,23,25,15,24,11,14,151,722,560,643,817,843,746,476,224,5023
POA3037,0,0,0,3,0,0,0,0,8,3,5,6,3,0,0,0,0,16,9,16,29,42,58,61,31,14,253,10,21,35,52,57,61,31,14,282,3743,3145,3359,3665,2703,1611,688,166,19073,158,177,173,131,107,50,34,5,838,3915,3341,3562,3849,2868,1719,756,190,20189,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,3,12,8,0,5,33,0,0,8,6,12,8,0,5,36,3546,3122,3747,3968,2848,1730,789,359,20111,112,162,169,109,94,61,42,21,767,3663,3279,3929,4083,2947,1799,831,381,20916,0,0,4,7,0,0,0,0,11,3,5,6,3,0,0,0,0,16,7,16,35,50,64,63,34,21,286,9,21,45,54,69,63,34,21,320,7291,6263,7106,7637,5543,3342,1485,527,39187,272,331,339,240,204,109,73,27,1599,7575,6622,7489,7932,5816,3520,1591,569,41108
POA3038,0,0,0,0,3,0,0,0,7,5,3,0,0,0,0,0,0,5,0,8,9,18,35,65,41,7,184,3,10,13,18,39,65,41,7,197,1783,1543,1286,1637,2009,1497,661,173,10582,83,77,68,72,56,54,23,9,434,1863,1632,1370,1725,2099,1621,718,187,11216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,8,0,0,24,0,0,4,0,8,8,0,0,29,1698,1420,1371,1941,2302,1507,689,248,11181,51,73,52,76,55,59,21,11,402,1753,1497,1430,2021,2375,1573,713,262,11613,0,3,0,0,3,0,0,0,9,5,3,0,0,0,0,0,0,5,4,7,12,16,46,75,43,9,210,0,17,15,16,50,75,43,9,222,3478,2964,2659,3580,4313,3001,1351,424,21767,136,149,121,153,109,116,42,15,841,3620,3127,2795,3749,4470,3188,1434,449,22827
POA3039,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,0,12,0,11,19,35,20,34,31,24,166,0,18,23,34,23,34,31,24,187,870,1459,1123,947,885,597,265,109,6258,33,54,34,35,44,24,20,12,243,903,1533,1176,1012,951,656,311,144,6687,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,3,7,4,0,0,20,0,4,7,4,8,4,0,0,31,905,1543,1207,1088,939,683,399,259,7028,21,57,32,27,30,18,36,6,236,925,1607,1242,1119,986,708,439,268,7290,0,0,4,0,0,0,0,0,8,0,7,4,0,6,0,0,0,17,3,13,24,35,33,37,29,25,189,0,24,23,37,32,37,29,25,210,1776,3007,2333,2038,1828,1283,665,367,13283,55,108,62,59,72,44,56,21,476,1830,3138,2423,2130,1936,1361,752,415,13976
POA3040,0,4,4,0,5,0,0,0,13,6,4,7,0,0,0,0,0,16,3,17,20,25,48,52,47,46,252,3,27,23,23,52,52,47,46,276,1795,1767,1619,1789,1547,1034,462,170,10184,87,85,60,53,47,38,15,18,402,1890,1871,1703,1871,1643,1123,529,230,10864,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,3,0,8,15,3,0,0,35,3,3,5,8,11,3,0,0,40,1745,1850,1819,2019,1683,1159,638,387,11308,54,103,68,49,50,39,21,33,421,1798,1960,1895,2076,1748,1205,662,423,11767,4,4,4,0,5,0,0,0,12,6,4,3,5,3,0,0,0,15,6,14,19,30,59,58,52,45,285,10,27,24,37,66,58,52,45,315,3542,3616,3441,3809,3231,2198,1103,558,21492,137,185,126,105,97,77,36,51,822,3687,3835,3598,3950,3393,2332,1195,655,22629
POA3041,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,6,3,6,10,15,25,42,32,24,155,0,15,13,16,25,42,32,24,165,884,698,810,938,716,541,230,80,4893,23,23,30,28,13,14,16,6,162,909,737,853,979,758,600,276,111,5222,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,0,0,0,3,7,0,0,0,16,0,3,0,4,7,0,0,0,21,816,707,907,993,820,637,306,182,5380,22,21,30,33,18,14,16,8,163,843,736,934,1029,844,656,323,189,5560,0,0,0,0,0,0,0,0,3,0,7,3,5,0,0,0,0,16,3,6,12,18,34,42,32,24,168,3,16,13,20,34,42,32,24,185,1704,1404,1715,1933,1534,1182,536,260,10268,49,52,60,56,35,34,32,17,322,1754,1468,1790,2008,1602,1255,601,304,10781
POA3042,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,9,0,9,21,22,23,57,35,33,200,4,18,22,23,27,57,35,33,209,884,1070,1153,1066,826,638,405,165,6214,29,40,33,40,37,14,28,20,233,920,1128,1208,1124,891,710,470,210,6659,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,5,0,4,5,0,0,16,0,4,5,0,4,5,0,0,20,765,1115,1220,1145,970,862,597,264,6940,20,42,39,37,26,26,34,24,247,791,1162,1269,1182,996,891,629,286,7206,0,0,0,0,0,0,0,0,3,0,7,3,0,0,0,0,0,8,0,9,19,23,27,66,35,27,219,4,19,31,23,28,66,35,27,233,1654,2187,2372,2208,1798,1501,1000,429,13146,52,84,74,72,64,41,63,39,484,1711,2288,2474,2305,1889,1605,1101,501,13866
POA3043,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,8,16,18,29,63,53,19,220,5,16,16,18,36,63,53,19,223,970,1237,1146,1020,889,827,560,138,6782,41,91,50,38,37,32,34,15,333,1013,1340,1214,1075,961,923,653,168,7340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,6,0,22,0,0,6,3,7,0,6,0,20,803,1175,1193,1078,1028,1091,661,189,7227,49,57,49,40,33,42,41,19,329,853,1237,1247,1120,1064,1139,705,211,7579,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,5,0,13,21,22,39,69,55,20,238,5,18,24,22,41,69,55,20,248,1775,2411,2340,2098,1918,1917,1224,332,14010,84,148,101,79,72,72,79,33,662,1864,2572,2460,2199,2027,2061,1357,381,14920
POA3044,0,8,0,0,0,0,0,0,8,0,4,3,0,0,0,0,0,20,8,12,20,29,28,33,30,39,190,7,21,26,39,28,33,30,39,216,1577,2194,2184,1767,1397,805,453,281,10659,59,99,100,74,51,24,25,23,447,1644,2310,2309,1877,1472,858,506,338,11321,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,10,9,4,8,0,5,39,5,10,10,7,9,8,0,5,46,1437,2415,2314,1954,1442,936,674,592,11753,50,100,85,62,43,43,40,52,478,1489,2521,2400,2026,1492,990,715,648,12275,5,8,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,16,8,21,26,36,38,38,26,43,231,13,27,31,44,38,38,26,43,258,3016,4611,4495,3718,2838,1736,1127,873,22412,110,193,184,140,90,70,62,72,925,3132,4833,4709,3900,2965,1847,1221,987,23595
POA3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,5,6,7,6,3,0,0,0,33,10,8,5,10,9,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,6,0,0,11,4,0,6,0,0,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,12,9,6,6,8,3,4,0,0,44,16,8,8,12,11,4,0,0,55
POA3046,3,20,0,0,0,0,0,0,26,0,6,10,5,0,0,0,0,14,0,35,17,19,26,63,51,56,275,8,57,29,20,32,63,51,56,320,2100,3526,2799,1805,1515,889,625,352,13615,171,300,164,126,84,55,57,61,1011,2281,3882,2993,1956,1628,1010,731,465,14953,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,5,24,0,6,4,3,3,10,0,5,32,1872,3483,2682,1881,1660,1155,1021,631,14392,108,253,134,108,71,64,73,115,928,1989,3747,2820,1999,1735,1226,1101,747,15354,4,25,0,3,0,0,0,0,32,0,8,5,5,0,0,0,0,16,0,35,24,25,33,75,52,58,299,7,65,36,28,33,75,52,58,356,3980,7009,5484,3696,3179,2045,1643,979,28008,283,556,297,234,148,117,132,172,1942,4269,7631,5814,3961,3363,2239,1829,1211,30306
POA3047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,9,10,26,26,20,19,113,0,10,9,9,28,26,20,19,121,1410,1893,1337,1009,964,559,326,93,7588,203,304,231,144,118,56,44,9,1105,1617,2204,1574,1159,1102,644,397,114,8806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,12,0,0,3,5,3,3,0,0,11,1253,1557,1248,1020,941,633,443,187,7283,137,177,125,115,94,52,47,16,758,1387,1733,1380,1132,1040,687,489,206,8058,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,7,11,12,31,27,20,16,129,0,8,11,15,31,27,20,16,130,2661,3444,2588,2027,1906,1193,772,282,14872,343,479,357,253,207,104,92,30,1863,3004,3932,2952,2293,2144,1329,889,327,16866
POA3048,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,4,8,13,19,18,13,13,87,3,4,11,15,19,18,13,13,91,1244,1246,1015,941,941,583,332,65,6369,98,126,115,76,55,33,13,5,515,1346,1369,1135,1029,1015,637,367,79,6979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,4,0,0,0,5,1170,1225,1035,1076,1035,706,363,131,6742,92,116,97,73,74,41,29,3,536,1264,1347,1128,1151,1111,752,389,135,7285,4,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,4,8,13,18,18,13,13,92,4,6,11,14,18,18,13,13,97,2410,2469,2050,2012,1977,1295,698,190,13111,191,244,208,147,132,75,41,14,1053,2605,2718,2265,2180,2133,1385,757,213,14261
POA3049,0,0,4,0,0,0,0,0,4,0,3,3,0,0,0,0,0,3,0,8,0,14,21,35,21,3,102,0,5,7,14,21,35,21,3,105,574,644,569,586,607,404,186,51,3624,32,35,28,35,18,19,6,8,180,605,684,604,633,643,459,218,66,3917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,4,0,0,0,0,0,5,562,617,616,665,698,524,254,89,4023,33,26,44,31,21,28,18,5,210,600,646,664,699,721,547,272,91,4245,0,0,4,0,0,0,0,0,4,0,3,3,0,0,0,0,0,3,0,8,4,15,26,33,21,3,111,0,5,14,15,26,33,21,3,115,1141,1262,1181,1256,1303,929,444,142,7645,66,63,77,68,39,43,23,14,394,1208,1329,1265,1330,1368,1004,488,159,8156
POA3051,0,0,0,5,0,0,0,0,5,0,11,4,0,0,0,0,0,11,0,7,11,15,10,14,7,7,75,5,19,12,13,10,14,7,7,90,1180,1930,1044,629,463,338,139,39,5760,99,168,103,52,63,43,16,0,547,1285,2118,1163,691,540,389,161,47,6396,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,0,13,0,3,0,3,6,5,0,0,17,1331,1969,1094,716,521,354,158,64,6206,155,188,95,64,50,36,12,6,601,1480,2165,1192,781,569,385,169,71,6821,0,4,0,5,0,0,0,0,4,0,6,4,0,0,0,0,0,12,0,9,11,20,14,15,7,8,88,5,19,12,15,14,15,7,8,106,2509,3902,2134,1347,983,691,297,101,11969,259,359,204,108,110,74,25,13,1149,2767,4283,2355,1472,1105,779,333,126,13220
POA3052,0,4,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,3,5,0,6,9,8,5,45,0,8,9,4,6,9,8,5,50,1125,819,377,194,175,140,96,32,2956,61,46,38,24,12,10,9,0,195,1180,871,424,218,198,155,110,39,3209,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,6,4,4,0,0,0,0,0,0,8,1489,769,312,211,189,173,120,104,3374,93,51,26,15,15,8,5,11,224,1583,822,342,225,200,186,126,114,3600,0,4,0,3,0,0,0,0,4,3,0,0,0,0,0,0,0,6,0,8,5,6,6,9,8,10,48,3,6,9,3,6,9,8,10,60,2611,1586,693,406,364,317,218,138,6329,156,99,68,35,28,17,12,10,422,2765,1696,760,446,400,342,245,155,6810
POA3053,4,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,11,6,13,6,10,10,15,21,10,81,5,17,7,10,10,15,21,10,91,2170,2534,840,415,334,286,156,64,6795,139,175,62,46,24,8,33,9,501,2315,2725,908,470,367,311,210,84,7384,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,11,0,9,0,3,6,0,0,0,18,2450,2520,775,449,413,344,207,110,7264,150,163,56,39,24,25,31,22,506,2593,2692,828,487,445,371,238,132,7792,4,6,0,0,0,0,0,0,9,5,6,0,0,0,0,0,0,9,6,8,3,11,12,17,22,14,93,5,22,7,16,12,17,22,14,111,4616,5055,1614,859,751,631,364,171,14055,288,341,119,81,47,38,65,32,1008,4907,5417,1736,963,809,684,447,217,15177
POA3054,0,5,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,5,0,8,7,5,6,13,20,5,61,0,9,7,8,6,13,20,5,70,467,954,510,365,369,323,146,45,3182,12,38,21,17,17,11,12,4,131,482,1004,537,393,392,348,177,51,3381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,4,0,0,0,8,599,1113,549,447,404,364,201,82,3767,19,34,21,21,8,22,8,6,142,619,1142,570,464,415,386,214,93,3909,0,5,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,5,0,8,7,6,8,15,20,5,69,0,9,7,10,8,15,20,5,82,1075,2066,1057,812,775,686,351,125,6948,24,68,47,39,28,29,19,16,268,1104,2148,1112,858,809,732,391,141,7293
POA3055,0,4,0,0,0,0,0,0,4,0,3,4,0,3,0,0,0,8,3,20,17,12,14,10,21,10,104,0,27,23,18,16,10,21,10,116,787,1693,1145,819,584,390,215,83,5720,28,54,50,22,23,19,21,10,227,812,1775,1219,850,622,422,254,102,6059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,4,0,3,26,0,0,3,11,9,4,0,3,27,920,1875,1238,862,682,476,305,164,6522,33,79,43,20,14,20,26,16,259,947,1959,1283,893,706,506,324,181,6805,0,4,0,0,0,0,0,0,5,0,3,0,0,3,0,0,0,11,3,15,20,24,23,15,21,12,129,0,21,23,23,23,15,21,12,147,1701,3576,2382,1678,1267,872,517,243,12243,58,136,95,45,36,36,40,30,482,1761,3734,2507,1748,1332,927,580,289,12865
POA3056,0,3,0,0,0,0,0,0,10,5,6,0,0,3,0,0,0,19,0,28,21,25,19,38,14,5,145,11,34,29,26,24,38,14,5,174,1345,3287,2173,1338,928,576,372,152,10180,35,146,67,41,40,28,21,11,388,1391,3476,2267,1403,991,639,409,174,10746,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,3,3,0,4,9,0,0,0,24,3,3,4,9,9,0,0,0,28,1539,3676,2110,1330,1057,755,488,260,11219,64,126,53,43,27,22,25,10,372,1605,3804,2165,1379,1092,785,516,268,11615,0,3,0,3,0,0,0,0,10,5,6,6,0,3,0,0,0,20,6,29,24,29,29,36,18,5,170,12,39,31,36,30,36,18,5,200,2885,6962,4287,2672,1993,1334,860,410,21401,100,276,120,81,63,55,45,21,758,2995,7280,4432,2788,2086,1426,922,440,22359
POA3057,0,5,0,0,0,0,0,0,6,0,6,4,0,0,0,0,0,3,0,13,14,7,12,8,8,6,69,4,23,13,7,12,8,8,6,84,613,1979,1174,650,384,242,141,63,5237,13,88,53,35,22,10,7,7,239,631,2089,1240,697,412,258,158,71,5564,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,12,4,0,0,5,3,0,0,0,14,781,2273,1359,676,493,322,204,93,6203,21,87,56,23,13,18,10,4,236,809,2364,1411,706,517,339,215,98,6451,0,5,0,0,0,0,0,0,6,3,6,4,0,0,0,0,0,10,0,14,14,9,17,8,9,6,80,4,19,13,9,16,8,9,6,97,1395,4249,2525,1332,879,562,346,154,11438,40,177,111,59,38,25,14,5,471,1434,4445,2654,1399,932,597,372,173,12011
POA3058,0,3,6,4,0,0,0,0,14,5,6,3,0,4,0,0,0,14,5,25,33,31,38,44,20,16,210,5,29,43,28,43,44,20,16,231,1829,2968,2720,2229,1573,998,620,323,13260,86,161,102,85,58,60,54,34,646,1918,3161,2863,2342,1670,1104,699,379,14136,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,3,0,11,6,4,0,4,0,28,0,4,11,6,4,0,4,0,31,1837,3082,2892,2432,1725,1225,867,520,14581,70,141,86,74,68,51,64,70,623,1906,3234,2991,2511,1803,1276,927,591,15236,0,3,6,4,0,0,0,0,16,6,3,5,0,4,0,0,0,18,3,28,41,34,46,44,20,16,231,7,39,53,40,45,44,20,16,267,3666,6048,5612,4659,3298,2223,1486,840,27844,153,306,185,157,126,111,118,109,1268,3830,6388,5860,4852,3473,2376,1624,963,29370
POA3059,0,0,3,0,0,0,0,0,6,0,3,0,0,0,0,0,0,3,4,10,15,15,16,34,9,4,105,3,10,21,15,19,34,9,4,114,1407,1417,1417,1318,1227,758,303,40,7884,37,68,67,40,35,27,5,0,282,1447,1493,1498,1371,1282,820,319,44,8280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,1411,1578,1503,1437,1256,712,239,78,8209,41,60,55,38,34,18,10,0,257,1448,1638,1556,1482,1291,730,248,76,8473,0,0,3,0,0,0,0,0,6,0,3,0,0,0,0,0,0,3,4,8,17,21,22,39,9,4,114,3,9,20,21,19,39,9,4,123,2812,2996,2914,2754,2484,1470,540,117,16090,78,120,124,81,66,44,16,0,534,2897,3128,3056,2857,2574,1545,568,120,16750
POA3060,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,3,0,0,7,7,6,12,10,9,58,5,3,15,6,7,12,10,9,68,864,1183,1017,746,587,391,282,207,5269,81,103,86,37,33,27,19,11,403,951,1289,1116,786,624,430,316,226,5742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,8,0,3,0,0,0,0,0,5,9,722,1002,953,684,614,450,455,281,5152,55,76,67,29,28,19,33,26,345,779,1080,1026,714,641,473,486,311,5506,0,0,0,0,0,0,0,0,7,0,6,4,0,0,0,0,0,6,0,0,7,4,8,19,10,6,67,5,7,13,10,10,19,10,6,73,1586,2184,1971,1423,1199,841,739,485,10426,143,179,153,68,60,51,54,39,745,1728,2371,2136,1501,1260,911,805,534,11247
POA3061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,0,26,0,4,0,0,0,3,8,0,22,291,327,309,304,263,190,169,47,1889,23,25,35,23,27,13,14,3,173,318,356,345,326,289,209,182,53,2080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,253,310,260,257,221,256,172,60,1781,18,21,24,18,16,11,8,5,124,272,335,284,265,235,268,180,60,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,8,0,22,0,4,0,0,0,6,8,0,23,550,635,568,554,477,442,338,108,3670,45,55,60,38,41,30,21,4,289,590,693,626,594,520,479,365,113,3988
POA3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6
