POA_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
POA3174,1109,510,434,2104,69,4236,5,17,7,120,0,154,3413,38,61,32,26,3563,274,20,6,25,7,329,168,31,20,45,0,268,2069,390,300,1959,70,4783,902,25,48,23,9,1004,200,12,3,10,0,219,237,36,28,159,10,475,880,113,66,175,3,1232,157,8,10,12,4,191,2779,15,21,9,9,2822,233,78,63,645,14,1032,726,112,45,228,13,1118,173,0,3,0,0,184,161,20,13,12,0,201,88,4,8,11,3,117,114,15,12,32,0,171,123,18,10,12,0,162,69,15,10,5,0,107,267,13,15,24,6,327,114,7,11,8,0,129,171,14,11,0,7,208,274,69,54,537,11,950,426,17,8,22,9,483,66,7,9,5,0,95,179,10,10,8,0,208,800,25,25,6,7,869,4414,36,74,35,28,4584,29,7,12,21,0,69,13377,289,296,218,104,14277,943,22,16,60,1894,2937,30680,1207,1010,4545,2244,39693
POA3175,1658,749,527,3038,123,6097,12,29,13,221,8,285,2532,22,62,21,25,2660,473,33,6,38,5,547,373,52,24,70,13,523,2587,525,392,2661,118,6283,946,19,52,4,3,1025,192,12,4,17,0,221,323,58,27,241,6,658,1009,158,85,299,16,1571,187,14,3,23,3,236,3836,23,24,18,17,3912,336,103,67,861,11,1381,1130,159,89,397,17,1799,154,0,0,0,0,153,460,62,38,40,9,607,352,14,21,19,0,407,98,17,6,42,0,160,214,42,33,4,5,295,138,27,11,13,3,192,396,12,21,25,5,460,286,16,6,17,3,328,316,21,9,11,9,363,382,108,92,742,11,1341,1338,44,31,16,9,1442,98,10,12,8,0,127,234,9,3,17,5,261,1299,31,28,13,10,1378,1433,11,40,15,4,1504,45,3,5,30,0,89,20839,533,431,411,200,22402,898,30,21,76,3710,4735,39454,1851,1377,6606,4261,53545
POA3177,288,166,120,807,68,1452,7,9,4,83,0,104,377,3,12,10,5,400,91,3,0,9,10,110,82,14,14,30,0,139,629,125,100,707,35,1597,251,0,13,4,0,275,40,0,0,8,0,46,71,20,11,77,3,183,99,7,15,25,10,151,58,7,0,5,0,68,638,5,3,0,9,655,78,29,19,198,3,323,77,25,3,56,7,174,21,0,0,0,0,21,42,16,6,6,0,60,35,9,0,0,0,43,32,4,4,5,0,46,63,12,3,3,0,87,28,5,5,0,0,38,102,3,5,3,0,114,29,0,0,4,0,32,127,7,0,0,7,143,130,28,19,191,3,370,511,20,9,0,3,551,16,0,5,0,0,29,54,0,0,12,0,65,207,3,0,5,0,217,275,0,8,6,3,296,8,4,0,10,0,17,4812,100,59,87,46,5109,219,5,6,30,858,1128,8497,375,265,1690,1062,11889
POA3178,489,1078,755,6132,29,8486,12,9,3,123,4,150,4265,44,102,80,8,4500,176,22,10,53,0,263,332,94,42,160,4,631,1947,891,608,5221,49,8708,406,9,35,3,0,449,131,6,8,48,4,199,360,102,68,462,5,993,591,108,47,358,3,1100,164,19,17,44,4,235,1481,54,43,27,4,1612,402,155,136,1700,0,2400,1084,258,139,897,3,2384,178,0,3,0,0,186,169,24,8,34,0,233,65,15,4,36,0,131,149,31,27,99,0,302,74,0,3,7,0,87,71,31,33,24,0,165,287,30,24,59,0,401,103,4,14,3,0,123,47,9,0,3,0,61,438,178,152,1423,10,2198,133,12,7,25,0,170,180,39,18,8,0,253,104,13,13,17,0,139,790,47,39,32,0,907,351,4,15,9,0,385,65,20,15,54,0,156,4458,277,272,385,17,5406,161,7,10,94,643,912,17008,2087,1559,12161,763,33571
POA3179,82,186,124,1089,7,1488,4,4,0,39,0,46,1062,7,24,7,7,1111,15,3,0,10,0,28,37,19,14,34,6,97,323,127,104,880,10,1443,50,0,8,0,0,59,10,5,0,11,0,24,58,12,8,102,0,177,74,22,9,39,0,137,15,4,4,0,0,25,422,7,6,0,0,430,63,27,11,269,0,373,102,26,10,103,0,245,59,0,0,0,0,57,7,0,0,0,0,4,4,7,0,4,0,7,13,5,0,4,0,16,23,5,0,0,0,24,17,5,3,0,0,22,29,4,8,10,0,48,6,0,3,0,0,14,8,0,0,0,0,8,68,33,29,250,0,387,13,0,0,4,0,13,28,0,5,5,0,40,12,3,0,8,0,23,192,3,14,4,0,212,87,0,0,0,0,88,11,0,3,4,0,32,832,41,47,60,5,988,43,0,0,11,175,224,3290,318,252,2001,206,6066
POA3180,88,231,208,1407,19,1950,0,0,0,25,0,30,1348,9,28,15,10,1417,21,3,0,0,0,30,105,17,7,53,0,189,396,192,173,1355,7,2129,141,9,11,3,0,158,14,0,0,13,0,28,107,17,21,148,0,302,73,20,13,57,0,168,29,10,0,17,0,52,330,6,5,8,0,341,93,48,45,432,0,622,92,42,15,120,0,274,75,0,6,0,0,78,4,0,0,3,0,10,3,0,0,4,0,15,20,9,9,15,0,44,12,3,6,3,0,24,13,7,7,0,0,30,50,0,5,8,0,69,16,0,0,8,0,30,0,0,0,0,0,3,96,49,45,378,3,566,23,0,0,0,0,28,27,5,9,4,0,44,14,0,0,0,0,21,104,4,7,6,0,129,62,0,7,0,0,77,19,5,4,28,0,53,798,51,35,67,0,951,34,0,4,14,183,235,3713,434,386,2879,233,7645
POA3181,178,753,582,3097,30,4637,3,10,3,88,0,106,821,28,46,61,9,965,72,22,11,44,0,150,143,53,44,137,0,376,1657,681,550,3691,32,6615,145,3,37,0,0,180,172,25,15,35,3,248,258,83,74,456,5,874,882,115,54,248,6,1307,50,16,8,42,4,117,360,13,20,7,4,404,667,187,139,1645,5,2645,381,145,66,437,5,1034,50,0,6,3,0,60,30,10,0,18,0,66,38,9,0,13,0,59,30,19,7,39,0,104,54,0,6,7,0,64,142,42,24,7,0,216,209,66,36,113,0,428,157,16,9,25,0,208,5,6,0,0,0,11,507,190,158,1284,14,2144,38,7,8,8,0,58,81,16,0,4,0,102,122,13,3,16,0,161,70,18,11,12,0,111,135,3,5,5,0,155,61,19,11,51,0,138,2085,295,212,356,19,2962,106,7,8,61,1151,1331,7790,1623,1224,7731,1273,19636
POA3182,175,780,572,3078,30,4633,13,11,12,127,9,172,598,17,33,51,9,705,117,20,12,29,0,180,197,63,39,95,3,395,2219,791,542,3820,42,7413,195,4,23,5,0,226,275,30,25,71,0,403,404,103,79,447,8,1045,327,74,36,154,5,599,76,17,6,35,4,138,642,24,16,9,4,693,1163,237,167,1984,23,3575,603,146,83,395,4,1231,60,0,0,5,0,71,42,11,5,22,0,79,37,13,4,14,0,62,63,36,15,50,0,157,104,14,14,3,3,130,167,21,27,16,0,225,274,51,20,85,4,436,222,18,10,29,0,283,26,3,5,0,0,37,665,215,150,1425,9,2459,87,5,5,14,0,112,89,15,8,5,0,114,202,8,6,17,0,240,56,15,9,9,0,87,123,0,4,0,0,135,88,23,19,66,0,193,2644,289,229,340,23,3530,102,9,5,47,1741,1908,9628,1713,1215,7990,1890,22438
POA3183,216,924,696,2728,36,4598,6,3,3,62,0,71,417,24,16,45,0,514,57,18,17,17,0,110,111,42,27,74,0,261,1390,659,456,2472,28,5003,150,4,12,4,0,172,136,17,21,52,0,233,310,111,55,364,0,831,286,52,25,117,0,482,146,53,32,76,0,306,472,15,11,17,0,524,538,182,108,1215,15,2061,321,96,57,268,4,747,27,0,4,4,0,39,26,3,4,11,0,60,28,5,0,12,0,46,28,16,11,36,0,83,47,5,4,3,0,59,89,27,12,12,0,143,388,116,102,224,3,833,292,36,54,42,0,425,11,0,0,0,0,11,392,134,110,917,4,1564,42,6,4,6,0,65,135,37,24,5,6,202,121,9,10,14,0,154,52,3,10,7,0,76,74,0,3,3,0,85,43,19,3,47,0,123,2666,531,485,534,25,4235,119,42,34,81,930,1210,7296,1932,1452,6243,1033,17964
POA3184,110,672,524,2638,18,3966,0,8,0,40,0,56,230,26,28,45,0,335,66,16,8,31,0,123,117,58,29,114,0,317,1326,633,456,3117,20,5560,74,3,15,0,0,93,173,24,19,53,0,268,263,67,64,349,0,747,245,54,28,118,0,446,66,11,6,22,0,101,174,7,9,7,0,199,537,181,132,1541,11,2403,429,130,65,390,6,1019,25,0,0,0,0,33,22,5,4,15,0,46,31,0,0,10,0,45,39,16,5,27,0,89,62,14,3,4,0,84,88,25,21,4,0,133,214,40,32,107,0,397,137,10,24,29,0,195,13,0,4,0,0,16,418,188,132,1184,6,1927,47,10,4,6,0,71,91,6,4,6,0,104,83,3,4,20,0,112,34,13,8,10,0,61,53,0,5,3,0,72,62,10,11,59,0,142,1369,250,191,299,9,2122,47,10,6,35,851,947,5173,1431,1028,6593,927,15153
POA3185,149,722,431,2312,22,3639,3,3,4,41,0,46,394,12,27,40,6,478,55,7,4,35,0,95,69,37,21,65,0,183,1003,509,303,2281,36,4129,87,9,17,0,0,115,120,16,18,41,0,197,190,76,44,262,3,567,274,45,24,126,3,478,88,50,26,44,5,212,229,20,9,6,0,261,405,156,94,1156,11,1824,320,96,38,253,0,708,38,3,4,0,0,48,18,0,0,9,0,29,10,3,0,5,0,22,24,12,12,15,0,69,18,0,0,0,0,17,82,15,12,11,0,114,333,69,59,157,3,625,202,25,21,31,0,284,4,0,0,0,0,5,229,135,87,810,10,1265,39,7,3,11,0,52,134,16,26,9,0,189,73,3,0,10,0,92,39,17,17,5,0,76,58,5,0,4,0,67,26,6,3,44,0,77,1640,281,228,396,19,2564,74,7,9,54,420,559,5182,1383,920,5442,511,13433
POA3186,178,977,730,4476,58,6416,0,4,3,59,0,64,1321,34,51,59,8,1475,101,24,6,46,0,182,169,55,52,75,0,353,2002,843,677,5132,50,8707,65,5,21,0,0,98,125,22,13,83,0,252,351,101,55,411,11,923,491,81,63,311,4,948,104,16,5,24,0,152,242,9,15,16,0,279,553,226,156,2270,14,3211,563,169,117,590,17,1456,53,0,9,0,0,57,46,6,15,17,0,86,31,17,11,13,0,74,45,8,9,26,0,94,24,3,5,4,0,34,112,21,29,14,0,170,303,41,35,110,0,487,224,16,21,34,3,296,8,3,0,0,0,16,465,207,171,1694,7,2550,68,5,12,8,0,92,173,31,21,5,0,232,87,9,3,25,0,127,56,15,16,11,0,103,99,3,11,3,0,115,87,17,13,53,0,164,1751,280,278,342,21,2672,61,9,8,60,807,946,8127,1890,1496,10771,963,23252
POA3187,189,677,518,3084,62,4514,3,0,3,25,0,31,1048,26,48,42,4,1164,58,13,8,25,0,107,116,38,22,55,0,231,1310,517,351,3057,23,5261,48,6,7,5,0,65,69,11,10,41,0,128,257,58,50,301,0,668,434,60,49,290,0,840,97,15,8,10,0,121,284,4,13,12,0,307,367,126,100,1307,3,1914,437,111,71,386,4,1007,41,4,0,4,0,49,41,16,0,26,0,82,23,9,7,5,0,48,42,14,3,31,0,90,20,0,3,0,0,26,79,14,26,3,0,120,343,54,52,114,4,563,284,28,25,14,5,352,3,0,0,5,0,11,311,130,109,1028,4,1585,64,3,5,18,0,90,174,18,20,13,3,227,68,12,4,13,0,100,67,14,10,5,6,94,76,0,11,3,0,92,67,11,3,45,0,126,1717,215,234,259,13,2442,54,6,11,38,622,730,6742,1297,1022,6966,733,16757
POA3188,195,770,782,3675,21,5446,8,4,4,46,6,71,653,23,56,48,7,784,60,7,6,32,0,110,147,59,27,82,0,322,1878,756,629,3849,52,7161,44,5,14,5,0,72,106,19,11,41,0,174,282,70,74,344,8,778,395,72,47,217,0,727,59,17,9,17,0,95,246,21,10,8,0,282,592,189,115,1446,16,2362,447,125,79,455,0,1112,25,0,7,0,0,34,53,8,7,33,3,109,34,13,3,21,0,70,34,20,8,22,0,88,30,9,3,5,0,43,108,25,35,9,0,178,207,21,40,64,0,323,239,16,20,14,7,295,9,0,0,4,0,14,486,197,154,1271,8,2116,59,6,5,11,0,82,129,21,19,0,0,172,93,3,9,17,0,124,63,15,9,8,0,106,57,5,4,7,0,75,90,18,14,54,0,175,1487,216,251,280,13,2246,73,10,8,55,644,789,6714,1575,1370,8169,763,18587
POA3189,65,243,194,1074,4,1579,5,0,3,15,0,22,369,4,19,14,0,407,42,8,0,3,0,52,42,15,9,24,0,93,412,195,148,981,4,1741,74,0,15,3,0,95,16,0,3,11,0,35,66,26,22,108,0,223,238,43,28,74,4,388,19,4,4,10,0,28,317,5,8,11,0,334,159,53,31,414,4,656,186,35,26,161,0,402,33,0,0,0,0,36,42,5,4,5,0,55,5,0,0,0,0,5,12,4,3,15,0,36,20,7,0,0,0,24,32,23,9,3,0,60,87,26,23,30,0,163,136,8,3,6,0,155,4,0,0,0,0,4,119,40,19,316,0,490,38,5,0,8,0,47,37,3,0,0,0,42,19,0,0,0,0,22,43,12,7,3,0,71,22,0,0,3,0,22,12,9,3,13,0,30,724,90,70,92,13,985,44,0,3,11,230,295,2884,497,360,2292,257,6287
POA3190,132,573,406,2307,26,3448,0,5,0,39,0,46,546,13,26,25,5,614,76,3,6,24,3,111,89,27,18,61,0,193,1113,467,296,2205,32,4119,105,3,15,4,0,126,85,14,9,30,0,135,148,47,28,226,0,452,314,34,34,121,0,505,39,18,0,27,0,83,285,12,12,11,0,314,338,109,107,945,5,1509,233,80,43,260,9,617,27,0,0,0,0,27,32,8,5,9,0,52,22,3,4,4,0,33,31,21,4,26,0,83,45,3,6,5,0,56,87,35,18,10,0,152,156,23,19,43,0,238,154,6,5,3,5,186,3,0,0,0,0,7,311,108,88,743,0,1241,59,5,0,5,0,68,97,15,9,0,0,117,42,5,3,10,0,54,57,9,8,8,0,79,49,6,3,0,0,61,42,18,0,22,0,84,1106,185,133,159,8,1588,61,0,3,33,377,474,4777,1046,750,4968,463,12007
POA3191,77,495,356,2279,26,3241,5,3,0,41,0,52,249,14,14,26,0,300,50,4,3,19,5,86,122,26,14,64,0,218,1232,449,356,2517,17,4575,24,0,7,0,0,35,62,8,4,26,0,102,186,55,38,254,3,539,171,29,9,97,0,306,51,3,3,7,0,66,119,12,8,11,3,148,342,112,83,1076,7,1626,236,63,23,209,3,535,13,0,0,0,0,15,18,3,0,7,0,38,15,3,0,0,0,17,21,3,6,33,0,58,21,0,7,6,0,30,73,14,18,14,0,120,85,8,8,27,0,126,68,9,4,11,0,90,8,0,0,3,0,6,361,112,93,881,7,1449,38,7,3,11,0,59,79,15,6,0,0,101,32,3,0,9,0,44,25,4,7,9,0,48,25,3,6,0,0,29,37,6,7,42,0,90,724,115,103,187,10,1132,28,4,6,35,408,484,3588,902,665,5294,479,10926
POA3192,286,1023,876,4668,36,6887,8,7,11,104,0,125,1306,36,81,54,14,1482,131,13,3,38,0,197,176,62,57,112,0,403,1855,832,650,4401,52,7786,182,7,29,7,0,224,117,14,18,37,0,184,320,71,51,425,7,879,953,116,76,338,11,1494,66,15,12,15,0,117,784,36,18,28,0,860,481,239,143,1769,17,2646,605,172,91,480,5,1349,59,0,8,0,0,69,63,19,10,22,0,109,22,3,0,8,0,38,56,17,12,46,0,128,34,17,13,7,0,66,132,46,44,21,0,245,184,36,28,79,0,325,335,17,32,16,0,400,21,8,0,0,0,30,518,214,158,1387,7,2277,119,15,4,15,0,153,150,16,13,5,0,185,96,4,9,14,0,132,128,24,20,24,0,194,138,3,18,9,0,171,57,17,7,57,0,147,2393,302,277,299,24,3301,114,13,6,100,722,959,9873,1941,1559,9900,868,24129
POA3193,154,951,782,4675,25,6597,0,3,0,37,0,36,489,21,46,47,0,609,94,19,7,18,0,141,212,67,32,114,0,428,2273,866,646,4653,61,8493,24,0,22,8,0,53,84,16,17,60,0,179,362,92,65,403,3,923,402,84,41,293,4,820,62,10,9,11,0,88,156,21,11,15,0,194,548,234,194,1841,14,2834,412,116,71,383,9,987,6,0,0,0,0,11,31,7,0,25,0,69,26,3,4,11,0,50,53,17,11,46,0,123,13,4,0,14,0,35,100,27,43,6,0,183,165,36,21,53,4,273,117,9,15,11,6,153,3,0,0,0,0,0,609,210,159,1555,6,2546,40,11,0,9,0,54,207,22,5,6,4,238,55,3,8,17,0,84,44,9,8,20,0,80,45,4,3,0,0,49,101,10,9,60,0,181,1116,242,217,293,9,1872,45,0,3,47,478,583,6330,1796,1366,10112,598,20207
POA3194,132,526,414,2603,24,3698,0,3,3,51,0,60,609,17,23,32,0,678,71,10,5,25,5,120,125,46,36,80,0,286,1124,498,356,2743,28,4749,81,0,18,4,0,100,62,10,10,36,0,115,156,44,49,239,0,491,466,59,28,178,0,734,51,11,6,21,0,81,307,18,6,3,6,335,314,129,93,1229,9,1781,333,113,53,280,5,787,26,0,0,0,0,30,23,3,5,12,4,47,4,7,3,8,0,23,33,10,4,18,0,72,31,7,6,0,0,44,61,35,24,4,0,128,123,13,17,34,0,197,170,14,10,8,0,197,5,0,0,0,0,10,354,119,75,867,9,1431,56,6,8,17,0,81,106,9,5,3,0,127,62,4,3,14,0,85,35,12,11,6,0,68,43,0,0,5,0,46,39,5,3,34,0,83,1109,140,138,204,3,1591,61,9,3,35,356,467,5028,1080,800,5883,428,13221
POA3195,390,1574,1352,8359,64,11740,5,10,3,152,0,181,1603,29,78,79,6,1799,166,21,19,60,0,267,293,119,77,202,4,688,3139,1322,1008,7773,68,13308,263,19,53,10,0,341,185,30,29,83,3,338,461,129,105,697,11,1402,904,148,91,459,3,1603,100,28,12,44,0,193,841,38,35,25,0,943,929,384,246,3304,21,4889,940,247,119,893,10,2205,38,3,7,0,0,48,67,25,8,39,0,148,41,19,0,15,0,74,91,23,25,91,0,232,90,25,18,4,0,139,168,79,66,18,0,343,307,47,39,95,0,486,293,8,22,12,0,331,6,6,0,0,0,16,883,284,242,2390,15,3815,169,21,7,36,0,238,265,35,25,13,0,330,127,12,16,22,0,179,222,22,31,27,0,303,295,9,28,10,0,342,108,15,19,94,0,250,3019,403,374,587,22,4395,150,13,11,120,929,1225,13479,2957,2337,17477,1110,37364
POA3196,242,1311,972,6345,72,8935,7,9,14,140,0,176,583,33,39,62,3,722,123,26,15,50,0,216,232,87,55,157,3,541,2348,1088,798,5961,61,10268,266,3,45,9,0,333,134,27,20,67,0,240,329,90,76,484,3,982,399,84,56,230,3,769,73,18,18,37,0,145,383,17,30,30,6,464,639,266,191,2346,14,3455,528,189,95,630,7,1441,34,0,0,5,0,50,68,15,5,15,0,98,26,7,10,7,0,46,92,30,18,72,0,213,70,11,8,3,6,104,116,57,57,27,0,257,209,37,31,76,5,353,280,8,22,19,0,337,33,0,0,0,6,39,638,251,222,1681,16,2810,100,10,11,10,0,128,118,36,27,7,0,196,84,12,6,24,0,128,116,23,21,38,0,203,116,8,10,4,3,143,89,16,15,69,0,199,1987,349,271,362,19,2988,93,22,4,109,1018,1252,8425,2361,1787,13097,1209,26876
POA3197,102,412,411,2887,23,3828,0,3,4,69,0,80,447,7,26,21,4,511,69,9,3,10,3,98,118,30,17,45,6,214,1074,404,359,2660,33,4536,96,0,23,3,0,121,66,0,6,21,3,90,174,43,39,209,3,473,233,32,20,126,0,415,56,9,13,12,0,84,197,11,12,14,0,236,258,112,68,949,8,1396,285,62,34,277,5,650,12,0,0,0,0,15,39,15,0,5,0,60,13,4,0,7,0,21,72,14,6,50,0,139,48,9,11,6,0,67,51,19,20,0,0,90,76,21,8,19,0,117,99,0,6,8,0,113,3,4,4,0,0,13,258,103,75,689,5,1135,43,0,5,6,0,56,63,16,11,3,0,91,51,4,4,13,0,66,54,11,9,7,0,81,77,0,0,0,0,79,42,10,9,37,0,95,867,142,123,141,16,1289,55,17,4,43,315,437,4198,886,748,5804,396,12032
POA3198,126,785,661,4443,44,6052,3,39,17,179,6,233,224,11,14,32,0,278,52,5,7,23,0,97,143,66,40,124,0,376,1529,731,549,4160,66,7040,108,6,19,4,3,145,67,11,12,50,0,134,264,72,41,345,3,735,174,38,30,110,3,361,57,15,3,26,0,102,139,7,5,17,0,170,416,200,105,1475,12,2208,246,95,48,272,0,669,30,0,8,5,0,42,21,6,0,12,0,37,16,0,0,0,0,19,37,15,20,44,0,114,124,21,16,17,0,177,95,46,27,14,0,183,95,21,18,38,0,175,121,10,4,4,0,150,35,4,10,0,0,44,439,178,142,1196,6,1955,48,8,0,8,0,59,57,12,13,11,0,97,52,0,0,12,0,67,29,11,11,11,0,57,21,0,0,4,0,30,56,12,20,48,0,133,983,182,151,251,10,1569,57,14,10,94,919,1103,4607,1490,1140,8923,1060,17215
POA3199,483,2671,2065,13763,181,19161,7,52,18,558,8,643,1233,30,65,90,14,1425,196,45,22,69,3,333,562,189,128,453,4,1339,5427,2518,1907,12852,231,22935,429,14,115,14,3,581,190,50,16,155,0,416,703,239,190,1199,15,2350,569,131,78,313,4,1107,142,39,28,63,5,277,609,49,35,58,0,757,1210,523,410,4317,40,6501,758,299,134,1019,20,2227,60,0,11,6,0,81,125,14,16,25,0,178,32,16,5,26,0,80,116,53,22,99,3,293,339,51,43,33,8,461,309,116,86,47,0,565,348,74,37,122,3,579,330,21,20,39,6,410,90,29,3,4,6,135,1479,545,478,3706,43,6243,155,22,5,22,4,205,208,58,34,14,0,311,160,19,16,57,0,250,106,51,14,21,0,188,101,6,20,6,0,134,231,55,41,157,3,489,3516,568,530,726,51,5392,175,31,26,282,3139,3662,16267,4911,3755,27528,3671,56127
POA3200,56,229,183,1489,38,1992,0,8,9,122,0,138,92,3,7,8,3,106,23,8,0,0,0,31,37,15,15,39,0,106,436,223,182,1240,31,2117,74,6,16,0,4,100,25,0,3,10,0,43,55,28,16,123,5,229,32,3,4,30,0,80,27,4,3,10,0,44,43,3,0,0,0,48,65,41,25,366,5,503,49,15,19,75,4,155,5,0,0,0,0,5,0,5,0,3,0,10,3,5,0,3,0,12,5,3,0,10,0,24,78,18,12,11,4,119,29,5,4,11,0,46,27,0,13,9,0,49,27,0,4,4,0,29,30,3,3,0,0,38,136,45,30,309,8,525,28,5,0,0,0,35,5,3,0,3,0,10,21,0,4,0,0,29,6,3,0,0,0,8,19,0,0,3,0,27,13,8,5,14,0,31,357,47,62,75,3,541,23,0,3,42,564,632,1486,416,350,2805,644,5711
POA3201,301,919,717,5464,48,7455,0,37,10,273,8,328,374,13,16,57,3,460,108,15,10,21,0,151,255,55,45,156,8,513,1711,836,653,4681,78,7960,544,5,58,13,0,622,79,8,14,47,0,151,209,53,44,389,0,708,195,62,40,158,7,458,54,11,9,17,0,103,761,21,15,17,0,813,377,143,105,1229,12,1867,293,107,63,438,6,900,23,0,0,0,0,26,82,31,11,25,0,150,33,0,4,13,0,51,54,25,8,53,6,144,206,32,40,26,0,306,141,39,28,28,0,230,118,16,15,48,0,195,137,4,3,13,0,162,103,15,11,4,3,132,450,196,137,1115,22,1929,95,8,4,4,0,113,83,18,17,5,0,121,86,12,5,21,0,123,146,21,6,16,0,195,94,3,18,0,0,118,50,16,11,59,0,137,2117,218,176,262,19,2794,119,14,21,94,903,1151,7660,1708,1319,10207,1088,21976
