POA_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
POA3145,193,810,627,4452,30,6121,3,9,0,46,0,67,2380,56,115,115,4,2672,72,20,4,44,0,140,118,39,35,131,0,326,1133,682,553,4680,39,7086,178,0,23,4,0,205,90,20,9,53,0,177,219,74,49,452,3,805,1053,88,81,492,3,1729,72,20,12,29,0,135,846,24,31,22,3,925,305,203,175,2120,9,2812,557,122,83,597,3,1366,104,0,6,3,0,112,40,12,9,3,0,69,40,6,7,14,0,63,32,15,12,33,0,91,17,8,0,3,0,33,68,34,20,5,3,135,199,59,35,106,0,398,132,10,17,40,0,195,4,6,0,0,0,6,290,167,132,1629,11,2234,51,12,5,11,0,77,98,32,26,10,0,164,80,5,11,16,0,112,181,25,21,14,0,244,294,12,14,6,0,334,43,16,11,66,0,132,2045,266,234,409,14,2965,116,0,7,41,704,869,9466,1629,1338,10350,807,23594
POA3146,220,1072,830,5284,25,7436,4,4,0,55,0,66,2809,72,160,113,16,3172,101,27,18,53,0,194,141,81,39,117,0,381,1396,929,640,5411,33,8408,125,3,36,3,0,165,97,24,17,93,0,234,267,79,73,536,3,960,745,115,53,376,4,1290,93,19,16,40,0,169,813,46,30,46,0,934,387,229,202,2416,7,3243,501,166,70,622,3,1360,78,5,18,0,0,100,29,16,0,26,0,73,26,10,3,18,0,58,45,27,15,44,0,130,23,7,0,7,0,41,105,41,27,7,0,176,184,58,47,119,0,406,100,21,18,26,0,166,3,0,0,0,0,3,444,229,166,1982,4,2827,57,14,9,6,0,82,121,18,19,14,0,166,73,12,12,24,0,116,203,35,35,24,0,299,225,4,15,18,0,263,54,20,5,81,0,163,2016,347,288,424,3,3082,70,5,9,61,629,776,9732,2124,1610,11945,724,26131
POA3147,146,498,432,2751,30,3854,0,11,4,57,0,75,2277,42,83,45,19,2461,55,17,4,23,0,92,92,43,15,63,0,206,821,415,287,2666,47,4236,91,6,18,3,0,118,58,13,10,29,0,113,130,36,40,242,3,453,406,59,19,190,4,668,42,9,10,21,0,84,499,19,20,13,4,551,225,122,97,1216,16,1674,297,80,41,339,6,763,138,6,12,0,0,158,23,0,4,16,0,41,18,0,4,20,0,46,29,14,12,29,0,81,30,0,0,0,0,36,33,22,17,3,0,84,107,16,23,45,0,186,76,4,10,8,0,100,4,0,0,0,0,5,212,110,69,925,6,1329,41,0,5,5,0,57,51,13,6,6,0,72,33,0,0,0,0,36,155,13,13,11,3,190,173,17,16,10,0,214,29,9,4,40,4,86,1420,161,166,171,21,1942,62,7,0,18,467,555,6735,1004,821,5951,598,15102
POA3148,123,217,194,953,22,1503,0,0,6,20,0,30,1703,30,34,18,19,1812,31,0,3,3,0,43,26,13,5,10,0,65,394,166,101,906,10,1575,150,3,16,8,4,177,38,5,0,8,0,60,78,26,15,75,0,192,497,68,51,171,7,780,23,11,6,12,0,48,666,3,17,5,6,691,87,28,18,334,0,473,302,48,33,161,0,541,170,0,4,0,0,175,22,0,0,7,0,27,9,4,5,3,0,24,11,3,3,11,0,26,21,4,6,0,0,29,28,4,9,3,0,43,73,12,8,19,0,115,70,0,5,5,0,86,7,0,4,0,0,6,73,35,28,256,5,396,44,4,0,3,0,54,31,4,5,0,0,41,42,8,0,12,0,60,201,9,0,3,0,212,205,0,11,9,0,228,4,0,0,10,0,14,1604,80,94,80,20,1874,92,9,8,26,403,536,6040,507,397,2121,480,9552
POA3149,348,760,644,3722,37,5508,0,9,3,64,0,79,9039,81,178,74,46,9426,102,19,12,27,0,156,205,44,17,100,3,367,1593,635,392,3819,59,6495,209,6,25,0,0,244,104,10,11,43,0,169,274,79,38,340,6,736,1450,156,77,579,14,2272,115,16,9,18,0,158,2638,31,30,14,0,2714,318,184,108,1468,19,2098,733,161,78,530,3,1507,548,3,23,0,3,577,57,8,12,10,0,79,44,6,3,3,0,62,60,22,11,52,0,142,43,3,12,0,0,56,80,24,18,10,0,136,224,31,12,37,0,309,165,18,11,12,3,199,12,5,0,0,0,15,362,165,149,1313,15,1991,70,19,5,18,0,112,118,25,11,6,0,167,63,5,4,17,0,90,934,27,26,18,0,1004,554,14,39,13,3,614,35,6,4,53,0,109,4314,250,257,298,24,5156,207,9,14,47,979,1260,22535,1661,1295,8663,1184,35340
POA3150,813,1057,869,5263,75,8079,22,6,6,92,3,127,20700,132,292,105,85,21313,201,21,9,40,4,273,318,84,30,138,0,566,2900,863,625,5589,81,10057,424,20,53,9,0,498,132,11,3,61,4,201,448,90,58,528,11,1145,1508,162,106,586,7,2359,142,19,20,32,0,209,5126,37,39,18,7,5223,452,192,130,1991,18,2788,1273,247,93,583,21,2211,804,8,18,0,0,828,91,13,13,10,0,119,56,7,8,22,0,90,91,36,10,37,4,180,38,6,5,0,0,49,93,47,32,8,0,177,306,30,27,60,8,425,221,7,20,15,0,269,24,6,4,0,0,32,574,247,165,1829,17,2832,151,6,17,19,0,195,141,17,22,5,0,184,102,7,3,18,0,127,1705,39,25,18,5,1787,1028,25,32,12,0,1088,69,12,10,83,0,179,8866,321,320,396,46,9953,383,6,13,80,2117,2604,44780,2210,1777,12071,2455,63298
POA3151,113,215,151,1015,7,1500,0,0,0,20,0,17,3168,7,29,22,14,3243,39,3,3,27,0,72,47,7,6,9,0,69,402,167,91,1060,9,1732,105,0,4,0,0,117,34,0,4,20,0,52,99,23,13,110,0,245,732,58,25,177,0,1001,37,3,0,3,0,46,600,4,4,0,0,611,80,30,28,424,0,563,274,42,24,168,0,510,107,0,3,0,0,111,21,6,10,0,0,35,27,6,0,9,0,41,23,8,3,11,0,45,8,0,0,0,0,16,20,9,7,0,0,37,63,8,7,10,0,88,23,4,0,0,0,32,4,0,0,0,0,5,69,43,27,389,0,533,16,6,0,4,0,19,25,3,4,0,0,29,17,0,5,4,0,22,181,6,5,0,0,194,256,6,3,5,0,272,9,9,0,12,0,32,1272,74,79,90,6,1524,105,0,0,16,251,376,7218,446,312,2412,294,10675
POA3152,391,846,673,5182,57,7141,11,14,0,113,4,148,8936,83,163,75,31,9282,91,16,0,24,0,129,288,66,48,172,0,577,1831,779,575,4772,58,8002,381,11,38,4,0,433,78,7,5,61,0,147,292,80,55,387,13,819,482,88,39,255,8,872,128,9,12,12,3,164,2051,22,27,19,0,2127,394,170,127,1461,15,2163,614,152,65,510,4,1342,305,0,4,4,0,310,66,14,5,27,0,112,46,4,3,6,0,56,68,21,11,54,3,157,50,22,5,0,0,79,86,34,20,24,0,164,140,14,14,43,0,215,58,0,4,10,0,74,33,0,8,0,0,42,441,184,151,1409,16,2198,92,17,14,11,0,131,124,16,32,8,3,180,95,0,3,17,0,119,650,30,21,25,0,725,405,9,18,3,0,431,57,8,6,56,0,133,3931,275,220,310,19,4754,189,6,11,68,954,1237,20269,1745,1376,10415,1133,34940
POA3153,226,782,594,4754,74,6428,5,22,11,160,0,195,2075,23,55,30,6,2183,63,9,13,15,0,101,237,69,53,218,0,576,1283,713,519,4215,49,6780,397,11,31,0,3,439,48,9,7,56,0,121,398,83,60,410,21,976,110,46,13,100,0,261,86,12,9,22,5,130,902,14,7,8,0,935,258,121,124,1281,9,1788,212,116,51,321,5,694,108,0,5,0,0,114,30,0,5,7,0,38,24,7,3,14,0,46,42,14,8,26,0,94,40,22,4,9,0,79,71,29,30,25,0,158,128,10,8,47,0,202,37,0,0,14,0,58,32,5,6,5,0,47,321,166,114,1190,4,1799,41,4,7,0,0,56,73,14,16,5,0,110,64,7,6,15,0,93,194,13,10,4,0,229,241,7,16,8,0,259,32,14,8,40,3,98,2177,169,180,229,17,2766,105,11,0,98,864,1083,8543,1441,1109,9136,1046,21276
POA3154,16,223,142,1322,12,1713,0,3,0,39,0,46,66,0,8,19,4,94,10,0,0,16,0,21,67,28,9,60,4,175,386,202,139,1202,21,1951,24,5,4,0,0,31,10,3,0,12,0,24,114,36,19,145,11,313,10,0,0,18,0,35,15,3,0,7,0,26,24,9,6,0,0,39,75,40,21,359,0,490,58,21,9,90,0,182,6,0,0,0,0,7,0,0,0,0,0,4,0,0,0,4,0,0,11,8,4,13,0,39,10,0,0,0,0,15,18,10,8,6,0,41,22,5,8,11,0,44,3,0,0,7,0,10,4,0,0,0,0,4,74,45,40,389,5,546,8,0,0,0,0,7,9,0,5,0,0,20,0,0,0,4,0,11,27,5,0,6,0,42,0,0,3,0,0,7,23,11,0,17,0,51,188,44,39,54,4,335,8,0,0,34,158,202,1023,407,258,2599,210,4500
POA3155,261,931,745,5663,50,7643,4,16,8,188,0,213,1820,18,57,47,0,1939,57,20,10,20,0,100,296,86,71,222,0,679,1653,870,681,5083,58,8340,252,10,29,10,0,306,62,11,3,39,0,125,342,110,63,550,7,1076,140,55,40,96,0,330,93,25,15,22,0,149,741,17,12,14,0,785,382,161,138,1566,6,2251,298,127,57,417,6,901,139,0,4,0,0,138,30,11,8,21,0,66,13,4,0,13,0,34,40,23,15,43,0,120,63,15,14,16,0,91,69,29,30,21,0,164,140,23,11,42,6,210,59,7,9,5,0,83,25,0,12,0,0,36,363,193,163,1437,4,2159,70,12,4,4,0,85,79,16,18,9,0,123,63,0,10,19,0,88,247,14,12,11,3,287,150,0,11,3,0,165,58,11,11,86,0,167,1976,211,196,312,14,2705,104,9,8,94,954,1167,8488,1719,1366,11010,1081,23660
POA3156,373,1716,1270,9694,64,13105,8,27,8,232,10,278,2357,48,87,108,5,2609,146,31,16,54,0,248,490,179,97,339,4,1113,2659,1443,988,8345,87,13516,361,8,59,12,0,439,108,17,13,66,0,203,652,174,108,879,9,1817,385,102,41,278,0,799,124,21,9,56,0,209,972,28,25,33,4,1054,593,338,183,2657,19,3794,800,237,124,854,12,2026,169,0,10,4,0,180,70,19,6,9,0,108,40,9,6,19,0,73,94,42,30,120,0,284,71,24,6,19,0,124,118,64,54,19,0,254,263,41,35,107,4,458,79,19,14,21,0,128,38,8,4,0,0,47,618,354,207,2314,12,3505,95,16,19,14,0,144,195,41,27,11,0,277,75,6,8,16,0,112,459,38,32,31,0,563,183,11,16,3,0,212,97,27,17,93,0,242,3000,411,314,538,18,4283,139,16,11,147,1067,1382,13295,3133,2190,18610,1264,38484
POA3158,43,400,290,1905,11,2652,0,0,0,22,0,24,65,5,12,17,0,99,13,0,0,9,0,26,123,39,35,90,0,289,612,379,276,1846,17,3136,27,0,12,4,0,38,25,11,10,18,0,67,107,39,23,191,0,369,26,12,3,38,0,78,25,6,8,7,0,49,44,5,7,4,0,66,155,92,72,664,5,990,67,41,14,129,3,252,9,0,6,0,0,10,3,0,0,7,0,10,5,0,6,3,0,13,24,10,3,14,0,46,16,3,5,4,0,29,38,17,8,0,0,63,57,13,11,20,0,101,36,0,3,3,0,43,4,0,0,0,0,7,139,95,66,519,3,819,7,5,3,3,0,17,33,3,8,6,0,44,12,4,0,5,0,25,12,9,7,3,0,28,6,0,0,0,0,11,22,3,13,15,0,52,282,90,67,120,7,570,14,0,3,37,143,200,1566,734,531,3809,174,6818
POA3159,15,134,128,736,11,1019,0,0,0,13,0,18,15,0,0,4,0,20,13,0,0,7,0,15,48,28,17,35,0,132,246,116,100,636,10,1107,3,0,0,5,0,3,14,4,8,6,0,30,49,19,12,101,5,176,7,0,0,15,0,29,15,0,0,5,0,20,6,0,0,0,0,10,50,28,15,252,4,352,28,17,9,46,0,100,3,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,13,0,0,9,0,19,3,0,0,0,0,3,11,4,8,0,0,15,18,0,3,12,0,39,8,0,0,0,0,5,0,0,0,0,0,0,45,29,24,241,5,350,7,0,0,0,0,12,7,4,9,0,0,15,0,0,0,6,0,9,8,5,6,3,0,16,0,0,0,0,0,6,4,0,0,9,0,24,114,34,35,33,0,217,3,0,0,4,111,127,573,240,214,1429,134,2593
POA3160,47,532,408,2432,14,3433,0,4,5,44,0,58,72,12,17,30,0,133,16,5,3,10,0,37,184,77,37,149,0,438,941,487,350,2359,15,4150,27,3,8,0,0,39,39,13,5,28,0,82,165,53,40,255,0,517,57,20,5,43,0,124,22,6,3,23,0,57,41,7,5,10,0,67,194,115,77,899,4,1288,96,44,20,129,0,289,6,0,0,0,0,11,5,0,0,9,0,19,0,0,0,3,0,11,15,9,7,27,0,63,14,3,7,0,0,21,42,20,22,6,0,91,61,14,6,30,0,107,20,5,4,14,0,41,4,0,0,0,0,4,213,120,87,785,3,1204,12,0,0,4,0,21,34,3,4,3,0,45,23,3,9,4,0,32,25,11,9,3,0,37,16,0,0,0,0,19,50,7,6,29,0,87,404,123,120,136,0,788,10,8,0,32,224,277,2167,962,696,4933,265,9024
POA3161,230,749,641,2314,24,3958,4,3,0,43,0,53,1249,5,30,25,5,1323,49,10,5,14,0,80,69,21,25,54,4,169,916,418,302,1556,15,3209,97,4,9,0,0,109,169,35,35,29,0,276,294,81,36,227,6,651,249,52,22,101,0,428,194,31,30,90,0,352,469,3,15,7,0,495,242,89,62,705,4,1104,219,53,30,187,0,496,40,0,0,0,0,40,17,8,3,3,0,31,7,0,0,3,0,19,14,5,4,17,0,48,22,3,3,0,0,35,69,26,17,8,0,119,921,206,110,342,7,1593,396,64,31,70,4,568,3,0,0,0,0,3,176,97,75,488,0,837,37,7,3,0,0,55,429,56,58,5,0,546,69,3,8,6,0,90,38,0,3,4,0,51,96,5,8,0,0,109,17,3,4,21,0,46,3120,507,458,670,20,4775,166,53,19,95,712,1038,8401,1590,1244,4881,790,16903
POA3162,315,876,669,2440,52,4344,0,7,0,11,0,21,847,14,42,34,5,932,50,8,8,10,0,77,88,38,24,33,0,185,1144,472,302,1768,36,3720,106,4,19,0,0,125,156,22,15,23,0,219,339,65,64,216,0,688,446,87,21,188,3,748,156,31,18,46,3,258,338,15,8,5,0,366,310,97,65,754,7,1234,275,69,36,225,3,617,39,0,0,0,0,43,24,6,0,12,4,42,22,0,6,4,0,36,22,6,0,19,0,45,41,0,3,4,0,49,80,21,25,8,0,131,863,161,110,277,14,1425,715,67,66,79,14,933,9,0,0,0,0,8,261,74,57,582,4,974,54,0,0,6,0,68,737,57,63,14,0,861,64,4,4,11,0,78,70,14,5,0,0,97,89,0,4,0,0,95,23,0,6,19,0,54,3373,539,333,557,27,4833,202,27,33,50,669,977,9267,1703,1214,5049,836,18075
POA3163,348,1095,880,4475,35,6833,6,9,5,75,0,99,3417,64,120,88,21,3710,111,24,16,30,0,180,199,76,54,153,0,480,1780,885,593,4493,31,7783,342,4,49,3,5,396,195,31,17,73,0,317,319,118,72,501,4,1012,1188,128,84,467,4,1872,144,25,17,40,0,227,2857,27,30,25,3,2940,561,232,189,2140,15,3131,601,193,98,612,0,1506,260,6,5,0,0,272,29,5,7,16,0,58,23,3,3,14,0,43,52,23,12,39,0,123,60,19,6,3,0,87,135,56,39,13,0,247,415,80,58,130,5,694,580,21,35,32,0,673,20,0,4,0,0,25,431,229,154,1660,9,2477,119,8,7,16,0,154,247,27,26,10,0,304,119,9,4,17,0,153,241,25,24,29,0,312,330,9,18,6,5,369,44,20,14,80,0,157,4806,387,414,439,33,6075,282,12,18,70,997,1381,17388,2224,1737,10330,1139,32810
POA3165,493,1087,810,4626,46,7065,9,9,10,72,0,101,2740,61,107,45,16,2967,105,24,22,40,0,190,181,53,29,99,4,364,1688,720,569,3925,42,6945,172,17,39,8,0,235,120,26,14,58,0,218,325,87,62,413,6,890,1633,251,119,746,10,2761,143,22,21,45,6,235,1270,40,19,29,8,1350,509,172,136,1769,12,2596,857,223,101,675,4,1863,220,5,7,4,0,233,97,20,12,45,0,178,27,0,4,11,0,52,76,17,18,47,0,155,47,5,10,5,0,55,112,65,30,22,0,232,434,74,69,127,3,714,812,37,40,42,4,937,13,0,0,0,0,12,419,183,140,1265,14,2022,143,13,4,20,0,176,431,44,37,4,0,519,87,11,6,23,0,129,221,35,32,25,3,312,373,18,24,14,0,434,37,10,9,55,0,108,3951,452,335,445,15,5199,216,13,16,70,763,1078,15339,2235,1636,10020,921,30159
POA3166,320,698,599,3049,5,4677,3,4,9,73,0,96,2885,27,98,42,6,3057,80,15,14,28,0,131,116,45,34,73,0,263,1079,551,405,2782,27,4844,305,3,28,0,0,341,123,12,10,32,0,181,187,85,49,261,3,590,2455,265,149,701,16,3587,64,6,9,26,0,102,1486,34,27,15,3,1563,303,181,97,1321,8,1906,1049,218,95,580,11,1956,290,7,7,3,0,304,73,5,14,24,0,116,36,5,0,13,0,53,56,27,17,38,0,134,33,11,4,0,0,42,75,39,21,7,0,148,190,13,28,58,0,293,146,12,7,9,0,179,33,3,0,0,0,32,262,142,100,911,3,1421,80,12,4,10,0,105,65,11,5,10,3,89,93,19,15,25,0,145,289,28,29,22,0,369,400,17,28,9,0,455,34,18,3,63,0,119,3120,256,270,308,21,3974,165,9,9,43,808,1035,13993,1631,1231,6992,907,24753
POA3167,181,232,175,1015,21,1626,4,0,5,21,0,29,1221,17,18,15,0,1269,41,3,0,15,0,59,58,10,3,35,0,104,446,158,139,940,17,1695,164,3,8,5,0,179,47,0,3,12,0,67,78,19,9,83,4,194,946,127,43,268,13,1395,36,3,0,9,0,46,864,3,7,6,0,885,128,55,29,398,0,607,328,63,16,156,4,568,69,0,4,0,0,74,40,11,5,9,0,67,25,0,0,0,0,31,16,4,7,19,0,41,10,3,0,0,0,16,21,0,11,4,0,39,94,8,4,17,0,126,96,4,4,3,0,109,4,0,0,0,0,4,103,41,26,311,4,488,36,0,0,3,3,38,33,3,3,4,0,44,40,3,0,6,0,56,143,13,0,9,0,169,245,10,7,4,4,260,9,4,0,9,0,20,1408,113,92,98,6,1714,105,4,3,14,305,433,6191,560,370,2365,363,9851
POA3168,228,316,275,1342,20,2177,3,6,5,72,0,97,5261,25,68,22,26,5406,47,6,3,11,0,68,60,17,18,59,5,161,913,237,155,1165,26,2502,452,3,29,3,0,497,55,4,3,14,0,80,100,28,27,130,3,294,773,102,43,137,32,1087,44,4,3,6,0,58,2754,11,17,0,14,2784,102,55,42,447,7,654,468,68,37,196,29,793,262,0,6,0,4,273,19,10,0,3,4,39,8,3,3,3,0,12,20,7,0,15,0,48,36,5,11,4,0,57,35,15,9,0,0,52,61,9,3,26,0,100,90,3,5,4,0,104,17,5,0,0,0,25,113,47,35,323,4,535,36,0,5,0,0,41,33,3,5,3,0,46,56,3,0,8,0,66,464,12,6,3,0,482,558,8,10,5,0,583,20,10,0,15,0,41,4555,129,137,89,29,4944,260,7,4,23,1583,1877,16136,680,557,2743,1770,21880
POA3169,371,294,262,1180,18,2126,6,0,4,32,0,49,3378,35,58,27,23,3518,100,6,0,11,0,116,86,17,10,34,0,143,993,165,154,942,26,2271,540,16,33,9,4,597,77,4,4,13,0,105,119,24,16,90,0,255,1804,155,141,342,102,2539,70,3,5,6,0,78,2355,10,9,3,0,2383,151,39,18,332,6,548,581,89,39,245,3,955,208,0,4,0,0,211,142,15,4,12,0,170,29,0,9,0,0,37,35,10,4,25,0,71,51,12,0,0,0,65,48,18,12,3,0,83,123,8,9,26,0,176,141,5,13,8,0,167,47,15,7,0,0,70,113,52,17,256,4,440,64,5,8,3,0,77,27,4,9,0,0,38,75,4,5,3,0,79,317,18,12,4,0,351,855,13,22,13,3,909,3,3,0,9,0,19,4834,167,137,94,26,5262,285,11,10,29,755,1097,15893,730,621,2618,967,20820
POA3170,327,364,333,1968,35,3019,5,7,0,48,0,53,3206,38,69,54,12,3387,176,6,5,23,3,214,114,14,15,50,0,195,847,254,194,1670,27,2989,274,9,25,0,0,308,62,4,5,21,0,93,166,19,21,144,6,357,1206,133,70,465,11,1888,71,12,9,25,3,118,1229,10,20,11,4,1273,151,62,38,565,8,837,761,136,76,422,0,1397,176,0,0,0,0,183,112,18,14,16,0,164,69,9,6,9,0,98,48,13,10,19,0,93,42,10,3,0,0,57,43,8,11,3,4,70,158,10,12,21,3,209,83,0,3,5,0,98,26,8,0,0,0,37,156,64,54,516,12,801,168,18,5,9,3,202,50,17,10,3,0,69,82,3,5,6,0,103,562,20,26,17,8,629,796,13,27,9,7,851,20,3,0,30,0,57,3411,159,184,229,30,4012,152,8,6,56,557,787,13098,897,738,4454,701,19889
POA3171,626,114,144,535,30,1452,11,7,0,20,3,43,4733,32,43,38,40,4882,67,0,0,3,0,70,39,9,0,8,0,57,975,97,99,535,29,1738,360,5,20,6,0,392,33,4,0,3,0,43,57,18,7,59,4,148,429,38,13,63,3,552,54,0,0,0,0,56,1247,4,5,0,3,1262,79,30,18,195,5,318,338,32,16,68,6,463,254,0,6,0,0,263,13,0,0,0,0,21,29,0,6,4,0,33,81,5,3,4,3,96,60,4,0,0,0,63,41,3,0,3,0,48,58,4,0,0,0,62,33,0,0,0,0,36,32,3,0,0,0,40,65,24,28,168,3,290,53,0,0,5,0,61,26,0,0,0,0,26,68,3,0,3,0,80,157,3,0,0,4,169,4940,40,86,20,25,5113,9,0,4,8,0,24,5852,69,72,59,45,6105,629,3,8,17,1040,1700,18955,335,364,1285,1237,22174
POA3172,591,505,450,2674,42,4260,4,0,7,47,3,56,3054,16,53,40,29,3189,120,13,0,19,0,163,122,23,24,47,0,216,1255,388,323,2466,51,4484,275,4,15,12,6,305,80,5,12,25,0,122,164,33,26,199,6,425,590,100,52,244,5,998,85,17,9,26,0,133,626,16,11,11,0,668,250,118,72,834,6,1284,423,110,49,275,5,864,44,0,3,3,0,56,96,14,4,30,0,143,30,5,0,6,0,39,65,15,4,39,0,114,33,5,0,5,0,42,54,19,12,4,0,89,111,17,9,15,0,160,84,6,9,3,0,104,68,7,0,3,0,76,260,99,86,709,18,1177,79,13,5,6,3,104,62,3,4,0,0,72,64,4,0,10,0,79,196,12,12,13,0,234,3059,11,25,23,16,3133,41,10,16,33,0,92,5056,198,175,197,27,5660,442,6,17,20,666,1153,14845,1056,874,5633,848,23261
POA3173,857,435,344,1722,23,3384,15,5,13,43,4,79,5464,54,93,58,35,5704,167,9,18,21,0,219,154,12,16,44,4,228,1392,276,210,1490,36,3407,606,19,57,3,0,699,145,3,0,14,0,170,168,24,26,145,0,368,439,68,44,169,10,723,60,5,5,7,0,85,2099,43,35,16,5,2195,218,85,43,474,8,824,485,95,69,295,6,945,71,0,0,0,0,74,121,26,4,13,0,162,59,3,6,3,0,70,92,16,13,35,0,154,90,16,6,9,0,118,64,15,6,0,0,84,138,14,7,10,0,180,108,10,5,3,0,118,165,8,7,0,4,177,187,72,43,399,4,702,276,11,12,14,0,315,119,6,10,6,3,149,116,3,4,7,0,129,822,41,18,25,3,906,3284,50,76,54,11,3477,18,4,5,13,0,43,8726,270,281,231,37,9546,513,14,15,37,801,1374,23415,1034,907,3699,952,30018
