POA_CODE_2021,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
POA3936,0,4,0,0,0,4,7,3,11,187,156,32,372,10,12,20,389,181,9,581
POA3937,0,0,0,0,0,0,0,0,0,12,13,0,31,0,0,0,31,11,0,46
POA3938,0,0,0,0,0,0,0,0,0,28,43,6,77,0,6,4,82,51,0,125
POA3939,0,0,0,0,0,0,5,7,10,183,203,54,442,11,15,25,463,327,10,806
POA3940,0,0,0,0,0,0,6,0,7,56,75,19,153,7,4,11,160,119,5,292
POA3941,3,7,0,0,0,7,6,3,12,135,153,37,327,12,5,20,343,230,6,584
POA3942,0,0,0,0,0,0,4,0,5,16,13,0,32,0,0,0,32,35,3,64
POA3943,0,0,0,0,0,0,0,0,0,3,13,0,14,0,0,0,14,17,0,38
POA3944,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,8
POA3945,0,0,0,0,0,0,0,0,0,8,4,0,13,0,0,0,15,12,0,25
POA3946,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,3,0,9
POA3950,0,0,0,0,0,0,0,0,3,55,74,5,140,3,8,8,148,76,3,227
POA3951,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,10,7,0,17
POA3953,6,0,0,0,0,5,0,0,7,118,87,13,215,3,13,11,235,110,0,346
POA3954,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,7,3,0,10
POA3956,0,0,0,0,0,0,0,0,0,26,28,0,58,0,0,0,56,38,0,97
POA3957,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,8
POA3958,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,10,4,0,7
POA3959,0,0,0,0,0,0,0,0,0,9,10,5,23,0,0,3,26,7,0,31
POA3960,0,0,0,0,0,0,0,3,9,15,16,7,41,0,3,4,51,27,3,79
POA3962,0,0,0,0,0,0,0,0,0,12,11,0,23,0,0,0,24,16,0,42
POA3964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
POA3965,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,8
POA3966,0,0,0,0,0,0,0,3,3,3,3,4,10,0,0,3,12,5,3,16
POA3967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
POA3971,0,0,0,0,0,0,0,0,3,32,39,8,73,5,4,7,76,70,4,150
POA3975,0,5,0,0,0,5,5,0,8,193,82,21,305,4,14,21,322,181,11,505
POA3976,0,0,0,0,0,3,7,11,24,354,255,52,660,29,21,54,720,533,18,1272
POA3977,13,22,0,0,0,22,32,36,87,1631,1102,208,2936,87,96,185,3125,1753,70,4948
POA3978,4,5,0,0,0,5,0,3,15,470,304,52,828,24,21,46,870,372,10,1256
POA3979,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6
POA3980,0,0,0,0,0,0,3,0,3,39,46,3,95,0,0,0,95,32,4,127
POA3981,0,0,0,0,0,0,0,3,7,78,63,8,146,0,5,3,152,70,3,225
POA3984,0,0,0,0,0,0,4,5,3,72,75,17,166,3,0,3,170,138,0,306
POA3987,0,0,0,0,0,0,0,0,0,15,13,4,28,0,0,3,27,23,0,48
POA3988,0,0,0,0,0,0,0,0,0,12,0,0,12,0,0,3,15,9,0,23
POA3990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA3991,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,10,0,14
POA3992,0,0,0,0,0,0,0,0,0,17,19,0,40,4,0,4,41,14,0,54
POA3995,0,3,0,0,0,3,4,10,19,115,138,22,277,14,9,25,300,263,7,576
POA3996,0,0,0,0,0,0,0,0,3,41,55,6,106,0,0,0,110,60,3,171
