POA_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA3409,223,0,0,0,0,227,89,0,0,0,0,88,11,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29,0,0,0,0,0,7,0,0,0,0,0,0,39,0,4,4,0,48,25,0,0,0,0,25,11,0,0,0,0,11,390,0,4,3,0,400
POA3412,73,0,0,0,0,73,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,17,0,0,0,0,17,8,0,0,0,0,8,4,0,0,0,0,4,129,0,0,0,0,129
POA3413,45,0,0,0,0,48,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,9,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,0,10,14,0,0,0,0,14,0,0,0,0,0,0,76,0,0,0,5,75
POA3414,375,0,5,5,4,390,223,0,0,0,0,223,26,0,6,0,0,37,8,0,0,0,0,10,0,0,8,0,0,8,51,0,0,0,0,51,11,0,0,0,0,13,0,0,5,0,0,5,92,0,15,0,0,116,20,0,0,0,0,20,8,0,0,0,0,11,725,0,22,5,4,758
POA3415,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
POA3418,531,23,0,0,0,562,282,0,0,0,0,280,105,24,5,0,0,135,4,4,0,0,0,7,0,0,0,0,0,7,57,0,0,0,0,59,16,0,0,0,0,24,4,0,0,0,0,4,186,35,8,0,0,223,35,0,0,0,0,35,17,3,0,0,0,19,1046,59,8,3,0,1121
POA3419,234,0,0,0,0,238,74,0,0,0,0,71,7,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,36,9,0,0,0,0,9,0,0,0,0,0,0,54,4,0,0,0,57,12,0,0,0,0,17,4,0,0,0,0,4,373,9,3,0,0,395
POA3420,63,0,0,0,0,63,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14,13,0,0,0,0,13,0,0,0,0,0,0,98,0,0,0,0,98
POA3423,122,0,0,0,0,124,43,0,0,0,0,47,5,0,0,0,0,5,3,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,11,0,0,0,0,11,3,0,0,0,0,3,204,0,0,0,0,209
POA3424,193,0,0,0,0,192,74,0,0,0,0,74,3,9,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,19,4,0,0,0,0,4,0,0,0,0,0,0,24,9,0,0,0,30,20,0,0,0,0,21,0,0,0,0,0,0,309,9,0,6,0,320
POA3427,398,23,0,4,0,418,1094,77,0,0,0,1174,294,45,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,69,6,0,0,0,72,6,0,0,0,0,0,0,0,0,0,0,0,371,56,0,0,0,425,12,0,0,0,0,12,34,0,0,0,0,32,1903,151,0,4,0,2056
POA3428,99,0,0,0,0,96,98,0,0,0,0,98,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,20,8,0,0,0,0,8,6,0,0,0,0,6,220,0,0,0,0,218
POA3429,3910,198,261,0,0,4379,6333,94,207,0,0,6626,1604,212,392,0,0,2213,62,13,47,0,0,123,17,12,16,0,0,44,384,20,70,0,0,473,22,0,4,0,0,22,7,0,3,0,0,14,2100,257,533,0,0,2893,94,23,17,0,0,128,121,14,21,0,0,154,12563,580,1033,0,5,14182
POA3430,37,0,0,0,0,37,32,0,0,0,0,32,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,8,0,0,0,0,8,0,0,0,0,0,0,96,0,0,0,0,96
POA3431,551,17,4,0,0,574,716,21,0,0,0,733,79,40,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,45,10,0,0,0,52,0,0,0,0,0,4,0,0,0,0,0,0,120,45,0,0,0,173,18,0,0,0,0,18,14,0,0,0,0,14,1423,80,7,0,0,1507
POA3432,33,0,0,0,0,33,31,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,68
POA3433,24,0,0,0,0,24,38,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,69,0,0,0,0,69
POA3434,674,8,4,0,5,688,1135,8,4,0,0,1149,127,9,6,0,0,142,5,0,0,0,0,5,3,10,0,0,0,17,58,5,0,0,0,61,8,0,0,0,0,7,0,0,0,0,0,0,200,27,6,0,0,228,21,3,0,0,0,24,35,0,0,0,0,42,2072,43,15,0,5,2127
POA3435,437,4,0,0,0,442,564,0,0,0,3,571,55,3,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,42,7,0,0,0,0,3,0,0,0,0,0,0,107,3,0,0,0,116,14,0,0,0,0,20,12,0,0,0,0,15,1144,8,0,0,8,1156
POA3437,1295,105,4,0,0,1405,1806,68,10,0,0,1878,263,106,12,0,0,379,9,20,0,0,0,31,5,10,4,0,0,17,98,43,0,0,0,139,7,0,0,0,0,7,4,0,0,0,0,4,382,179,16,0,3,580,35,6,0,0,0,42,41,3,0,0,0,39,3556,359,33,0,0,3949
POA3438,301,14,0,0,0,316,377,4,0,0,0,380,53,4,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,89,4,0,0,0,85,10,0,0,0,0,13,0,0,0,0,0,0,776,22,0,0,0,803
POA3440,296,0,0,11,0,304,314,0,0,0,0,314,22,0,0,0,0,21,3,0,0,0,0,3,0,0,0,0,0,0,25,0,0,0,0,27,0,0,0,6,0,6,0,0,0,0,0,0,56,0,0,9,0,61,0,0,0,0,0,0,6,0,0,0,0,4,671,5,0,19,0,697
POA3441,223,5,0,0,0,225,233,6,0,0,0,233,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,3,0,0,0,0,5,0,0,0,0,0,0,33,0,0,0,0,36,18,0,0,0,0,18,0,0,0,0,0,0,507,4,0,0,0,515
POA3442,1184,108,0,0,0,1293,1259,21,0,0,4,1282,198,53,0,0,0,249,36,8,0,0,0,41,19,7,0,0,0,27,89,11,0,0,0,103,6,0,0,0,0,10,0,0,0,0,0,0,348,80,0,3,0,430,44,3,0,0,0,49,32,6,0,0,0,39,2857,219,6,3,0,3094
POA3444,1534,68,0,16,0,1618,1331,21,0,29,0,1380,294,87,0,14,0,393,41,24,0,0,0,71,10,22,0,0,0,27,128,26,0,12,0,162,21,0,0,0,0,29,0,0,0,0,0,0,496,156,0,22,0,675,68,3,0,7,0,82,43,6,0,0,0,51,3472,257,5,79,0,3809
POA3446,172,0,0,0,0,177,205,0,0,0,0,206,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,40,5,0,0,0,0,5,4,0,0,0,0,4,422,0,0,0,0,427
POA3447,101,0,0,0,0,102,88,0,0,0,0,88,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,208,0,0,0,0,208
POA3448,189,0,0,0,0,189,177,0,0,0,0,178,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,6,0,0,0,0,6,4,0,0,0,0,4,392,0,0,0,0,392
POA3450,1500,52,0,9,4,1559,776,18,3,0,0,794,332,45,0,3,0,390,55,62,0,0,0,121,20,6,0,0,0,26,174,16,0,3,0,187,15,0,0,3,0,16,0,0,0,0,0,0,599,130,0,10,3,747,34,3,0,0,0,42,56,3,0,0,0,65,2962,213,8,16,3,3204
POA3451,1029,8,0,0,0,1037,954,0,0,0,0,962,135,5,0,0,0,134,3,11,0,0,0,13,3,0,0,0,0,3,115,3,0,0,0,117,3,0,0,0,0,5,0,0,0,0,0,3,258,15,0,4,0,284,37,0,0,0,0,37,21,0,0,0,0,21,2305,23,0,9,4,2338
POA3453,320,0,0,0,0,320,279,0,0,0,0,279,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,35,3,0,0,0,0,3,0,0,0,0,0,0,67,0,0,0,0,64,17,0,0,0,0,17,6,0,0,0,0,6,685,0,0,0,0,686
POA3458,455,5,0,0,0,460,340,0,0,0,0,346,39,0,0,0,0,43,0,0,0,0,0,0,0,4,0,0,0,4,41,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,5,79,12,0,3,0,96,20,0,0,0,0,24,4,0,0,0,0,4,905,21,0,6,3,935
POA3460,538,30,0,4,0,576,300,9,0,0,0,315,132,25,0,0,0,151,10,24,0,0,0,35,3,11,0,0,0,18,93,15,5,0,0,112,9,0,0,0,0,6,0,0,0,0,0,3,250,75,5,0,0,324,29,6,0,0,0,35,26,5,0,0,0,23,1139,122,4,8,5,1273
POA3461,935,3,0,5,0,943,675,0,0,5,0,681,81,3,0,0,0,88,4,0,0,0,0,4,0,0,0,0,0,0,89,0,0,5,4,92,4,0,0,0,0,4,5,0,0,0,0,5,180,6,0,5,4,192,25,0,0,0,0,32,27,0,0,0,0,34,1848,12,0,16,6,1884
POA3462,272,6,0,0,0,275,205,0,0,0,0,206,9,0,0,0,0,9,0,0,3,0,0,3,0,0,0,0,0,0,18,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,29,0,3,0,0,38,10,0,0,0,0,11,5,0,0,0,0,5,523,4,5,3,0,533
POA3463,618,0,0,4,3,631,363,5,0,0,0,365,31,0,0,0,0,33,0,6,0,0,0,7,6,0,0,0,0,6,52,0,0,0,0,60,4,0,0,0,0,4,0,0,0,0,0,0,100,4,0,0,0,107,23,0,0,0,0,23,11,4,0,0,0,17,1121,17,0,10,4,1148
POA3464,194,3,0,4,0,196,175,0,0,6,0,176,14,0,0,0,0,14,0,9,0,0,0,9,0,3,0,0,0,3,26,0,0,0,0,29,5,0,0,0,0,5,0,0,0,0,0,0,40,14,0,0,0,56,6,0,0,0,0,7,10,0,0,0,0,14,424,18,0,5,0,449
POA3465,1835,107,4,28,12,1988,1092,12,5,0,5,1116,411,102,17,5,0,538,84,38,9,0,0,138,13,20,12,0,0,42,246,26,8,10,0,293,12,0,0,5,5,22,12,0,0,0,0,10,792,184,47,18,5,1042,79,23,0,3,0,106,97,11,6,4,0,119,3893,344,61,53,14,4368
POA3467,277,0,0,4,0,287,149,0,0,0,4,158,27,4,0,0,0,31,0,11,0,0,0,6,0,0,0,0,0,0,39,0,0,0,0,39,4,0,0,0,0,3,3,0,0,0,0,3,80,14,0,0,0,89,4,0,0,0,0,4,14,0,0,0,0,13,528,19,0,3,3,559
POA3468,71,0,0,0,0,71,35,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,9,0,0,0,0,9,3,0,0,0,0,3,125,0,0,0,0,125
POA3469,70,0,0,0,0,70,27,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,109,0,0,0,0,108
POA3472,343,4,0,17,0,367,170,0,0,3,0,177,26,0,0,0,0,27,9,16,0,0,0,25,4,0,0,0,0,4,29,0,0,0,0,28,5,0,0,0,0,5,0,0,0,0,0,0,68,16,0,0,0,84,14,0,0,0,0,14,21,0,0,0,0,22,613,23,0,22,4,661
POA3475,114,0,0,0,0,114,24,0,0,0,0,24,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,14,0,0,0,0,14,0,0,0,0,0,0,162,0,0,0,0,162
POA3477,197,3,0,9,0,201,73,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,15,22,0,0,0,0,22,8,0,0,0,0,5,308,8,0,7,0,322
POA3478,561,8,0,5,0,580,315,3,0,4,0,319,65,6,0,3,0,69,16,18,0,0,0,26,8,9,0,0,0,18,69,9,0,0,0,78,15,0,0,0,0,16,0,4,0,0,0,3,172,37,0,7,0,216,21,0,0,0,0,21,30,0,0,0,0,27,1095,46,3,15,0,1160
POA3480,374,4,4,3,0,383,160,3,0,0,0,163,25,0,3,0,0,24,10,0,14,0,0,30,0,0,4,0,0,4,58,0,0,0,0,58,13,0,0,0,0,9,0,0,0,0,0,0,108,0,17,0,0,125,21,0,3,0,0,22,24,0,0,0,0,24,685,6,24,7,0,720
POA3482,42,0,0,0,0,40,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,5,0,0,0,0,0,0,69,0,0,0,0,68
POA3483,181,0,0,0,0,183,82,0,0,0,0,85,9,0,0,0,0,9,4,0,4,0,0,6,4,0,8,0,0,7,25,0,0,0,0,27,7,0,0,0,0,9,0,0,0,0,0,3,54,0,12,0,0,61,18,0,0,0,0,18,6,0,0,0,0,12,340,0,16,0,0,359
POA3485,84,0,0,0,0,85,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,10,5,0,0,0,0,5,3,0,0,0,0,3,121,0,0,0,0,127
POA3487,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25
POA3488,22,0,0,0,0,22,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,37,0,0,0,0,37
POA3489,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21
POA3490,271,0,0,3,0,277,124,0,0,0,0,124,38,0,0,0,0,41,0,10,0,0,0,6,0,0,0,0,0,0,35,0,0,0,0,40,16,0,0,0,0,18,0,0,0,0,0,0,89,17,0,0,0,107,11,0,0,0,0,11,11,0,0,0,0,13,501,16,0,9,4,528
POA3491,36,0,0,0,0,36,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,52,0,0,0,0,52
POA3494,78,0,0,10,0,85,49,0,0,0,0,49,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,17,18,0,0,23,0,42,0,0,0,17,0,12,49,0,0,36,0,87,19,0,0,0,0,16,7,0,0,0,0,8,199,0,0,46,0,252
POA3496,797,27,0,24,0,840,835,13,0,0,0,846,185,38,3,0,0,228,26,16,0,0,0,41,0,11,9,0,0,15,163,14,0,0,0,186,39,0,0,6,0,48,4,0,0,0,0,6,418,81,12,11,0,523,61,3,0,0,0,65,48,5,0,0,0,54,2153,122,12,33,3,2329
POA3498,743,0,16,4,0,762,839,4,8,0,0,855,122,5,52,0,4,178,8,0,5,0,0,8,0,0,8,0,0,9,104,0,11,0,0,123,17,0,0,3,0,29,8,0,4,0,0,11,260,5,83,9,6,351,26,0,12,5,0,39,44,0,3,0,0,51,1921,10,115,12,6,2058
POA3500,3477,310,125,70,11,3988,3634,146,50,6,0,3828,1964,548,415,8,5,2943,331,175,106,0,0,611,60,19,52,0,0,129,720,129,78,9,9,936,123,18,26,29,4,199,35,12,14,0,0,65,3220,904,687,50,24,4883,202,41,50,3,3,305,215,47,28,5,0,305,10751,1447,949,134,44,13319
POA3501,258,0,0,14,0,272,335,0,0,0,0,335,25,6,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,32,4,0,0,0,0,8,0,0,0,0,0,0,61,6,0,6,0,67,13,4,0,0,0,16,15,0,0,0,0,19,681,5,0,26,0,710
POA3505,605,8,3,11,0,630,757,8,0,0,0,763,66,24,4,0,0,94,23,5,0,0,0,24,0,3,11,0,0,11,116,3,0,0,0,123,16,0,0,8,0,27,5,0,0,0,0,4,222,34,15,7,0,288,27,7,0,0,0,34,39,5,5,0,0,44,1657,62,26,26,3,1764
POA3506,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,10
POA3507,36,0,0,0,0,46,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,57,0,4,0,0,64
POA3509,63,0,0,0,0,63,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,6,0,0,0,0,6,5,0,0,0,0,5,96,0,0,0,0,96
POA3512,94,0,0,0,0,94,18,0,0,0,0,25,3,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,3,10,0,0,0,0,10,8,0,0,0,0,8,0,0,0,0,0,0,15,0,0,0,0,18,9,0,0,0,0,9,5,0,0,0,0,5,146,4,0,0,0,146
POA3515,231,0,0,12,0,240,490,0,0,0,0,490,38,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,31,4,0,0,3,0,3,0,0,0,0,0,0,77,0,0,3,0,75,5,0,0,0,0,5,10,0,0,0,0,9,809,0,0,14,0,829
POA3516,129,0,0,5,0,133,96,0,0,4,0,94,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27,11,0,0,0,0,6,4,0,0,0,0,4,268,0,0,8,0,270
POA3517,281,0,0,12,0,296,174,0,0,6,0,173,15,0,0,0,0,15,0,6,0,0,0,3,0,3,0,0,0,4,37,3,0,0,0,41,3,0,0,8,0,11,0,0,0,0,0,0,61,12,0,8,0,77,18,0,0,0,0,20,17,0,0,0,0,18,553,13,0,25,0,587
POA3518,296,22,0,7,0,334,113,6,0,0,0,115,22,0,0,0,0,25,0,14,0,0,0,14,0,0,0,0,0,0,26,0,0,0,0,23,4,0,0,0,0,3,0,0,0,0,0,0,45,14,0,0,0,66,12,0,0,0,0,16,20,0,0,0,0,15,486,43,0,15,0,547
POA3520,46,0,0,0,0,46,14,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,8,0,0,0,0,0,0,3,0,0,0,0,3,71,0,0,3,0,71
POA3521,81,0,0,0,0,81,153,0,0,0,0,153,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,10,3,0,0,0,0,3,13,0,0,0,0,13,256,0,0,0,0,258
POA3522,53,0,0,0,0,53,54,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,6,0,0,0,0,6,0,0,0,0,0,0,17,0,0,0,0,17,5,0,0,0,0,5,8,0,0,0,0,8,130,0,0,0,0,130
POA3523,831,10,0,24,0,867,506,4,0,0,0,513,90,9,0,0,0,102,9,0,0,0,0,9,11,0,0,0,0,11,65,9,0,0,0,75,8,0,0,4,0,13,3,0,0,0,0,8,188,16,0,6,3,216,28,0,0,0,0,31,50,0,0,0,0,55,1600,30,6,37,0,1676
POA3525,307,17,0,9,0,332,133,3,0,0,0,136,22,4,7,0,0,33,8,0,0,0,0,8,0,0,0,0,0,0,28,0,0,0,0,29,11,0,0,0,0,11,0,0,0,0,0,0,59,8,7,0,0,78,9,0,0,0,0,9,19,4,0,0,0,21,528,31,3,8,0,572
POA3527,186,12,0,0,0,198,59,3,0,0,0,61,6,5,0,0,0,11,0,5,0,0,0,5,0,0,0,0,0,0,22,0,0,0,0,22,7,0,0,0,0,5,0,0,0,0,0,0,37,6,0,0,0,44,20,0,0,0,0,20,0,0,0,5,0,7,305,21,0,4,0,329
POA3529,28,0,0,0,0,25,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,43,0,0,0,0,40
POA3530,41,0,0,0,0,41,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,55
POA3531,45,0,0,0,0,46,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,15,5,0,0,0,0,4,0,0,0,0,0,0,78,0,0,0,3,82
POA3533,167,0,0,3,0,175,74,0,0,0,0,74,5,0,0,0,0,5,0,7,0,0,0,3,0,0,0,0,0,0,30,0,0,0,0,27,5,0,0,0,0,5,0,0,0,0,0,0,37,4,0,0,0,47,12,0,0,0,0,12,10,0,0,0,0,9,308,9,0,5,0,322
POA3537,225,0,0,0,0,230,82,0,0,0,0,82,3,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,28,7,0,0,0,29,8,0,0,0,0,6,0,0,0,0,0,0,43,4,0,0,0,50,19,0,0,0,0,20,8,0,0,0,0,8,376,11,0,0,0,388
POA3540,79,0,0,0,0,77,19,0,0,0,0,19,3,0,0,0,0,3,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,3,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,111,3,0,0,0,119
POA3542,41,0,0,0,0,41,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,58,0,0,0,0,58
POA3544,55,0,0,0,0,59,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,11,0,0,0,0,11,0,0,0,0,0,0,96,0,0,0,0,94
POA3546,79,0,0,0,0,82,33,0,0,0,0,33,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,5,18,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,133,0,0,0,0,140
POA3549,344,0,7,5,5,367,229,6,0,0,0,233,37,3,13,0,0,58,73,4,15,0,0,91,33,0,0,0,0,34,136,0,3,6,0,148,87,10,3,21,6,123,13,0,0,0,0,13,374,20,33,28,3,459,39,0,0,5,0,48,36,0,0,4,3,44,1019,23,45,46,15,1154
