POA_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA3687,179,10,0,0,0,188,148,7,3,0,0,155,15,11,0,0,0,34,4,3,0,0,0,10,0,0,0,0,0,0,24,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,42,23,0,0,0,67,4,0,0,0,0,4,12,7,0,0,0,17,384,42,0,0,0,431
POA3688,174,7,0,0,0,177,230,8,0,0,0,238,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,40,4,0,0,0,0,4,4,0,0,0,0,4,456,11,0,3,0,473
POA3690,3858,204,23,5,3,4097,4238,129,22,0,6,4394,2329,668,146,3,0,3152,579,202,53,0,0,837,38,15,6,0,0,60,518,94,17,6,0,638,172,15,0,0,0,191,20,12,0,0,0,30,3664,1005,224,11,0,4907,96,11,3,0,7,124,223,78,5,30,7,342,12074,1438,282,47,19,13858
POA3691,1313,5,0,7,0,1333,1958,4,0,11,6,1981,331,5,0,0,0,339,16,0,0,0,0,16,6,0,0,0,0,6,143,0,0,3,0,148,91,0,0,0,0,90,3,0,0,0,0,0,591,9,0,4,3,607,142,0,0,0,3,145,46,0,0,5,0,48,4045,22,0,31,12,4113
POA3695,79,0,0,0,0,79,61,0,0,0,0,61,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,14,0,0,0,0,14,5,0,0,0,0,5,5,0,0,0,0,5,171,0,0,0,0,171
POA3697,121,0,0,0,0,120,75,0,0,0,0,75,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,223
POA3698,199,0,0,4,0,209,134,0,0,5,0,140,26,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,24,0,3,0,0,25,3,0,0,0,0,0,0,0,0,0,0,0,48,0,3,3,0,57,9,0,0,0,0,6,0,0,0,0,0,0,393,4,3,9,4,409
POA3699,174,4,8,0,0,185,110,3,4,0,0,119,61,0,3,0,0,67,6,0,0,0,0,6,0,0,0,0,0,0,32,0,4,0,4,40,0,0,0,0,0,3,0,0,0,0,0,0,102,3,13,0,4,119,8,0,5,0,0,12,5,0,0,0,0,0,396,9,23,0,3,433
POA3700,238,0,0,5,0,251,170,0,0,0,0,170,35,7,6,0,0,53,0,10,0,0,0,8,0,0,0,0,0,0,41,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,83,12,4,0,0,99,11,0,0,0,0,11,9,4,0,0,0,14,515,21,10,4,0,546
POA3701,218,0,0,0,0,221,125,0,0,0,0,123,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,9,0,0,0,0,9,0,0,0,0,0,0,35,0,0,0,0,35,18,0,0,0,0,18,11,0,0,0,0,11,405,0,0,9,0,413
POA3704,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
POA3705,47,0,0,0,0,49,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,5,0,0,0,0,5,85,0,0,0,0,88
POA3707,375,0,0,0,0,379,178,0,0,0,0,178,44,3,0,0,0,53,9,0,0,0,0,8,0,3,0,0,0,4,60,0,0,0,0,64,10,0,0,0,0,10,0,0,0,0,0,0,122,7,4,0,0,139,37,0,0,0,0,37,10,0,0,0,0,10,721,9,8,3,3,741
POA3708,9,0,0,0,0,9,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,25
POA3709,74,0,0,4,0,79,21,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,17,7,0,0,0,0,7,10,0,0,0,0,10,123,0,0,5,0,130
POA3711,116,0,0,0,0,116,88,0,0,0,0,88,14,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,26,4,0,0,0,0,4,5,0,0,0,0,5,228,0,0,0,0,233
POA3712,66,0,0,11,4,86,38,0,0,0,0,41,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,6,0,0,0,0,4,0,0,0,0,0,0,26,0,0,3,0,29,0,0,0,0,0,6,6,0,0,0,0,6,143,0,0,17,3,166
POA3713,193,6,0,24,4,227,110,0,0,0,0,110,46,3,0,0,0,47,4,0,0,0,0,4,0,0,0,0,0,0,30,4,0,0,0,31,17,0,0,0,0,18,0,0,0,0,0,0,98,3,0,0,0,108,12,0,0,0,0,17,12,0,0,0,0,12,418,8,0,27,4,466
POA3714,759,14,0,49,0,821,440,0,0,3,0,442,123,37,0,3,0,163,8,16,0,0,0,25,5,3,0,0,0,10,71,8,0,3,0,81,5,0,0,4,0,13,3,0,0,0,0,3,220,64,0,9,0,290,24,0,0,0,0,24,16,0,0,0,3,22,1453,81,0,59,4,1599
POA3715,78,0,0,0,0,75,53,0,0,0,0,53,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,7,0,0,0,0,7,0,0,0,0,0,0,147,0,0,0,0,148
POA3717,690,3,0,11,0,703,461,0,0,0,0,466,98,0,0,0,3,100,8,0,0,0,0,8,0,0,0,0,0,0,59,0,0,0,0,59,10,0,0,0,0,11,6,0,0,0,0,6,193,0,0,0,3,192,34,0,0,0,0,35,23,0,0,0,0,27,1399,7,5,13,3,1427
POA3718,23,0,0,0,0,21,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,4,33,0,0,5,0,37
POA3719,104,0,0,0,0,103,46,0,0,0,0,48,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,169,0,0,0,0,174
POA3720,152,0,0,6,0,153,78,0,0,0,0,80,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,22,0,0,0,0,25,10,0,0,0,0,11,3,0,0,0,0,3,270,0,0,5,4,276
POA3722,943,27,4,15,0,988,676,17,0,6,0,701,233,43,0,0,0,279,40,5,0,0,0,51,3,0,0,0,0,3,100,9,0,0,0,107,14,0,0,4,0,19,0,0,0,0,0,0,387,63,3,4,0,466,64,0,0,0,0,68,31,9,0,0,0,40,2106,119,8,23,4,2266
POA3723,609,0,11,0,0,619,380,0,4,4,0,389,40,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,58,0,5,0,0,60,17,0,3,0,0,24,0,0,0,0,0,0,113,0,10,0,0,125,48,0,0,0,0,52,27,0,0,0,0,24,1172,6,28,3,11,1218
POA3725,120,0,0,0,0,120,77,0,0,0,0,77,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,13,5,0,0,0,0,5,0,0,0,0,0,0,19,0,0,0,0,23,8,0,0,0,0,8,5,0,0,0,0,5,228,0,0,0,0,229
POA3726,85,0,0,0,0,85,52,0,0,0,0,52,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,5,0,0,0,0,5,159,0,0,0,0,159
POA3727,62,0,0,0,0,62,35,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,112,0,0,0,0,112
POA3728,134,0,0,0,0,134,97,0,0,0,0,97,4,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,0,29,17,0,0,0,0,17,7,0,0,0,0,7,276,3,0,0,0,278
POA3730,1547,153,3,51,0,1760,1058,38,4,0,0,1102,354,159,3,3,0,520,49,47,0,0,0,94,4,8,0,0,0,13,149,42,4,3,0,194,18,0,0,4,0,28,4,0,0,0,0,5,579,253,9,7,0,848,52,11,0,3,0,66,49,14,0,0,0,66,3283,473,13,66,3,3839
POA3732,91,0,0,0,0,91,96,0,0,0,0,95,5,0,0,0,0,5,0,0,6,0,0,6,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,4,0,0,0,0,0,0,26,0,6,0,0,31,12,0,0,0,0,12,5,0,0,0,0,7,227,0,6,0,0,238
POA3733,55,0,0,0,0,57,15,0,0,0,0,17,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,5,0,0,0,0,5,0,0,0,0,0,0,17,0,0,0,0,17,5,0,0,0,0,5,3,0,0,0,0,3,96,0,0,0,0,99
POA3735,137,0,0,0,0,142,59,0,0,0,0,59,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,41,15,0,0,0,0,10,4,0,0,0,0,4,254,0,0,4,0,253
POA3737,826,33,0,4,0,860,488,4,0,0,0,496,166,40,0,0,3,209,23,7,0,0,0,27,10,4,0,0,0,13,98,11,0,0,0,112,7,0,0,0,0,9,4,0,0,0,0,5,302,59,6,0,3,370,41,5,0,0,0,46,44,3,0,0,0,43,1698,101,6,10,3,1818
POA3738,33,0,0,0,0,33,29,0,0,0,0,29,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,82,0,0,0,0,82
POA3739,45,0,0,0,0,45,19,0,0,0,0,19,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,3,88,0,0,0,0,86
POA3740,179,5,0,0,0,188,145,5,0,5,0,156,45,4,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,3,0,0,0,0,3,0,0,0,0,0,0,66,0,0,0,0,74,4,0,0,0,0,7,7,0,0,0,0,7,410,14,0,5,0,431
POA3741,541,30,14,0,3,589,338,20,8,0,0,365,119,32,15,0,0,157,10,11,0,0,0,24,3,0,0,0,0,3,56,20,11,3,0,93,10,0,9,0,3,21,0,0,0,0,0,0,203,70,30,4,3,306,28,0,0,0,0,27,25,6,0,0,0,30,1126,121,56,10,9,1321
POA3744,85,0,0,0,0,85,70,0,0,0,0,71,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,6,0,0,0,0,6,0,0,0,0,0,0,184,0,0,0,0,182
POA3746,66,0,0,0,0,69,65,0,0,0,0,69,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,5,0,0,0,0,5,149,0,0,0,0,155
POA3747,901,15,0,7,3,925,616,8,0,3,5,627,177,15,12,0,0,204,22,15,0,0,0,38,3,3,0,0,0,4,93,10,0,5,6,111,5,0,0,0,0,8,0,0,0,0,0,0,303,44,12,4,6,365,39,0,0,0,5,38,29,0,0,0,0,28,1884,65,15,15,12,1995
POA3749,341,0,0,6,0,346,267,0,0,0,0,265,52,0,0,0,0,55,0,0,0,0,0,0,0,13,0,0,0,11,43,4,0,0,0,50,4,5,0,0,0,12,0,4,0,0,0,4,100,20,0,0,3,125,16,4,7,0,0,20,16,0,4,0,0,21,739,32,7,10,4,779
POA3750,627,77,95,3,0,810,4285,236,15,0,6,4542,1064,358,11,0,0,1443,8,0,0,0,0,11,4,0,0,0,0,3,167,11,0,0,5,181,44,8,4,0,0,56,11,0,0,0,0,10,1298,381,20,0,0,1706,49,6,5,3,0,70,116,9,0,0,0,128,6382,718,139,11,7,7257
POA3751,26,0,0,0,0,26,11,0,0,0,0,11,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,46
POA3752,1633,251,16,0,0,1899,3784,417,0,0,0,4210,1020,366,3,0,0,1389,21,13,0,0,0,33,11,0,0,0,0,11,148,44,0,0,0,188,30,4,0,0,0,33,0,0,0,0,0,5,1225,423,3,0,0,1657,40,99,18,0,0,158,92,27,5,0,0,119,6781,1217,34,0,0,8033
POA3753,213,0,0,0,0,217,909,0,0,0,0,906,203,5,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,3,0,0,0,0,3,0,0,0,0,0,0,234,5,0,0,0,242,8,0,0,0,0,8,24,0,0,0,0,24,1390,11,0,0,0,1396
POA3754,2503,221,11,0,0,2732,8832,386,24,0,5,9251,2979,348,68,0,0,3392,20,0,4,0,0,26,29,3,9,0,0,45,346,26,6,0,0,377,51,4,0,0,0,62,9,4,0,0,0,13,3442,389,89,0,0,3919,81,123,0,0,0,207,158,18,0,0,0,183,15017,1137,129,5,9,16292
POA3755,36,0,0,0,0,36,23,0,0,0,0,23,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,9,0,0,0,0,9,0,0,0,0,0,0,81,0,0,0,0,81
POA3756,969,68,0,0,0,1038,2798,137,4,0,4,2937,732,112,3,0,0,845,11,0,0,0,0,11,7,6,0,0,0,8,142,12,0,0,0,155,15,0,0,0,0,17,4,0,0,0,0,4,912,135,4,0,0,1045,49,5,0,0,0,50,84,4,0,0,0,92,4803,349,7,0,4,5166
POA3757,1137,68,8,0,0,1209,1433,64,10,0,0,1513,203,80,16,0,0,298,21,9,0,0,0,34,3,0,0,0,0,3,68,18,0,0,3,86,7,0,0,0,0,7,0,0,0,0,0,3,300,107,15,0,0,428,28,3,0,0,4,37,49,5,0,0,0,51,2956,249,33,0,5,3241
POA3758,245,0,0,0,0,245,402,0,0,0,0,405,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,45,5,0,0,0,0,5,20,0,0,5,0,22,703,0,0,5,7,712
POA3759,157,0,0,0,0,157,168,0,0,0,0,168,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,3,0,18,9,0,0,0,0,9,3,0,0,0,0,3,349,0,0,3,0,351
POA3760,50,0,0,0,0,50,52,0,0,0,0,52,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,116
POA3761,184,0,0,0,0,184,185,0,0,0,0,185,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,4,0,0,0,0,4,9,0,0,0,0,9,398,0,0,0,0,398
POA3762,19,0,0,0,0,19,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,41,0,0,0,0,41
POA3763,209,0,0,0,0,209,350,0,0,0,0,350,12,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,27,5,0,0,0,31,3,0,0,0,0,3,12,0,0,0,0,12,601,5,0,0,0,608
POA3764,1075,182,9,0,0,1264,1613,39,5,0,0,1663,415,58,11,0,0,481,16,21,0,0,0,36,0,0,0,0,0,0,128,16,0,0,0,145,13,6,0,7,0,31,0,0,0,0,0,5,576,107,10,7,6,701,49,70,0,0,0,116,47,20,0,0,0,69,3361,408,23,14,5,3812
POA3765,798,28,18,0,0,843,1172,5,21,0,0,1196,76,25,7,0,0,107,9,0,0,0,0,9,0,0,9,0,0,10,53,0,6,0,0,64,0,0,6,0,0,4,0,0,4,0,0,4,143,30,25,0,0,198,9,24,30,0,0,61,13,0,3,0,0,27,2138,92,92,0,0,2323
POA3766,169,0,0,0,0,169,261,0,0,0,0,261,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,27,0,0,0,0,0,0,5,0,0,0,0,5,464,0,0,0,0,468
POA3767,180,8,0,0,0,187,229,0,0,0,0,229,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,42,8,0,0,0,0,8,0,0,0,0,0,0,451,8,0,0,0,459
POA3770,392,0,0,0,0,395,532,3,0,0,0,536,66,0,0,0,0,66,4,0,0,0,0,4,0,0,0,0,0,0,49,0,0,0,0,52,11,0,0,0,0,10,0,0,0,0,0,0,130,0,0,0,0,128,19,0,0,0,0,22,16,0,0,0,0,16,1092,3,4,0,6,1100
POA3775,562,28,0,0,0,588,625,22,0,0,0,652,69,18,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,43,7,0,0,0,49,12,0,0,0,0,12,0,0,0,0,0,0,129,28,0,0,0,156,15,0,0,0,0,15,16,0,0,0,0,14,1344,81,0,0,0,1430
POA3777,1503,93,3,40,4,1649,1698,44,7,0,3,1743,256,65,4,0,0,320,42,44,0,0,0,87,14,12,0,0,0,28,140,14,0,0,0,154,16,0,0,3,0,17,5,4,0,0,0,11,462,137,5,9,0,614,47,9,0,0,0,64,42,3,0,0,0,45,3754,292,11,41,13,4105
POA3778,36,0,0,0,0,40,31,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,78,0,0,0,0,84
POA3779,118,0,0,0,0,124,43,0,0,0,0,43,24,0,0,0,0,21,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12,9,0,0,0,0,9,0,0,0,0,0,0,47,0,0,0,0,50,0,0,0,0,0,4,3,0,0,0,0,5,218,0,0,0,4,224
POA3781,378,0,0,0,0,378,966,0,0,0,0,969,71,0,0,0,0,71,10,0,0,0,0,10,0,0,0,0,0,0,26,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,115,16,0,0,0,0,16,26,0,0,0,0,26,1500,0,0,0,0,1501
POA3782,1045,14,3,0,0,1057,1412,3,0,0,0,1414,133,3,4,0,0,135,0,0,11,0,0,8,0,0,0,0,0,0,55,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,187,4,8,0,0,207,26,0,0,0,0,26,22,0,3,0,0,24,2689,22,16,0,3,2733
POA3783,257,0,10,0,0,261,415,0,0,0,0,420,51,0,4,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32,6,0,0,0,0,6,0,0,0,0,0,0,86,0,4,0,0,96,13,0,0,0,0,14,21,0,3,0,0,22,792,0,15,0,4,812
POA3785,8,0,0,0,0,8,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24
POA3786,192,0,0,0,0,192,294,0,0,0,0,294,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30,5,0,0,0,0,9,5,0,0,0,0,5,530,0,0,0,0,531
POA3787,150,0,0,0,0,150,172,0,0,0,0,169,22,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,34,3,0,0,0,0,3,0,0,0,0,0,0,354,0,0,0,0,354
POA3788,241,0,0,0,0,243,305,0,0,0,0,306,51,7,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,71,7,0,0,0,77,11,0,0,0,0,14,4,0,0,0,0,4,638,4,0,0,0,644
POA3789,48,0,0,0,0,48,47,0,0,0,0,47,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,106
POA3791,226,0,0,0,0,226,270,0,0,0,0,270,16,11,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,37,9,0,0,0,49,4,0,0,0,0,4,9,0,0,0,0,9,544,9,0,0,0,554
POA3792,150,0,0,0,0,150,190,0,0,0,0,193,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,4,0,0,0,0,4,0,0,0,0,0,0,373,0,0,0,0,370
POA3793,483,8,0,0,0,488,577,4,0,0,0,582,95,9,0,3,0,105,0,0,0,0,0,0,5,0,0,0,0,5,61,4,0,0,0,68,13,0,0,0,0,13,0,0,0,0,0,0,174,17,0,3,0,186,14,15,0,0,0,25,10,0,0,0,0,11,1248,39,0,4,3,1301
POA3795,178,0,0,0,0,178,164,0,0,4,0,166,16,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,6,0,0,0,0,6,0,0,0,0,0,0,45,0,0,0,0,42,12,0,0,0,0,12,6,0,0,0,0,6,407,0,0,0,0,416
POA3796,1036,32,4,0,0,1066,1855,20,0,0,0,1874,148,9,0,0,0,159,7,0,0,0,0,7,7,0,0,0,0,7,119,3,0,0,0,127,6,0,0,0,0,11,5,0,0,0,0,5,295,13,0,0,3,308,86,0,0,0,0,85,38,0,0,0,0,40,3303,66,0,4,5,3378
POA3797,440,40,20,24,0,519,528,22,11,6,0,568,79,25,6,0,0,106,5,8,0,0,0,9,0,4,0,0,0,5,38,3,0,0,0,52,16,0,0,28,0,38,0,0,0,0,0,4,143,40,5,29,0,212,15,9,0,0,0,26,18,3,0,0,0,18,1138,121,39,54,0,1349
POA3799,855,4,0,16,0,875,1037,0,0,3,0,1041,178,4,4,0,0,186,8,0,0,0,0,8,0,0,5,0,0,5,90,0,0,0,0,90,9,0,0,3,0,15,0,0,0,0,0,0,287,4,18,3,0,302,39,0,0,0,0,46,48,0,0,0,0,48,2261,5,19,24,0,2315
POA3802,2631,335,0,0,0,2964,2924,448,0,0,0,3370,845,133,0,0,0,985,175,6,0,0,0,184,0,0,0,0,0,0,218,38,3,0,0,259,49,4,0,0,0,50,12,0,0,0,0,9,1301,185,3,0,3,1490,74,12,0,0,0,81,95,13,4,0,0,110,7017,990,5,0,3,8016
POA3803,850,163,6,0,0,1028,1172,269,20,0,0,1461,434,190,15,0,5,637,57,9,0,0,0,70,11,6,3,0,0,13,119,26,3,0,0,148,34,4,0,0,0,41,4,4,0,0,0,3,654,234,21,0,7,916,29,35,0,0,0,66,38,23,0,0,0,62,2738,738,50,0,3,3530
POA3804,959,7,0,0,0,973,1203,4,0,0,0,1216,49,0,0,0,0,52,3,0,0,0,0,3,0,0,0,0,0,0,38,0,0,0,0,36,9,0,0,0,0,9,0,0,0,0,0,0,97,0,0,0,0,99,35,0,4,0,0,37,33,0,0,0,0,35,2332,17,8,0,4,2358
