POA_CODE_2021,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
POA3904,..,212,212,413,9,429,71,0,71,61,0,61,23,0,23,9,0,9,583,219,810
POA3909,..,1205,1205,1325,80,1406,375,3,376,307,0,310,155,0,156,68,0,68,2226,1295,3521
POA3910,..,1934,1934,2538,144,2684,1435,15,1449,1578,4,1581,634,3,635,242,0,242,6425,2100,8520
POA3911,..,319,319,412,11,426,212,4,216,180,0,180,105,0,103,54,0,54,958,334,1295
POA3912,..,1209,1209,1805,70,1878,911,13,925,994,0,998,419,0,421,171,0,168,4302,1294,5596
POA3913,..,261,261,406,22,428,207,0,212,189,0,189,96,0,96,49,0,49,953,280,1231
POA3915,..,1411,1411,1369,113,1477,601,6,609,496,0,500,208,0,210,100,3,105,2775,1527,4305
POA3916,..,105,105,194,5,196,36,0,36,49,0,49,18,0,18,6,0,6,297,107,402
POA3918,..,368,368,595,15,607,236,3,239,262,0,263,94,0,100,37,0,37,1227,390,1617
POA3919,..,356,356,390,21,412,197,3,201,194,0,194,74,0,74,35,0,35,891,380,1272
POA3920,..,5,5,36,0,36,17,0,17,35,0,35,9,0,9,0,0,0,94,5,104
POA3921,..,19,19,20,0,25,4,0,4,3,0,3,4,0,4,0,0,0,33,17,54
POA3922,..,1411,1411,1602,88,1691,412,12,424,389,4,390,187,0,187,57,0,57,2643,1521,4163
POA3923,..,95,95,163,3,163,33,0,33,28,0,28,12,0,12,3,0,3,232,98,329
POA3925,..,481,481,648,31,681,212,9,215,236,0,238,74,0,74,18,0,18,1194,528,1717
POA3926,..,276,276,502,11,515,164,3,169,193,0,193,76,0,76,23,0,23,965,290,1259
POA3927,..,173,173,278,3,280,78,0,79,101,0,101,39,0,39,9,0,9,512,177,686
POA3928,..,48,48,80,0,86,20,0,21,18,0,18,11,0,11,0,0,0,131,52,180
POA3929,..,122,122,210,4,212,37,0,41,33,0,33,12,0,12,7,0,7,303,125,428
POA3930,..,1058,1058,2039,56,2096,969,4,965,1357,8,1368,597,0,597,185,0,185,5152,1124,6271
POA3931,..,3300,3300,3672,156,3829,1325,26,1348,1366,8,1371,466,7,473,156,0,156,6986,3491,10476
POA3933,..,55,55,123,3,127,59,0,59,55,0,55,28,0,28,18,0,18,282,63,345
POA3934,..,1457,1457,2432,54,2483,976,9,986,1366,4,1372,587,0,589,134,0,134,5494,1527,7022
POA3936,..,1539,1539,2174,115,2288,645,12,659,606,0,611,221,0,217,72,0,71,3727,1666,5388
POA3937,..,117,117,231,3,242,85,0,85,85,0,80,44,0,44,19,0,19,459,121,582
POA3938,..,347,347,582,21,604,167,9,174,145,4,147,48,0,48,18,0,18,959,374,1334
POA3939,..,2094,2094,2342,136,2482,820,24,844,711,3,716,272,4,274,93,0,93,4244,2265,6505
POA3940,..,1010,1010,795,56,850,218,6,222,170,0,170,66,0,66,25,0,25,1271,1066,2341
POA3941,..,1594,1594,1919,118,2041,691,12,703,627,5,631,256,0,257,85,0,88,3587,1734,5320
POA3942,..,341,341,536,11,542,101,6,102,108,0,108,43,0,45,7,0,7,785,357,1144
POA3943,..,268,268,409,5,418,73,0,74,53,0,53,18,0,18,10,0,10,558,282,839
POA3944,..,115,115,180,4,186,18,0,18,9,0,9,3,0,3,0,0,0,212,118,328
POA3945,..,86,86,172,13,182,42,0,42,45,0,48,23,0,23,15,0,15,301,100,401
POA3946,..,23,23,55,0,59,17,0,17,14,0,14,6,0,6,0,0,0,94,26,117
POA3950,..,620,620,689,45,737,258,5,257,242,0,242,137,0,137,41,0,41,1363,677,2039
POA3951,..,79,79,134,0,137,44,0,44,44,0,44,35,0,35,14,0,14,272,82,354
POA3953,..,943,943,1162,48,1208,389,4,399,384,0,387,191,0,191,91,0,88,2215,1003,3216
POA3954,..,35,35,56,0,58,21,0,21,17,0,17,12,0,12,0,0,0,110,36,144
POA3956,..,416,416,493,19,517,129,0,129,119,0,119,54,0,54,25,0,25,823,440,1260
POA3957,..,22,22,33,0,37,12,0,12,16,0,16,10,0,10,6,0,6,81,23,109
POA3958,..,21,21,41,0,42,11,0,11,22,0,22,6,0,6,3,0,3,74,18,96
POA3959,..,146,146,204,8,210,58,3,59,41,0,41,22,0,22,15,0,15,337,150,484
POA3960,..,450,450,460,22,482,90,0,91,89,0,89,27,0,27,26,0,30,691,471,1164
POA3962,..,147,147,150,4,156,48,0,48,30,0,30,19,0,19,0,0,0,254,149,406
POA3964,..,26,26,30,4,36,4,0,4,5,0,5,3,0,3,0,0,0,47,30,77
POA3965,..,40,40,51,3,48,6,0,6,7,0,7,0,0,0,0,0,0,61,46,106
POA3966,..,76,76,72,4,80,28,0,28,20,0,20,14,0,14,3,0,3,142,77,217
POA3967,..,15,15,19,0,19,5,0,5,4,0,4,0,0,0,0,0,0,31,15,48
POA3971,..,599,599,695,39,737,170,3,172,144,0,144,71,0,71,31,0,31,1123,638,1764
POA3975,..,409,409,887,57,945,1055,16,1072,1429,8,1439,639,0,641,427,0,429,4435,499,4940
POA3976,..,1329,1329,1824,162,1993,1566,63,1632,1497,30,1524,782,9,786,656,3,659,6322,1603,7918
POA3977,..,5873,5873,8944,654,9599,6810,152,6962,8073,48,8124,3518,13,3538,2371,7,2380,29722,6750,36470
POA3978,..,1424,1424,2876,195,3071,2866,44,2907,3444,21,3467,1368,9,1376,763,3,766,11317,1691,13009
POA3979,..,22,22,54,0,56,20,0,20,8,0,8,14,0,14,7,0,7,95,24,121
POA3980,..,235,235,377,20,398,200,4,204,224,0,224,90,0,90,49,0,49,946,259,1208
POA3981,..,401,401,560,31,593,295,0,297,340,0,340,147,0,147,79,0,79,1421,434,1855
POA3984,..,855,855,1054,66,1117,392,5,392,325,0,325,139,0,139,90,0,90,1988,924,2914
POA3987,..,75,75,178,4,185,81,0,85,87,0,87,44,0,44,33,0,33,426,87,510
POA3988,..,88,88,150,8,154,68,0,67,44,0,51,31,0,31,11,0,11,305,92,403
POA3990,..,6,6,20,0,20,8,0,8,4,0,4,3,0,3,0,0,0,42,6,45
POA3991,..,37,37,61,4,65,16,0,16,19,0,19,10,0,10,9,0,9,107,39,146
POA3992,..,134,134,190,11,201,68,4,72,60,0,60,24,0,24,9,0,9,361,142,502
POA3995,..,1663,1663,1719,113,1834,606,20,629,451,3,451,228,3,228,82,0,84,3083,1806,4886
POA3996,..,806,806,1147,36,1176,248,8,251,294,4,299,139,0,137,39,0,39,1863,847,2709
