POA_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
POA3419,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5,0,3,0,0,0,0,5,37,26,23,10,8,5,0,112,0,0,0,0,0,0,0,0,40,32,28,12,8,5,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,8,3,0,0,0,22,0,0,0,0,0,0,0,6,3,3,8,12,0,0,0,28,51,35,34,16,17,5,0,152
POA3420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,18,10,16,7,0,0,0,50,0,0,0,0,0,0,0,0,16,15,12,7,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,22,20,12,7,0,0,0,58
POA3423,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,9,4,3,0,0,46,0,0,0,0,0,0,0,0,21,16,9,11,3,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,12,19,14,14,9,3,0,0,62
POA3424,0,7,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,3,15,25,24,11,15,9,0,109,0,0,0,0,0,0,0,0,19,35,30,11,19,9,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,3,6,4,3,6,0,0,18,21,40,28,15,20,8,0,134
POA3427,149,112,41,12,19,15,8,357,33,13,13,3,12,3,0,77,38,25,6,3,9,5,3,87,234,167,53,43,39,19,11,565,0,0,0,0,0,0,0,8,457,314,116,65,72,36,23,1091,3,7,8,4,0,0,0,21,4,7,5,8,3,0,0,35,0,4,0,0,0,0,0,11,32,43,20,23,25,9,0,146,0,0,0,5,0,0,0,8,43,64,35,39,31,11,4,221,499,375,150,104,107,51,23,1313
POA3428,4,8,0,0,0,3,0,23,0,0,3,0,0,0,0,9,0,7,3,4,4,0,0,16,13,15,7,7,9,7,3,64,0,0,0,0,0,0,0,0,19,31,16,11,19,11,3,111,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,6,0,0,19,0,0,0,0,0,0,0,0,3,10,4,0,4,0,3,23,27,39,17,16,23,12,5,132
POA3429,242,268,139,89,116,64,45,957,190,188,97,66,109,52,21,731,204,173,73,58,68,36,15,628,1360,1386,781,519,634,280,167,5125,8,11,3,0,0,0,0,26,2008,2022,1098,736,925,440,244,7468,11,19,17,10,14,9,3,89,39,51,38,27,32,12,11,202,10,29,20,19,20,3,7,106,202,340,226,148,240,84,49,1282,8,5,8,3,4,0,0,32,266,452,310,198,304,116,67,1712,2272,2476,1408,930,1231,547,309,9182
POA3430,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,0,0,0,0,3,13,11,7,5,5,0,0,37,0,0,0,0,0,0,0,0,11,11,10,6,8,0,0,47,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,11,9,9,9,0,0,60
POA3431,5,3,10,0,4,5,0,30,14,15,15,4,14,0,5,70,4,18,7,7,7,3,0,51,171,205,146,89,133,44,18,805,0,0,0,0,0,0,0,0,191,248,177,106,158,53,21,954,0,0,0,0,0,3,0,5,0,3,0,0,0,0,0,4,0,0,0,0,8,0,0,11,15,26,15,16,28,10,0,114,0,0,0,0,0,0,0,0,22,27,22,19,37,16,0,143,213,273,202,125,195,68,23,1095
POA3432,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,9,3,0,7,0,0,27,0,0,0,0,0,0,0,0,0,10,8,5,6,4,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,11,6,4,6,4,0,42
POA3433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,11,9,3,8,4,0,6,41,0,0,0,0,0,0,0,0,12,15,3,4,4,0,6,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,6,12,15,8,4,10,0,6,52
POA3434,10,16,12,9,17,3,3,73,29,27,16,10,17,3,9,110,32,30,9,3,6,4,0,89,297,277,139,87,144,49,23,997,0,0,0,0,0,0,0,3,364,350,172,105,176,59,27,1264,0,0,0,0,6,0,0,11,5,0,0,4,0,0,0,14,3,10,4,0,0,0,0,20,39,65,31,17,36,6,3,198,0,5,0,3,0,0,0,4,51,81,35,24,43,14,8,248,417,428,208,132,217,70,36,1509
POA3435,8,9,0,0,0,0,0,20,10,10,3,3,9,0,0,37,14,15,5,3,0,0,0,40,129,150,77,58,76,19,5,514,0,0,0,0,0,0,0,5,162,185,90,69,85,21,11,617,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,28,21,11,22,4,0,89,4,0,6,0,0,0,0,11,14,28,21,11,19,4,3,106,170,217,112,81,104,28,13,726
POA3437,39,42,21,19,24,12,3,160,54,75,38,29,36,25,4,270,59,63,26,23,23,13,14,228,509,669,381,222,288,150,46,2272,3,0,0,0,0,0,0,4,673,844,468,296,377,201,65,2931,3,4,5,9,3,5,0,25,3,9,6,4,6,0,4,40,5,5,7,5,9,6,0,35,36,75,57,46,56,12,10,296,0,0,0,0,0,0,0,0,45,94,70,62,78,30,21,395,716,943,538,360,460,228,84,3327
POA3438,6,13,8,0,4,0,0,29,17,15,3,0,9,3,0,49,12,10,0,8,9,0,0,33,91,139,72,56,70,36,10,479,0,0,0,0,0,0,0,0,120,171,84,70,92,41,15,595,0,0,0,3,0,0,0,6,0,6,0,3,6,0,0,13,0,0,4,0,0,0,0,8,8,10,11,13,10,6,3,52,0,0,0,0,0,0,0,0,9,12,14,19,12,9,3,79,130,187,95,89,110,48,14,675
POA3440,0,5,5,0,0,0,0,12,11,11,16,8,6,5,0,52,10,20,9,9,6,4,0,57,69,101,69,35,55,24,9,366,0,0,0,0,0,0,0,0,97,142,99,51,65,26,9,490,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,7,0,0,0,0,0,0,0,0,4,6,7,10,13,3,0,46,0,0,0,0,0,0,0,0,9,9,7,13,15,3,0,56,99,153,109,67,80,32,14,546
POA3441,0,6,0,0,0,0,0,9,0,3,11,10,6,0,0,39,13,14,5,3,7,3,0,50,51,55,26,21,27,10,0,203,0,0,0,0,0,0,0,5,71,82,47,41,45,13,6,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,19,0,0,0,0,0,0,0,3,9,8,3,3,5,3,0,32,78,88,49,41,53,18,3,333
POA3442,20,37,22,13,16,8,3,124,48,63,53,29,36,5,3,235,38,64,34,16,13,3,0,170,265,336,210,126,190,72,24,1230,0,0,0,0,7,0,0,6,367,505,329,185,268,91,31,1763,0,0,0,0,4,0,0,8,4,17,9,3,9,4,4,50,0,4,9,9,4,0,0,29,20,64,31,26,42,18,8,205,3,0,0,0,0,0,0,4,30,81,52,38,66,24,11,304,400,583,379,224,330,114,44,2067
POA3444,33,33,19,10,22,6,4,134,36,55,37,18,17,0,3,169,46,41,25,11,7,3,0,134,278,365,186,125,177,57,10,1205,0,0,0,0,0,0,0,8,389,501,270,167,225,71,24,1648,0,0,0,0,0,0,0,8,0,10,14,3,4,3,0,35,0,4,4,7,15,3,0,29,24,66,43,33,34,11,5,219,0,0,0,0,0,0,0,0,30,77,62,44,49,17,12,297,420,581,336,211,278,88,33,1942
POA3446,3,0,0,0,0,0,0,10,5,15,4,4,5,0,0,30,0,0,0,0,0,0,0,9,42,40,28,17,14,4,3,149,0,0,0,0,0,0,0,0,52,58,29,26,23,4,3,189,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,10,0,0,4,4,0,21,0,0,0,0,0,0,0,3,4,11,5,6,3,4,0,30,51,67,31,28,23,10,3,222
POA3447,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,3,0,0,0,0,0,5,7,11,9,4,15,5,0,55,0,0,0,0,0,0,0,0,6,11,11,7,14,8,3,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,0,0,10,0,0,0,0,0,0,0,0,0,6,3,3,3,0,0,13,13,21,15,12,19,7,3,78
POA3448,0,0,0,0,7,0,0,8,0,0,0,0,4,3,0,9,4,0,7,4,7,0,0,10,38,40,21,9,9,6,0,123,0,0,0,0,0,0,0,0,38,38,27,14,22,5,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,8,0,0,3,0,0,23,0,0,0,0,0,0,0,0,15,8,0,0,3,0,0,30,50,46,30,19,27,5,0,180
POA3450,11,16,16,6,7,0,0,53,36,23,16,11,20,4,0,110,16,17,9,8,5,3,0,62,153,163,94,68,66,24,6,572,0,0,0,0,0,0,0,3,221,219,132,91,96,35,6,797,0,4,4,0,6,0,0,14,10,7,7,4,8,0,0,41,0,3,10,3,9,0,0,20,36,55,45,38,46,11,3,223,3,8,0,0,0,0,0,12,43,74,64,49,64,9,8,310,264,296,193,140,162,47,16,1110
POA3451,8,16,5,0,3,3,0,37,19,22,13,14,10,0,0,78,18,26,11,9,14,3,0,80,189,213,107,82,96,29,11,721,8,3,0,0,0,0,0,10,242,282,140,103,123,34,11,928,0,3,3,0,3,0,0,10,0,12,9,9,3,0,0,30,3,0,3,0,4,0,0,9,21,49,36,22,30,8,0,174,0,0,0,0,0,0,0,3,26,69,51,32,44,11,3,236,267,347,185,134,164,46,13,1159
POA3453,0,6,0,0,0,0,0,4,3,5,3,5,0,0,0,17,4,5,0,0,0,0,0,13,44,62,43,28,35,23,6,248,0,0,0,0,0,0,0,0,54,78,52,37,35,20,3,279,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,5,0,0,0,0,0,0,0,5,6,20,13,8,13,6,0,63,0,0,0,0,0,0,0,0,11,25,17,10,15,6,0,71,66,105,69,45,50,22,3,352
POA3458,9,6,5,0,7,0,0,24,9,11,0,3,0,0,0,29,14,4,6,5,0,0,0,24,70,67,26,20,18,3,5,215,0,3,0,0,0,0,0,4,92,87,38,29,32,10,5,287,0,0,0,0,0,0,0,3,0,0,0,7,4,0,0,15,0,0,0,0,0,0,0,0,3,9,8,10,11,0,0,35,0,0,0,0,0,0,0,0,5,17,3,11,12,0,0,46,100,102,46,40,42,10,4,334
POA3460,13,6,0,0,0,0,0,21,0,3,0,0,0,0,0,8,0,6,13,0,0,0,0,25,49,49,26,23,25,9,0,184,0,0,0,0,0,0,0,0,69,65,38,22,28,7,0,243,0,3,0,0,0,0,0,7,4,7,5,3,4,0,0,20,5,6,9,0,0,0,0,16,8,24,12,13,7,0,0,69,0,0,0,0,0,0,0,4,11,36,23,21,17,0,0,111,83,106,62,43,46,9,3,354
POA3461,0,7,3,5,6,4,0,33,10,27,11,9,8,0,0,61,8,13,11,4,5,0,0,40,91,103,85,70,85,17,5,461,0,0,0,0,0,0,0,8,109,158,111,85,104,25,7,607,0,0,0,0,0,0,0,4,0,0,5,0,4,0,0,12,0,0,0,0,3,0,0,10,10,19,10,11,10,0,0,56,0,0,0,0,0,0,0,4,14,22,17,16,18,0,0,90,125,176,130,105,127,25,9,693
POA3462,4,0,0,0,0,0,0,9,0,10,3,0,0,3,4,14,0,8,0,4,0,0,0,10,37,40,23,9,21,4,4,140,0,0,0,0,0,0,0,0,42,50,24,12,27,4,3,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,13,8,8,10,0,0,38,0,0,0,0,0,0,0,0,4,15,7,12,10,0,0,45,42,66,38,29,41,4,3,222
POA3463,0,0,4,0,0,0,0,5,3,0,9,0,6,7,0,29,5,8,3,0,3,0,0,17,50,63,42,24,28,10,4,220,0,0,0,0,0,0,0,0,60,72,49,30,42,14,7,276,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,11,8,4,7,0,0,39,0,0,0,0,0,0,0,0,10,9,7,8,9,0,0,48,70,89,56,36,49,15,9,326
POA3464,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,3,42,65,47,20,20,4,5,201,0,0,0,0,0,0,0,0,48,73,46,20,28,4,5,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,6,7,5,5,0,0,0,23,0,0,0,0,0,0,0,4,9,15,9,5,0,0,0,37,54,86,53,24,25,4,5,256
POA3465,15,14,9,4,4,3,0,52,13,20,11,8,8,5,0,57,5,11,8,4,6,4,0,36,231,228,166,129,159,29,10,954,5,5,5,4,0,0,0,17,273,274,197,147,180,40,10,1119,0,7,3,0,0,0,0,14,5,13,3,0,8,0,0,38,0,3,0,0,0,0,0,14,103,153,91,76,62,18,3,503,3,6,4,3,0,0,0,17,118,186,114,85,76,18,3,585,386,458,312,232,251,53,8,1705
POA3467,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,50,43,29,16,26,6,0,170,0,0,0,0,0,0,0,0,51,43,29,19,28,6,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,19,4,7,0,5,56,0,0,0,0,0,0,0,0,12,12,19,5,7,0,5,62,66,58,47,26,38,6,5,243
POA3468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,5,0,5,3,0,0,27,0,0,0,0,0,0,0,0,10,10,0,4,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,4,3,0,0,35
POA3469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,0,5,6,4,5,0,0,14,0,0,0,0,0,0,0,0,4,3,6,3,9,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,5,3,6,3,9,0,0,25
POA3472,4,0,0,0,3,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,7,30,37,25,21,9,3,0,123,0,0,0,0,0,0,0,0,36,41,25,22,20,3,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,15,16,11,12,10,0,0,58,0,0,0,0,0,0,0,0,15,16,8,10,9,0,0,60,47,54,40,33,27,0,0,197
POA3475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,5,5,4,0,0,42,0,0,0,0,0,0,0,0,9,21,10,0,4,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,19,9,0,0,0,0,47
POA3477,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,10,21,27,24,20,13,0,0,100,0,0,0,0,0,0,0,0,26,26,23,20,11,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,0,0,0,0,16,0,0,0,0,0,0,0,0,4,5,7,0,5,0,0,22,37,35,34,20,12,4,0,127
POA3478,3,3,0,0,0,0,0,7,3,0,0,0,0,0,0,8,5,0,0,0,0,0,0,8,72,77,37,26,31,8,7,259,0,0,0,0,0,0,0,0,85,81,39,27,37,5,7,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,14,22,18,16,13,5,0,82,0,0,0,0,0,0,0,3,14,22,17,13,11,5,0,87,103,108,62,45,51,11,7,375
POA3480,7,4,3,0,0,0,0,19,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,4,64,51,44,32,40,10,5,243,0,0,0,0,0,0,0,0,74,54,46,32,49,10,5,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,5,5,8,0,0,49,0,0,3,0,0,0,0,0,13,21,8,9,5,0,0,56,85,77,52,38,55,10,7,324
POA3482,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,4,6,0,20,0,0,0,0,0,0,0,0,6,3,4,3,4,6,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,7,11,9,7,8,4,6,0,31
POA3483,7,0,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,34,29,22,14,17,8,0,132,0,0,0,0,0,0,0,0,40,33,25,20,24,8,3,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,5,5,3,0,0,0,0,20,0,0,0,0,0,0,0,0,5,14,3,0,0,0,0,27,46,42,33,19,26,8,3,183
POA3485,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,7,6,0,0,29,0,0,0,0,0,0,0,0,5,8,8,7,8,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,8,3,8,3,0,34
POA3487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,7,4,0,0,10,0,0,0,0,0,0,0,0,0,0,6,3,8,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,21
POA3488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,16
POA3489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,15,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,7,0,0,0,0,19
POA3490,5,5,0,0,0,0,0,7,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,6,35,31,27,12,36,0,0,144,0,0,0,0,0,0,0,0,45,38,24,12,36,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,7,0,0,0,22,0,0,0,0,0,0,0,3,4,7,4,7,5,0,0,28,53,45,34,18,38,0,0,184
POA3491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,9,5,9,0,0,27,0,0,0,0,0,0,0,0,10,6,9,5,9,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,9,7,9,8,3,9,0,0,35
POA3494,0,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,7,5,6,0,0,0,0,10,20,19,14,14,10,0,0,73,0,0,0,0,0,0,0,0,24,26,16,14,10,5,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,9,0,0,0,0,0,0,0,0,0,5,0,4,4,0,0,9,24,31,20,16,13,5,0,113
POA3496,11,13,5,10,12,0,0,54,10,5,3,0,6,3,0,27,16,9,12,5,3,0,0,36,226,275,168,107,120,27,8,933,0,5,0,4,0,0,0,10,256,304,186,121,137,34,7,1055,0,0,0,3,0,4,0,8,3,0,0,0,3,0,0,8,3,0,0,0,7,0,0,7,52,69,47,33,30,11,0,239,0,5,0,0,4,0,0,13,61,79,49,42,37,7,0,283,324,382,241,154,176,46,9,1338
POA3498,10,19,14,3,10,0,0,56,5,8,8,3,12,0,0,44,10,7,5,8,4,0,0,37,248,237,173,122,141,36,10,969,0,5,0,0,0,0,0,4,279,268,201,141,171,40,11,1106,3,5,5,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,30,37,30,28,39,5,0,167,0,0,0,0,0,0,0,3,29,43,34,26,33,7,0,186,307,311,237,169,207,52,9,1299
POA3500,313,297,147,97,121,30,15,1028,83,76,35,16,12,10,0,237,78,61,23,15,23,5,0,201,968,931,547,346,432,117,39,3375,16,4,5,4,0,0,0,31,1460,1375,762,480,593,165,50,4876,37,31,37,17,27,14,6,170,32,40,20,11,14,0,0,118,12,19,16,8,12,8,0,74,328,505,308,221,247,58,18,1684,13,15,12,12,3,0,0,54,425,609,387,271,307,80,25,2101,1884,1984,1141,753,898,244,75,6977
POA3501,4,3,0,0,0,0,0,9,0,7,4,0,7,0,0,18,0,8,5,0,0,0,0,14,99,140,103,57,55,18,10,479,0,0,3,0,0,0,0,3,112,153,110,66,63,14,10,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,4,6,6,3,0,0,0,24,0,0,0,0,0,0,0,0,4,12,13,7,4,0,0,34,119,166,120,68,70,14,10,566
POA3505,4,5,0,3,0,0,0,14,4,9,4,6,4,5,0,21,10,7,0,0,3,0,0,26,197,237,132,92,93,21,3,776,0,0,4,0,0,0,0,8,210,250,145,102,105,29,3,838,0,0,0,0,0,0,0,0,5,0,3,5,0,0,0,9,0,5,0,0,0,0,0,8,42,55,37,32,39,6,0,216,3,0,0,0,0,0,0,13,49,61,43,42,46,4,0,246,260,312,184,140,150,30,3,1083
POA3506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA3507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,4,0,0,17,0,0,0,0,0,0,0,0,0,5,9,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,4,0,0,0,9,0,0,0,0,0,0,0,0,4,0,3,7,0,0,0,14,7,7,11,8,4,0,0,33
POA3509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,10,5,3,0,0,29,0,0,0,0,0,0,0,0,4,12,10,5,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,9,16,10,5,3,0,0,37
