POA_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
POA3512,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,16,14,13,8,10,7,0,0,54,0,0,0,0,0,0,0,0,24,21,7,16,7,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,21,25,10,16,13,3,0,84
POA3515,4,0,0,0,0,0,0,17,12,20,5,5,0,0,0,34,0,6,4,0,3,0,0,18,207,169,79,34,63,15,0,574,0,0,0,0,0,0,0,4,221,201,91,41,67,13,7,643,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,15,16,3,5,4,0,59,0,0,0,0,0,0,0,0,10,20,17,3,5,4,0,61,232,216,107,50,72,18,6,702
POA3516,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,24,29,22,8,22,7,0,115,0,0,0,0,0,0,0,0,27,34,27,8,25,7,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,11,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,11,28,34,23,8,26,7,0,127
POA3517,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,8,49,46,44,25,30,7,3,200,0,0,0,0,0,0,0,0,50,42,53,24,26,6,3,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,10,11,0,7,0,6,39,0,0,0,0,0,0,0,0,10,10,11,0,9,0,6,47,63,59,58,33,40,9,7,258
POA3518,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,7,20,31,24,9,21,3,0,111,0,0,0,0,0,0,0,0,22,34,29,12,27,3,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,4,9,0,0,0,32,0,0,0,0,0,0,0,0,9,12,9,9,0,0,0,40,30,49,36,17,27,3,0,168
POA3520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,7,7,0,3,0,3,0,0,18
POA3521,0,0,0,0,0,0,0,0,0,4,8,0,4,0,0,9,4,7,0,0,0,0,0,6,32,43,24,11,10,0,0,122,0,0,0,0,0,0,0,0,30,51,34,8,15,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,7,8,4,0,3,3,0,22,0,0,0,0,0,0,0,3,10,7,4,0,7,3,0,32,38,58,35,8,21,5,7,180
POA3522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,8,3,3,0,0,0,31,0,0,0,0,0,0,0,0,12,15,3,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,13,16,9,3,4,0,0,43
POA3523,0,6,5,3,0,0,0,17,4,6,3,0,0,0,0,16,6,9,0,3,4,0,0,20,86,100,49,27,38,0,6,314,0,3,0,0,0,0,0,3,102,124,52,43,42,5,7,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,11,25,19,12,12,0,0,80,0,5,3,0,0,0,0,4,16,28,25,9,12,9,0,94,117,149,84,55,52,7,7,465
POA3525,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,7,35,39,26,18,30,3,0,162,0,0,0,0,0,0,0,0,41,49,29,22,29,0,0,172,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,7,3,6,6,0,0,32,0,0,0,0,0,0,0,0,4,9,5,11,6,0,0,42,49,60,37,35,37,3,0,219
POA3527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,3,23,14,5,13,14,0,0,72,0,0,0,0,0,0,0,0,25,19,12,15,12,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,3,0,0,25,0,0,0,0,0,0,0,0,0,7,7,8,3,0,0,28,21,23,23,16,21,0,0,110
POA3529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,6,0,0,0,23,0,0,0,0,0,0,0,0,6,4,5,6,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,10,6,9,5,7,5,0,0,33
POA3530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,12
POA3531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,4,4,7,6,3,0,3,40,0,0,0,0,0,0,0,0,15,4,7,6,3,0,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,12,8,13,4,3,0,3,46
POA3533,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,10,16,20,4,0,105,0,0,0,0,0,0,0,0,30,26,14,17,20,4,0,110,0,0,0,0,0,0,0,3,0,9,7,0,0,0,0,11,0,0,0,0,0,0,0,0,6,8,7,0,0,0,0,19,0,0,0,0,0,0,0,0,7,11,9,0,0,0,0,34,32,41,23,18,20,11,0,139
POA3537,4,6,3,0,0,0,0,12,0,0,0,0,0,0,0,0,6,5,7,0,0,0,0,14,33,28,22,22,30,4,0,135,0,0,0,0,0,0,0,0,41,38,31,22,34,4,0,163,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,8,4,0,5,0,0,25,0,0,0,0,0,0,0,0,7,9,7,4,5,0,0,40,46,51,36,24,39,3,0,201
POA3540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,12,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,0,7,7,3,11,0,0,28
POA3542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,3,0,0,15,0,0,0,0,0,0,0,0,0,5,5,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,3,0,0,15
POA3544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,6,0,6,4,0,39,0,0,0,0,0,0,0,0,5,13,6,0,6,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,9,5,16,9,8,6,4,0,41
POA3546,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,9,12,3,5,5,0,50,0,0,0,0,0,0,0,0,11,12,9,3,9,5,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,14,11,16,15,7,11,5,0,68
POA3549,50,35,29,21,31,8,0,174,13,7,3,3,0,0,0,27,24,25,5,3,3,0,0,56,111,106,73,37,47,3,0,376,0,3,3,0,0,0,0,9,194,176,110,68,79,13,0,645,9,6,0,3,4,0,0,29,9,6,0,4,0,0,0,18,4,0,0,0,0,0,0,4,13,19,11,13,3,4,0,64,0,3,0,0,0,0,0,3,34,31,16,20,7,0,0,121,224,207,126,93,86,20,0,763
POA3550,229,232,94,62,89,45,21,776,83,72,47,34,45,12,5,304,73,70,48,26,35,12,6,268,1158,1063,645,474,584,207,79,4219,13,10,3,3,3,0,0,30,1555,1448,845,603,755,275,117,5595,21,28,16,21,18,16,5,122,30,39,31,16,30,6,0,157,9,15,13,15,21,8,0,83,347,500,354,297,285,88,41,1916,10,17,10,5,3,0,0,46,422,603,422,352,358,122,46,2326,1976,2048,1267,955,1117,393,164,7923
POA3551,177,187,89,54,81,40,16,633,66,87,50,49,54,24,11,345,63,93,51,41,35,7,6,293,1777,2048,1200,799,905,301,119,7145,8,6,0,3,5,0,0,20,2087,2427,1391,938,1075,376,148,8435,9,11,6,5,7,3,3,43,11,34,24,9,17,6,0,98,7,12,8,3,15,5,0,51,224,318,228,146,177,45,16,1149,7,3,4,4,0,0,0,22,261,376,275,164,205,62,21,1364,2345,2800,1667,1106,1282,434,172,9803
POA3555,150,123,58,31,51,20,6,434,44,36,15,9,13,6,3,124,31,42,13,16,16,4,0,119,652,580,334,222,277,85,33,2172,8,4,3,0,0,0,0,16,878,777,419,275,353,114,43,2864,5,6,11,10,12,7,3,55,14,30,7,0,13,4,5,74,0,6,0,0,10,4,0,29,196,287,173,141,146,32,18,991,4,10,4,7,4,0,0,26,231,347,207,158,175,43,22,1182,1106,1124,625,439,529,154,59,4043
POA3556,73,77,29,27,35,26,10,269,26,16,15,7,7,3,0,72,27,17,12,4,4,3,7,75,492,442,250,166,176,60,19,1609,10,0,0,6,0,0,0,13,624,552,305,205,222,92,29,2034,12,14,10,7,7,0,0,47,11,17,8,4,13,0,0,53,0,6,6,4,0,0,0,16,153,247,156,111,120,20,12,810,11,4,6,5,0,0,0,29,186,286,184,127,138,20,9,957,812,836,492,336,363,114,40,2990
POA3557,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,5,4,0,0,0,4,0,0,7,45,42,19,17,22,3,4,148,0,0,0,0,0,0,0,0,49,47,24,19,26,9,4,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,3,4,0,0,22,0,0,0,0,0,0,0,0,3,8,5,3,4,0,0,22,50,52,27,22,28,9,4,194
POA3558,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,31,28,14,7,4,6,0,96,0,0,0,0,0,0,0,0,38,35,11,9,4,6,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,7,10,8,0,6,0,0,27,0,0,0,0,0,0,0,3,10,10,5,6,8,0,0,42,44,51,26,15,15,6,0,152
POA3559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,16,10,5,17,0,0,64,0,0,0,0,0,0,0,0,15,21,10,7,17,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,5,0,0,0,25,0,0,0,0,0,0,0,0,5,13,4,5,0,0,0,23,19,30,16,13,16,5,0,95
POA3561,0,4,0,3,5,0,0,14,0,3,0,4,3,0,0,14,7,7,0,0,3,0,0,20,128,195,102,66,82,24,10,613,3,3,0,0,0,0,0,8,138,219,103,70,94,26,10,658,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,9,31,36,34,22,26,5,0,158,4,0,0,0,0,0,0,10,42,45,36,23,26,5,0,179,180,259,143,95,116,27,10,839
POA3562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,7,16,9,4,5,0,0,36,0,0,0,0,0,0,0,0,7,17,9,5,5,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,14,17,9,4,5,0,0,50
POA3563,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,7,23,27,28,16,21,4,0,115,0,0,0,0,0,0,0,0,28,28,28,16,21,5,0,128,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,3,3,4,9,5,3,5,0,28,0,0,0,0,0,0,0,0,8,7,12,7,4,5,0,43,34,38,38,22,29,5,0,174
POA3564,53,56,28,9,17,0,0,180,28,31,17,13,15,3,3,104,35,39,15,8,18,5,0,120,537,559,371,237,330,98,20,2144,0,0,6,0,0,0,0,9,659,682,432,271,377,108,23,2556,0,5,13,3,7,0,0,27,7,12,10,6,3,0,0,48,9,5,5,12,9,0,0,35,126,196,131,84,115,17,7,674,4,4,3,3,0,0,0,15,153,225,154,107,126,19,7,797,809,908,588,384,508,124,31,3355
POA3565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,7,4,5,0,0,39,0,0,0,0,0,0,0,0,6,13,7,4,5,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,13,7,3,8,0,0,44
POA3566,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,21,16,7,6,3,81,0,3,0,0,0,0,0,0,23,28,17,14,7,6,3,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,4,3,0,0,0,17,0,0,0,0,0,0,0,0,3,3,4,3,0,4,0,24,26,35,25,13,8,9,3,113
POA3567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,11,25,24,15,15,14,0,0,99,0,0,0,0,0,0,0,0,20,30,24,16,14,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,4,0,0,19,0,0,0,0,0,0,0,0,3,4,9,0,4,0,0,19,29,34,27,18,23,0,0,127
POA3568,3,7,3,6,5,0,0,19,0,0,0,0,0,0,0,4,0,7,5,0,0,0,0,13,89,107,56,41,58,8,6,368,0,0,0,0,0,0,0,0,93,116,66,49,61,8,6,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,19,24,12,5,9,0,0,74,0,0,0,0,0,0,0,3,19,24,12,13,10,0,0,74,114,145,76,58,78,9,6,484
POA3570,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,26,18,20,4,0,118,0,0,0,0,0,0,0,0,21,32,26,18,20,7,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,22,0,0,0,0,0,0,0,0,0,8,7,6,0,3,0,25,26,39,30,23,20,11,0,149
POA3571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,17,5,6,6,0,0,52,0,0,0,0,0,0,0,0,12,17,5,4,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,20,16,6,8,8,0,0,60
POA3572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,4,0,7,0,4,30,0,0,0,0,0,0,0,0,10,9,4,0,7,0,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,4,4,5,0,4,33
POA3573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,16,11,3,6,6,0,52,0,0,0,0,0,0,0,0,11,11,13,6,6,6,0,52,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,12,13,19,18,7,9,3,0,67
POA3575,5,13,0,6,8,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,26,19,16,15,0,0,94,0,0,0,4,0,0,0,8,24,39,22,29,21,3,0,141,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,4,3,8,3,0,0,31,3,0,0,0,0,0,0,3,11,9,3,8,3,0,0,35,33,51,30,34,24,3,0,175
POA3576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,17
POA3579,11,8,0,5,9,0,0,28,15,0,4,0,4,0,0,18,7,8,5,4,3,0,0,32,176,187,121,84,85,18,4,680,4,0,0,0,0,0,0,3,207,210,128,93,96,22,3,764,0,0,0,0,3,0,0,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,36,66,43,30,35,0,0,215,0,0,3,0,0,0,0,11,45,67,54,31,37,0,0,236,257,272,182,125,133,24,3,997
POA3580,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,34,36,11,7,19,6,5,118,0,0,0,0,0,0,0,3,33,38,15,7,19,6,5,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,14,10,4,0,0,42,0,0,0,0,0,0,0,4,10,15,8,10,10,0,0,44,47,52,28,19,27,6,5,171
POA3581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,6,0,7,0,0,0,0,12,0,0,0,0,0,0,0,0,6,0,7,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,0,10,0,3,0,0,23
POA3583,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,6,3,8,3,8,0,0,22,0,0,0,0,0,0,0,0,6,3,8,3,7,3,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,3,7,3,3,33
POA3584,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,3,0,5,0,0,0,0,0,6,55,45,47,20,27,3,0,184,0,0,0,0,0,0,0,0,55,52,44,20,28,3,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,9,6,3,0,0,26,0,0,0,0,0,0,0,0,10,11,5,6,4,0,0,32,59,58,58,20,29,3,0,230
POA3585,91,100,40,23,22,9,0,278,9,12,6,0,4,0,0,27,34,30,10,3,8,0,3,87,450,378,230,139,158,46,16,1426,0,0,3,0,0,0,0,0,578,518,283,173,192,50,20,1818,7,5,10,4,4,4,0,43,12,14,0,3,6,0,0,34,3,3,0,3,0,0,0,17,94,146,93,72,70,22,5,505,5,0,6,0,0,0,0,22,124,172,114,86,85,27,5,613,704,697,397,258,277,83,27,2435
POA3586,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,43,36,17,20,7,0,145,0,0,0,0,0,0,0,0,28,44,39,20,27,7,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,0,0,11,0,0,0,0,0,0,0,0,0,6,10,0,3,0,0,16,28,46,43,20,28,7,0,173
POA3588,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,6,5,0,0,0,10,11,11,7,7,9,0,0,45,0,0,0,0,0,0,0,0,13,17,8,11,6,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,5,0,0,14,0,0,0,0,0,0,0,0,0,8,4,4,5,0,0,21,18,24,11,10,9,5,0,77
POA3589,4,4,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,14,6,9,0,4,0,0,43,0,0,0,0,0,0,0,0,20,16,11,3,4,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,0,0,4,0,0,0,0,0,0,0,0,5,0,5,3,0,0,0,4,17,15,15,9,4,0,0,64
POA3590,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,15,18,12,6,3,5,0,56,0,0,0,0,0,0,0,0,15,18,17,6,6,5,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,15,24,17,6,12,5,0,75
POA3591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,4,8,0,0,25,0,0,0,0,0,0,0,0,7,6,3,7,8,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,3,4,10,0,0,28
POA3594,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,9,9,8,6,7,0,0,46,0,0,0,0,0,0,0,0,19,13,7,8,7,0,0,55,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,5,0,0,19,0,0,0,0,0,0,0,0,0,10,5,5,0,0,0,23,16,19,14,18,11,0,0,77
POA3595,3,0,4,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,19,14,17,10,13,0,0,71,0,0,0,0,0,0,0,0,25,15,20,10,14,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,6,8,3,0,0,45,0,0,0,0,0,0,0,0,7,16,6,8,3,0,0,45,36,30,27,20,16,5,0,126
POA3596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,3,5,0,0,18
POA3597,6,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,9,11,11,9,6,3,0,3,43,0,0,0,0,0,0,0,0,18,22,10,6,3,0,3,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,3,8,7,0,0,0,0,0,9,25,24,11,6,5,0,3,77
