POA_CODE_2021,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_North_Macedonia_0_4,F_North_Macedonia_5_14,F_North_Macedonia_15_24,F_North_Macedonia_25_44,F_North_Macedonia_45_54,F_North_Macedonia_55_64,F_North_Macedonia_65_74,F_North_Macedonia_75_84,F_North_Macedonia_85ov,F_North_Macedonia_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Samoa_0_4,F_Samoa_5_14,F_Samoa_15_24,F_Samoa_25_44,F_Samoa_45_54,F_Samoa_55_64,F_Samoa_65_74,F_Samoa_75_84,F_Samoa_85ov,F_Samoa_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
POA3195,0,0,0,0,0,6,3,6,3,13,0,0,0,11,21,11,25,8,6,74,0,0,0,4,0,0,3,0,0,10,0,0,6,4,0,3,0,0,0,11,0,0,0,9,9,4,14,9,3,47,4,10,17,96,85,52,32,11,0,290,0,0,0,0,0,3,0,0,0,14,0,0,0,5,0,0,0,0,0,9,0,0,0,6,3,5,0,0,0,7,0,4,10,46,28,34,10,11,0,150,0,0,0,19,11,18,22,8,0,87,0,0,0,0,0,0,5,0,0,5,0,6,17,37,29,33,21,24,10,169,0,10,6,14,11,9,5,0,0,46,5,27,19,65,48,31,16,11,3,222,0,0,6,24,36,37,30,11,5,152,0,0,0,3,3,4,5,0,0,12,0,0,0,29,14,5,4,0,0,58,0,0,0,17,16,24,13,5,5,76,0,10,14,45,25,14,13,6,0,117
POA3196,0,0,0,0,0,0,12,5,0,16,0,0,0,20,9,11,14,3,6,61,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,8,0,0,0,9,0,4,10,6,7,38,0,10,14,100,42,45,36,7,5,266,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,11,0,5,5,48,21,31,21,6,3,142,0,0,0,20,5,7,17,6,5,56,0,0,0,0,0,0,0,0,0,0,0,5,6,26,7,21,17,21,15,117,0,0,0,0,3,8,4,5,0,21,0,6,7,33,15,6,10,0,3,93,0,0,0,12,9,19,11,12,9,73,0,0,0,8,0,4,0,0,0,10,0,0,4,36,16,4,0,0,0,62,0,0,0,8,4,12,6,0,0,29,0,0,8,22,9,8,5,0,0,62
POA3197,0,0,0,0,0,5,8,4,0,14,0,0,3,4,3,8,6,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,9,4,5,17,0,3,5,37,21,23,17,4,0,118,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,4,13,9,13,11,3,0,54,0,0,0,8,0,3,9,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,11,13,6,0,42,0,0,0,0,0,0,0,0,0,7,0,3,0,12,14,6,3,0,0,44,0,0,0,0,4,6,5,0,0,29,0,0,0,3,0,3,0,0,0,5,0,0,4,19,11,0,0,0,0,37,0,0,0,0,7,6,0,0,0,14,0,0,0,8,0,0,0,0,0,22
POA3198,0,0,0,0,0,0,0,3,0,3,0,0,0,5,4,6,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,4,8,22,0,4,13,66,31,38,20,7,0,190,0,0,0,0,0,0,0,0,0,5,0,3,0,0,4,0,0,0,0,11,0,0,0,0,6,3,0,0,0,4,0,4,6,25,17,22,11,0,0,78,0,0,0,8,7,4,5,4,0,22,0,0,0,0,5,6,0,0,0,5,0,5,3,10,3,19,14,16,11,77,0,0,0,8,0,0,0,0,0,8,0,7,0,18,10,0,8,5,0,45,0,0,0,3,3,0,3,0,4,22,0,0,0,0,0,0,0,0,0,3,0,10,0,21,12,0,0,0,0,47,0,0,0,6,0,0,0,0,0,14,0,7,3,19,6,8,0,4,0,44
POA3199,0,0,0,0,0,7,4,0,0,19,0,0,0,19,6,10,6,3,3,63,0,0,0,3,0,0,0,0,0,7,0,0,5,19,5,0,0,0,0,28,0,0,3,7,13,11,25,29,25,106,0,6,44,185,110,103,80,15,10,567,0,0,0,5,7,0,0,0,0,9,0,0,0,4,0,4,0,0,0,12,0,0,0,9,5,8,5,4,0,37,0,15,16,113,61,47,19,11,0,284,0,0,4,17,12,15,23,12,3,86,0,0,0,5,3,4,3,0,0,15,0,4,10,33,19,58,63,43,37,275,0,5,6,16,4,3,6,5,0,37,0,4,12,47,39,28,13,8,0,154,0,0,7,19,7,14,19,15,0,89,0,0,3,21,4,0,3,0,0,27,0,6,10,62,27,10,0,0,0,116,0,0,0,4,0,3,5,0,0,17,4,8,11,42,9,24,16,7,0,118
POA3200,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,5,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,3,12,22,10,11,6,3,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,32,9,6,4,0,0,57,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,22,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4
POA3201,0,0,0,0,0,6,4,0,0,7,0,0,0,21,10,10,9,0,0,51,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,4,0,0,0,11,0,0,0,4,0,8,11,21,44,87,0,21,18,129,38,50,27,8,0,293,0,0,0,0,0,0,3,0,0,11,0,0,4,9,6,0,0,0,0,13,0,0,0,0,3,0,0,0,0,3,0,20,30,112,58,43,27,4,0,291,0,0,0,7,3,6,9,8,0,31,0,0,0,0,3,0,3,0,0,20,0,0,0,12,12,24,18,20,4,85,0,0,0,7,3,3,0,0,0,17,0,4,3,22,17,13,11,0,3,73,0,0,3,29,15,29,16,4,3,100,0,0,0,4,0,0,0,0,0,12,0,3,3,30,9,5,0,0,0,48,0,0,0,3,0,4,0,0,0,14,0,0,4,9,8,0,7,0,0,24
POA3202,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,7,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,3,0,0,0,24,0,0,0,6,3,3,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,6,4,0,0,0,0,5,0,4,6,8,18,14,3,0,0,53,0,0,0,4,0,4,4,3,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,3,0,4,0,0,0,5,0,10
POA3204,0,0,0,0,0,3,5,5,0,12,0,0,0,8,3,6,6,0,3,27,0,0,0,4,0,0,0,0,3,6,0,0,20,26,0,0,0,0,0,47,0,0,3,8,3,4,0,5,0,26,0,11,24,74,68,48,25,4,0,255,0,0,0,7,7,3,3,0,0,16,0,0,3,14,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,4,0,59,11,20,12,4,0,117,0,0,0,19,13,29,28,7,5,105,0,0,0,0,0,0,0,0,0,0,0,0,3,18,14,10,12,13,4,69,0,14,11,21,19,10,10,3,0,86,3,16,21,87,73,36,22,16,17,289,0,4,3,40,17,23,22,11,15,139,0,0,0,29,9,3,4,0,0,36,0,5,3,35,18,6,0,0,0,69,0,0,0,4,7,3,8,5,0,25,3,22,25,40,20,10,8,0,0,129
POA3205,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,5,5,6,3,0,21,0,0,11,68,24,24,10,4,0,140,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,8,3,0,0,0,0,13,0,0,9,46,3,6,4,0,0,62,0,0,0,5,0,3,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,9,3,0,26,0,0,4,27,5,7,3,0,0,39,0,0,0,17,14,6,8,0,0,39,0,0,0,3,0,3,0,0,0,12,0,0,4,13,0,0,5,0,0,22,0,0,7,21,5,3,0,0,0,40,0,0,0,0,4,0,0,0,0,11,0,5,4,29,12,11,4,3,0,72
POA3206,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,6,4,3,3,4,4,0,28,0,9,5,28,28,14,7,3,0,98,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,9,3,0,5,0,0,9,0,0,0,4,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,3,4,7,0,36,0,0,0,3,4,0,0,0,0,14,0,0,0,11,12,0,0,0,0,26,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,6,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,11,10,18,10,7,6,0,0,65
POA3207,0,0,0,0,0,0,3,10,0,17,0,0,0,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,7,9,3,5,0,0,18,0,3,11,81,68,34,23,9,0,234,0,0,0,0,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,12,0,0,3,35,3,7,5,0,0,54,0,0,0,17,8,13,13,8,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,13,12,4,5,57,0,0,5,19,8,3,0,0,0,34,0,0,0,37,12,12,9,0,0,72,0,0,0,15,0,0,0,0,0,17,0,0,0,5,4,3,0,0,0,15,0,0,3,19,6,3,0,0,0,34,0,0,0,7,4,3,6,0,0,25,4,9,3,39,28,17,12,3,0,109
POA3211,0,0,0,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
POA3212,0,0,0,0,0,3,4,4,0,12,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,6,10,21,15,3,48,0,8,9,24,10,15,7,0,0,81,0,0,0,0,3,8,7,0,0,17,0,0,0,9,0,0,0,0,0,16,0,0,0,3,3,0,0,0,0,6,4,12,27,58,45,26,5,5,0,174,0,0,0,6,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,7,0,6,6,13,23,14,5,66,0,0,3,8,3,4,0,0,0,19,0,0,0,11,0,3,3,0,0,16,0,0,0,9,5,0,0,0,0,15,0,0,0,3,0,0,0,0,0,4,0,0,0,19,4,5,3,0,0,32,0,0,0,0,4,0,0,0,0,6,0,0,0,5,4,4,3,0,0,13
POA3213,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,8,0,0,0,0,4,7,0,0,0,18,0,0,0,0,5,0,3,0,0,12,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,11,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3
POA3214,0,0,0,0,0,3,4,0,0,6,0,0,0,8,0,3,0,0,0,9,0,4,30,120,47,29,17,3,0,258,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,4,31,22,17,81,0,3,9,44,24,18,5,6,3,112,0,0,0,7,3,19,36,15,3,88,4,22,37,33,0,3,0,0,0,95,0,0,0,0,4,0,0,0,0,0,0,15,30,91,49,41,24,7,0,268,0,0,0,8,5,4,9,4,11,32,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,17,16,21,0,66,0,0,3,3,5,5,0,0,0,25,0,0,0,4,0,5,0,0,0,13,0,3,3,31,6,0,0,0,0,39,0,0,0,9,0,0,0,0,0,9,0,73,86,41,8,4,0,0,0,216,0,0,0,3,9,7,7,6,0,31,0,3,0,7,4,0,0,0,0,20
POA3215,0,0,0,0,0,0,9,0,0,13,0,0,0,5,3,0,0,0,0,11,0,0,0,5,0,0,0,0,0,10,0,0,5,8,0,0,0,0,0,14,0,0,0,0,0,0,19,29,13,67,0,4,7,44,18,14,12,3,3,96,0,0,0,16,17,27,58,31,19,168,0,6,13,19,0,0,0,0,0,42,0,0,0,3,3,0,0,0,0,9,0,4,0,52,23,19,11,3,0,111,0,0,0,7,8,10,20,14,20,85,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,9,13,9,3,58,0,0,0,4,3,0,4,0,0,16,0,0,0,8,0,4,4,0,0,21,0,0,5,23,3,0,3,3,0,42,0,0,0,3,0,0,0,0,0,0,0,0,3,26,12,7,0,0,0,47,0,0,0,0,6,3,3,5,0,19,0,0,5,15,6,4,4,0,0,26
POA3216,0,0,0,0,0,0,9,0,0,17,0,0,4,0,4,0,0,0,0,15,0,0,0,4,0,0,3,0,0,5,0,0,3,38,0,0,0,0,0,42,0,4,6,3,4,12,43,37,32,142,5,21,33,105,60,43,28,18,8,318,0,0,0,4,9,7,0,4,4,22,0,3,8,20,5,0,0,0,0,35,0,0,0,3,8,3,0,0,0,21,0,10,14,98,37,29,32,7,0,229,0,0,0,10,4,3,10,4,0,36,0,0,0,5,0,0,0,0,0,5,0,7,4,25,18,26,31,40,15,167,0,6,11,12,13,6,10,0,0,55,0,12,32,38,31,21,14,7,3,157,0,7,25,63,13,9,11,3,0,138,0,0,0,10,0,0,0,0,0,19,0,3,5,38,21,8,0,0,0,82,0,0,0,0,0,0,0,3,0,8,8,5,21,44,15,11,13,5,0,111
POA3217,0,0,0,0,0,0,5,0,0,14,0,0,0,7,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,29,0,0,0,0,0,35,0,0,0,3,0,4,12,5,0,27,3,12,17,68,14,22,13,0,0,148,0,0,0,3,0,4,0,3,0,7,0,0,0,17,0,0,0,0,0,21,0,0,0,0,4,0,0,0,0,4,0,6,12,112,15,6,6,0,0,158,0,0,0,13,4,0,0,0,3,17,0,0,0,4,0,0,0,0,0,4,0,0,0,16,3,3,11,5,0,34,0,0,0,4,0,0,0,0,0,13,0,3,8,26,13,3,8,0,0,70,0,3,5,22,3,3,0,0,0,42,0,0,0,9,0,0,0,0,0,12,0,0,3,12,3,4,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,6,9,24,0,5,0,0,0,41
POA3218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,6,0,0,12,3,0,23,0,3,12,32,12,20,7,4,0,89,0,0,0,0,0,3,3,4,3,26,0,0,6,8,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,3,30,0,0,3,0,0,43,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,6,3,0,37,0,3,0,8,4,0,0,0,0,11,0,0,0,15,4,0,0,3,0,27,0,0,4,18,4,0,0,0,0,25,0,0,0,5,0,0,0,0,0,11,0,0,0,7,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,15,6,4,3,0,0,30
POA3219,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,20,0,0,0,3,4,7,22,18,10,71,0,0,4,29,26,16,13,3,3,85,0,0,0,0,3,0,0,0,0,3,0,0,0,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,8,0,3,8,29,17,16,10,4,0,88,0,0,0,0,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,18,22,16,0,75,0,0,0,0,0,0,4,0,0,0,0,0,0,9,7,0,7,0,0,18,0,0,0,11,0,5,5,0,0,24,0,0,0,5,0,0,0,0,0,5,0,0,5,13,15,6,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,6,21,3,0,6,4,0,31
POA3220,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,20,0,0,0,0,0,24,0,3,0,6,0,5,18,7,3,40,4,0,6,32,18,15,9,4,3,89,0,0,0,0,4,4,0,3,0,13,0,0,0,11,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,5,0,0,6,23,5,4,9,0,0,48,0,0,0,0,0,4,6,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,3,3,0,30,0,5,3,3,0,0,0,0,0,15,0,0,4,11,3,5,3,3,0,28,0,0,3,18,3,0,5,0,0,31,0,0,0,6,0,0,0,0,0,10,0,0,3,11,0,0,6,0,0,21,0,0,0,0,0,0,0,0,0,0,0,4,6,13,3,4,4,0,0,40
POA3221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3222,0,0,0,0,0,6,7,10,0,24,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,4,12,21,3,44,0,10,7,32,21,19,24,3,3,111,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,10,11,5,0,0,52,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,26,13,5,63,0,0,0,3,0,0,0,0,0,5,0,0,0,10,5,14,10,6,0,47,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,9,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,6,9,6,3,0,5,0,35
POA3223,0,0,0,0,0,7,22,19,6,47,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,17,0,0,7,13,9,21,20,6,0,80,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,6,0,0,20,0,0,0,3,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,10,8,0,32,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,15
POA3224,0,0,0,0,0,5,7,6,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,3,0,0,24,16,4,49,0,0,5,16,16,24,5,9,0,74,0,0,0,0,0,0,0,4,0,4,0,0,0,5,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,6,0,3,8,29,9,12,12,0,0,70,0,0,0,8,0,0,3,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,12,8,4,47,0,0,0,5,0,0,0,0,0,7,0,0,3,7,10,3,4,3,0,26,0,0,0,3,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,7,0,0,0,8,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,9,0,0,0,11,6,0,0,0,0,18
POA3225,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,21,0,0,0,6,0,4,15,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,3,0,15,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,3,0,3,4,0,6,0,0,16
POA3226,0,0,0,0,0,5,7,5,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,18,7,9,52,0,0,0,33,16,9,15,9,3,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,12,0,3,0,0,3,7,0,0,0,19,0,0,0,5,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,7,7,9,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,22,4,4,8,0,0,43
