POA_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
POA3237,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,10,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,36
POA3238,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,5,0,0,0,0,5,38,0,0,0,0,39
POA3239,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,23,0,0,0,0,23,9,0,0,0,0,9,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,57,0,0,0,0,58
POA3240,9,0,0,0,0,9,6,0,0,0,0,6,3,0,0,0,0,3,5,0,0,0,0,5,16,0,0,0,0,16,39,0,0,0,0,39,41,0,0,0,0,41,70,0,0,0,0,70,54,0,0,0,0,54,41,0,0,0,0,41,34,0,0,0,0,34,12,0,0,0,0,12,332,0,0,0,0,332
POA3241,22,0,0,0,0,22,15,0,0,0,0,15,13,0,0,0,0,13,15,0,0,0,0,20,34,0,0,0,0,36,84,3,0,0,0,83,109,0,0,0,0,113,99,0,0,0,0,99,39,0,0,0,0,39,15,0,0,0,0,15,16,0,0,0,0,16,28,0,0,0,0,28,486,7,0,0,0,495
POA3242,6,0,0,0,0,6,7,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,7,6,0,0,0,0,6,33,0,0,0,0,33,24,0,0,0,0,24,36,0,0,0,0,36,3,0,0,0,0,3,10,0,0,0,0,10,4,0,0,0,0,4,3,0,0,0,0,3,143,0,0,0,0,143
POA3243,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,6,8,0,0,0,0,8,15,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,8,0,0,0,0,8,57,0,0,0,0,57
POA3249,35,0,0,0,0,35,7,0,0,0,0,7,15,0,0,0,0,15,20,0,0,0,0,20,33,0,0,0,0,33,69,0,0,0,0,69,80,0,0,0,0,80,58,0,0,0,0,58,34,0,0,0,0,34,19,0,0,0,0,19,26,0,0,0,0,26,28,0,0,0,0,28,418,0,0,0,0,421
POA3250,44,3,0,0,3,54,43,3,0,0,0,49,35,0,0,0,0,36,94,3,0,0,0,98,155,3,0,0,0,161,445,4,0,0,0,457,328,0,0,0,0,329,203,0,0,0,0,199,61,0,0,0,0,61,35,0,0,0,0,35,22,0,0,0,0,27,93,0,0,0,0,92,1558,29,0,7,3,1591
POA3251,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,9,0,0,0,0,9,20,0,0,0,0,20,10,0,0,0,0,10,4,0,0,0,0,6,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,78,0,0,0,0,80
POA3254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,3,0,0,0,0,3,18,0,0,0,0,18,16,0,0,0,0,16,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,63
POA3260,34,0,0,0,0,34,24,0,0,0,0,24,27,0,0,0,0,23,38,0,0,0,0,45,75,0,0,0,0,75,133,0,0,0,0,136,83,0,0,0,0,82,45,0,0,0,0,45,17,0,0,0,0,17,14,0,0,0,0,14,20,0,0,0,0,23,28,0,0,0,0,28,544,3,0,0,4,553
POA3264,16,0,0,0,0,16,8,0,0,0,0,13,11,0,0,0,0,11,31,0,0,0,0,28,38,3,0,0,0,41,68,0,0,4,0,73,33,0,0,0,0,33,19,0,0,0,0,21,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,20,0,0,0,0,20,262,5,0,4,0,272
POA3265,24,0,0,0,0,24,12,0,0,0,0,12,14,0,0,0,0,14,23,0,0,0,0,23,26,0,0,0,0,26,63,0,0,0,0,63,53,0,0,0,0,53,50,0,0,0,0,50,11,0,0,0,0,11,22,0,0,0,0,22,18,0,0,0,0,18,34,0,0,0,0,34,344,0,0,0,0,344
POA3266,15,0,0,0,0,15,14,0,0,0,0,17,21,0,0,0,0,21,35,0,0,0,0,35,35,0,0,0,0,37,69,0,0,0,0,72,55,0,0,0,0,55,37,0,0,0,0,37,10,0,0,0,0,10,14,0,0,0,0,14,13,0,0,0,0,15,29,0,0,0,0,29,343,9,0,0,0,346
POA3267,8,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,26,0,0,0,0,26
POA3268,26,0,0,0,0,26,10,0,0,0,0,10,14,0,0,0,0,14,16,0,0,0,0,16,32,0,0,0,0,32,57,0,0,0,0,57,40,0,0,0,0,41,25,0,0,0,0,25,10,0,0,0,0,10,9,0,0,0,0,9,21,0,0,0,0,21,18,0,0,0,0,18,276,0,0,0,0,275
POA3269,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,13,0,0,0,0,13,4,0,0,0,0,10,16,0,0,0,0,16,7,0,0,0,0,7,4,0,0,0,0,4,6,0,0,0,0,6,3,0,0,0,0,3,66,0,0,0,0,67
POA3270,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,29,0,0,0,0,29
POA3271,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
POA3272,20,0,0,0,0,20,11,0,0,0,0,11,14,0,0,0,0,14,24,0,0,0,0,24,29,0,0,0,0,29,40,0,0,0,0,40,16,0,0,0,0,16,13,0,0,0,0,13,5,0,0,0,0,5,3,0,0,0,0,3,7,0,0,0,0,7,21,0,0,0,0,21,199,0,0,0,0,199
POA3273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,15
POA3274,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,18
POA3275,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,18,0,0,0,0,18,24,0,0,0,0,24,20,0,0,0,0,20,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,78,0,0,0,0,78
POA3276,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,10,0,0,0,0,10,11,0,0,0,0,11,9,0,0,0,0,9,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,62,0,0,0,0,62
POA3277,9,0,0,0,0,6,8,0,0,0,0,12,3,0,0,0,0,3,10,0,0,0,0,15,14,0,0,3,0,16,50,0,0,9,0,57,41,0,0,0,0,48,38,0,0,3,0,44,10,0,0,0,0,10,10,0,0,0,0,10,9,0,0,0,0,9,17,0,0,0,0,21,223,0,0,19,0,244
POA3278,5,0,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,10,0,0,0,0,10,6,0,0,0,0,6,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,51,0,0,0,0,51
POA3279,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26
POA3280,163,11,4,0,0,180,75,7,5,0,0,91,78,7,0,0,0,83,178,21,6,0,0,204,280,32,12,0,0,324,944,60,19,0,0,1024,912,30,8,0,0,948,640,17,3,0,0,663,181,5,0,0,0,184,135,0,0,0,0,134,84,0,0,0,0,84,200,9,4,0,0,220,3863,199,63,0,0,4133
POA3281,14,0,0,0,0,14,5,0,0,0,0,5,9,0,0,0,0,9,8,0,0,0,0,8,18,0,0,0,0,18,52,0,0,0,0,52,76,0,0,0,0,76,69,0,0,0,0,69,18,0,0,0,0,18,20,0,0,0,0,20,13,0,0,0,0,13,12,0,0,0,0,12,326,0,0,0,0,326
POA3282,16,0,0,0,0,11,9,0,0,0,0,9,7,0,0,0,0,7,18,0,0,0,0,19,34,0,0,0,0,35,81,0,0,0,0,81,91,0,0,0,0,91,53,0,0,0,0,49,19,0,0,0,0,19,19,0,0,0,0,19,0,0,0,0,0,0,27,0,0,0,0,27,367,5,0,0,0,373
POA3283,11,0,0,0,0,11,6,0,0,0,0,6,10,0,0,0,0,10,13,0,0,0,0,13,11,0,0,0,0,11,39,0,0,0,0,39,22,0,0,0,0,22,44,0,0,0,0,44,14,0,0,0,0,14,11,0,0,0,0,11,13,0,0,0,0,13,13,0,0,0,0,13,199,0,0,0,0,199
POA3284,10,0,0,0,0,14,14,3,0,0,0,16,3,0,0,0,0,3,17,3,0,0,0,17,17,0,0,0,0,19,52,0,0,0,0,54,79,5,0,0,0,81,74,4,0,0,0,80,40,0,0,0,0,40,20,0,0,0,0,20,29,0,0,0,0,29,25,0,0,0,0,25,385,14,0,0,0,395
POA3285,13,0,0,0,0,13,5,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,6,11,0,0,0,0,11,36,0,0,0,0,36,32,0,0,0,0,32,27,0,0,0,0,27,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,3,7,0,0,0,0,7,157,0,0,0,0,157
POA3286,6,0,0,0,0,6,5,0,0,0,0,5,3,0,0,0,0,3,14,0,0,0,0,14,10,0,0,0,0,6,10,0,0,0,0,10,4,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,69,0,0,0,0,69
POA3287,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,16,0,0,0,0,16,9,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,47,0,0,0,0,47
POA3289,8,0,0,0,0,8,6,0,0,0,0,6,5,0,0,0,0,5,12,0,0,0,0,12,7,0,0,0,0,7,13,0,0,0,0,13,0,0,0,0,0,0,5,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,78,0,0,0,0,81
POA3292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,14,0,0,0,0,14
POA3293,13,0,0,0,0,13,4,0,0,0,0,4,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,28,0,0,0,0,28
POA3294,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,7,13,0,0,0,0,13,14,0,0,0,0,14,10,0,0,0,0,10,15,0,0,0,0,15,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,9,79,0,0,0,0,77
POA3300,58,0,0,0,0,57,44,0,0,0,0,42,67,0,0,0,0,72,167,3,0,0,0,172,185,0,0,0,0,187,372,3,0,0,0,372,171,3,0,0,0,181,119,0,0,0,0,119,42,5,0,0,0,48,25,0,0,0,0,25,17,0,0,0,0,17,73,0,0,0,0,70,1347,16,3,0,0,1366
POA3301,13,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,0,8,11,0,0,0,0,11,27,0,0,0,0,27,18,0,0,0,0,18,13,0,0,0,0,13,14,0,0,0,0,14,7,0,0,0,0,7,5,0,0,0,0,5,10,0,0,0,0,10,126,0,0,0,0,126
POA3302,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,16,4,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,47
POA3303,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,36,0,0,0,0,36
POA3304,27,0,0,0,0,27,17,0,0,0,0,17,28,0,0,0,0,28,42,0,0,0,0,42,55,0,0,0,0,55,83,0,0,0,0,83,36,0,0,0,0,40,19,0,0,0,0,19,5,0,0,0,0,5,7,0,0,0,0,7,10,0,0,0,0,10,20,0,0,0,0,20,340,0,0,0,0,344
POA3305,91,0,0,0,0,87,52,0,0,0,0,60,68,10,0,0,0,70,166,0,0,0,0,169,216,5,0,0,0,222,423,13,0,0,0,436,270,3,0,0,0,274,162,0,0,0,0,165,65,0,0,0,0,65,36,0,0,0,0,37,26,0,0,0,0,26,94,0,0,0,0,94,1670,34,3,0,4,1708
POA3309,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,15,0,0,0,0,15
POA3310,3,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,33,0,0,0,0,34
POA3311,14,0,0,0,0,14,15,0,0,0,0,16,22,0,0,0,0,22,31,0,0,0,0,30,29,0,0,0,0,29,29,0,0,0,0,29,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,159,0,0,0,0,164
POA3312,22,0,0,0,0,22,11,0,0,0,0,11,5,0,0,0,0,5,10,0,0,0,0,10,11,0,0,0,0,11,16,0,0,0,0,16,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,9,0,0,0,0,9,104,0,0,0,0,104
POA3314,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,9,0,0,0,0,9,15,0,0,0,0,15,7,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,53,0,0,0,0,53
POA3315,19,0,0,0,0,19,18,0,0,0,0,22,20,0,0,0,0,20,23,0,0,0,0,23,18,0,0,0,0,21,26,0,0,0,0,26,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,11,0,0,0,0,11,154,3,0,0,0,158
POA3317,5,0,0,0,0,5,8,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21
POA3318,12,0,0,0,0,12,6,0,0,0,0,6,8,0,0,0,0,8,14,0,0,0,0,17,16,0,0,0,0,16,22,0,0,0,0,22,10,0,0,0,0,10,4,0,0,0,0,4,3,0,0,0,0,3,6,0,0,0,0,6,3,0,0,0,0,4,10,0,0,0,0,10,114,0,0,0,0,117
POA3319,6,0,0,0,0,6,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,42,0,0,0,0,44
POA3321,18,0,0,0,0,18,0,0,0,0,0,0,11,0,0,0,0,11,10,0,0,0,0,10,12,0,0,0,0,12,46,0,0,0,0,46,54,0,0,0,0,54,85,0,0,0,0,85,46,0,0,0,0,46,16,0,0,0,0,16,18,0,0,0,0,18,17,0,0,0,0,17,327,0,0,0,0,327
POA3322,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,27,0,0,0,0,27
POA3323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
POA3324,16,0,0,0,0,16,3,0,0,0,0,3,9,0,0,0,0,9,13,0,0,0,0,13,13,0,0,0,0,13,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,70,0,0,0,0,70
POA3325,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,7,0,0,0,0,7,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,44
POA3328,14,0,0,0,0,14,11,0,0,0,0,11,3,0,0,0,0,3,7,0,0,0,0,7,10,0,0,0,0,10,44,0,0,0,0,44,80,0,0,0,0,80,124,0,0,0,0,124,70,0,0,0,0,71,32,0,0,0,0,32,13,0,0,0,0,13,26,0,0,0,0,26,437,0,0,0,0,441
POA3329,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,14,0,0,0,0,14,3,0,0,0,0,3,13,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,43
POA3330,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,26
POA3331,41,0,0,0,0,41,23,0,0,0,0,23,18,0,0,0,0,18,37,0,0,0,0,39,44,3,0,0,0,46,163,5,0,0,0,165,251,5,0,0,0,253,343,3,0,0,0,343,167,0,0,0,0,167,88,0,0,0,0,88,34,0,0,0,0,39,77,0,0,0,0,77,1279,19,0,0,0,1296
POA3332,12,0,0,0,0,12,9,0,0,0,0,9,4,0,0,0,0,4,11,0,0,0,0,11,11,0,0,0,0,11,22,0,0,0,0,22,43,0,0,0,0,43,51,0,0,0,0,51,10,0,0,0,0,10,15,0,0,0,0,15,8,0,0,0,0,8,9,0,0,0,0,9,194,0,0,0,0,194
POA3333,8,0,0,0,0,8,6,0,0,0,0,6,4,0,0,0,0,4,6,0,0,0,0,4,14,0,0,0,0,14,26,0,0,0,0,26,31,0,0,0,0,31,24,0,0,0,0,24,11,0,0,0,0,11,9,0,0,0,0,9,3,0,0,0,0,3,11,0,0,0,0,11,142,0,0,0,0,140
POA3334,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,16,0,0,0,0,16,16,0,0,0,0,16,19,0,0,0,0,19,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,88,0,0,0,0,88
POA3335,22,0,0,0,0,24,7,0,0,0,0,8,10,0,0,0,0,10,14,0,0,0,0,14,22,0,0,0,0,22,103,3,0,0,0,106,260,3,0,0,0,271,456,6,0,0,0,458,111,0,0,0,0,112,46,0,0,0,0,49,28,0,0,0,0,28,65,0,0,0,0,69,1146,13,0,0,9,1169
POA3336,80,0,0,0,0,83,13,0,0,0,0,13,13,0,0,0,0,22,31,0,0,0,0,30,48,4,0,0,0,56,212,14,0,0,0,222,489,15,0,0,0,506,1296,27,0,0,4,1326,629,7,0,0,3,635,328,5,0,0,0,334,157,3,0,0,0,158,256,4,0,0,0,261,3554,82,0,0,9,3644
POA3337,243,11,0,0,0,257,108,3,0,0,0,112,112,8,0,0,0,123,181,14,0,0,0,201,284,18,3,0,0,311,1089,102,10,0,0,1200,1514,69,5,0,0,1589,1272,31,0,0,0,1302,291,3,0,0,0,292,235,9,0,0,0,241,156,10,0,0,0,158,379,16,0,0,0,397,5858,302,26,0,0,6182
POA3338,175,8,0,0,0,181,66,7,0,0,0,75,63,4,0,0,0,68,129,8,0,0,0,140,189,18,0,0,0,204,772,52,0,0,0,829,1418,23,0,0,3,1436,1588,9,0,0,8,1601,320,0,0,0,0,322,203,6,0,0,0,205,129,0,0,0,0,125,326,6,0,0,0,336,5375,136,0,0,12,5529
POA3340,156,4,0,0,0,160,58,7,0,4,0,70,44,0,0,0,0,52,87,9,0,0,0,96,166,12,0,0,0,183,589,38,0,0,0,630,918,26,0,0,4,942,1140,19,0,0,0,1158,357,9,0,0,0,364,277,0,0,0,0,276,115,0,0,0,0,119,280,4,0,0,0,282,4194,124,0,6,3,4334
POA3341,12,0,0,0,0,12,3,0,0,0,0,3,9,0,0,0,0,9,10,0,0,0,0,10,17,0,0,0,0,17,35,0,0,0,0,35,68,0,0,0,0,68,65,0,0,0,0,66,38,0,0,0,0,38,28,0,0,0,0,28,10,0,0,0,0,10,20,0,0,0,0,20,307,0,0,0,0,312
POA3342,24,0,0,0,0,24,23,0,0,0,0,22,6,0,0,0,0,6,22,0,0,0,0,25,30,0,0,0,0,30,108,4,0,0,0,116,139,3,0,0,0,138,144,0,0,0,0,148,41,0,0,0,0,41,43,0,0,0,0,46,18,0,0,0,0,18,46,0,0,0,0,46,650,13,0,0,0,664
POA3345,8,0,0,0,0,8,10,0,0,0,0,10,8,0,0,0,0,8,5,0,0,0,0,5,16,0,0,0,0,16,35,0,0,0,0,35,48,0,0,0,0,48,63,0,0,0,0,63,29,0,0,0,0,29,19,0,0,0,0,19,14,0,0,0,0,14,7,0,0,0,0,7,262,0,0,0,0,262
POA3350,305,20,5,0,0,334,199,17,0,0,0,223,150,19,0,0,0,172,336,47,7,6,0,392,507,51,16,0,0,577,1637,148,25,5,4,1819,1714,74,6,4,3,1793,1563,58,4,4,6,1629,484,22,0,3,0,512,352,8,0,0,0,361,230,11,3,0,0,243,356,23,3,0,0,384,7851,491,75,16,11,8437
POA3351,63,0,0,0,0,63,53,0,0,0,0,53,41,0,0,0,0,41,90,0,0,0,0,90,109,0,0,0,0,109,272,0,0,4,0,278,333,0,0,0,0,336,274,0,0,0,0,274,94,0,0,0,0,96,52,0,0,0,0,54,31,0,0,0,0,31,92,0,0,0,0,92,1498,0,0,3,0,1504
POA3352,123,0,0,0,0,125,78,0,0,0,0,75,69,0,0,0,0,74,121,0,0,0,0,122,173,3,0,0,0,174,525,3,5,0,0,532,697,0,0,0,0,695,614,0,0,0,0,614,225,0,0,0,3,231,171,0,0,0,0,171,94,0,0,0,0,94,184,0,0,0,0,184,3079,13,8,4,6,3101
