POA_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA3216,..,500,398,59,31,62,39,7,0,1099,..,92,344,267,319,578,890,824,566,3878,38,166,73,30,30,40,29,14,5,431,4809,3520,3850,3773,3587,3277,2925,1987,832,28553,..,55,2129,4510,4332,3889,3461,2171,504,21051,..,488,2213,1043,697,394,192,72,3,5094,..,43,184,487,736,401,154,103,70,2176,9929,..,..,..,..,..,..,..,..,9929,..,3032,..,..,..,..,..,..,..,3032,..,1679,851,281,175,102,20,0,0,3106,..,213,198,64,57,106,103,76,43,857,..,219,253,34,25,15,4,4,0,558,..,1177,1144,157,94,116,84,10,3,2794,..,170,634,538,683,1007,1263,1074,732,6103,79,311,157,64,61,75,51,23,16,835,10005,7393,7772,7172,6854,6104,5330,3526,1369,55533
POA3217,..,319,190,26,11,16,6,0,0,562,..,31,141,82,61,111,140,41,8,614,18,41,24,13,8,9,13,0,0,121,2345,1291,2420,1685,902,706,507,155,30,10034,..,39,1735,2177,1068,815,611,226,22,6687,..,341,1428,500,201,71,32,9,0,2588,..,10,121,264,229,123,20,7,7,786,4798,..,..,..,..,..,..,..,..,4798,..,692,..,..,..,..,..,..,..,692,..,482,213,38,13,12,0,0,0,764,..,102,128,28,22,44,33,15,14,382,..,103,167,27,11,6,3,0,0,323,..,525,451,61,23,28,9,0,0,1101,..,59,292,175,124,170,184,60,8,1072,43,70,52,32,20,16,16,7,0,258,4842,2425,4582,3311,1721,1283,918,328,55,19462
POA3218,..,121,138,24,16,18,3,0,0,328,..,55,184,139,137,234,234,147,91,1228,6,22,21,10,8,7,3,6,9,102,1333,796,1263,1141,944,852,612,330,143,7419,..,20,743,1331,973,803,608,298,66,4839,..,132,663,346,223,159,78,20,0,1616,..,4,45,135,196,104,44,32,20,587,2661,..,..,..,..,..,..,..,..,2661,..,599,..,..,..,..,..,..,..,599,..,314,182,74,45,21,4,0,0,629,..,42,41,14,20,31,21,8,15,191,..,33,52,10,7,12,0,0,0,120,..,243,315,59,36,39,13,8,0,707,..,92,338,263,315,439,386,218,121,2180,21,41,52,28,11,12,13,6,7,192,2686,1524,2423,2252,1828,1618,1167,593,229,14311
POA3219,..,132,136,24,41,49,22,7,0,403,..,48,163,146,203,372,435,359,159,1882,17,31,34,20,13,18,15,8,3,155,1343,1095,1464,1121,1296,1374,1170,732,248,9838,..,28,680,921,1049,1196,1115,600,123,5710,..,246,789,350,297,233,92,35,4,2041,..,26,154,262,352,211,85,56,43,1185,2721,..,..,..,..,..,..,..,..,2721,..,712,..,..,..,..,..,..,..,712,..,690,382,144,97,55,6,0,0,1377,..,102,81,31,45,84,65,36,22,464,..,70,88,26,16,12,7,3,0,220,..,280,331,68,83,86,64,15,0,929,..,89,317,310,415,621,656,480,212,3098,39,56,80,38,37,29,24,16,7,314,2768,2292,2897,2151,2387,2525,2113,1229,410,18767
POA3220,..,180,180,27,13,23,10,4,0,438,..,43,167,121,146,257,290,230,118,1368,22,55,34,8,14,16,12,13,6,183,1254,973,1128,1046,1117,1118,925,494,177,8240,..,13,526,1178,1346,1263,1048,500,105,5975,..,153,557,271,207,151,72,20,5,1431,..,3,40,119,186,109,49,25,20,546,2593,..,..,..,..,..,..,..,..,2593,..,855,..,..,..,..,..,..,..,855,..,332,217,67,43,22,3,0,0,684,..,47,50,8,17,27,30,13,4,197,..,40,54,4,3,3,6,0,0,115,..,298,426,61,33,45,30,8,0,901,..,79,303,250,284,461,434,298,156,2264,32,97,58,29,25,28,26,18,6,317,2624,1918,2230,1983,2144,2102,1706,885,288,15878
POA3221,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,4,6,0,0,20,0,4,0,0,0,0,0,0,0,4,82,54,30,46,68,54,43,8,7,382,..,0,13,62,100,81,78,17,3,349,..,3,18,12,12,3,3,0,0,53,..,0,3,4,8,7,4,0,0,30,156,..,..,..,..,..,..,..,..,156,..,61,..,..,..,..,..,..,..,61,..,31,13,10,0,0,0,0,0,59,..,0,0,0,4,0,0,0,0,7,..,0,4,0,0,0,0,0,0,8,..,0,0,0,3,0,0,0,0,7,..,0,7,0,8,6,12,6,0,38,0,4,0,0,0,3,0,0,0,4,156,101,56,93,127,108,99,24,12,770
POA3222,..,19,30,15,17,31,31,8,0,151,..,13,52,47,82,228,278,243,112,1056,7,27,16,7,9,17,14,5,4,114,1474,873,914,1076,1128,1389,1281,691,208,9025,..,15,540,1175,1234,1553,1733,839,150,7237,..,121,553,352,319,226,92,38,6,1717,..,13,85,206,231,155,51,38,25,796,3067,..,..,..,..,..,..,..,..,3067,..,848,..,..,..,..,..,..,..,848,..,587,319,97,72,35,8,0,0,1115,..,51,37,22,34,48,71,38,20,320,..,58,42,12,12,9,7,0,0,144,..,46,77,19,35,58,54,19,5,318,..,23,111,114,165,359,446,339,152,1706,26,58,34,28,27,28,35,12,3,237,3089,1811,1798,2027,2132,2466,2501,1316,356,17497
POA3223,..,8,10,9,8,25,20,15,0,90,..,9,20,33,62,132,220,185,54,716,3,6,8,3,8,32,23,14,4,115,450,273,294,378,547,865,1040,500,118,4463,..,0,143,340,525,949,1356,561,83,3960,..,47,175,146,146,160,124,34,3,832,..,4,32,54,81,53,40,28,30,321,934,..,..,..,..,..,..,..,..,934,..,222,..,..,..,..,..,..,..,222,..,182,118,52,63,36,11,0,0,450,..,31,7,13,13,32,27,29,15,170,..,25,15,0,0,10,10,0,0,58,..,22,33,21,20,43,42,22,0,194,..,10,45,66,143,262,380,287,94,1279,11,18,22,16,24,59,44,31,9,231,952,555,585,700,1026,1589,2023,987,231,8652
POA3224,..,12,25,11,9,22,16,8,3,99,..,16,57,61,66,163,211,200,68,841,10,15,9,5,10,16,6,7,0,77,1186,733,892,908,923,948,912,593,136,7231,..,7,598,1031,1091,1057,1176,718,105,5800,..,100,479,260,206,169,68,26,3,1317,..,4,83,160,190,123,38,31,14,656,2494,..,..,..,..,..,..,..,..,2494,..,706,..,..,..,..,..,..,..,706,..,555,275,67,56,30,9,0,0,983,..,48,53,11,28,40,30,18,21,257,..,35,39,9,8,12,4,3,0,114,..,31,56,28,19,43,27,17,4,230,..,34,102,122,137,266,315,285,113,1374,23,32,22,17,25,23,19,13,0,176,2521,1558,1703,1708,1768,1762,1694,1115,269,14107
POA3225,..,0,3,0,0,3,6,0,0,20,..,6,9,8,26,96,121,140,62,464,0,5,10,4,3,7,11,5,0,49,293,158,134,206,281,440,559,370,112,2551,..,0,70,242,322,480,760,446,94,2429,..,12,82,72,59,58,66,22,0,374,..,0,3,16,40,39,9,11,13,135,580,..,..,..,..,..,..,..,..,580,..,181,..,..,..,..,..,..,..,181,..,107,63,15,12,13,7,0,0,214,..,4,5,0,4,5,5,5,5,34,..,6,14,0,3,0,0,0,0,17,..,5,6,3,0,11,15,0,0,47,..,7,13,17,52,150,192,191,93,711,0,9,11,12,11,17,20,14,0,94,580,329,266,374,506,768,1083,681,210,4800
POA3226,..,60,51,21,8,22,11,3,0,180,..,11,43,50,92,232,291,191,101,1019,19,18,23,15,16,19,21,6,5,138,1687,748,807,1215,1204,1187,1125,509,180,8658,..,3,521,1522,1422,1390,1457,591,116,7032,..,55,450,405,258,203,115,32,0,1516,..,3,44,132,241,114,28,16,16,602,3374,..,..,..,..,..,..,..,..,3374,..,809,..,..,..,..,..,..,..,809,..,457,227,56,31,9,6,0,0,784,..,26,17,16,17,15,21,18,13,143,..,25,25,3,8,4,4,0,0,70,..,90,105,39,28,36,25,4,0,332,..,24,82,101,166,341,397,265,148,1517,40,35,45,30,30,34,41,13,5,278,3406,1517,1510,2302,2211,2152,2100,943,308,16453
POA3227,..,0,9,5,0,5,3,4,5,35,..,3,7,11,22,49,68,57,40,260,3,7,9,4,0,6,0,4,0,37,486,214,137,321,402,377,360,158,62,2518,..,0,72,407,554,456,526,183,28,2223,..,9,77,101,82,77,39,10,0,401,..,0,11,24,60,35,8,6,11,160,978,..,..,..,..,..,..,..,..,978,..,304,..,..,..,..,..,..,..,304,..,98,61,14,8,4,4,0,0,188,..,7,7,0,0,16,8,10,3,53,..,3,6,0,0,0,0,0,0,18,..,3,19,18,4,5,6,3,4,67,..,7,17,31,46,87,106,88,46,435,9,16,8,9,10,17,6,7,0,75,985,452,269,601,768,701,715,308,98,4903
POA3228,..,105,175,34,22,24,17,3,0,379,..,12,47,89,93,167,244,193,84,930,15,31,28,21,17,21,25,11,5,175,2430,1077,1180,1924,1669,1269,1116,536,155,11356,..,9,663,2309,2162,1632,1548,645,127,9098,..,87,659,672,472,244,96,25,0,2265,..,0,31,197,253,120,36,23,13,668,4983,..,..,..,..,..,..,..,..,4983,..,1218,..,..,..,..,..,..,..,1218,..,535,264,65,37,22,4,0,0,930,..,45,43,15,8,25,33,24,10,208,..,53,71,22,11,14,3,0,0,176,..,191,325,89,45,41,28,4,3,724,..,31,123,203,207,307,373,245,103,1605,37,59,55,46,37,46,49,23,5,368,5025,2228,2245,3618,3232,2458,2182,998,275,22248
POA3230,..,13,10,0,0,9,7,0,0,48,..,0,8,10,20,38,53,52,21,197,4,0,6,4,4,9,18,3,0,39,185,94,126,155,175,266,260,133,39,1434,..,0,41,167,198,302,327,170,25,1227,..,13,92,85,47,48,33,4,0,327,..,0,0,7,26,23,9,0,9,73,415,..,..,..,..,..,..,..,..,415,..,104,..,..,..,..,..,..,..,104,..,41,25,12,9,3,0,0,0,90,..,0,6,0,0,3,5,0,0,21,..,4,11,0,0,0,0,0,0,17,..,31,20,10,5,9,16,0,0,93,..,9,21,15,37,81,89,74,33,356,5,7,12,10,5,12,27,9,0,100,424,206,231,305,341,486,502,266,63,2820
POA3231,..,0,7,0,0,0,0,0,0,7,..,0,8,7,7,25,26,23,15,97,0,4,0,0,0,5,3,0,0,18,76,45,46,53,99,177,120,58,18,689,..,0,21,51,90,197,162,82,7,607,..,6,14,26,40,59,24,4,0,174,..,0,0,0,30,11,4,4,5,46,164,..,..,..,..,..,..,..,..,164,..,62,..,..,..,..,..,..,..,62,..,33,11,3,4,0,0,0,0,52,..,0,9,0,0,0,0,0,0,14,..,0,7,0,0,0,0,0,0,16,..,0,8,0,0,0,0,0,0,15,..,6,10,8,21,45,43,26,18,184,0,9,3,5,7,6,8,5,3,42,164,114,84,97,192,319,249,120,27,1367
POA3232,..,3,11,3,0,4,3,4,0,19,..,3,9,7,5,21,23,17,8,94,0,0,5,4,0,3,9,0,0,22,45,31,69,47,47,95,111,49,17,517,..,0,20,44,55,102,129,53,11,413,..,3,33,18,8,12,23,5,0,100,..,0,0,4,11,12,6,4,3,36,101,..,..,..,..,..,..,..,..,101,..,42,..,..,..,..,..,..,..,42,..,15,19,7,3,9,0,0,0,50,..,5,0,0,0,5,0,0,0,17,..,0,15,0,0,0,0,0,0,19,..,11,31,9,0,7,5,4,0,60,..,7,22,9,15,45,49,23,12,175,0,5,10,3,4,4,13,7,0,48,101,89,147,92,105,193,225,96,28,1073
POA3233,..,3,5,0,0,8,3,0,0,31,..,4,6,15,15,38,57,36,18,183,6,8,7,8,5,5,8,0,0,36,127,61,95,106,138,171,187,100,28,1002,..,0,38,99,125,161,197,100,22,737,..,7,65,28,59,47,32,8,6,254,..,0,7,13,34,13,4,4,0,77,248,..,..,..,..,..,..,..,..,248,..,69,..,..,..,..,..,..,..,69,..,25,23,7,6,8,0,0,0,71,..,6,3,3,3,9,4,4,0,28,..,0,11,4,5,0,0,0,0,14,..,3,26,12,7,15,10,8,0,65,..,12,21,26,36,81,108,51,20,352,8,7,9,10,5,7,11,8,6,71,259,133,191,198,276,342,364,181,48,1985
POA3234,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,5,3,0,20,0,0,0,0,0,0,4,0,0,0,18,6,8,12,9,16,25,8,0,96,..,0,3,4,15,20,22,3,0,69,..,0,3,4,0,11,5,0,0,27,..,0,0,0,0,3,0,0,0,4,29,..,..,..,..,..,..,..,..,29,..,4,..,..,..,..,..,..,..,4,..,3,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,6,..,0,0,0,0,0,5,0,0,10,..,0,4,0,8,3,10,5,0,39,0,0,0,0,0,5,0,0,0,8,29,15,16,14,25,39,38,15,0,199
POA3235,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,5,4,0,0,12,0,0,0,0,0,0,0,0,0,9,31,15,16,30,35,44,27,7,4,207,..,0,5,23,27,42,41,8,0,156,..,4,12,18,20,15,3,4,0,74,..,0,0,6,11,4,0,0,0,21,69,..,..,..,..,..,..,..,..,69,..,19,..,..,..,..,..,..,..,19,..,6,5,0,0,0,0,0,0,16,..,0,0,0,0,0,0,0,0,3,..,0,7,0,0,0,0,0,0,6,..,0,3,4,0,0,0,0,0,12,..,0,0,0,6,9,12,0,0,33,4,0,0,0,0,6,4,0,0,15,73,35,30,50,64,82,66,14,6,419
POA3236,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,5,7,0,0,15,0,0,0,0,0,0,0,0,0,9,14,6,12,14,14,23,19,6,4,114,..,0,6,9,11,17,15,4,0,67,..,0,5,0,7,10,3,0,0,28,..,0,3,0,0,8,0,0,0,19,26,..,..,..,..,..,..,..,..,26,..,8,..,..,..,..,..,..,..,8,..,6,3,4,0,0,0,0,0,15,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,6,0,0,3,7,0,0,24,0,0,0,3,0,0,3,0,0,8,26,14,25,20,29,46,35,12,4,200
POA3237,..,0,0,0,0,0,0,0,0,3,..,0,0,0,7,5,3,5,0,16,0,0,0,0,0,0,0,0,0,3,11,5,6,12,23,23,19,5,0,100,..,0,6,7,12,14,18,5,0,56,..,0,9,9,12,16,9,3,0,51,..,0,0,4,0,0,0,0,0,4,22,..,..,..,..,..,..,..,..,22,..,6,..,..,..,..,..,..,..,6,..,11,4,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,5,0,0,3,0,0,0,6,..,0,0,0,8,11,8,8,0,35,0,0,0,0,3,4,0,0,0,6,22,17,11,23,42,44,36,11,0,213
POA3238,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,12,0,0,0,10,0,0,0,0,0,0,0,0,0,6,15,8,6,16,19,25,11,0,4,104,..,0,4,12,20,33,11,9,0,84,..,3,6,10,8,6,0,0,0,30,..,0,0,4,5,0,0,0,0,10,29,..,..,..,..,..,..,..,..,29,..,9,..,..,..,..,..,..,..,9,..,4,5,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,..,0,6,3,4,21,8,0,0,38,0,0,0,3,0,0,0,0,0,7,34,13,11,27,43,58,23,5,4,223
POA3239,..,0,0,0,0,0,0,0,0,6,..,0,0,0,5,10,0,3,0,21,0,0,0,0,0,0,3,0,0,0,33,21,16,24,38,29,35,7,0,210,..,0,10,20,38,44,40,7,0,154,..,0,11,11,9,8,15,0,0,59,..,0,0,0,6,0,4,0,0,16,69,..,..,..,..,..,..,..,..,69,..,21,..,..,..,..,..,..,..,21,..,11,6,7,0,0,0,0,0,23,..,0,4,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,4,0,0,4,..,3,0,0,9,14,20,6,0,58,0,0,0,0,0,3,3,0,0,3,69,35,41,37,64,79,77,18,0,421
POA3240,..,0,0,3,0,6,5,0,0,13,..,0,0,6,5,10,11,4,7,43,0,3,3,4,0,0,0,0,0,12,210,122,86,159,148,151,95,26,13,1019,..,0,68,199,225,243,155,45,8,949,..,5,43,63,32,19,4,0,0,174,..,0,8,12,13,8,0,8,0,53,444,..,..,..,..,..,..,..,..,444,..,140,..,..,..,..,..,..,..,140,..,81,31,7,9,3,0,0,0,135,..,5,0,0,3,4,8,0,0,24,..,0,6,0,0,0,0,0,0,15,..,4,5,3,0,4,9,0,0,27,..,0,0,10,15,27,25,15,11,99,0,7,4,6,0,0,0,0,0,21,446,248,159,303,305,314,203,69,22,2071
POA3241,..,4,4,3,0,6,3,0,0,20,..,6,10,15,15,42,35,34,10,166,0,3,3,0,3,3,3,0,0,20,227,131,192,174,192,209,175,92,29,1416,..,3,107,170,187,225,217,101,15,1028,..,15,168,81,69,49,36,5,0,417,..,0,12,25,32,19,6,13,3,113,469,..,..,..,..,..,..,..,..,469,..,121,..,..,..,..,..,..,..,121,..,99,42,22,11,10,0,0,0,183,..,9,7,0,0,10,12,4,11,47,..,14,9,4,3,0,0,0,0,33,..,11,12,8,5,14,9,0,0,47,..,10,24,27,36,80,63,47,18,305,0,7,3,4,8,10,3,4,0,33,467,287,374,338,348,417,351,169,47,2793
POA3242,..,0,0,0,0,5,0,0,0,3,..,0,4,0,10,12,20,9,0,51,0,0,4,0,0,3,0,0,0,10,72,26,62,54,51,68,61,24,0,421,..,0,28,70,57,72,86,33,4,339,..,3,41,28,15,10,8,0,0,107,..,0,0,4,4,6,0,5,0,21,172,..,..,..,..,..,..,..,..,172,..,39,..,..,..,..,..,..,..,39,..,25,18,0,5,0,0,0,0,48,..,0,0,0,0,0,0,3,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,8,0,0,0,10,..,0,9,9,21,28,33,14,0,104,0,3,3,0,0,3,0,0,0,16,167,68,101,117,105,124,131,55,5,867
POA3243,..,0,5,0,0,0,0,0,0,5,..,0,0,0,0,7,0,3,0,14,0,0,0,0,0,0,0,0,0,0,20,12,15,23,25,23,31,7,3,159,..,0,14,30,32,32,48,12,0,163,..,3,8,4,8,6,12,0,0,39,..,0,3,0,4,0,3,0,0,7,54,..,..,..,..,..,..,..,..,54,..,13,..,..,..,..,..,..,..,13,..,8,6,4,0,0,0,0,0,25,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,5,3,0,8,7,5,5,0,36,0,0,0,3,0,0,0,0,0,9,54,29,35,39,47,50,73,20,6,350
POA3249,..,0,3,0,8,3,3,3,0,21,..,5,5,10,11,25,38,15,7,118,3,6,3,3,0,6,4,0,0,17,279,149,140,180,219,233,209,70,18,1504,..,0,87,202,275,326,284,95,6,1286,..,25,89,56,84,48,32,3,0,339,..,0,7,27,21,15,12,9,7,92,590,..,..,..,..,..,..,..,..,590,..,150,..,..,..,..,..,..,..,150,..,135,47,15,6,12,0,0,0,210,..,8,0,0,0,5,20,8,5,52,..,10,10,0,0,4,0,0,0,33,..,9,8,0,8,15,13,4,0,46,..,5,12,30,31,87,69,39,19,295,3,12,6,3,4,9,3,5,0,43,590,345,271,341,439,521,427,164,37,3136
POA3250,..,37,61,16,24,22,11,3,0,189,..,28,42,47,92,197,214,225,155,999,14,14,14,9,9,14,17,3,3,104,978,644,762,655,732,763,741,485,218,5980,..,3,387,709,685,744,827,481,112,3955,..,162,417,188,198,133,64,11,4,1174,..,19,94,125,155,78,31,33,20,542,2029,..,..,..,..,..,..,..,..,2029,..,478,..,..,..,..,..,..,..,478,..,416,177,59,49,20,4,0,0,728,..,53,43,18,13,42,29,27,8,241,..,35,75,22,18,9,0,0,0,156,..,91,188,58,58,55,37,12,3,504,..,61,141,126,209,353,354,325,178,1758,20,20,32,24,21,23,19,9,6,179,2051,1329,1562,1334,1410,1450,1370,899,335,11742
POA3251,..,0,0,0,0,0,0,0,0,4,..,0,0,0,4,3,12,6,0,23,0,0,0,0,0,0,0,0,0,0,35,11,23,31,39,32,35,10,9,238,..,0,14,38,41,54,49,15,3,215,..,3,13,10,4,4,9,0,0,48,..,0,0,0,8,0,0,0,3,16,73,..,..,..,..,..,..,..,..,73,..,17,..,..,..,..,..,..,..,17,..,16,13,0,0,3,0,0,0,32,..,0,3,0,0,3,0,0,9,19,..,0,0,0,0,0,0,0,0,0,..,0,5,6,0,0,5,0,0,13,..,0,0,7,11,17,27,14,0,72,0,0,0,0,0,0,0,0,0,3,73,40,45,64,75,83,90,27,11,505
POA3254,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,34,14,26,14,18,22,11,4,0,153,..,4,14,24,15,28,15,3,0,105,..,3,23,8,7,0,0,0,0,37,..,0,0,0,6,8,0,0,0,13,77,..,..,..,..,..,..,..,..,77,..,11,..,..,..,..,..,..,..,11,..,14,5,0,0,0,0,0,0,18,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,0,5,7,7,4,0,0,28,0,0,0,0,0,0,0,0,0,0,77,33,48,39,32,44,21,9,0,305
POA3260,..,6,8,4,6,4,7,3,0,31,..,4,13,13,32,60,88,86,44,343,8,10,3,0,5,3,0,0,0,29,345,194,195,220,281,333,336,219,59,2181,..,6,119,252,318,387,448,229,32,1786,..,33,96,68,79,46,33,10,0,373,..,10,17,43,37,35,11,14,12,171,706,..,..,..,..,..,..,..,..,706,..,155,..,..,..,..,..,..,..,155,..,142,71,26,27,14,0,0,0,281,..,18,10,3,6,12,13,4,4,66,..,12,7,5,4,4,0,0,0,29,..,23,29,9,9,14,18,8,0,106,..,15,38,22,68,128,156,135,58,627,9,13,8,0,7,9,7,0,0,58,715,428,393,429,551,653,675,402,110,4357
POA3264,..,9,4,0,3,9,4,3,0,26,..,0,15,5,17,37,34,46,27,179,0,3,0,4,0,0,3,0,0,11,158,94,103,113,125,193,128,102,35,1056,..,0,55,117,136,182,163,97,24,775,..,30,60,22,20,32,15,0,0,177,..,0,8,20,28,21,8,10,0,108,331,..,..,..,..,..,..,..,..,331,..,72,..,..,..,..,..,..,..,72,..,67,41,16,11,7,0,0,0,142,..,7,6,0,4,6,3,5,0,30,..,5,11,3,4,0,0,0,0,21,..,19,17,3,6,17,7,4,0,67,..,10,24,16,30,70,54,62,42,300,4,3,4,4,7,0,3,0,0,32,336,211,218,199,248,337,262,175,73,2059
POA3265,..,3,0,0,0,4,0,0,0,6,..,8,5,3,7,18,17,7,5,83,0,0,3,0,4,3,0,0,0,21,279,144,147,132,196,201,107,39,15,1262,..,0,117,164,265,280,169,55,9,1060,..,13,83,50,36,50,15,0,0,247,..,0,9,18,15,17,3,14,9,91,525,..,..,..,..,..,..,..,..,525,..,147,..,..,..,..,..,..,..,147,..,108,34,10,10,8,0,0,0,180,..,7,11,0,0,11,9,0,5,46,..,7,0,0,7,0,0,0,0,22,..,4,0,0,4,3,5,4,0,17,..,16,31,25,28,44,43,27,12,214,0,4,9,0,8,10,3,0,0,31,530,304,292,269,374,428,250,98,32,2588
POA3266,..,0,9,0,4,6,3,4,0,26,..,3,12,9,20,33,26,49,24,168,0,0,3,3,0,5,7,0,0,19,239,136,146,132,197,212,153,115,34,1384,..,0,83,136,233,274,223,120,35,1105,..,39,80,46,44,22,18,7,0,257,..,4,16,25,25,17,5,18,0,117,499,..,..,..,..,..,..,..,..,499,..,118,..,..,..,..,..,..,..,118,..,112,51,12,20,7,0,0,0,193,..,13,13,5,5,3,7,0,4,51,..,5,5,4,3,0,0,0,0,18,..,0,10,6,3,7,7,4,0,43,..,15,26,14,46,71,51,68,37,325,5,4,5,6,3,6,7,4,0,45,505,307,289,255,389,415,323,219,76,2772
