POA_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA3450,..,11,24,14,20,8,18,14,0,112,..,6,9,34,50,163,235,209,95,803,10,7,15,3,10,16,12,3,6,71,410,207,245,393,453,521,622,406,145,3411,..,6,80,283,329,443,537,332,61,2068,..,24,156,224,168,108,107,29,11,818,..,0,32,67,135,59,30,17,15,373,889,..,..,..,..,..,..,..,..,889,..,215,..,..,..,..,..,..,..,215,..,113,69,30,29,20,4,0,0,267,..,20,10,0,7,17,24,9,8,100,..,11,15,12,3,8,7,0,0,61,..,27,50,26,26,22,29,17,3,210,..,15,32,65,107,276,357,281,130,1260,21,12,25,15,11,24,13,3,6,126,913,442,470,734,829,976,1113,695,233,6400
POA3451,..,0,9,9,20,21,15,4,0,74,..,0,10,14,33,86,110,64,20,335,3,7,8,0,7,8,5,0,0,46,455,217,249,353,414,476,390,178,43,2767,..,4,142,314,390,461,410,200,43,1962,..,30,158,172,181,134,77,26,3,771,..,7,12,62,85,46,23,13,8,253,940,..,..,..,..,..,..,..,..,940,..,226,..,..,..,..,..,..,..,226,..,163,76,28,20,10,3,0,0,297,..,13,4,7,5,19,20,11,6,83,..,12,13,8,10,7,8,4,0,55,..,9,25,17,30,33,24,9,0,149,..,8,36,32,76,157,202,103,30,636,11,10,16,3,14,15,11,0,0,84,944,475,479,646,813,865,782,357,91,5450
POA3453,..,0,3,0,3,0,3,0,0,6,..,0,0,3,11,14,20,22,7,71,3,8,0,0,0,3,6,0,0,22,141,79,70,91,124,146,115,57,13,848,..,3,35,105,153,187,166,77,5,741,..,4,55,44,28,48,9,4,0,189,..,0,12,19,21,9,7,0,6,64,272,..,..,..,..,..,..,..,..,272,..,81,..,..,..,..,..,..,..,81,..,73,13,10,3,3,0,0,0,103,..,3,0,5,0,10,6,0,3,27,..,0,9,7,0,0,0,0,0,14,..,0,0,0,5,0,8,0,0,19,..,3,9,9,24,32,38,33,9,154,3,8,4,3,0,5,11,0,0,38,278,169,137,186,239,295,247,122,18,1703
POA3458,..,0,3,0,3,0,8,3,0,20,..,0,6,7,21,43,46,25,11,152,6,0,0,4,6,4,3,4,0,34,116,58,71,111,165,202,175,82,12,1000,..,0,40,117,175,214,210,110,11,878,..,0,52,63,43,58,19,3,0,240,..,0,0,8,24,20,12,4,0,71,285,..,..,..,..,..,..,..,..,285,..,53,..,..,..,..,..,..,..,53,..,59,22,11,3,5,0,0,0,105,..,3,3,0,0,4,8,5,0,30,..,4,0,0,0,4,0,0,0,12,..,4,4,4,9,12,10,3,0,38,..,8,8,14,37,76,82,41,10,284,13,0,4,9,13,10,12,4,3,68,295,129,138,223,314,391,357,173,29,2046
POA3460,..,6,16,4,0,7,13,0,0,49,..,0,5,15,35,91,88,63,35,342,0,4,11,3,3,6,0,4,0,30,157,65,114,133,184,271,228,121,52,1337,..,0,52,83,132,215,183,102,18,788,..,3,74,88,70,69,43,12,0,365,..,0,7,33,41,20,12,7,9,135,290,..,..,..,..,..,..,..,..,290,..,61,..,..,..,..,..,..,..,61,..,50,28,10,11,9,0,0,0,109,..,3,5,4,0,0,9,7,6,35,..,3,15,3,0,4,6,0,0,28,..,11,30,3,3,18,23,4,0,91,..,4,15,30,61,144,139,78,40,515,0,7,13,3,5,19,3,4,0,56,293,154,231,260,341,495,422,206,74,2468
POA3461,..,5,10,4,13,8,17,0,0,63,..,4,14,9,52,73,92,40,11,302,4,8,8,8,5,9,11,3,0,52,271,143,141,228,377,382,366,125,27,2060,..,0,55,211,339,361,396,158,16,1539,..,14,94,135,169,149,91,10,0,672,..,0,4,21,42,32,16,7,10,137,538,..,..,..,..,..,..,..,..,538,..,158,..,..,..,..,..,..,..,158,..,101,56,25,17,8,3,0,0,202,..,3,5,0,7,16,14,4,8,58,..,13,11,11,4,8,6,0,0,54,..,3,30,7,25,28,42,3,0,141,..,4,30,31,96,132,167,81,22,567,9,13,9,9,21,23,16,6,0,102,543,303,288,449,722,756,756,280,64,4162
POA3462,..,0,0,0,0,0,0,0,0,4,..,0,0,3,11,27,26,15,5,87,0,0,0,0,0,0,0,0,0,6,69,34,39,59,81,104,105,42,10,545,..,0,16,61,85,102,129,49,4,445,..,3,21,17,28,31,13,3,0,128,..,0,0,17,23,5,3,0,0,51,167,..,..,..,..,..,..,..,..,167,..,52,..,..,..,..,..,..,..,52,..,31,24,4,7,0,5,0,0,57,..,0,4,0,5,4,3,0,0,10,..,0,0,0,0,0,0,0,0,8,..,0,4,0,0,6,4,0,0,15,..,0,6,6,20,54,66,25,9,195,0,0,0,0,0,0,0,0,0,9,167,86,78,111,159,213,224,95,17,1142
POA3463,..,0,6,3,3,14,13,4,0,41,..,5,0,8,20,56,58,49,11,202,0,5,0,9,3,6,5,0,0,29,130,69,83,93,165,260,243,114,27,1180,..,0,60,72,141,255,277,115,23,941,..,8,46,34,55,78,51,16,0,284,..,0,4,14,27,14,16,11,4,80,258,..,..,..,..,..,..,..,..,258,..,69,..,..,..,..,..,..,..,69,..,60,33,17,22,3,0,0,0,137,..,6,12,5,7,8,7,5,3,51,..,6,0,0,0,3,5,0,0,18,..,0,6,6,18,22,23,13,0,78,..,5,8,17,41,103,128,83,16,405,5,9,0,13,4,8,7,0,0,47,260,166,167,179,310,494,509,238,50,2364
POA3464,..,0,0,0,0,0,3,0,0,5,..,0,3,0,6,15,25,19,3,68,0,0,0,3,0,0,0,0,0,6,98,50,59,57,66,91,91,34,4,552,..,0,31,63,78,111,108,34,3,432,..,9,35,19,21,18,9,0,0,115,..,0,7,9,7,0,8,3,0,41,223,..,..,..,..,..,..,..,..,223,..,36,..,..,..,..,..,..,..,36,..,43,12,8,6,4,0,0,0,78,..,3,0,0,0,5,0,0,3,16,..,0,0,0,0,0,0,0,0,8,..,0,7,0,0,0,3,0,0,15,..,0,8,10,16,32,46,23,4,132,0,6,4,9,3,4,0,0,0,23,218,109,101,119,139,169,177,66,14,1116
POA3465,..,16,12,9,17,19,17,7,4,109,..,16,51,38,73,168,230,203,104,883,11,11,7,8,0,18,13,3,3,75,683,424,464,413,580,731,794,514,159,4774,..,4,185,317,514,676,856,565,92,3210,..,97,249,151,160,125,88,36,5,910,..,13,109,108,124,90,48,28,22,538,1387,..,..,..,..,..,..,..,..,1387,..,315,..,..,..,..,..,..,..,315,..,290,139,60,60,28,9,0,0,583,..,43,21,12,28,32,31,25,9,201,..,21,33,9,7,6,3,0,0,86,..,40,35,19,42,45,45,24,3,248,..,28,98,87,186,333,418,326,154,1622,28,32,21,19,18,23,22,11,9,180,1413,892,885,783,1135,1352,1514,1018,291,9286
POA3467,..,0,4,0,0,0,0,0,0,7,..,0,7,0,10,12,14,28,4,83,0,0,0,0,0,0,0,0,0,9,100,53,62,62,75,76,100,56,13,591,..,0,24,42,86,85,139,55,8,447,..,11,48,24,21,11,18,4,0,132,..,0,8,12,16,8,5,4,4,63,195,..,..,..,..,..,..,..,..,195,..,44,..,..,..,..,..,..,..,44,..,32,16,13,6,4,0,0,0,64,..,6,0,0,0,6,3,0,0,24,..,0,8,3,0,0,0,0,0,10,..,0,4,0,0,4,3,0,0,16,..,4,4,11,25,40,60,53,15,200,0,0,0,0,0,7,4,0,0,24,198,106,120,105,156,156,231,119,28,1208
POA3468,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,9,6,0,0,25,0,0,0,0,0,0,0,0,0,0,13,11,7,13,13,23,23,11,5,129,..,0,3,17,18,27,27,19,3,113,..,7,3,4,6,5,3,0,0,26,..,0,0,0,0,4,0,0,0,7,30,..,..,..,..,..,..,..,..,30,..,7,..,..,..,..,..,..,..,7,..,9,3,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,3,0,3,13,15,4,3,42,0,0,0,0,0,0,0,0,0,0,30,23,14,30,27,51,47,26,3,249
POA3469,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,6,3,0,24,0,0,0,0,0,0,0,0,0,0,8,4,5,4,13,22,22,6,7,102,..,0,6,6,25,19,25,10,5,94,..,0,4,0,6,7,0,0,0,12,..,0,0,0,0,7,0,0,0,3,22,..,..,..,..,..,..,..,..,22,..,9,..,..,..,..,..,..,..,9,..,8,4,4,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,4,..,0,0,3,3,13,12,11,5,51,0,3,0,0,0,0,0,0,0,6,22,16,14,9,38,43,40,24,11,208
POA3472,..,0,0,0,6,9,4,3,0,21,..,0,0,3,9,27,43,34,5,118,0,8,0,0,0,3,3,0,0,15,94,46,40,51,84,128,123,76,15,668,..,0,25,41,57,108,99,74,15,424,..,6,16,20,40,39,19,4,0,144,..,3,9,16,19,14,5,6,5,77,173,..,..,..,..,..,..,..,..,173,..,30,..,..,..,..,..,..,..,30,..,41,12,6,15,10,0,0,0,83,..,4,0,0,0,12,10,4,3,34,..,5,4,3,0,5,4,0,0,16,..,0,6,0,8,18,15,8,0,53,..,0,7,8,28,72,86,62,8,267,0,7,6,0,5,7,9,0,0,41,171,97,87,96,174,265,252,168,30,1338
POA3475,..,0,0,0,0,5,0,0,0,5,..,0,0,0,0,6,6,3,6,22,0,0,0,0,0,0,0,0,0,0,20,3,10,11,24,36,32,9,6,156,..,0,10,9,11,34,49,18,3,137,..,0,5,6,10,7,7,0,0,38,..,0,0,0,8,5,0,6,0,13,45,..,..,..,..,..,..,..,..,45,..,0,..,..,..,..,..,..,..,0,..,7,4,4,0,4,0,0,0,23,..,0,0,0,0,0,7,0,0,6,..,0,0,0,0,0,4,0,0,6,..,0,0,4,0,4,0,0,0,4,..,0,0,3,9,17,16,14,10,60,0,0,0,0,0,0,9,0,0,8,42,8,19,27,40,65,86,30,13,333
POA3477,..,0,0,0,5,0,5,0,0,7,..,0,0,0,4,5,12,4,0,21,0,0,0,0,0,0,0,0,0,10,55,24,25,34,57,66,61,19,3,344,..,0,14,48,65,103,78,46,3,347,..,6,15,11,5,10,13,0,0,61,..,0,3,0,3,3,6,5,0,22,115,..,..,..,..,..,..,..,..,115,..,13,..,..,..,..,..,..,..,13,..,21,11,7,5,4,0,0,0,40,..,0,0,0,0,3,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,4,0,6,6,5,0,0,22,..,0,4,4,8,18,36,9,3,84,5,3,0,3,0,5,0,0,4,16,116,45,48,67,100,150,141,53,5,731
POA3478,..,7,0,0,8,3,8,0,0,28,..,12,18,13,23,46,62,55,37,258,10,3,5,0,0,0,4,5,0,23,153,109,113,86,157,189,201,138,48,1199,..,3,57,84,131,204,217,145,28,855,..,26,76,29,45,23,21,11,0,226,..,0,13,20,32,17,8,14,4,112,308,..,..,..,..,..,..,..,..,308,..,63,..,..,..,..,..,..,..,63,..,72,35,8,24,11,0,0,0,146,..,9,0,0,8,6,6,4,4,43,..,4,4,9,4,0,0,0,0,22,..,6,4,0,13,6,9,4,0,51,..,12,38,26,51,88,122,83,47,474,13,7,6,6,0,6,10,5,0,43,322,212,239,176,311,359,397,262,83,2351
POA3480,..,0,0,0,3,0,0,0,0,13,..,4,12,0,11,21,31,32,20,127,0,0,0,0,3,0,0,0,0,8,123,54,75,76,96,136,114,70,26,775,..,3,48,80,116,174,147,78,12,659,..,8,40,22,25,19,12,3,0,125,..,0,9,11,12,8,5,3,5,55,255,..,..,..,..,..,..,..,..,255,..,70,..,..,..,..,..,..,..,70,..,45,27,5,6,6,0,0,0,91,..,3,3,3,0,7,5,0,4,27,..,0,0,0,0,4,4,0,0,10,..,7,0,4,3,5,0,3,0,24,..,4,16,7,24,50,62,48,27,251,0,9,6,3,6,3,0,0,0,25,257,156,147,138,197,275,238,142,51,1594
POA3482,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,8,6,3,8,8,15,7,9,0,71,..,0,0,4,12,18,8,11,0,59,..,0,4,4,0,3,0,0,0,13,..,0,0,0,0,0,0,0,0,5,27,..,..,..,..,..,..,..,..,27,..,7,..,..,..,..,..,..,..,7,..,5,0,6,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,8,..,0,0,0,5,8,5,4,0,24,0,0,0,0,0,0,0,0,0,0,27,9,10,20,18,34,23,20,0,156
POA3483,..,0,0,0,0,0,0,0,0,4,..,0,0,3,5,3,16,14,10,50,0,0,0,0,3,0,0,0,0,3,75,38,50,38,51,51,54,26,18,402,..,0,24,56,58,71,71,30,9,326,..,10,24,8,16,8,4,0,0,76,..,0,8,3,3,0,8,0,4,19,139,..,..,..,..,..,..,..,..,139,..,40,..,..,..,..,..,..,..,40,..,15,16,6,3,3,0,0,0,42,..,0,5,0,0,0,4,0,0,13,..,0,6,0,0,0,0,0,0,6,..,3,4,0,0,3,4,0,0,15,..,5,7,13,20,20,34,18,13,122,0,0,0,0,5,0,0,0,0,10,139,76,92,78,108,109,119,52,23,803
POA3485,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,7,14,5,6,22,0,0,0,0,0,0,0,0,0,0,6,9,0,10,15,25,33,11,7,114,..,0,0,9,22,41,30,14,4,123,..,5,0,0,7,0,4,0,0,15,..,0,0,0,0,0,0,0,0,3,25,..,..,..,..,..,..,..,..,25,..,11,..,..,..,..,..,..,..,11,..,6,0,4,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,3,0,0,9,..,0,0,0,0,9,20,12,7,49,3,0,0,0,0,0,0,0,0,4,26,24,5,18,36,57,59,27,11,247
POA3487,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,3,6,3,3,5,3,0,0,32,..,0,0,9,8,7,7,0,0,25,..,0,0,0,0,4,0,0,0,3,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,7,..,..,..,..,..,..,..,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,12,6,9,12,10,8,0,0,67
POA3488,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,8,3,7,0,3,7,4,5,0,41,..,0,3,4,10,10,11,5,0,40,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,3,..,..,..,..,..,..,..,3,..,0,6,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,13,9,11,9,13,12,15,3,0,79
POA3489,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,8,4,5,6,0,0,29,..,0,4,4,3,0,11,3,0,23,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,19,..,..,..,..,..,..,..,..,19,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,4,19,3,4,6,3,8,12,3,0,54
POA3490,..,4,4,0,0,0,4,0,0,9,..,0,5,0,7,3,27,21,19,81,0,0,0,4,0,0,7,0,0,9,81,36,54,49,56,80,95,49,27,524,..,0,40,58,75,111,105,67,9,461,..,4,32,18,9,19,11,0,0,90,..,4,8,8,11,8,0,0,0,40,145,..,..,..,..,..,..,..,..,145,..,43,..,..,..,..,..,..,..,43,..,26,8,10,0,3,0,0,0,50,..,7,0,0,0,4,8,0,4,14,..,3,3,0,0,0,0,0,0,8,..,8,10,3,0,0,9,0,0,30,..,8,17,10,18,20,53,31,29,194,0,0,3,7,0,5,5,3,0,23,150,96,121,106,123,164,189,107,49,1098
POA3491,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,15,7,5,11,7,8,9,6,0,65,..,0,4,0,5,12,10,6,0,43,..,4,0,8,6,0,0,0,0,16,..,0,0,0,0,0,0,0,0,3,27,..,..,..,..,..,..,..,..,27,..,9,..,..,..,..,..,..,..,9,..,3,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,4,0,0,0,8,8,0,0,17,0,0,0,0,0,0,0,0,0,0,27,19,10,12,18,22,15,11,4,133
POA3494,..,0,19,0,6,3,0,0,0,26,..,0,0,4,0,8,5,0,0,15,0,0,0,0,0,0,0,0,0,3,40,19,43,41,27,57,17,0,0,248,..,0,11,36,28,65,40,12,0,196,..,7,24,21,8,7,0,0,0,73,..,0,0,0,3,7,0,0,0,14,89,..,..,..,..,..,..,..,..,89,..,18,..,..,..,..,..,..,..,18,..,15,7,4,0,0,0,0,0,22,..,0,0,0,0,4,3,0,0,13,..,0,0,0,0,0,0,0,0,6,..,4,34,12,7,3,0,0,0,60,..,5,19,14,12,22,4,3,0,79,0,0,0,4,0,0,0,0,0,10,91,48,105,83,61,111,56,18,3,577
POA3496,..,7,6,7,11,11,10,5,0,52,..,11,13,11,25,74,66,43,39,275,13,14,10,3,5,10,3,3,0,59,538,326,349,337,388,410,286,134,58,2836,..,7,246,355,424,520,366,160,24,2103,..,65,155,140,118,56,32,7,0,570,..,9,46,59,74,34,21,16,10,270,1099,..,..,..,..,..,..,..,..,1099,..,233,..,..,..,..,..,..,..,233,..,258,97,41,28,12,4,0,0,439,..,24,23,10,14,18,25,6,7,131,..,20,32,10,7,3,0,0,0,80,..,18,26,21,24,26,13,9,0,131,..,19,45,51,76,175,128,83,59,635,21,23,14,14,9,15,7,5,0,113,1119,672,690,694,789,856,601,289,99,5811
POA3498,..,7,12,5,3,5,7,0,0,36,..,5,25,12,20,47,41,60,35,242,7,14,5,6,11,0,7,0,0,48,500,319,322,312,401,347,261,162,48,2678,..,3,233,373,512,478,389,181,19,2180,..,68,175,90,78,51,24,18,3,516,..,6,22,48,60,25,12,15,10,192,1030,..,..,..,..,..,..,..,..,1030,..,270,..,..,..,..,..,..,..,270,..,219,98,30,24,8,0,0,0,379,..,31,15,12,11,13,16,11,8,106,..,18,11,11,0,3,6,0,0,49,..,14,46,14,3,7,8,4,0,115,..,9,48,38,48,93,85,86,46,458,15,26,16,6,18,5,12,0,0,99,1040,663,667,618,757,686,555,312,75,5379
POA3500,..,137,188,76,57,59,38,12,3,572,..,71,236,140,239,427,523,472,278,2396,25,35,56,19,43,46,44,8,0,279,2871,1793,2390,1982,2026,2042,1781,1103,432,16412,..,74,1302,1866,1840,2043,1920,1063,270,10379,..,379,1102,553,427,334,178,48,11,3026,..,56,343,479,518,269,102,90,44,1907,5761,..,..,..,..,..,..,..,..,5761,..,1219,..,..,..,..,..,..,..,1219,..,1116,503,154,128,81,12,0,0,1992,..,225,155,45,69,108,99,63,20,786,..,133,193,75,46,28,15,0,0,483,..,272,457,188,143,134,95,25,4,1327,..,141,471,332,519,793,826,686,371,4132,65,69,105,56,76,72,77,25,3,549,5828,3685,4621,3747,3770,3858,3327,1999,726,31550
POA3501,..,0,4,0,0,0,0,0,0,7,..,0,4,3,3,12,15,9,5,53,0,5,0,3,0,0,0,0,0,11,240,104,89,150,147,146,89,36,17,1014,..,0,69,204,214,197,137,43,9,885,..,7,26,36,41,35,9,3,0,160,..,0,4,7,15,12,0,4,6,48,468,..,..,..,..,..,..,..,..,468,..,93,..,..,..,..,..,..,..,93,..,85,37,4,9,5,0,0,0,150,..,6,0,0,0,5,5,5,4,33,..,0,6,0,0,0,0,0,4,12,..,4,6,4,4,3,0,0,0,20,..,0,10,12,16,33,34,17,8,132,0,5,4,3,3,4,0,0,0,20,471,203,167,278,301,292,191,80,27,2017
POA3505,..,9,8,7,3,7,5,0,0,29,..,5,7,3,15,48,46,40,28,199,9,3,8,9,3,3,4,0,0,37,436,224,239,268,303,337,252,118,46,2204,..,13,160,298,348,394,339,158,21,1721,..,39,139,76,84,59,27,9,0,424,..,4,38,54,60,38,8,12,6,207,893,..,..,..,..,..,..,..,..,893,..,183,..,..,..,..,..,..,..,183,..,156,73,20,11,10,0,0,0,272,..,15,13,0,10,16,17,12,0,95,..,4,13,5,13,6,0,0,0,45,..,8,11,5,14,13,12,3,0,73,..,13,31,21,60,114,95,65,39,437,14,16,14,8,12,11,9,0,0,89,906,458,485,495,611,650,507,247,69,4436
POA3506,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,0,0,11,..,0,0,0,4,4,0,0,0,10,..,5,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,6,7,3,6,3,4,5,0,3,5,24
POA3507,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,7,3,0,0,15,0,0,0,0,0,0,0,0,0,0,13,7,3,4,10,11,14,0,0,65,..,0,0,8,13,11,17,3,0,51,..,3,0,0,0,6,0,0,0,6,..,0,0,0,6,0,0,0,0,7,31,..,..,..,..,..,..,..,..,31,..,4,..,..,..,..,..,..,..,4,..,3,0,0,0,0,0,0,0,0,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,0,..,0,0,0,0,6,7,4,0,23,0,0,0,0,0,0,0,0,0,0,31,21,9,12,12,19,25,9,3,141
POA3509,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,0,4,0,15,0,5,0,0,0,0,0,0,0,0,20,4,9,11,16,21,10,9,0,98,..,0,4,14,13,29,21,14,5,98,..,0,6,0,0,3,3,0,0,6,..,0,6,6,0,0,3,0,0,6,33,..,..,..,..,..,..,..,..,33,..,4,..,..,..,..,..,..,..,4,..,3,3,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,5,0,5,7,5,29,0,5,0,0,0,0,0,0,0,5,33,10,20,23,24,43,27,16,4,204
POA3512,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,3,6,8,17,0,0,0,0,0,0,0,0,0,3,30,12,11,19,11,25,19,11,4,145,..,0,22,30,23,30,30,14,0,153,..,0,0,3,0,3,0,0,0,17,..,0,0,0,7,0,0,0,0,12,66,..,..,..,..,..,..,..,..,66,..,12,..,..,..,..,..,..,..,12,..,4,0,3,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,10,3,7,16,8,5,4,52,3,0,0,0,0,0,0,0,0,13,73,21,27,43,34,50,48,28,9,334
