POA_CODE_2021,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
POA3733,4,9,6,8,7,17,6,4,0,64,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3735,8,9,45,27,41,52,16,3,0,201,0,0,6,3,7,9,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,18,3,5,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,3,5,4,0,9,0,0,0,27,0,0,5,7,8,15,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA3737,67,80,165,180,217,239,102,16,4,1071,0,5,4,0,7,19,16,0,0,57,0,0,0,0,0,0,0,0,0,0,8,6,12,10,13,17,3,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,9,3,7,3,0,0,0,20,0,0,0,0,4,4,0,0,0,15,21,9,8,19,28,33,4,0,0,114,28,9,17,11,28,13,7,0,0,114,0,0,0,3,7,3,0,0,0,19,0,0,0,0,8,0,0,0,0,3,0,0,5,9,3,10,0,0,0,23,0,0,0,3,5,0,0,0,0,15,0,8,8,17,12,12,0,0,0,54,0,3,6,0,0,6,0,0,0,21,0,0,8,7,17,11,0,0,0,44,0,4,22,24,18,28,11,0,0,105,0,20,45,46,61,74,19,0,0,264,0,0,3,0,0,0,3,0,0,9,0,3,10,5,11,4,0,0,0,35
POA3738,4,3,13,7,10,15,4,0,0,54,0,0,0,0,5,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,8,0,9,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3739,6,0,7,11,12,15,11,0,0,63,0,0,0,0,0,5,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,3,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3740,9,22,50,59,75,66,22,3,0,316,0,0,0,0,4,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,3,7,6,5,0,0,0,20,0,0,0,3,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,5,9,10,7,5,0,0,39,0,3,9,6,18,9,0,0,0,55,3,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,3,3,3,4,0,0,0,21,0,0,0,3,3,3,0,0,0,14,0,0,3,9,7,3,0,0,0,23,0,0,3,10,3,5,0,0,0,22,0,0,13,15,9,17,4,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11
POA3741,42,59,142,159,184,174,62,14,0,841,0,0,0,0,4,8,0,4,0,24,0,0,0,0,0,0,0,0,0,0,5,0,0,9,4,10,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,6,0,0,0,17,0,0,3,0,5,3,0,0,0,10,9,6,12,12,10,27,0,0,0,79,15,22,33,29,28,18,15,0,0,165,0,0,3,0,5,0,3,0,0,15,0,0,0,0,4,0,0,0,0,3,0,0,0,4,0,0,0,0,0,13,0,0,0,0,8,0,4,0,0,16,0,3,4,21,8,6,0,0,0,44,0,3,6,6,6,3,0,0,0,34,0,0,7,19,26,9,0,0,0,61,0,5,20,29,29,17,0,0,0,97,3,7,13,20,21,37,9,0,0,105,0,0,4,3,3,3,0,0,0,19,0,4,3,3,12,4,0,0,0,28
POA3744,0,0,15,29,32,27,4,4,0,116,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,15,7,0,0,5,3,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,11,0,0,0,0,0,4,0,0,0,7,0,0,0,3,4,0,0,0,0,4,0,0,0,7,4,10,0,0,0,23,0,0,0,4,3,0,0,0,0,9,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
POA3746,12,3,10,13,21,25,7,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,10,0,0,0,3,3,0,0,0,0,11,0,0,4,3,8,7,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3747,66,54,134,208,275,252,105,23,0,1125,0,0,6,9,11,12,10,0,0,43,0,0,0,0,0,0,0,0,0,0,3,7,10,16,8,12,3,3,0,58,0,0,0,0,0,0,0,0,0,6,0,3,4,0,8,4,0,0,0,19,0,0,0,5,5,0,0,0,0,9,31,11,13,18,22,24,10,0,0,118,31,9,10,16,26,29,6,0,0,120,0,0,0,5,4,5,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,7,0,0,0,13,0,0,3,0,0,3,0,0,0,8,0,4,9,12,25,6,3,0,0,62,5,0,0,7,8,6,4,0,0,32,0,5,5,40,36,26,7,0,0,118,0,3,30,45,49,36,12,0,0,173,4,8,35,66,100,99,34,0,0,343,0,0,3,0,5,5,0,0,0,17,0,0,3,3,5,5,0,0,0,27
POA3749,36,23,46,92,119,133,46,10,0,499,0,0,5,0,6,10,8,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,4,10,3,0,0,0,16,0,0,5,0,6,0,0,0,0,4,10,0,5,7,9,5,0,0,0,34,14,4,0,5,5,5,0,0,0,30,0,0,0,3,3,4,0,0,0,7,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,10,4,3,0,0,0,27,0,0,0,4,6,0,0,0,0,14,0,0,5,11,15,16,3,0,0,47,0,0,9,18,24,26,3,0,0,88,0,6,9,29,29,40,8,0,0,127,3,0,0,6,0,0,0,0,0,13,0,0,0,6,0,4,0,0,0,9
POA3750,165,471,1978,2312,826,347,72,4,0,6166,0,0,8,6,0,7,0,0,0,31,0,0,0,0,4,0,0,0,0,9,3,12,87,103,63,18,6,0,0,286,0,0,14,20,3,0,0,0,0,44,0,15,64,43,13,3,0,0,0,134,0,4,23,34,6,10,0,0,0,86,48,70,158,130,72,34,8,0,0,534,66,42,77,46,25,6,0,0,0,262,0,10,64,48,19,12,0,0,0,151,0,3,25,17,0,0,0,0,0,50,0,17,86,87,24,16,0,0,0,224,0,4,20,13,6,4,0,0,0,46,0,19,117,71,15,11,0,0,0,228,3,25,71,73,34,16,0,0,0,213,3,17,84,67,34,20,5,0,0,235,6,25,199,221,64,19,5,0,0,535,9,118,588,573,184,91,6,0,0,1573,4,7,21,20,7,0,0,0,0,62,5,7,59,60,23,5,5,0,0,154
POA3751,3,6,5,3,11,8,3,0,0,37,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3752,380,639,1380,1656,1559,917,180,6,4,6727,0,0,3,10,6,0,0,0,0,15,0,0,0,0,8,0,0,0,0,8,13,20,30,74,101,56,8,0,0,298,0,0,14,15,12,7,0,0,0,51,7,13,43,57,47,25,3,0,0,191,0,7,22,41,40,23,4,0,0,134,135,157,136,133,179,94,14,0,0,860,163,60,53,33,51,23,0,0,0,376,0,10,30,54,52,26,3,0,0,171,3,4,14,15,11,7,0,0,0,57,4,17,66,81,55,25,0,0,0,242,0,7,20,12,17,18,0,0,0,82,0,25,107,101,79,21,4,0,0,344,3,23,43,33,56,34,5,0,0,197,0,17,80,124,95,45,7,0,0,363,26,65,165,217,181,91,13,0,0,752,24,132,324,439,394,233,59,0,0,1596,11,19,21,18,14,4,5,0,0,90,3,21,38,51,46,26,0,0,0,188
POA3753,50,102,377,368,237,119,33,0,0,1295,0,0,0,0,4,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,15,10,14,5,0,0,0,52,0,0,4,3,0,0,0,0,0,11,0,0,19,5,8,5,5,0,0,44,0,4,12,10,9,5,0,0,0,40,13,19,16,30,15,3,0,0,0,88,28,5,16,10,10,3,0,0,0,66,0,0,24,17,9,13,0,0,0,62,0,0,0,7,0,0,0,0,0,10,0,0,20,11,9,3,4,0,0,41,0,0,6,4,7,4,0,0,0,23,0,3,13,14,6,11,3,0,0,38,0,0,5,3,9,4,4,0,0,20,0,4,24,28,15,8,0,0,0,79,3,3,46,36,23,9,5,0,0,129,6,18,100,68,28,21,7,0,0,252,0,0,5,0,3,0,0,0,0,8,0,4,9,14,6,3,0,0,0,30
POA3754,536,959,3031,4253,2608,1214,286,32,3,12926,0,3,38,22,10,10,0,3,0,83,0,0,0,0,6,0,0,0,0,4,32,29,82,129,119,60,11,0,0,464,0,6,23,54,16,0,0,0,0,100,5,31,99,125,76,37,10,0,0,388,5,10,46,63,64,28,0,4,0,218,192,197,295,346,269,134,21,0,0,1467,296,132,107,112,49,30,6,0,0,736,0,23,61,99,67,39,8,0,0,294,6,9,37,42,14,11,0,0,0,119,0,22,117,207,104,33,3,0,0,490,0,19,46,57,32,17,4,0,0,171,5,24,183,247,113,45,8,0,0,624,3,21,106,126,86,43,11,0,0,403,8,44,172,247,168,88,12,0,0,733,25,100,472,608,397,151,30,0,0,1783,36,215,843,1062,662,308,76,3,0,3202,27,20,37,55,13,9,0,0,0,172,19,36,132,155,85,37,5,0,0,458
POA3755,0,0,17,11,14,15,5,4,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,5,0,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3756,229,359,1020,1027,791,588,154,20,4,4187,0,0,3,3,8,0,3,4,0,26,0,0,0,0,0,0,0,0,0,0,4,11,48,62,52,30,3,0,0,210,0,0,3,11,7,5,0,0,0,23,3,13,41,45,21,24,5,0,0,147,5,3,17,19,9,13,0,0,0,63,37,54,102,69,70,55,13,0,0,397,119,56,58,36,9,17,0,0,0,301,0,6,41,41,31,16,5,0,0,144,0,0,5,8,4,3,0,0,0,21,0,6,29,31,22,21,0,0,0,101,0,3,12,10,15,3,0,0,0,43,0,13,40,47,34,7,3,0,0,148,3,9,22,25,15,20,7,0,0,102,0,12,55,66,74,27,3,0,0,241,14,34,133,106,96,57,13,0,0,461,6,44,229,218,179,119,16,0,0,809,3,11,9,15,12,6,3,0,0,53,8,10,44,38,19,13,0,0,0,134
POA3757,151,230,402,467,579,395,128,17,0,2380,0,3,4,5,14,10,10,4,0,46,0,0,0,0,0,0,0,0,0,0,22,3,18,15,36,16,4,0,0,114,0,0,0,3,0,4,0,0,0,12,0,9,25,29,36,13,6,0,0,114,0,0,4,9,14,7,0,0,0,37,36,36,28,33,47,28,0,0,0,214,49,25,21,10,15,4,4,0,0,128,3,6,13,12,19,5,3,0,0,62,0,0,3,0,0,4,3,0,0,17,0,3,15,8,20,7,4,0,0,53,0,3,7,10,7,5,0,0,0,35,0,9,25,16,26,9,6,0,0,96,0,6,5,7,16,15,0,0,0,57,0,4,30,43,37,22,9,0,0,143,4,14,49,80,88,57,17,0,0,319,3,38,94,106,123,113,18,0,0,500,7,8,8,3,4,5,0,0,0,39,0,12,28,20,22,9,5,0,0,90
POA3758,32,41,101,125,144,108,36,0,0,587,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,4,8,8,0,0,0,32,0,0,3,0,0,0,0,0,0,3,4,6,5,16,9,0,0,0,0,34,0,0,3,0,5,7,0,0,0,13,3,8,5,7,10,11,0,0,0,48,11,6,3,6,4,0,0,0,0,30,0,3,3,9,10,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,12,0,4,0,8,0,0,0,0,0,13,0,0,4,7,8,3,0,0,0,25,0,0,3,5,8,3,0,0,0,18,0,0,6,7,5,9,3,0,0,35,4,3,9,13,30,19,0,0,0,75,0,7,18,22,29,20,8,0,0,102,0,0,0,0,0,0,0,0,0,6,3,6,5,7,4,5,0,0,0,32
POA3759,7,21,30,47,77,71,27,11,0,294,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,5,0,7,3,4,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,6,0,0,14,0,0,0,0,0,0,0,0,0,3,0,6,0,4,3,8,0,0,0,33,5,7,0,0,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,4,8,3,10,0,0,0,27,0,0,0,0,5,0,0,0,0,4,0,0,4,6,5,3,0,0,0,20,4,0,6,3,9,19,7,0,0,47,0,7,3,8,23,18,7,0,0,71,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5
POA3760,14,12,5,15,22,29,5,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,5,0,0,0,8,0,0,0,0,4,3,0,0,0,10,0,4,0,5,7,8,0,0,0,25,0,0,0,0,4,14,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
POA3761,20,29,37,48,86,79,26,5,0,329,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,3,6,0,0,0,0,19,0,0,0,0,4,0,0,0,0,4,5,8,0,6,3,0,0,0,0,23,4,4,0,4,0,0,0,0,0,14,0,6,0,0,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,6,0,0,0,9,9,3,3,0,0,13,5,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,0,0,10,0,3,3,10,18,9,3,0,0,43,0,0,11,13,17,11,4,4,0,59,0,0,0,0,3,0,0,0,0,9,0,4,3,3,0,3,4,0,0,15
POA3762,0,5,3,3,6,12,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3763,27,39,80,92,115,87,21,4,0,461,0,0,0,6,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6,0,0,3,6,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,3,6,4,4,0,0,0,0,19,0,0,0,5,4,0,0,0,0,6,0,4,3,6,7,0,0,0,0,23,13,3,6,8,0,3,0,0,0,27,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,5,0,6,0,0,0,0,18,0,0,0,0,0,0,0,0,0,8,0,0,7,3,9,4,0,0,0,18,0,0,0,0,0,5,0,0,0,11,0,0,5,0,11,5,0,0,0,27,0,7,15,19,14,13,3,0,0,66,0,3,12,18,34,25,3,0,0,89,0,5,0,0,0,3,0,0,0,11,0,0,5,5,5,0,0,0,0,21
POA3764,165,242,483,492,540,438,129,23,3,2514,0,3,9,11,9,6,13,0,0,46,0,0,4,0,0,0,0,0,0,7,11,8,21,22,48,22,3,0,0,140,0,0,5,4,0,0,0,0,0,10,3,0,16,19,25,14,7,0,0,90,0,3,10,6,11,0,3,0,0,30,28,31,45,31,51,38,11,0,0,234,71,31,11,16,20,14,0,0,0,160,0,6,19,16,10,18,3,0,0,72,0,5,4,0,6,6,0,0,0,26,0,3,18,18,19,13,0,0,0,72,0,0,9,3,13,0,0,0,0,22,0,8,20,30,37,13,10,0,0,118,0,4,13,14,16,11,5,0,0,71,0,15,43,40,58,31,5,0,0,197,7,18,83,70,100,66,20,0,0,363,9,40,115,109,114,96,19,0,0,495,5,0,5,10,9,10,0,0,0,39,7,11,18,18,15,6,7,0,0,77
POA3765,99,152,321,404,403,311,89,18,0,1795,0,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5,8,16,21,39,22,6,5,0,111,0,0,7,0,3,0,0,0,0,9,0,9,18,31,25,12,0,0,0,94,0,0,8,7,16,11,5,0,0,49,31,44,26,29,28,24,6,0,0,186,45,13,7,9,8,5,0,0,0,96,0,3,5,7,14,5,3,0,0,33,0,0,0,5,0,0,0,0,0,16,0,3,7,10,16,6,0,0,0,46,0,0,4,5,7,4,0,0,0,25,0,3,12,26,28,20,6,0,0,99,0,0,5,10,19,13,7,0,0,52,5,0,25,28,22,11,3,0,0,93,0,13,54,66,52,35,12,0,0,232,6,28,83,84,101,61,19,3,0,388,10,0,4,3,6,0,0,0,0,24,4,14,22,12,11,7,4,0,0,61
