POA_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
POA3813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,4,0,8,7,0,0,0,8,3,4,0,0,9,13,5,4,0,21,3,0,10,0,13,4,9,0,0,10,11,11,0,0,29,13,12,4,0,32,14,15,5,0,37,0,16,4,0,20,5,3,0,0,10,12,28,0,0,38,5,12,7,0,16,0,0,3,0,4,96,118,36,0,250
POA3814,6,3,0,0,5,0,0,3,0,4,3,0,0,0,3,0,0,0,0,0,3,0,3,0,11,5,0,3,0,14,39,4,5,0,48,26,9,3,0,40,29,9,4,0,47,28,20,9,0,59,13,24,9,0,46,15,27,3,0,43,27,58,6,0,96,29,53,5,0,79,18,37,0,0,52,3,26,0,0,32,13,45,0,0,64,13,31,3,0,45,15,6,0,0,14,301,335,65,4,705
POA3815,13,0,0,0,13,4,0,0,0,4,7,0,0,0,8,0,0,4,0,6,3,0,4,0,17,8,0,7,0,18,48,4,7,0,55,41,7,11,3,55,20,17,17,0,52,35,24,13,0,70,17,24,3,0,40,26,30,7,0,66,42,79,7,0,132,38,81,5,0,120,31,53,3,0,89,6,34,5,0,49,30,79,0,0,119,16,39,7,0,71,16,7,3,0,23,400,482,105,8,994
POA3816,3,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,7,0,8,0,16,9,3,15,0,25,49,3,7,5,66,25,15,18,4,62,26,8,19,0,51,27,18,19,0,62,4,38,16,4,55,21,38,11,0,62,46,80,12,0,134,22,50,8,0,82,13,34,3,0,55,5,17,3,0,28,12,35,0,0,56,11,28,9,0,49,10,5,6,0,24,306,366,152,9,843
POA3818,46,9,13,5,59,19,0,0,3,23,16,3,9,0,27,3,4,16,0,24,52,6,32,5,93,48,6,75,0,127,278,19,61,0,359,187,43,105,8,339,182,81,103,9,372,202,132,78,5,413,112,143,47,3,320,137,182,44,8,369,258,357,50,4,670,147,286,22,4,462,101,196,14,0,313,51,107,5,6,168,98,216,12,0,325,93,135,55,0,279,51,22,17,0,92,2084,1941,752,54,4835
POA3820,48,6,6,0,62,19,4,3,0,33,9,0,10,0,27,10,0,18,0,29,65,3,46,0,109,33,13,59,0,115,277,28,76,0,379,195,43,95,7,345,219,66,103,6,397,204,110,88,8,414,108,124,55,10,305,147,161,48,6,358,302,374,95,3,783,215,276,26,0,516,149,282,17,6,447,60,139,9,4,210,168,383,14,8,569,67,173,71,5,313,32,13,8,0,52,2338,2204,854,67,5459
POA3821,12,3,0,0,12,5,0,0,0,0,3,0,0,0,9,0,0,0,0,3,11,0,5,0,13,0,0,5,0,9,26,4,4,0,35,28,8,11,5,50,33,18,12,0,55,41,18,5,0,65,23,20,4,0,42,24,16,0,0,41,55,58,9,0,123,32,60,3,0,99,26,49,0,0,69,8,20,0,0,28,26,72,0,0,100,19,41,5,0,67,14,12,3,0,25,371,399,76,10,860
POA3822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,3,0,0,0,15,0,3,0,12,8,0,5,0,15,5,6,4,0,19,14,6,3,0,22,5,8,4,0,17,11,13,0,0,21,14,17,3,0,36,14,9,0,0,28,8,13,0,0,12,4,5,0,0,9,7,20,0,0,32,0,18,4,0,24,3,3,0,0,3,111,131,31,7,276
POA3823,9,0,0,0,12,8,0,0,0,4,0,0,0,0,0,0,0,4,0,4,14,6,3,0,21,10,0,7,0,11,37,3,6,6,50,36,4,14,0,46,28,10,6,0,46,22,14,10,0,43,15,20,3,0,40,19,15,4,0,43,27,44,3,5,82,27,21,4,0,45,15,28,6,0,42,12,15,0,0,25,28,28,0,0,56,12,23,9,0,36,8,3,3,0,16,333,211,71,9,627
POA3824,10,0,0,0,11,8,0,0,0,8,10,0,3,0,12,3,0,5,0,12,17,3,5,0,32,6,3,14,0,24,67,6,33,0,112,62,8,21,0,100,57,21,36,0,111,71,27,24,3,121,38,26,14,0,78,46,42,14,7,114,75,98,16,0,196,44,87,8,6,138,28,63,4,0,99,21,49,7,0,74,33,86,3,0,122,19,52,15,0,88,18,7,6,0,31,640,586,248,17,1491
POA3825,29,8,20,4,63,25,0,8,0,38,17,4,20,3,39,13,5,33,0,52,73,7,85,9,174,56,15,111,8,189,344,47,150,4,547,221,60,163,14,462,208,103,118,8,442,242,149,103,6,492,104,133,70,9,317,121,153,49,0,332,251,279,67,5,607,153,217,26,0,399,111,168,18,3,299,48,91,8,0,146,100,223,11,5,337,81,191,67,5,344,62,25,35,6,125,2258,1885,1165,82,5392
POA3831,6,0,0,0,9,0,0,0,0,6,0,0,0,0,8,4,0,6,0,9,14,0,0,0,17,6,0,9,0,7,34,3,8,0,47,24,7,3,0,34,44,3,8,0,49,38,19,7,0,66,14,10,0,0,29,12,15,4,0,37,12,28,5,0,53,19,32,0,0,52,17,11,0,0,26,9,14,0,0,18,19,33,0,0,47,3,13,4,0,26,4,7,0,0,7,268,212,54,4,547
POA3832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,7,0,5,0,0,7,0,7,0,0,10,4,0,0,0,9,4,3,0,0,11,0,0,0,0,7,4,4,0,0,8,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5,0,4,0,0,4,0,4,0,0,7,0,0,0,0,0,39,23,11,0,77
POA3833,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,6,0,0,0,6,9,0,0,0,9,3,0,7,0,9,4,0,0,0,7,4,0,0,0,6,7,0,0,0,7,0,4,0,0,10,0,5,0,0,5,4,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,44,22,8,0,78
POA3835,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,3,0,0,6,13,0,4,0,18,7,3,3,0,11,4,6,5,0,16,5,0,0,0,6,3,5,4,0,13,4,5,0,0,11,8,13,0,0,21,6,6,0,0,11,5,5,0,0,5,0,0,0,0,0,3,0,0,0,3,0,3,0,0,4,0,0,0,0,3,65,55,21,0,139
POA3840,39,16,16,0,67,12,0,3,0,23,10,8,18,0,34,10,0,39,0,48,74,10,67,3,153,45,14,106,0,166,299,50,117,11,476,187,58,133,19,393,187,98,119,15,412,169,120,84,8,383,83,91,52,0,228,123,103,35,7,256,168,197,49,6,411,108,181,19,3,314,74,134,9,3,219,32,75,3,0,114,78,159,18,0,258,89,122,56,8,271,65,19,33,0,122,1857,1444,976,80,4361
POA3842,10,3,10,0,17,4,0,0,0,9,4,0,6,0,10,5,0,16,0,23,13,7,26,3,47,14,3,34,0,58,75,15,36,0,126,71,15,56,3,148,50,31,37,4,132,48,47,38,0,137,40,26,11,0,82,30,37,9,0,73,73,63,19,0,158,37,33,3,0,75,15,34,0,0,50,10,16,0,0,28,17,50,0,0,70,21,30,18,0,67,11,4,4,3,22,545,434,320,24,1326
POA3844,59,16,12,0,94,21,5,10,0,34,28,4,15,0,48,16,3,35,3,52,85,7,55,3,156,56,15,125,0,191,395,29,115,4,543,276,63,197,16,552,264,93,168,13,534,295,170,144,13,624,174,174,123,5,487,214,204,90,5,514,407,548,133,12,1092,305,467,64,11,842,241,377,36,6,652,122,213,12,7,345,257,639,24,7,927,148,288,107,6,549,44,29,24,0,102,3407,3332,1500,103,8336
POA3847,3,0,0,0,9,0,4,0,0,8,0,0,0,0,4,0,0,3,0,5,3,3,4,0,15,5,0,5,0,9,45,5,11,0,64,24,6,8,4,41,26,16,11,0,51,22,20,11,0,49,15,13,6,0,30,23,21,0,0,45,41,41,7,0,86,8,16,0,0,31,20,26,0,0,46,4,12,0,0,14,15,23,0,0,40,14,24,5,0,45,10,6,4,0,18,290,231,81,10,612
POA3850,34,8,9,0,53,12,0,0,0,17,11,4,15,0,26,8,0,17,4,25,47,6,51,0,104,29,9,67,0,104,195,17,82,10,303,141,39,84,3,277,178,59,88,6,337,180,94,75,3,351,93,88,58,7,243,114,105,37,9,262,197,233,64,5,496,129,172,19,4,321,89,183,10,0,284,42,106,9,0,154,130,250,18,0,391,72,135,53,3,263,36,14,10,3,64,1735,1505,763,65,4065
POA3851,29,0,0,0,27,22,0,0,0,18,12,4,3,0,14,9,0,4,0,11,33,3,9,0,46,23,5,14,0,46,133,0,15,0,154,62,17,27,4,106,75,14,17,4,109,75,34,13,0,118,39,26,3,0,71,38,13,7,0,65,69,64,8,3,147,39,77,6,0,123,30,42,0,0,76,13,32,0,0,42,47,103,3,0,157,40,66,8,4,116,19,7,7,0,28,802,518,152,20,1488
POA3852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA3854,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,9,0,7,0,9,15,0,3,0,14,12,4,9,0,25,10,4,6,0,20,26,12,3,0,37,18,10,0,0,21,10,9,3,0,18,25,24,4,0,45,18,31,0,0,45,5,28,0,0,36,3,14,0,0,18,12,45,0,0,63,8,20,11,0,43,3,5,0,0,9,182,200,40,0,423
POA3856,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,8,0,0,3,0,5,9,0,4,0,15,8,3,4,0,18,8,6,5,0,14,18,4,5,0,21,11,10,5,0,26,5,12,0,0,17,17,33,0,0,48,16,15,0,0,34,11,12,0,0,23,3,9,0,0,9,9,20,0,0,27,0,14,4,0,20,0,0,0,0,4,127,140,38,0,304
POA3857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,6,0,0,0,8,6,0,0,0,6,5,0,0,0,5,8,0,4,0,9,3,4,0,0,6,10,3,0,0,7,7,6,0,0,13,0,9,0,0,10,0,4,0,0,4,0,4,0,0,3,0,7,0,0,10,0,8,0,0,8,0,0,0,0,0,58,40,9,0,110
POA3858,6,0,0,0,9,3,0,0,0,8,0,0,0,0,4,3,0,4,5,8,15,0,4,0,26,8,3,8,0,19,65,3,12,0,79,39,12,17,4,63,37,17,16,0,67,36,20,15,0,73,11,11,3,0,29,22,37,6,0,63,42,52,8,0,104,18,37,0,0,56,6,28,4,0,35,8,13,0,0,20,19,37,0,0,59,13,30,9,0,52,12,4,0,0,11,367,305,107,16,795
POA3859,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7,0,0,4,0,7,16,0,0,0,18,12,3,0,0,18,16,5,4,0,25,8,13,0,0,22,10,5,0,0,19,7,12,0,0,21,21,17,0,0,40,4,18,0,0,22,0,8,0,0,10,6,5,0,0,8,14,5,0,0,15,3,3,5,0,12,5,0,0,0,13,114,103,21,3,248
POA3860,14,4,7,0,22,8,0,3,0,11,6,0,7,0,19,3,3,9,0,15,34,0,11,0,47,25,4,32,0,59,111,7,39,0,161,85,11,38,0,138,86,25,28,5,143,97,55,35,0,190,44,51,18,0,115,66,67,17,0,156,121,125,18,0,271,72,103,5,0,183,38,68,0,0,110,19,43,0,0,61,46,88,4,0,138,50,78,23,0,154,18,9,7,0,31,949,740,308,22,2018
POA3862,12,3,0,0,14,4,0,0,0,4,8,4,9,0,8,3,0,0,0,3,12,0,4,0,17,12,0,10,0,23,54,6,12,0,77,41,9,10,5,60,55,19,13,0,87,51,26,12,0,94,28,32,6,0,70,29,38,4,0,73,62,70,14,0,144,32,38,0,0,73,32,32,0,0,63,9,24,0,0,30,13,40,4,0,58,14,47,5,0,72,12,6,3,0,16,478,399,105,13,998
POA3864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,4,3,0,0,0,3,3,0,0,0,9,0,0,0,0,0,3,0,0,0,8,11,0,0,0,8,0,3,0,0,6,3,4,0,0,3,0,3,0,0,3,0,0,0,0,0,4,4,0,0,3,3,3,0,0,6,0,0,0,0,0,40,21,6,0,73
POA3865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,14,3,0,0,16,13,0,7,0,19,6,0,0,0,6,7,8,0,0,17,3,3,0,0,4,5,0,0,0,9,10,5,0,0,15,6,3,0,0,15,0,0,0,0,3,0,4,0,0,4,0,9,0,0,10,6,3,0,0,10,0,0,0,0,0,80,47,13,0,140
POA3869,5,0,0,0,10,3,0,0,0,4,0,0,0,0,4,0,0,4,0,4,7,0,0,0,9,6,0,0,0,4,23,6,8,0,35,16,0,5,0,28,30,3,8,0,41,28,9,11,0,40,10,15,0,0,22,10,18,6,0,30,34,38,5,0,75,15,27,4,0,44,14,25,0,0,35,4,10,0,0,20,13,48,3,0,64,15,14,4,0,37,6,0,0,0,9,240,211,58,0,510
POA3870,0,0,0,0,3,5,0,0,0,5,5,0,0,0,5,0,0,0,0,0,7,0,0,0,12,6,3,3,0,13,17,3,6,0,25,20,3,0,0,30,20,5,3,4,34,18,12,6,0,33,9,5,0,0,19,5,9,4,0,17,18,18,4,0,40,10,10,3,0,24,6,8,0,0,15,3,8,0,0,15,6,13,0,0,26,6,20,7,0,29,3,0,0,0,5,176,129,46,3,350
POA3871,9,0,0,0,9,5,0,0,0,3,0,0,7,0,6,0,0,0,0,5,16,0,7,0,19,10,4,10,0,24,65,4,15,0,79,36,8,15,0,67,41,17,15,3,72,32,17,16,0,66,13,17,3,0,35,24,24,3,0,55,44,45,12,3,99,25,47,0,0,70,13,38,0,0,47,3,19,0,0,28,31,32,0,0,60,20,30,4,0,62,4,0,0,0,6,387,301,115,6,811
POA3873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,10,0,0,0,0,8,0,0,0,0,3,4,0,0,0,3,5,0,0,0,4,0,0,0,0,3,8,8,0,0,20,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,4,0,0,11,0,0,0,0,5,0,3,0,0,5,38,37,13,0,83
POA3874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,8,5,3,3,0,8,19,0,6,0,20,18,0,0,0,17,10,4,0,0,20,14,5,3,0,16,4,0,0,0,10,10,4,4,0,15,9,3,0,0,15,8,10,0,0,8,0,0,0,0,0,3,0,0,0,0,0,8,0,0,5,0,5,3,0,7,6,0,0,0,7,99,42,20,4,175
POA3875,39,5,19,0,65,17,0,3,0,25,15,3,16,0,34,18,0,26,0,42,85,10,24,0,121,63,11,76,0,146,381,24,111,4,522,241,56,126,9,433,268,96,109,8,478,297,175,84,9,562,136,152,56,3,348,153,176,46,7,376,268,346,52,3,670,154,265,19,5,445,97,179,9,0,290,49,87,4,0,144,87,173,10,0,265,106,157,59,0,326,63,22,25,0,107,2535,1924,873,73,5402
POA3878,6,0,0,0,11,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,7,0,0,0,10,0,0,0,0,8,47,0,0,0,54,28,6,9,0,41,30,3,15,0,45,27,7,5,0,42,18,5,0,0,26,19,9,0,0,27,24,13,3,0,38,13,5,0,0,26,12,9,0,0,21,9,6,0,0,16,9,16,0,0,21,0,4,3,0,17,4,0,0,0,8,264,91,49,0,408
POA3880,20,0,5,0,23,9,0,0,0,9,5,0,0,0,3,4,0,3,0,7,27,0,0,0,29,30,0,13,0,38,156,0,17,0,179,114,9,11,3,142,98,12,21,0,133,90,24,16,0,137,46,12,10,0,63,48,18,6,0,70,62,34,16,0,106,40,39,0,0,83,23,27,3,0,47,14,10,0,0,25,31,27,0,0,58,33,24,9,0,64,28,4,7,4,36,860,249,136,13,1265
POA3882,8,0,0,0,8,0,0,0,0,6,0,0,0,0,0,4,0,0,0,4,4,0,0,0,8,8,0,5,0,12,28,0,3,0,31,23,0,8,0,31,20,9,7,0,31,24,4,6,0,30,15,8,3,0,24,14,13,4,0,28,17,27,0,0,42,10,26,0,0,37,3,21,0,0,25,3,5,0,0,7,4,11,0,0,21,7,15,6,0,24,6,3,3,0,16,186,146,46,3,379
POA3885,3,0,0,0,0,5,0,0,0,5,0,0,0,0,0,6,0,6,0,3,3,0,4,0,7,3,0,14,0,20,37,0,9,0,48,31,7,5,0,46,18,13,7,0,39,25,18,3,0,51,13,15,4,0,31,16,12,3,0,36,21,30,4,0,54,15,23,0,3,40,11,20,0,0,33,4,7,0,0,13,11,12,4,0,26,15,23,17,0,50,7,3,0,0,13,244,196,82,8,527
POA3886,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,6,0,0,0,5,4,4,4,0,12,4,0,0,0,6,8,8,0,0,18,7,0,5,0,10,3,5,0,0,9,3,0,0,0,9,3,5,4,0,7,3,3,0,0,9,0,0,0,0,4,4,3,0,0,4,3,4,0,0,7,4,8,3,0,13,0,0,3,0,3,63,35,12,0,115
POA3887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,4,0,0,0,5,6,6,0,0,9,4,0,0,0,13,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,5,0,0,8,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,8,0,0,0,0,0,38,25,10,0,65
POA3888,9,0,0,0,15,5,0,0,0,5,0,0,3,0,8,4,0,11,0,13,11,0,11,0,24,15,4,11,5,30,90,8,11,0,105,51,11,15,7,88,46,13,11,0,73,58,25,13,0,84,25,24,6,0,52,23,28,5,0,51,32,47,4,0,87,25,25,0,0,51,16,20,0,0,33,7,12,0,0,20,12,15,0,0,26,25,42,15,0,85,19,0,8,0,32,469,273,131,13,886
POA3889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,3,0,0,0,0,0,8,0,0,0,11,3,0,0,0,5,5,0,0,0,4,3,0,0,0,9,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,30,7,0,3,48
POA3890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,3,0,5,9,0,0,0,9,6,4,0,0,15,4,0,0,0,10,0,3,0,0,11,0,0,0,0,4,0,0,0,0,5,4,3,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,3,0,0,3,49,20,12,0,81
POA3891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,20,4,0,0,26
POA3892,3,0,0,0,3,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,10,6,0,4,0,7,23,0,4,0,32,27,3,3,0,32,29,7,0,0,42,23,3,0,0,24,12,12,0,0,28,6,4,0,0,15,10,13,6,0,25,11,8,0,0,22,4,4,0,0,7,4,3,0,0,8,5,9,0,0,23,9,10,9,0,21,0,0,0,0,0,182,83,34,0,303
POA3893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,14
POA3895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,0,0,0,8,0,0,0,0,3,5,0,3,0,9,0,3,0,0,4,4,0,0,0,0,0,0,0,0,3,4,3,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,0,28,17,6,0,58
POA3896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,13,0,0,0,0,6,0,0,3,0,4,3,4,0,0,7,3,3,0,0,12,3,6,0,0,7,3,5,0,0,7,0,3,0,0,12,6,6,0,0,5,0,0,0,0,5,3,4,0,0,4,5,0,4,0,4,3,0,0,0,5,49,32,16,5,91
POA3898,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,19,10,0,3,0,11,9,5,0,0,13,10,0,3,0,12,5,0,0,0,10,7,9,0,0,17,9,3,0,0,20,3,5,0,0,12,4,5,0,0,13,0,4,0,0,4,3,4,0,0,7,12,12,0,0,21,5,0,0,0,8,96,43,19,0,162
POA3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,8,5,0,0,0,9,0,0,0,0,0,4,4,0,0,4,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,5,3,0,0,0,3,30,5,8,0,41
POA3902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,21,9,0,0,5,10,12,3,4,0,17,5,10,0,0,11,0,3,0,0,7,5,4,0,0,6,7,3,0,0,14,8,0,0,0,9,0,5,0,0,5,0,0,0,0,0,6,6,0,0,8,0,0,4,0,11,0,0,0,0,0,75,31,11,3,124
POA3903,3,0,4,0,10,4,0,0,0,4,0,0,0,0,0,0,0,3,0,5,6,0,0,0,8,10,0,0,0,8,35,3,0,0,35,19,6,0,0,22,8,0,0,0,16,8,4,0,0,19,0,14,0,0,14,3,8,0,0,15,9,17,0,0,32,6,11,0,0,17,4,8,0,0,13,6,4,0,0,6,0,4,0,0,3,4,13,4,0,19,0,0,4,0,5,146,87,28,3,262
POA3904,8,0,0,0,7,5,0,0,0,4,0,0,0,0,0,5,0,0,0,4,8,0,3,0,18,14,0,5,0,20,58,4,0,0,61,50,0,4,0,51,54,0,8,0,67,54,19,4,0,79,15,9,7,0,25,25,17,10,0,46,34,22,0,0,52,16,10,0,0,36,7,8,0,0,21,7,3,0,0,14,23,16,3,0,43,11,15,5,0,31,5,0,0,0,11,403,135,51,7,587
POA3909,24,4,11,0,33,13,0,0,0,10,16,4,5,0,19,7,0,6,0,16,43,0,24,0,67,30,3,45,3,81,255,22,45,0,326,131,17,51,6,206,140,38,52,4,226,138,53,28,0,224,57,48,24,0,127,68,58,23,3,140,120,108,20,3,251,44,75,3,0,126,31,52,9,0,94,7,29,3,0,40,30,40,8,0,77,50,79,24,3,149,34,8,11,0,48,1229,646,370,20,2271
POA3910,46,4,12,0,65,7,4,8,0,23,11,3,10,0,26,5,0,17,0,23,55,6,43,0,104,37,11,57,0,110,223,12,89,7,333,173,34,112,3,322,183,72,118,10,381,159,125,134,5,424,132,172,79,3,389,139,191,75,0,400,337,526,126,16,1006,268,514,47,6,843,178,414,28,8,625,95,281,14,6,389,128,594,29,4,754,67,201,69,4,333,38,30,5,0,76,2274,3205,1070,72,6624
POA3911,6,0,3,0,11,5,0,0,0,5,0,0,0,0,7,0,0,3,0,4,6,0,11,0,14,4,3,9,0,15,32,0,9,0,45,31,4,15,0,50,33,15,18,0,67,33,25,17,0,77,21,17,11,0,45,23,27,12,0,67,59,64,9,0,136,38,67,5,0,114,37,51,4,0,88,14,41,0,0,54,25,101,3,0,124,12,32,7,0,53,6,6,5,0,15,389,458,149,10,994
POA3912,41,3,6,3,55,15,0,5,0,18,16,3,3,0,30,7,0,8,0,20,43,0,21,0,68,28,5,42,5,78,175,9,59,3,248,128,23,60,7,228,148,61,76,10,291,151,91,63,3,305,82,112,62,0,257,84,145,47,4,283,233,331,74,7,652,176,315,21,3,522,108,248,21,0,381,73,174,7,0,260,93,358,17,0,466,51,134,49,7,230,30,18,12,0,57,1686,2041,652,63,4451
