POA_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
POA3163,72,19,37,3,134,26,0,8,3,44,17,5,5,0,33,10,3,16,3,32,68,15,26,3,117,38,16,42,4,99,217,24,49,8,300,140,56,90,17,304,216,75,96,22,413,267,118,97,21,504,185,118,77,16,390,227,148,60,17,454,538,397,123,33,1084,411,346,45,25,832,338,361,46,10,749,209,284,14,3,515,581,1471,69,17,2134,129,184,65,8,391,45,23,10,0,79,3746,3667,983,211,8606
POA3165,92,25,23,3,142,31,4,11,0,45,18,7,25,0,47,10,6,23,0,41,62,20,33,4,121,49,17,60,5,124,245,38,62,5,345,163,62,118,13,353,195,102,115,14,422,220,147,127,7,502,100,150,117,4,377,120,170,75,4,375,245,470,171,21,910,224,485,70,3,790,169,521,60,8,754,140,415,23,3,585,339,1677,87,11,2115,64,233,82,3,383,38,21,11,0,74,2524,4575,1275,119,8496
POA3166,69,12,22,7,109,29,5,3,0,41,15,6,13,0,34,12,3,17,0,31,77,13,24,4,111,49,13,56,7,122,200,37,61,9,310,147,57,65,20,286,118,91,110,12,324,176,127,86,22,415,138,127,89,15,369,133,128,71,8,347,305,361,116,26,805,238,338,59,15,653,195,322,48,4,568,111,283,19,9,417,315,980,34,10,1338,76,147,64,5,290,31,12,9,0,51,2436,3059,951,182,6632
POA3167,45,5,15,3,73,18,3,3,0,21,6,5,8,4,15,6,3,4,0,14,29,6,19,0,55,27,10,6,0,43,130,12,23,0,164,62,20,37,6,118,81,57,37,4,183,72,55,50,6,185,42,57,19,4,127,54,80,37,4,177,104,187,55,16,357,61,159,13,4,235,57,160,21,0,243,33,134,8,0,177,81,359,12,0,447,27,67,24,0,127,17,7,6,0,35,961,1390,385,54,2780
POA3168,85,13,21,19,134,29,0,11,3,43,24,3,14,4,43,14,0,9,3,31,57,10,16,10,95,43,15,42,10,109,124,38,48,14,224,115,48,70,18,245,117,105,55,26,305,159,116,62,29,364,105,109,47,19,284,97,123,40,15,271,279,203,53,38,570,164,156,22,18,356,115,147,7,11,281,63,104,11,5,175,102,161,16,3,284,51,74,28,5,156,17,8,7,4,43,1768,1426,567,246,4009
POA3169,90,24,26,7,151,19,10,9,0,39,18,6,16,0,42,21,12,28,0,54,79,14,38,0,132,56,22,45,3,131,299,59,65,0,423,159,86,105,20,362,128,165,100,16,411,189,161,94,18,461,86,189,74,14,365,111,175,59,14,360,210,386,95,28,709,121,307,51,15,494,111,229,22,8,369,60,175,12,0,246,88,366,23,0,478,46,136,56,5,244,42,21,10,0,78,1944,2529,921,145,5541
POA3170,84,16,20,3,120,31,5,4,0,40,24,11,14,3,48,8,4,6,0,26,76,8,25,0,107,29,17,40,0,90,260,44,33,0,336,158,75,62,9,311,153,100,95,10,357,167,144,79,18,399,84,137,59,6,285,87,168,54,4,308,187,392,94,15,682,148,357,57,6,571,99,322,26,8,460,61,213,10,5,290,148,610,41,7,804,69,158,47,3,279,32,20,7,3,65,1905,2796,788,106,5593
POA3171,110,37,50,12,208,16,13,8,0,39,13,13,25,0,52,20,11,55,0,85,73,39,57,4,172,55,39,46,8,148,293,89,77,14,470,140,159,135,24,450,131,210,103,25,465,179,227,120,23,549,110,220,76,20,426,115,203,44,13,380,185,349,103,23,670,94,226,45,16,382,60,173,18,15,264,30,99,7,4,140,54,168,19,9,245,67,147,57,11,283,30,24,22,3,79,1776,2441,1068,216,5495
POA3172,90,31,45,3,170,16,3,8,0,36,8,16,31,0,59,11,17,30,4,59,78,20,44,6,143,65,28,61,0,155,267,68,85,6,430,184,90,101,13,387,181,166,111,12,464,177,201,104,17,493,99,172,76,12,366,107,214,78,4,401,207,474,119,12,804,125,379,73,5,584,88,288,48,9,438,58,227,21,4,312,91,520,23,4,639,54,192,59,7,314,42,25,8,0,82,1961,3137,1118,113,6323
POA3173,136,29,36,9,208,37,4,16,3,59,27,10,21,0,59,14,17,37,0,67,87,24,52,4,163,51,46,51,0,149,317,93,79,4,494,169,119,128,5,418,163,212,129,15,517,206,266,154,21,644,126,329,105,3,570,120,292,76,15,496,234,720,135,18,1108,150,579,79,6,823,139,488,39,3,668,82,316,24,0,418,127,736,39,4,905,58,253,64,0,380,37,29,21,0,84,2254,4559,1288,126,8230
POA3174,138,50,72,7,274,31,0,16,3,53,28,18,42,0,88,24,22,55,0,108,118,50,107,11,290,63,70,110,5,253,449,154,180,12,792,272,233,240,30,769,212,351,200,42,804,299,479,223,34,1033,200,420,141,28,778,216,395,102,37,751,429,724,203,37,1391,254,464,93,25,837,121,315,54,12,501,81,173,24,0,283,88,262,29,4,388,140,246,95,9,490,58,49,38,9,143,3219,4473,2010,315,10023
POA3175,158,74,88,4,327,43,13,18,0,81,31,25,47,5,110,37,32,83,4,160,192,77,119,6,390,84,137,172,9,399,606,249,216,22,1095,369,352,293,36,1045,338,517,285,37,1175,381,608,234,37,1266,215,487,154,27,886,219,467,130,25,846,453,901,207,43,1618,243,617,104,17,977,161,445,52,12,677,94,230,26,8,358,107,393,44,12,563,143,343,167,12,668,97,78,54,4,230,3988,6059,2508,300,12856
POA3177,20,11,21,4,56,5,3,5,0,12,4,11,17,0,31,7,7,16,0,33,27,19,35,0,78,27,34,40,3,102,123,55,48,5,227,84,93,86,10,265,69,137,79,4,283,71,153,68,15,307,38,121,49,3,206,60,99,25,6,185,100,184,50,11,342,42,121,26,7,194,28,48,14,4,95,10,29,6,0,42,12,53,0,0,65,28,79,52,3,168,21,15,17,0,56,775,1251,646,79,2757
POA3178,111,7,23,5,137,41,3,8,0,46,21,15,12,0,47,23,6,22,0,52,87,19,40,0,144,67,30,54,7,154,338,43,60,3,448,243,69,78,8,404,274,147,126,14,559,288,203,125,16,627,149,205,84,3,445,169,282,72,11,534,354,722,146,14,1237,314,694,99,3,1110,216,686,48,5,961,133,471,42,3,648,257,1343,59,4,1663,82,305,75,0,470,45,25,15,3,88,3206,5286,1183,108,9779
POA3179,23,5,6,0,31,7,0,0,0,7,0,0,4,0,4,0,0,4,0,10,23,0,12,0,37,7,5,12,0,28,53,19,16,5,88,46,17,25,0,89,36,30,32,3,104,55,42,20,0,121,41,32,19,3,92,36,57,18,0,118,70,116,30,3,220,40,130,18,4,195,34,105,8,0,152,14,84,0,0,98,31,171,10,0,211,10,54,18,0,76,11,8,0,0,24,532,896,263,22,1716
POA3180,29,4,5,0,39,12,0,0,0,12,7,5,0,0,12,11,0,3,0,14,16,3,15,0,35,12,7,12,0,37,97,11,25,0,130,65,24,35,4,127,75,41,41,7,165,76,62,43,4,180,31,72,26,0,135,50,50,20,9,127,84,161,31,3,282,77,156,19,0,244,53,133,11,5,195,32,79,5,0,122,54,178,10,4,241,27,51,27,0,104,21,5,9,0,26,826,1042,340,32,2244
POA3181,16,4,9,3,28,12,3,5,0,19,5,3,8,0,22,7,0,3,0,15,27,0,11,4,46,27,5,21,0,62,89,5,20,3,120,50,13,30,10,103,73,18,49,16,153,122,37,31,16,206,96,23,34,12,161,105,18,33,9,174,293,93,58,19,463,299,71,16,23,405,282,93,21,9,406,229,67,10,4,310,750,609,44,12,1424,70,75,30,5,181,14,6,7,0,32,2574,1150,441,150,4324
POA3182,30,11,4,0,42,5,4,3,0,15,0,0,4,0,12,10,0,10,0,16,27,3,24,0,53,19,5,28,4,49,57,3,32,0,97,74,13,44,8,139,125,16,48,8,201,145,35,49,14,238,120,34,50,3,206,165,39,28,9,244,430,101,56,18,604,384,114,14,15,528,324,88,16,4,442,268,82,10,3,357,638,506,53,15,1214,120,77,36,0,233,18,4,0,0,25,2954,1151,511,116,4728
POA3183,10,6,11,0,24,6,0,4,4,10,0,7,8,0,16,3,0,8,0,12,15,0,24,8,45,12,10,27,0,52,60,11,32,3,108,44,25,27,9,110,76,42,36,8,160,93,50,52,15,213,97,49,22,3,171,90,50,20,12,172,264,135,55,9,462,242,140,15,8,415,217,136,22,9,385,170,95,4,0,273,458,611,39,10,1124,59,107,35,0,200,19,22,13,0,52,1944,1508,448,98,4002
POA3184,11,0,9,0,22,7,0,7,0,14,0,0,5,0,7,3,0,9,0,14,15,0,17,5,35,12,5,19,5,33,41,10,33,0,78,32,11,34,0,81,53,13,40,5,108,81,27,43,8,154,75,33,38,0,147,85,26,38,9,160,213,76,56,15,368,218,88,26,7,334,187,114,24,5,329,144,68,8,0,219,481,735,45,9,1274,61,81,38,0,183,12,13,3,0,27,1734,1294,483,73,3583
POA3185,13,8,18,0,41,11,0,5,0,13,8,6,3,0,11,0,0,10,0,12,15,7,13,0,37,17,3,18,0,37,52,10,22,0,83,49,16,25,4,88,61,24,44,4,133,71,37,32,3,142,70,27,39,8,145,63,35,22,0,128,193,102,46,9,350,165,90,18,8,282,140,118,28,6,297,111,95,5,10,221,331,809,51,4,1194,55,73,39,0,172,12,18,0,0,35,1450,1485,422,58,3414
POA3186,50,15,39,5,106,16,3,5,0,33,12,0,8,0,22,5,5,9,0,13,24,5,20,3,55,21,4,29,0,58,92,16,30,4,136,75,15,37,8,138,135,31,55,3,229,160,30,47,6,247,105,42,52,4,202,128,54,39,4,231,253,141,96,13,496,233,150,36,10,426,186,171,52,3,401,127,135,13,0,271,866,1817,144,9,2832,105,260,64,0,427,42,22,6,0,67,2642,2912,776,69,6406
POA3187,28,17,25,3,71,17,0,6,0,23,12,6,8,0,25,10,4,7,0,27,26,4,14,4,45,23,10,15,3,54,74,17,25,3,117,64,9,40,3,116,76,27,39,6,141,121,37,51,11,220,61,45,47,0,159,83,40,47,0,167,152,132,77,4,368,144,129,30,0,302,99,191,38,0,328,77,156,12,0,245,329,1384,62,0,1778,46,162,48,0,260,26,17,10,0,52,1474,2392,595,35,4497
POA3188,28,10,17,0,55,8,0,4,0,15,11,6,19,0,33,3,0,16,0,15,27,9,30,3,73,26,3,35,0,67,73,17,36,4,130,108,13,51,4,177,93,34,51,9,182,140,42,56,10,244,61,42,44,3,154,76,47,26,9,157,176,156,75,3,408,173,151,31,4,359,138,215,30,4,389,106,169,18,0,289,408,1478,71,9,1957,60,174,58,0,294,15,19,9,0,49,1734,2574,673,55,5047
POA3189,15,0,3,0,20,5,0,0,0,10,4,0,0,0,9,4,0,0,0,9,11,0,3,0,16,15,0,22,0,34,54,10,11,0,71,25,11,29,0,66,37,19,34,5,94,42,33,32,3,105,25,35,26,0,80,35,31,17,0,83,61,107,45,8,213,59,94,13,0,168,51,116,12,4,181,36,84,0,0,124,83,254,6,0,346,27,40,14,0,76,12,8,0,0,13,590,844,263,29,1725
POA3190,9,0,7,0,18,11,0,0,0,9,7,0,7,0,21,3,5,10,0,15,29,5,16,0,53,9,6,24,0,39,73,7,25,0,110,56,14,48,4,133,65,22,51,5,138,90,45,46,4,180,57,29,35,0,122,56,48,41,0,143,148,163,68,3,382,133,168,25,7,327,119,184,25,0,329,67,123,10,5,195,207,656,27,3,896,31,78,40,0,145,12,3,13,0,27,1187,1560,515,38,3298
POA3191,16,8,9,0,33,14,4,0,0,19,9,0,4,0,14,3,0,9,0,9,16,0,22,0,39,9,5,14,0,32,50,5,20,3,78,46,4,19,0,71,79,10,25,0,115,91,11,15,3,121,50,19,16,0,82,89,30,16,4,136,130,80,35,0,245,110,71,21,0,198,109,104,24,0,231,90,100,9,0,195,253,818,45,4,1121,35,92,33,0,168,15,0,0,0,18,1211,1363,338,19,2928
POA3192,49,12,21,0,81,17,0,9,0,30,15,9,12,0,38,6,3,19,0,34,57,8,25,6,95,34,11,46,5,91,217,28,62,3,310,123,37,79,9,250,168,66,122,7,363,200,94,101,15,415,98,129,86,3,318,112,108,80,5,305,268,302,135,16,723,221,383,46,14,669,192,392,43,5,628,128,309,12,3,449,298,1074,48,8,1425,71,144,73,3,297,40,22,12,0,74,2314,3140,1039,104,6600
POA3193,41,12,9,0,60,18,3,3,0,22,11,7,5,0,26,12,3,11,0,21,41,9,13,0,60,31,0,19,0,54,112,14,23,3,160,120,14,48,3,186,179,29,40,6,257,194,44,49,3,292,121,50,50,3,224,142,49,38,3,231,263,163,70,4,500,187,188,27,0,400,178,247,30,0,452,116,197,17,4,332,479,1633,70,0,2187,77,197,62,0,335,36,23,8,4,61,2349,2880,587,42,5858
POA3194,33,4,15,0,50,15,0,0,0,20,6,7,5,0,20,7,3,10,0,22,41,3,19,0,59,22,3,22,3,49,95,13,24,0,137,59,20,49,6,130,118,23,64,4,204,105,41,50,3,195,66,39,57,3,169,65,55,43,5,170,199,170,76,8,454,157,156,33,8,345,135,199,34,5,370,100,148,9,0,261,206,587,39,3,831,59,82,46,0,186,15,8,5,0,25,1503,1555,589,50,3700
POA3195,81,12,25,0,118,24,3,12,0,38,16,4,14,0,35,10,8,18,0,41,56,7,32,0,98,56,17,62,6,143,257,20,70,5,357,206,43,106,10,372,265,95,144,8,513,270,147,139,14,564,176,155,122,10,462,189,195,98,9,492,385,561,178,12,1135,334,632,84,12,1058,247,639,58,7,946,194,511,26,5,738,483,2075,98,5,2656,79,292,100,4,474,41,34,20,3,97,3366,5444,1407,111,10330
POA3196,50,8,18,0,76,18,7,9,0,31,17,0,4,0,20,7,8,19,0,30,56,8,38,3,112,37,13,71,5,121,226,21,73,6,331,162,43,117,12,340,191,60,144,10,410,183,106,125,12,424,122,130,98,11,367,149,133,79,13,376,362,449,158,11,979,329,458,67,6,849,259,471,37,9,773,161,334,22,3,517,319,817,44,7,1189,68,169,85,4,323,48,19,10,0,80,2771,3239,1221,97,7334
POA3197,27,3,11,0,43,13,0,9,0,21,11,0,5,0,20,7,0,4,0,10,23,8,20,0,51,24,6,23,0,56,108,7,47,0,168,95,25,55,4,172,84,32,68,0,188,102,52,55,6,217,67,57,51,0,178,71,74,33,3,180,153,187,70,0,409,127,220,28,4,379,122,184,17,0,324,81,132,6,0,223,160,382,27,4,573,38,85,48,0,172,19,17,15,3,55,1347,1478,597,27,3443
POA3198,19,5,6,4,32,6,0,0,0,5,9,5,12,0,27,12,3,18,0,30,39,3,40,0,79,38,8,79,0,122,157,12,81,16,263,97,27,116,13,246,138,54,129,10,332,151,91,108,8,359,89,93,91,11,284,77,127,46,6,254,206,302,98,17,617,175,271,51,3,506,155,240,11,8,415,83,161,11,0,250,139,292,17,0,450,51,116,61,5,231,32,22,19,0,68,1651,1825,1002,99,4580
POA3199,101,19,44,0,169,53,0,15,0,78,38,7,41,3,82,29,9,49,0,94,123,14,136,7,276,102,29,191,8,322,546,61,253,9,866,425,88,332,27,883,431,186,377,32,1030,511,301,300,30,1145,290,307,238,13,849,358,343,190,12,906,707,906,330,29,1967,536,838,144,12,1528,408,713,86,11,1216,236,513,35,9,790,386,1180,76,4,1650,157,389,242,6,796,95,49,64,5,216,5536,5945,3160,224,14861
POA3200,4,0,8,0,18,4,0,0,0,4,0,3,5,0,12,0,3,10,0,16,7,0,34,4,44,8,0,41,0,53,54,13,48,0,120,37,18,60,8,123,39,42,46,3,136,37,47,53,8,148,37,46,26,0,108,29,35,24,0,92,60,78,43,6,186,32,43,7,4,88,22,22,3,0,48,9,9,0,0,19,10,14,3,0,27,8,33,24,0,69,3,3,14,0,25,391,416,457,44,1318
POA3201,37,13,34,0,79,8,0,0,0,10,10,0,15,0,29,3,4,16,0,21,40,15,43,7,102,32,10,90,0,129,172,28,115,8,328,130,40,135,6,308,121,92,169,4,390,154,174,151,7,489,106,218,100,15,441,149,211,98,12,476,357,518,154,21,1053,268,432,39,3,746,134,284,25,3,449,60,149,6,0,219,86,212,19,4,318,56,184,79,6,325,36,25,23,0,80,1967,2617,1313,102,5994
POA3202,6,0,0,0,13,0,0,0,0,5,0,0,0,0,4,3,0,0,0,4,8,0,6,0,10,5,0,3,0,11,19,4,5,0,32,15,4,12,0,30,15,18,6,4,41,13,14,5,0,37,9,20,9,0,40,11,32,8,0,52,18,47,11,0,78,19,69,8,0,96,20,38,8,0,66,8,32,0,0,41,22,127,8,0,158,3,27,16,0,51,3,3,0,0,3,213,426,115,11,768
POA3204,66,19,72,4,164,29,3,23,0,54,26,6,26,0,58,11,6,21,0,40,62,10,31,0,105,39,19,65,6,126,221,31,65,5,323,135,51,106,16,304,183,95,107,7,388,227,139,109,8,484,126,131,106,9,372,147,150,92,11,404,326,387,169,18,897,288,413,56,16,774,239,438,82,12,773,200,378,21,4,602,470,2111,105,13,2690,78,249,82,0,411,23,28,21,0,66,2876,4673,1370,120,9039
POA3205,22,3,8,4,37,7,0,3,0,15,4,6,3,0,15,3,0,17,0,20,19,5,23,0,47,10,4,31,4,46,52,11,27,5,94,38,10,23,3,80,60,25,25,9,121,62,12,31,4,110,50,22,23,3,91,70,31,25,5,133,175,63,48,14,297,144,48,14,8,214,165,67,11,10,247,127,58,5,4,186,488,421,33,3,953,55,43,24,5,122,8,9,6,4,28,1547,841,386,77,2853
POA3206,16,3,9,0,28,8,6,4,0,14,8,0,3,0,7,0,0,3,0,4,13,0,7,0,16,10,6,12,0,26,53,12,16,0,81,45,13,11,4,68,44,15,24,0,88,47,20,25,0,89,29,16,17,4,70,52,21,17,0,96,113,71,47,5,235,94,51,9,6,155,89,75,19,0,191,74,65,9,3,151,393,767,62,3,1225,50,64,32,5,146,9,8,3,0,25,1137,1215,326,38,2718
POA3207,36,6,22,6,62,8,0,5,0,13,15,0,8,0,24,6,3,18,4,29,27,0,21,0,50,15,6,33,0,57,91,10,32,3,142,51,15,53,12,131,62,32,50,10,152,86,39,52,6,179,64,35,37,3,136,85,43,47,7,181,214,123,87,7,426,219,117,27,6,368,225,138,28,6,398,171,112,13,3,298,753,856,70,8,1685,102,100,51,0,251,18,11,5,0,31,2251,1640,660,76,4633
POA3211,3,0,3,0,4,0,0,0,0,3,5,0,0,0,10,0,0,0,0,5,4,0,0,0,8,4,0,0,0,10,6,0,0,0,15,5,3,4,0,13,9,6,8,0,17,20,7,4,0,31,5,7,3,0,20,7,5,0,0,15,10,26,5,0,45,9,20,0,0,28,3,19,0,0,22,6,10,4,0,19,10,39,0,0,51,7,15,7,0,27,5,0,0,0,8,121,177,43,0,344
POA3212,27,9,14,0,44,13,0,3,0,18,7,0,7,0,14,8,0,14,0,24,44,5,29,0,77,24,11,52,0,91,188,14,64,4,268,140,29,67,9,238,142,72,97,6,311,160,98,71,5,328,88,134,82,0,305,99,153,46,4,292,255,423,94,4,775,194,381,45,3,625,132,304,19,3,457,69,199,7,0,279,143,425,17,0,587,68,145,45,4,271,29,16,7,5,57,1837,2419,769,56,5077
POA3213,11,3,0,0,20,0,0,0,0,0,0,0,3,0,6,3,0,0,0,10,11,5,3,0,22,11,6,7,0,29,41,0,14,0,63,32,11,15,0,64,35,25,14,0,76,33,31,15,0,86,21,27,17,0,65,27,40,0,0,67,69,91,18,0,186,36,96,6,0,138,35,78,13,0,121,16,43,4,0,69,32,164,12,0,209,15,53,13,0,84,13,3,0,0,12,458,684,157,12,1314
POA3214,32,6,33,6,81,8,5,15,0,26,14,12,30,3,54,10,6,60,0,82,70,23,148,8,246,38,21,215,3,280,303,79,215,14,612,192,114,240,30,574,178,198,223,22,621,202,246,177,28,649,144,189,99,16,452,122,149,73,9,351,219,335,133,22,709,104,167,36,9,309,56,106,18,4,180,25,58,10,0,96,33,77,21,3,139,75,152,127,10,361,63,24,44,9,141,1889,1977,1912,192,5969
POA3215,51,11,16,6,83,13,0,0,0,22,18,6,10,0,34,10,0,17,0,32,63,11,34,0,103,44,16,77,0,141,361,26,102,5,498,175,47,129,16,370,189,93,119,9,414,208,122,124,9,464,113,138,94,4,353,131,147,62,0,341,299,356,95,19,772,201,295,37,4,541,164,262,25,6,455,89,183,17,0,294,153,396,32,0,586,79,150,77,6,307,37,18,18,7,75,2407,2292,1077,98,5872
POA3216,94,18,21,0,138,55,8,14,0,74,30,7,25,0,69,29,10,30,3,69,140,11,68,0,221,109,35,143,9,293,626,51,163,9,841,508,92,255,22,871,542,161,256,25,982,609,297,243,26,1173,340,311,180,15,848,386,386,132,20,926,769,1013,220,36,2036,616,960,107,18,1707,406,946,65,10,1427,220,621,22,4,873,492,1571,53,9,2124,198,419,166,12,785,95,39,18,0,159,6259,6955,2171,223,15611
POA3217,21,3,11,0,30,10,0,0,0,11,7,0,8,0,20,0,0,9,0,9,26,4,25,0,49,18,0,43,0,70,104,16,54,0,174,98,34,64,8,204,85,67,114,6,271,142,160,108,12,421,102,167,60,4,328,118,213,56,10,387,367,537,98,12,1018,299,471,39,12,822,192,392,24,3,610,113,211,6,3,333,138,364,27,4,527,56,132,40,8,237,11,13,3,0,30,1916,2776,784,76,5552
POA3218,17,6,5,0,25,4,0,5,0,11,3,0,3,0,11,8,3,3,0,14,24,4,17,0,51,20,8,37,3,63,122,9,36,5,170,84,27,68,9,181,108,41,62,5,210,142,57,58,3,255,75,58,49,4,180,99,75,44,3,222,176,220,61,4,464,159,202,33,4,398,134,243,26,0,408,92,162,4,0,260,208,514,17,0,739,46,97,41,0,185,16,10,8,3,42,1528,1735,589,52,3905
POA3219,28,6,5,0,44,17,0,13,0,29,7,3,18,3,31,8,0,30,0,41,60,3,57,4,125,56,14,112,0,185,285,36,117,8,443,185,37,155,21,389,216,85,148,17,468,231,127,127,11,498,109,124,74,10,317,127,116,79,3,323,277,282,90,16,663,181,228,42,5,453,113,186,16,4,321,71,108,8,0,189,98,230,14,3,341,69,120,68,3,268,43,17,33,3,90,2188,1727,1185,125,5221
POA3220,27,4,11,0,34,12,3,4,0,21,12,4,3,0,14,4,0,4,0,14,33,5,14,0,53,25,0,34,0,61,123,7,32,3,169,83,23,48,6,161,147,33,47,5,235,158,47,63,6,269,101,54,44,0,201,124,49,37,4,214,214,183,62,8,474,196,154,34,4,386,160,216,24,3,393,108,165,10,0,289,289,750,39,6,1082,57,142,43,3,239,22,9,0,0,36,1896,1847,547,58,4345
POA3221,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,0,0,0,13,6,0,5,0,15,9,0,0,0,9,0,4,4,0,12,0,3,3,0,10,0,4,0,0,9,8,9,3,0,23,7,3,0,0,16,6,12,0,0,20,7,5,0,0,13,17,53,3,0,76,3,16,3,0,18,0,3,0,0,3,89,115,26,0,233
POA3222,48,3,9,0,68,21,0,0,0,29,15,0,6,0,25,14,3,8,0,32,61,0,21,0,88,67,15,47,0,133,339,32,65,3,433,244,29,105,3,381,233,67,98,11,409,257,105,93,12,461,134,129,67,3,329,118,134,39,4,300,269,347,75,4,704,185,293,40,0,517,129,245,14,4,394,65,158,8,0,228,129,337,16,6,481,92,163,50,4,308,43,13,14,6,78,2476,2063,793,60,5399
POA3223,61,3,8,0,68,35,0,4,0,33,4,3,6,0,14,15,0,14,0,30,65,4,16,0,78,51,4,19,3,78,246,14,32,3,294,160,18,39,3,219,196,42,37,7,284,184,45,32,10,263,78,38,24,5,146,105,46,22,0,173,146,100,32,6,288,96,90,7,0,198,63,60,4,3,130,42,45,3,0,85,95,91,8,0,193,72,76,23,0,173,36,11,8,0,53,1750,680,318,43,2799
POA3224,37,10,4,0,49,14,0,3,0,14,15,0,9,3,26,12,0,9,0,24,55,8,23,3,83,28,3,43,0,81,251,20,45,0,311,177,24,80,3,284,194,47,85,5,323,191,93,67,5,357,84,121,63,5,268,106,140,43,3,286,227,307,68,10,608,145,259,28,3,437,85,218,12,8,328,59,127,8,0,197,80,245,12,4,333,56,121,43,0,221,29,7,13,0,52,1851,1747,650,51,4303
POA3225,23,0,0,0,21,7,0,0,0,7,0,0,3,0,5,0,0,0,0,0,28,3,0,0,31,21,5,8,0,34,64,7,8,0,73,90,3,12,0,106,97,11,16,0,122,113,10,11,0,134,52,22,11,0,90,70,22,12,0,110,105,47,10,0,162,66,55,6,0,128,51,55,5,0,113,30,40,3,0,71,104,111,10,0,227,35,51,18,0,102,16,3,0,0,21,972,445,138,10,1561
POA3226,33,0,9,0,43,20,0,4,0,26,12,0,3,0,21,12,4,5,0,22,70,3,8,0,84,33,5,39,0,77,215,4,46,0,265,154,14,63,5,237,236,29,63,10,336,229,74,65,0,370,101,95,41,0,244,102,88,24,0,218,214,316,79,3,608,205,343,26,0,572,119,323,15,3,465,74,208,11,0,296,232,479,21,0,736,82,129,66,0,281,35,13,8,3,60,2186,2141,605,30,4949
POA3227,13,0,0,0,16,8,0,0,0,8,0,0,5,0,3,0,0,5,0,4,13,0,12,0,19,10,0,9,0,24,41,0,6,0,50,34,4,9,0,45,48,6,18,0,72,84,12,14,5,112,27,19,6,0,53,32,20,8,0,68,86,59,16,4,165,54,52,3,0,109,44,89,8,0,136,33,49,0,0,85,130,259,15,0,406,29,58,23,0,113,9,0,4,0,11,687,642,156,15,1509
