POA_CODE_2021,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_SAR_Ch_0_4,F_Hong_Kong_SAR_Ch_5_14,F_Hong_Kong_SAR_Ch_15_24,F_Hong_Kong_SAR_Ch_25_44,F_Hong_Kong_SAR_Ch_45_54,F_Hong_Kong_SAR_Ch_55_64,F_Hong_Kong_SAR_Ch_65_74,F_Hong_Kong_SAR_Ch_75_84,F_Hong_Kong_SAR_Ch_85ov,F_Hong_Kong_SAR_Ch_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot
POA3037,0,0,0,19,37,33,25,7,0,121,0,7,11,101,38,36,21,5,4,218,0,0,0,19,40,88,78,43,15,284,0,14,14,78,41,34,41,16,11,245,0,9,12,51,40,55,34,19,11,231,0,3,4,36,25,17,13,5,3,107,0,0,0,5,3,9,0,0,0,20,0,0,3,13,11,13,22,15,9,84,0,0,0,13,16,36,37,29,12,145,0,7,5,16,7,7,8,0,0,50,0,63,160,751,226,135,92,38,9,1485,0,4,10,41,23,10,5,0,0,83,0,3,6,26,8,3,0,6,0,49,0,8,10,42,13,7,13,0,0,96,0,3,0,3,0,4,7,0,0,26,0,0,0,14,21,77,89,63,29,290,0,0,0,4,6,3,0,0,0,16,0,0,0,14,8,0,0,0,0,22,0,10,0,46,31,45,10,4,0,147,0,0,10,42,16,14,17,0,0,105
POA3038,0,0,0,0,9,10,9,11,0,43,0,4,7,52,25,35,19,4,8,139,0,0,0,7,27,66,85,75,20,273,0,0,7,16,23,46,28,14,5,127,0,8,8,16,19,47,25,10,5,143,0,0,0,3,10,12,0,6,4,37,0,0,0,0,0,5,0,0,3,11,0,0,0,4,4,7,17,13,6,51,0,3,0,3,13,57,67,61,12,222,0,3,4,13,3,5,4,0,0,36,3,8,20,108,71,84,54,24,11,382,0,0,0,8,6,0,6,0,0,26,0,0,0,14,3,0,0,0,0,25,0,3,0,4,3,4,10,7,0,33,0,0,0,8,3,0,4,0,0,14,0,11,5,8,19,95,120,67,31,361,0,0,0,5,0,0,3,0,0,11,0,0,0,6,0,0,0,0,0,7,0,5,5,19,30,36,21,7,4,129,0,0,0,13,9,12,14,4,0,54
POA3039,0,0,0,9,4,0,5,0,0,18,0,4,12,69,18,16,12,4,8,140,0,0,0,7,0,9,3,6,4,23,0,0,0,4,3,6,3,5,3,20,0,3,7,66,32,22,26,12,17,181,0,0,0,3,0,4,0,0,0,5,0,0,0,10,0,0,0,0,0,16,0,0,0,9,5,5,8,3,0,28,0,0,0,7,3,0,21,44,17,88,0,0,0,13,0,6,0,0,0,25,0,9,10,128,11,13,11,9,6,193,0,0,3,8,3,0,4,0,0,24,0,0,4,17,0,6,0,0,0,22,0,0,0,5,3,3,5,0,0,13,0,0,0,12,8,3,9,5,0,31,0,0,6,21,6,34,78,121,75,327,0,0,0,20,11,0,4,0,0,32,0,0,0,19,3,0,0,0,0,33,0,0,0,0,5,6,0,3,0,19,0,0,7,46,13,7,8,8,0,76
POA3040,0,0,0,6,7,0,0,6,0,20,0,12,14,83,42,26,19,9,5,211,0,0,0,4,0,8,14,8,0,39,0,0,0,11,5,8,4,16,4,47,0,11,15,63,35,53,37,17,9,243,0,0,0,5,4,0,0,0,0,13,0,0,0,6,3,0,0,0,0,14,0,0,0,7,0,3,10,9,4,49,0,0,0,9,4,20,26,29,15,104,0,0,0,29,8,5,8,0,0,55,6,27,14,190,24,24,21,20,6,327,0,0,0,12,4,0,6,0,0,21,0,0,0,21,0,0,0,0,0,24,0,0,0,15,5,0,0,0,0,24,0,0,0,15,5,10,5,3,6,44,0,0,6,11,13,45,109,93,64,345,0,0,0,13,12,0,0,0,0,36,0,0,0,18,5,0,0,0,0,30,0,0,0,12,14,4,4,7,0,48,0,4,8,41,9,6,15,0,0,80
POA3041,0,0,0,6,4,0,0,0,0,11,0,3,5,33,19,15,7,6,0,87,0,0,0,0,6,0,0,0,0,8,0,0,0,3,5,0,11,4,4,23,0,6,3,21,22,33,18,17,10,126,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,3,6,9,0,22,0,0,0,3,3,5,15,13,9,54,0,4,0,4,6,5,0,0,0,10,0,10,9,96,17,10,17,7,4,169,0,0,0,8,6,0,0,0,0,6,0,0,0,6,4,0,0,0,0,12,0,0,0,6,3,5,0,0,0,15,0,0,6,6,6,0,5,6,0,22,0,0,0,4,4,18,47,43,31,154,0,0,0,9,5,0,3,0,0,17,0,0,4,7,5,0,0,0,0,11,0,0,0,0,9,4,0,0,0,19,0,3,3,19,0,7,8,0,0,44
POA3042,0,0,0,0,0,7,8,4,0,19,0,0,9,39,11,21,12,4,0,98,0,0,0,3,4,12,15,20,0,55,0,0,0,0,5,0,6,10,3,27,0,8,5,25,27,26,23,13,5,137,0,0,0,4,3,5,0,0,0,17,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,11,8,3,31,0,0,0,3,8,14,35,45,5,116,0,0,4,10,7,3,0,0,0,26,0,7,5,62,21,25,12,10,0,158,0,0,0,11,4,0,0,0,0,18,0,0,0,9,0,0,0,0,0,23,0,0,0,3,0,0,0,0,0,9,0,3,4,14,0,7,0,0,0,26,0,5,4,9,12,59,170,166,74,504,0,0,0,7,3,0,0,0,0,14,0,0,0,3,0,4,0,0,0,9,0,0,0,3,7,4,8,0,0,25,0,0,0,16,0,6,3,5,0,36
POA3043,0,0,0,0,0,0,0,0,0,9,0,0,10,27,18,11,12,4,4,82,0,0,0,4,3,13,17,16,3,61,0,0,0,3,8,15,29,31,9,98,0,3,6,14,8,24,31,28,12,131,0,0,0,8,13,18,7,0,0,55,0,0,0,0,0,3,0,0,0,6,0,0,0,3,0,0,10,5,4,31,0,0,7,5,7,11,45,52,9,127,0,3,0,9,0,8,0,0,0,15,0,8,14,81,33,31,34,26,12,241,0,0,4,11,9,0,0,3,0,22,0,0,0,7,4,6,4,13,0,36,0,4,8,36,17,18,3,6,4,94,0,3,0,4,0,4,0,5,0,15,0,0,4,9,10,53,109,60,26,265,0,0,0,4,6,4,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,4,5,24,29,48,31,14,3,157,0,0,3,13,3,8,6,0,0,39
POA3044,0,0,0,8,3,0,3,0,0,25,0,3,14,109,24,26,24,4,3,199,0,0,0,0,0,4,4,5,0,12,0,7,3,18,3,3,9,12,11,73,0,14,10,79,33,32,11,18,18,224,0,0,0,11,3,9,7,6,4,27,0,0,0,10,0,0,0,0,0,10,0,0,0,15,3,6,10,4,9,58,0,6,3,4,11,37,67,99,24,261,0,0,0,11,0,0,4,0,0,26,3,23,13,202,18,17,14,5,4,304,0,0,0,25,7,0,0,0,0,39,0,7,5,29,6,0,0,0,0,52,0,0,6,10,8,0,0,0,0,27,0,0,0,19,8,3,8,0,7,42,0,0,3,40,21,78,146,210,151,655,0,0,4,22,17,0,5,0,0,42,0,0,0,22,9,0,0,0,0,37,0,0,0,22,39,32,28,3,0,119,0,3,6,66,15,5,7,0,0,99
POA3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3046,0,0,0,8,5,0,0,4,0,13,0,4,13,133,41,54,26,14,3,296,0,0,0,0,7,8,15,18,8,60,0,8,0,19,7,7,14,23,14,97,0,10,7,76,34,29,28,24,16,223,0,4,0,22,12,3,0,5,0,44,0,0,0,3,0,5,0,0,0,12,0,0,0,4,0,5,15,16,15,60,0,0,5,20,4,26,49,56,34,196,0,0,0,19,0,0,0,0,0,24,11,66,50,478,44,22,15,8,3,700,0,0,4,29,7,6,0,3,0,59,0,6,10,62,8,3,0,0,0,95,0,7,12,40,23,17,0,8,0,112,0,0,0,19,5,0,0,7,4,40,0,0,0,27,12,63,158,242,164,667,0,0,0,21,4,3,0,0,0,35,0,0,0,38,11,0,0,0,0,47,0,6,23,113,97,76,48,23,8,390,4,3,8,53,9,14,5,4,0,95
POA3047,0,0,0,0,0,0,5,0,0,7,0,0,0,33,11,13,11,3,0,69,0,0,0,0,0,5,6,7,3,20,0,4,6,9,5,6,7,9,4,49,0,0,0,7,3,16,18,14,5,59,0,0,5,16,0,13,4,0,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,9,5,3,21,0,3,0,0,0,9,16,14,13,64,0,0,0,12,0,0,0,0,0,13,0,17,35,172,17,12,10,6,3,271,0,0,7,14,3,9,0,0,0,29,0,9,9,36,7,3,0,0,0,67,0,43,45,158,92,69,31,16,3,464,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,14,24,19,12,73,0,0,0,0,4,0,0,0,0,8,0,0,0,4,0,0,0,0,0,5,0,20,22,185,90,75,30,12,0,437,0,0,0,13,0,0,0,0,0,22
POA3048,0,0,0,0,4,8,3,5,0,16,0,0,0,9,11,7,3,5,0,34,0,0,0,0,0,4,12,7,4,29,0,3,4,10,3,9,4,6,0,47,0,0,0,3,0,8,5,13,6,45,0,0,0,3,10,6,8,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,3,6,0,9,15,9,0,45,0,0,0,6,0,0,0,0,0,9,3,8,12,43,10,13,3,4,6,100,0,0,3,15,7,3,0,0,0,29,0,0,0,10,0,3,0,0,0,18,0,40,70,243,121,103,61,20,12,670,0,0,0,0,0,3,0,0,0,6,0,0,0,0,6,12,7,20,11,48,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,15,113,102,65,20,12,0,335,0,3,0,7,5,0,4,6,0,16
POA3049,0,0,0,0,0,0,0,0,0,4,0,0,3,16,0,5,0,0,0,33,0,0,0,5,0,3,8,10,0,27,0,0,0,0,9,3,11,5,9,38,0,0,0,6,3,18,30,13,5,77,0,0,5,9,3,4,0,3,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,11,3,0,23,0,0,0,4,3,9,9,12,5,38,0,0,0,9,0,0,0,0,0,6,0,4,3,22,8,9,8,4,0,61,0,0,7,0,0,0,0,0,0,7,0,5,0,8,3,3,5,0,0,30,0,0,0,11,9,6,0,4,0,32,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,40,44,31,19,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,10,8,6,0,51,0,0,0,12,0,3,5,0,0,24
POA3051,0,0,0,11,0,0,6,6,0,15,7,14,182,282,61,59,41,20,14,673,0,0,0,4,0,0,5,4,0,10,0,0,4,5,0,0,4,0,0,20,3,8,18,64,14,18,13,4,0,145,0,0,3,3,0,3,3,0,0,15,0,4,3,13,0,0,0,0,0,19,0,0,5,15,0,5,4,0,0,32,0,0,0,0,0,0,3,3,0,6,0,0,13,37,9,6,4,0,0,73,3,17,37,103,16,3,3,3,0,180,0,0,14,35,3,3,0,0,0,59,0,0,0,25,4,0,0,0,0,28,0,0,3,3,0,0,0,0,0,6,0,0,0,13,0,3,0,0,0,27,0,0,0,15,0,0,7,4,9,44,0,0,7,39,8,0,0,0,0,54,0,4,5,46,14,0,0,0,0,74,0,0,0,0,0,0,0,0,0,3,0,4,45,121,16,9,13,6,0,218
POA3052,0,0,0,3,0,0,0,0,0,3,0,3,58,81,13,11,9,5,21,205,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,5,0,0,59,19,11,10,11,8,7,129,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,7,0,0,3,3,0,0,0,4,0,10,0,0,0,0,0,0,3,0,0,11,0,0,23,7,3,4,3,0,0,39,0,0,12,59,5,8,5,0,0,86,0,0,20,15,0,0,0,0,0,35,0,0,3,19,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,0,3,0,0,15,0,0,0,0,0,0,0,7,8,13,0,0,8,10,0,0,0,0,0,23,0,0,8,14,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,3,0,4,18,52,8,10,8,4,0,99
POA3053,0,0,0,22,0,4,4,0,0,32,0,11,698,468,37,38,22,3,6,1279,0,0,0,0,0,5,7,0,0,7,0,0,3,3,0,4,0,0,0,17,0,3,33,49,20,14,18,7,4,145,0,0,0,0,0,0,0,0,0,6,0,0,6,21,0,3,0,0,0,29,0,0,4,11,0,0,0,5,0,28,0,0,0,4,0,0,8,4,3,18,0,4,46,58,10,5,3,4,0,125,3,9,106,198,3,9,5,6,0,338,0,0,91,63,7,0,0,5,0,172,0,0,0,38,0,0,0,0,0,46,0,0,0,9,0,0,0,0,0,6,0,0,0,19,0,0,0,0,0,23,0,0,4,26,5,3,14,10,41,103,0,0,9,34,11,0,0,0,0,59,0,0,20,54,0,3,0,0,0,82,0,0,0,0,0,0,0,4,0,8,0,0,116,160,12,21,9,7,0,319
POA3054,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,11,8,0,0,19,0,0,0,0,0,0,3,0,5,9,0,4,0,0,0,0,4,0,0,9,0,8,14,55,13,11,16,9,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,23,0,0,0,10,4,3,7,8,0,30,0,0,0,4,3,4,4,7,8,39,0,0,5,6,0,0,0,4,3,19,0,0,0,11,0,0,5,0,0,25,0,0,0,5,0,0,0,0,0,11,0,0,0,6,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,0,0,0,0,18,0,5,5,0,0,26,0,5,0,4,0,4,15,25,28,82,0,0,0,14,3,0,0,0,0,12,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,5,0,3,0,8,0,0,0,9,0,11,11,0,0,38
POA3055,0,0,0,14,0,5,0,0,0,24,0,0,6,60,11,18,12,5,0,114,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,4,7,4,4,15,79,25,26,10,8,4,177,0,0,0,7,0,3,3,0,0,11,0,0,0,23,0,3,0,0,0,31,0,0,4,20,4,5,5,0,0,34,0,0,0,5,5,16,43,83,31,184,0,0,4,11,4,6,0,0,0,28,0,12,9,73,9,4,4,4,0,116,0,3,0,30,6,0,0,0,0,42,0,0,0,11,0,3,0,0,0,12,0,0,0,5,0,0,0,0,0,3,0,0,0,18,0,0,0,0,0,24,0,3,0,16,3,26,60,70,66,236,0,5,3,19,7,0,0,0,0,28,0,0,3,19,0,0,0,0,0,26,0,0,0,9,16,16,11,6,0,56,0,3,3,46,13,8,10,0,0,94
POA3056,0,0,0,20,6,3,3,0,0,33,0,3,26,83,21,28,15,11,0,180,0,0,0,5,3,0,0,3,3,16,0,0,0,5,3,8,7,0,0,30,0,8,44,208,50,53,29,11,0,407,0,0,0,4,0,0,0,0,0,9,0,0,4,51,4,3,0,0,0,57,0,0,6,44,6,4,6,7,0,77,0,0,0,9,3,11,87,164,68,352,0,3,0,24,3,0,0,0,0,43,0,0,14,72,4,11,0,0,0,107,4,3,9,39,6,0,0,0,0,67,0,0,0,22,0,4,0,0,0,23,0,0,0,4,0,0,0,0,0,4,0,0,0,37,9,4,0,0,0,51,0,0,0,46,9,35,70,105,118,376,0,0,3,45,8,0,0,0,0,60,0,0,0,31,9,0,0,0,0,33,0,0,0,14,17,28,37,14,3,111,0,0,18,78,17,12,3,3,0,141
POA3057,0,0,0,7,3,0,0,0,0,10,0,0,19,48,5,10,8,4,0,95,0,0,0,5,0,0,4,0,0,15,0,0,0,0,0,3,0,0,0,8,0,3,25,163,36,27,13,6,0,268,0,0,0,4,0,0,0,0,0,6,0,0,0,25,0,0,0,0,0,24,0,0,3,27,3,0,0,0,0,41,0,0,0,0,7,9,21,41,13,97,0,0,5,18,3,0,0,0,0,32,0,0,11,39,0,0,3,0,0,58,0,0,3,22,0,4,3,0,0,37,0,0,0,23,0,0,0,0,0,23,0,0,0,3,0,0,0,0,0,3,0,0,0,27,0,3,0,0,0,36,0,0,0,27,4,16,37,67,51,203,0,0,0,25,7,6,0,0,0,44,0,0,0,19,0,0,0,0,0,18,0,0,0,5,3,12,12,6,0,42,0,0,10,49,4,0,11,0,0,80
POA3058,0,0,0,16,7,0,0,0,0,26,0,6,23,106,44,57,36,9,3,283,0,0,0,6,0,9,11,19,8,48,0,3,4,9,0,9,8,0,7,44,0,9,23,170,80,54,28,11,5,386,0,0,0,12,0,3,0,0,0,18,0,0,5,18,5,7,7,0,0,37,0,3,4,30,14,3,7,0,0,67,0,0,0,11,16,53,104,184,67,451,0,0,0,38,4,5,0,0,0,47,0,3,10,113,18,13,5,3,0,163,0,3,7,35,10,0,3,0,0,67,0,0,0,19,6,4,0,0,0,24,0,0,0,16,10,10,13,0,0,44,0,3,0,29,8,3,0,3,0,49,0,0,0,33,16,72,207,323,232,885,0,0,3,31,14,4,0,3,0,57,0,0,4,14,0,0,0,0,0,21,0,0,9,47,85,114,98,39,12,402,0,3,10,66,15,11,10,0,0,122
POA3059,0,0,0,0,0,5,0,0,0,10,0,5,4,29,17,3,4,4,0,70,0,0,0,0,3,21,20,20,0,65,0,6,3,23,18,22,18,6,0,92,0,7,12,12,16,20,12,6,0,83,0,0,3,25,15,9,4,0,0,56,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,3,3,0,22,0,0,0,0,3,21,17,12,4,62,0,0,0,13,5,0,3,0,0,13,0,15,18,133,26,34,11,0,0,236,0,0,0,10,4,3,0,0,0,16,0,5,5,29,11,12,7,3,3,72,0,16,34,183,80,56,23,16,4,415,0,3,0,5,0,0,0,0,0,11,0,0,3,5,9,82,155,63,25,346,0,0,0,3,0,0,0,0,0,12,0,0,0,10,4,0,0,0,0,14,0,0,5,58,46,41,22,4,0,176,0,4,5,11,4,3,3,0,0,35
POA3060,0,0,0,0,0,0,0,0,0,4,0,0,5,24,8,9,10,0,0,58,0,0,0,4,0,3,5,7,8,30,0,7,0,6,3,3,5,5,3,36,0,0,0,22,6,7,8,4,4,47,0,0,0,5,4,0,3,0,0,9,0,0,0,5,0,0,0,0,0,3,0,0,0,10,0,0,0,4,5,20,0,0,0,3,4,8,29,40,27,119,0,0,0,3,0,0,0,0,0,3,8,38,17,163,15,7,9,4,0,259,0,0,0,11,3,5,0,0,0,22,0,3,0,0,4,3,0,0,0,5,0,0,8,32,19,16,7,4,0,94,0,0,0,5,0,3,0,3,0,9,0,0,3,9,10,58,138,238,141,598,0,0,0,6,6,0,0,0,0,9,0,0,0,4,3,0,0,0,0,6,0,5,6,62,49,34,29,4,0,195,0,0,0,8,0,0,3,0,0,18
POA3061,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,13,0,0,0,0,0,0,4,13,0,21,0,0,0,0,0,0,3,3,0,13,0,0,0,5,0,0,0,0,0,4,0,0,0,6,5,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,24,27,5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,5,0,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,14,20,83,48,30,27,19,3,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,57,40,19,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,60,51,50,29,5,11,222,0,0,0,9,0,0,3,0,0,13
POA3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3064,0,0,0,6,7,13,3,4,0,26,0,4,12,108,47,33,15,3,0,216,0,0,0,10,9,14,23,4,0,68,0,14,13,75,18,41,22,9,0,202,4,24,29,67,45,80,53,38,10,347,0,4,27,173,80,66,31,5,0,388,0,0,0,3,5,4,0,0,0,17,0,4,6,16,10,7,11,5,4,61,0,6,22,24,16,16,29,21,9,137,0,4,6,18,5,4,3,0,0,39,38,348,470,4782,397,322,235,33,10,6639,0,0,9,63,24,6,0,3,0,108,0,12,32,99,11,9,0,0,0,175,10,530,779,2444,909,605,340,166,44,5826,0,4,3,7,8,4,5,4,0,29,0,5,14,24,39,126,129,75,32,437,0,4,0,10,3,0,0,0,0,16,0,0,5,33,8,0,0,0,0,46,16,27,46,206,146,118,50,15,5,627,4,12,8,69,23,10,6,3,0,143
POA3065,0,0,0,5,4,4,0,0,0,6,0,0,0,26,15,25,23,27,21,137,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,7,0,0,14,115,11,22,11,8,3,189,0,0,0,0,0,0,0,0,0,0,3,0,0,24,0,0,0,0,0,33,0,0,0,15,0,6,11,0,0,30,0,0,0,0,0,3,3,10,7,26,0,0,3,8,5,3,0,0,0,17,0,0,0,16,3,0,0,3,0,21,0,0,0,10,0,0,0,0,0,15,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,3,0,0,0,30,0,0,0,14,0,4,5,0,4,29,0,0,0,14,0,3,0,0,0,18,0,0,0,7,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,25,3,4,5,3,4,46
POA3066,0,0,0,3,0,0,0,0,0,5,0,5,3,29,15,6,4,10,8,80,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,17,119,11,7,9,3,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,19,0,0,0,19,0,0,4,0,0,27,0,0,0,0,0,3,8,10,10,42,0,0,0,16,3,0,0,3,0,24,0,0,0,21,0,0,0,0,0,22,0,0,7,9,0,0,0,0,0,14,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,32,0,0,0,8,0,0,0,4,3,17,0,0,0,12,4,0,0,0,0,16,0,0,0,14,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,11,20,7,0,3,0,0,45
