POA_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
POA3217,6,0,21,18,14,25,66,49,48,247,0,0,7,8,3,0,4,5,5,42,40,70,152,116,75,74,43,24,13,611,410,1597,4741,3435,1809,1366,1025,410,168,14959
POA3218,6,12,10,21,31,42,84,122,64,392,4,3,13,3,7,9,6,8,9,54,22,59,102,82,70,60,80,59,34,560,242,944,2530,2338,1892,1695,1240,626,239,11754
POA3219,17,14,45,38,67,131,252,325,172,1057,0,3,17,21,24,20,25,18,5,134,51,92,198,190,160,174,176,164,102,1309,472,1401,3108,2345,2542,2698,2283,1384,561,16799
POA3220,3,7,13,18,22,32,65,118,80,354,0,7,0,8,4,5,8,14,13,57,24,68,132,97,91,110,97,61,50,741,358,1212,2427,2114,2258,2277,1876,956,362,13853
POA3221,0,0,0,0,0,0,9,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,4,4,0,0,27,21,35,57,96,131,113,97,27,12,593
POA3222,10,7,16,23,22,51,138,177,122,567,0,3,3,7,5,6,10,6,3,40,29,26,66,67,61,95,139,114,60,656,385,844,1866,2118,2205,2575,2734,1455,522,14715
POA3223,4,4,7,7,17,55,126,152,66,433,0,0,0,0,5,0,8,15,3,43,16,16,30,55,80,134,175,166,94,769,121,289,627,751,1108,1762,2250,1133,314,8346
POA3224,7,8,6,14,24,52,140,192,83,528,0,0,0,5,3,9,3,8,4,37,24,17,61,51,65,57,112,106,33,530,335,752,1768,1766,1854,1851,1893,1298,439,11962
POA3225,0,0,0,0,0,3,17,32,36,92,0,0,0,0,0,0,0,0,0,9,9,7,17,29,21,58,100,78,21,334,75,157,277,407,534,873,1267,771,298,4664
POA3226,4,0,10,11,3,18,63,84,58,251,5,0,3,4,3,0,0,4,0,25,35,34,54,91,75,102,152,119,127,797,339,667,1584,2416,2288,2335,2420,1097,419,13564
POA3227,0,0,0,0,0,0,15,19,18,54,0,0,0,0,0,0,0,0,0,0,13,15,13,37,53,52,63,28,20,307,89,184,298,644,843,796,860,356,112,4171
POA3228,6,0,12,7,12,23,44,85,78,266,0,4,6,0,9,0,0,0,0,28,54,39,101,156,135,115,155,120,109,992,411,1026,2397,3860,3438,2690,2537,1151,420,17929
POA3230,0,0,3,5,0,4,12,9,17,42,0,0,5,0,0,0,0,0,3,3,3,0,16,19,18,26,39,13,12,154,43,104,254,333,361,543,613,306,102,2672
POA3231,0,0,0,0,0,0,5,0,3,7,0,0,0,0,0,0,0,0,0,0,4,7,12,12,16,17,27,9,0,105,25,47,99,114,221,358,317,138,33,1352
POA3232,0,0,0,0,0,0,0,9,9,21,0,0,0,0,0,0,0,0,0,3,5,4,8,11,18,19,38,12,17,122,18,56,172,108,130,226,271,125,56,1162
POA3233,0,0,5,5,7,8,16,23,20,82,0,0,0,0,0,0,0,0,0,3,3,7,22,22,40,37,47,24,15,221,26,65,220,228,320,410,449,218,69,2000
POA3234,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,13,5,6,17,18,35,45,54,16,0,199
POA3235,0,0,0,0,0,0,3,5,0,9,0,0,0,0,0,0,0,0,0,0,4,3,7,5,13,11,0,4,0,56,9,9,39,67,77,99,69,22,6,402
POA3236,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,8,7,4,0,33,0,10,29,26,33,57,39,16,4,218
POA3237,0,0,0,0,0,5,3,0,0,7,0,0,0,0,0,0,0,0,0,0,6,6,8,9,6,17,0,0,0,48,8,5,23,32,56,67,36,10,0,238
POA3238,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,3,0,0,0,15,4,5,15,35,43,69,24,5,4,206
POA3239,0,0,0,0,0,0,10,4,0,22,0,0,0,0,0,0,0,0,0,0,3,4,10,4,12,12,11,3,0,59,9,17,47,45,81,90,89,17,0,401
POA3240,0,0,0,3,4,4,10,7,4,39,0,0,0,0,0,0,0,0,0,0,3,3,12,18,5,8,17,12,4,69,52,101,175,322,320,322,213,82,20,1603
POA3241,0,0,5,4,4,10,20,27,13,86,0,0,0,0,0,0,0,0,0,10,17,13,23,32,29,40,33,33,40,249,72,133,402,373,378,438,375,191,77,2450
POA3242,0,0,0,0,4,5,3,7,0,17,0,0,0,0,0,0,0,0,0,0,5,4,7,5,4,11,16,3,0,52,10,33,104,125,110,140,147,52,5,725
POA3243,0,0,0,0,3,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,4,4,5,3,12,0,11,6,0,40,10,14,36,48,62,52,85,23,6,323
POA3249,0,0,0,5,11,15,24,30,15,103,0,0,0,0,0,0,0,0,0,5,15,3,22,22,41,39,27,22,9,198,96,140,289,363,468,568,459,182,41,2613
POA3250,5,7,27,37,33,67,156,257,190,789,0,0,25,14,21,24,17,6,7,121,17,25,100,70,73,73,127,116,59,659,275,671,1650,1409,1489,1551,1535,1056,502,10140
POA3251,0,0,0,4,0,8,11,6,3,29,0,0,0,0,0,0,0,0,0,4,0,0,4,8,0,9,8,0,0,26,16,14,49,70,72,90,94,27,11,440
POA3254,0,0,0,0,0,0,4,6,0,8,0,0,0,0,0,0,0,0,0,0,3,0,4,6,0,8,3,0,0,32,12,17,53,44,36,55,22,14,0,261
POA3260,6,0,5,5,11,21,68,103,69,288,0,0,0,0,0,4,0,3,0,14,24,19,38,40,48,44,52,46,20,332,128,205,442,472,596,696,743,451,148,3881
POA3264,0,0,10,6,5,20,33,56,43,169,0,0,0,4,3,0,0,3,0,17,5,3,9,14,15,15,38,34,22,157,52,106,232,220,262,359,298,204,105,1845
POA3265,0,0,9,4,0,16,23,18,9,83,0,0,0,0,0,0,0,0,0,0,25,12,26,18,33,33,22,18,8,198,94,128,312,294,412,463,277,114,40,2131
POA3266,0,7,0,3,0,13,36,66,42,169,0,0,0,0,0,0,3,5,0,10,22,19,20,21,36,31,26,33,16,215,73,164,309,272,419,443,354,264,111,2410
POA3267,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,0,0,17,5,7,23,17,28,51,23,12,4,170
POA3268,0,3,4,0,3,4,20,33,22,88,0,0,0,0,0,0,0,4,0,4,4,14,28,18,21,28,21,12,17,168,60,132,259,294,328,405,296,168,66,2006
POA3269,0,0,0,0,0,4,0,7,0,12,0,0,0,0,0,0,0,0,0,0,5,0,14,5,3,5,8,5,5,46,12,30,85,79,92,96,91,27,14,527
POA3270,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,12,3,10,31,29,39,61,51,33,6,260
POA3271,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,4,0,6,5,7,0,0,29,12,12,18,16,29,33,28,8,3,159
POA3272,0,0,3,4,7,9,15,29,17,82,0,0,0,0,0,0,0,0,0,8,0,6,11,17,8,17,22,13,8,118,23,70,165,157,189,238,243,144,64,1288
POA3273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,3,6,8,4,22,32,15,10,0,107
POA3274,0,0,0,0,0,0,0,3,6,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,6,0,14,6,13,18,28,25,35,42,15,3,191
POA3275,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,8,3,8,8,0,0,3,3,28,21,40,62,60,80,55,44,7,3,362
POA3276,0,0,0,0,0,4,4,8,0,17,0,0,0,0,0,0,0,0,0,0,8,6,0,0,5,8,5,0,0,28,16,31,39,45,54,80,54,12,4,350
POA3277,0,0,0,0,0,4,17,22,9,59,0,0,0,0,0,0,0,0,0,0,7,8,13,11,15,19,23,13,4,111,50,83,215,212,246,259,227,89,26,1403
POA3278,0,0,0,0,0,0,4,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,7,0,0,20,9,12,43,37,59,46,30,16,7,263
POA3279,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,6,3,0,5,0,0,21,11,20,31,26,57,30,23,12,0,217
POA3280,20,16,46,63,64,110,321,456,284,1384,0,6,31,26,12,25,13,5,3,132,122,95,257,276,225,212,253,271,204,1910,805,1756,4321,3956,4109,4292,3832,2269,1049,26385
POA3281,0,0,0,0,0,0,9,10,10,32,0,0,0,0,0,0,0,0,0,6,3,0,4,10,6,14,10,0,0,51,48,68,153,259,288,248,199,74,14,1351
POA3282,0,0,6,8,3,8,25,30,10,82,0,0,0,0,0,0,3,0,0,6,14,9,15,15,21,21,20,21,13,141,55,103,274,283,313,369,318,155,43,1901
POA3283,0,0,0,0,3,8,16,13,0,38,0,0,0,0,0,0,0,0,0,0,4,8,13,8,14,10,17,5,0,80,27,66,133,155,205,238,205,58,6,1099
POA3284,3,0,6,0,4,3,22,54,38,133,0,0,0,0,0,0,0,0,0,6,12,8,23,19,26,39,60,44,37,271,60,91,285,431,432,532,686,366,166,3051
POA3285,0,0,0,0,3,3,12,10,3,36,0,0,0,0,0,3,0,0,0,3,12,3,3,3,26,12,4,11,0,75,39,46,84,150,198,198,183,68,9,983
POA3286,0,0,0,0,0,3,11,8,8,31,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,4,7,5,0,23,15,16,40,55,63,91,95,36,13,420
POA3287,0,0,0,0,0,4,4,6,4,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,7,0,0,21,9,31,50,45,69,76,23,19,4,316
POA3289,0,4,3,0,0,5,12,8,10,38,0,0,0,0,0,3,0,0,0,4,0,0,0,5,4,15,14,7,4,52,18,31,57,83,105,149,125,47,30,639
POA3292,0,0,0,0,0,0,3,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,25,4,0,13,19,23,40,62,14,4,176
POA3293,0,0,0,0,0,3,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,4,0,0,23,11,16,24,38,51,57,51,21,3,268
POA3294,0,0,0,0,0,3,3,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,8,12,3,3,18,5,9,58,11,32,96,115,110,131,175,68,17,756
POA3300,10,12,20,19,27,53,88,186,134,549,0,0,6,0,5,5,0,3,0,23,33,34,60,54,71,81,101,116,94,647,258,540,1169,1066,1189,1384,1373,939,426,8338
POA3301,0,0,0,0,0,3,8,4,6,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,15,11,8,0,61,24,42,114,105,196,210,206,59,6,968
POA3302,0,0,0,0,0,0,3,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,4,3,0,0,19,4,10,39,43,54,60,49,27,4,291
POA3303,0,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,6,0,0,5,25,8,8,35,34,59,34,27,14,7,226
POA3304,0,0,4,7,7,18,42,48,38,164,0,0,0,0,0,0,0,0,0,4,18,14,19,29,38,41,55,34,25,269,67,100,264,287,332,471,458,194,79,2248
POA3305,14,4,23,31,49,91,173,165,109,649,0,0,6,8,8,7,4,7,0,45,37,43,84,101,99,128,160,122,53,831,334,611,1290,1415,1805,2123,1933,936,374,10817
POA3309,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,8,0,11,19,11,14,14,0,93
POA3310,0,0,0,0,3,3,3,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,20,3,7,16,26,31,71,54,30,3,237
POA3311,0,0,3,6,8,14,25,53,40,148,0,0,0,0,0,4,0,0,0,12,0,6,7,5,6,32,34,36,18,145,27,72,132,110,170,321,299,226,110,1471
POA3312,0,0,0,0,6,8,8,13,6,39,0,0,0,0,0,0,0,0,0,0,7,3,9,8,11,11,18,13,0,87,20,34,92,95,146,171,165,75,8,806
POA3314,0,0,0,0,0,0,6,3,0,13,0,0,0,0,0,0,0,0,0,0,4,0,4,6,5,6,15,8,0,37,7,19,47,72,71,82,94,30,10,442
POA3315,0,0,0,0,8,14,28,28,38,116,0,4,0,0,0,0,0,0,0,9,8,5,12,16,26,26,25,23,9,140,38,77,126,168,205,306,265,131,80,1385
POA3317,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,3,7,4,0,4,0,20,9,4,15,17,35,32,22,18,7,153
POA3318,0,0,0,3,3,7,21,22,17,67,0,0,0,0,0,0,0,0,0,3,7,3,0,6,14,14,29,14,9,91,28,28,114,119,150,209,214,110,65,1033
POA3319,0,0,0,0,0,3,6,6,0,12,0,0,0,0,0,0,0,0,0,0,3,8,5,6,17,18,9,8,0,68,9,15,33,32,56,92,67,30,3,343
POA3321,0,0,4,0,6,6,5,5,3,26,0,0,0,0,0,0,0,0,0,0,5,0,6,8,10,16,14,10,0,69,36,66,157,265,268,249,151,53,7,1263
POA3322,0,0,0,0,0,4,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,12,4,9,18,14,19,35,29,22,5,146
POA3323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,6,12,5,12,15,12,5,6,79
POA3324,0,0,0,0,0,5,16,10,6,40,0,0,0,0,0,0,0,0,0,0,3,0,9,9,7,12,8,0,7,45,9,36,51,71,53,109,95,40,19,472
POA3325,0,0,0,0,0,0,5,7,4,22,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,4,4,6,3,37,9,7,40,41,47,97,78,43,11,374
POA3328,0,0,7,6,5,8,17,7,6,52,0,0,0,0,0,0,0,0,0,0,6,8,15,20,15,11,17,7,3,102,59,103,250,354,324,293,206,64,19,1659
POA3329,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,11,12,37,43,34,42,41,12,0,235
POA3330,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,4,6,0,0,18,13,8,32,28,32,22,22,8,3,168
POA3331,0,3,10,7,15,20,30,47,18,161,0,0,4,0,7,0,5,8,0,23,13,14,25,57,31,34,37,53,54,322,168,324,881,1062,973,665,632,315,127,5146
POA3332,0,0,0,0,0,10,5,4,0,31,0,0,0,0,0,0,0,0,0,0,0,4,7,12,12,12,6,0,6,62,32,55,128,167,166,181,96,29,7,865
POA3333,0,0,0,3,0,8,6,9,0,34,0,0,0,0,0,0,0,0,0,3,3,0,6,0,8,11,12,4,0,53,25,34,88,106,126,145,107,46,14,686
POA3334,0,0,0,0,3,0,8,3,4,21,0,0,0,0,0,0,3,0,0,3,4,0,6,15,12,11,13,4,0,69,25,20,45,57,90,95,80,30,4,446
POA3335,5,0,14,6,20,24,62,17,0,156,0,0,3,13,19,11,17,11,5,78,23,26,103,66,50,28,25,7,0,329,113,399,1695,1084,513,406,273,79,8,4569
POA3336,0,6,36,41,38,68,87,34,10,319,3,3,17,17,20,34,35,9,4,137,39,57,134,138,68,50,18,4,3,511,312,936,3647,3940,1555,836,497,115,19,11873
POA3337,29,36,99,137,177,228,440,331,89,1563,0,17,40,63,89,62,55,50,16,394,178,178,452,447,340,269,244,169,35,2309,1094,2499,5924,6069,4953,4073,3374,1403,316,29694
POA3338,19,39,142,140,122,157,267,192,67,1163,3,10,86,103,80,78,55,35,7,457,142,171,490,391,269,179,163,115,52,1972,842,2154,6644,6233,3690,2671,2250,872,293,25660
POA3340,4,14,35,33,53,99,222,237,141,835,4,0,6,7,19,15,27,13,10,95,60,53,161,147,143,137,167,115,42,1038,569,1421,3639,3579,3239,2782,2510,1224,448,19408
POA3341,0,0,0,3,0,4,12,17,3,36,0,0,0,0,0,0,0,0,0,6,4,8,15,6,16,12,19,10,0,92,43,85,142,202,285,262,160,77,12,1271
POA3342,3,0,5,6,9,21,30,47,25,149,0,0,0,0,0,0,0,0,0,3,11,0,23,29,26,31,43,28,17,205,94,152,431,523,529,580,439,254,93,3096
POA3345,0,0,0,3,0,0,19,8,5,43,0,0,0,0,0,0,0,0,3,5,0,5,8,12,16,12,10,3,0,67,38,43,127,199,211,220,150,59,11,1056
POA3350,24,46,69,89,112,179,409,514,379,1832,0,12,29,22,29,27,34,22,13,189,171,249,466,360,360,361,395,408,330,3101,1596,4272,8961,8544,8075,7715,6803,3809,1662,51440
POA3351,4,3,13,17,16,45,68,57,22,250,0,0,0,6,5,6,3,0,0,20,33,29,55,67,105,78,82,41,4,495,266,476,898,1106,1328,1374,1044,397,75,6954
POA3352,4,12,20,24,29,65,145,142,47,489,0,3,4,4,9,5,0,0,3,31,54,30,112,118,161,143,165,94,20,904,453,887,2048,2452,2753,2573,2026,786,165,14160
POA3355,26,17,38,38,49,86,172,209,144,787,0,5,11,7,9,8,11,3,0,56,52,57,136,102,131,117,120,139,97,952,344,794,1743,1242,1548,1586,1553,1137,527,10485
POA3356,14,25,37,36,56,88,221,252,179,904,0,5,10,7,20,14,15,7,6,71,67,79,149,120,128,104,142,139,82,1018,417,1083,2323,1751,1713,1778,1775,1090,517,12443
POA3357,0,0,0,4,4,6,24,25,9,80,0,0,0,0,0,0,6,0,0,10,11,9,16,19,19,13,23,15,7,124,78,119,228,461,581,532,536,209,58,2812
POA3358,0,3,11,6,5,4,6,16,0,58,0,0,4,0,0,0,0,0,0,7,5,9,20,12,9,8,10,8,0,89,58,269,806,485,336,242,159,74,13,2439
POA3360,0,0,5,0,5,4,13,11,4,39,0,0,0,0,0,0,0,0,0,0,3,3,7,3,12,14,8,6,3,51,14,29,87,72,129,117,131,62,12,645
POA3361,0,0,0,4,0,6,5,16,11,38,0,0,0,0,0,0,0,0,0,4,5,4,0,9,12,10,8,8,8,67,18,24,50,71,90,137,80,61,29,564
POA3363,6,0,5,10,12,23,29,51,40,180,0,0,0,0,0,3,5,0,0,8,12,16,14,38,40,45,53,45,21,286,74,123,314,377,477,537,548,314,145,2907
POA3364,0,0,0,0,3,9,11,28,12,65,0,0,0,0,0,0,0,0,0,4,3,3,17,27,34,30,39,22,8,180,43,69,189,265,328,361,379,127,35,1800
POA3370,0,0,9,7,11,17,19,28,13,97,0,0,0,0,0,0,3,3,0,6,4,6,8,11,24,26,19,16,9,121,31,69,149,197,274,342,316,158,54,1587
POA3371,0,0,0,0,3,10,21,15,5,57,0,0,0,0,0,0,0,0,0,5,10,7,3,14,26,42,32,15,5,152,39,44,55,72,159,262,226,62,27,949
POA3373,0,0,0,3,6,15,38,37,12,110,0,0,0,0,0,0,0,0,0,0,15,10,16,22,23,29,27,35,23,195,66,105,187,236,348,373,425,200,77,2013
POA3374,0,0,0,0,3,0,6,10,0,18,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,6,7,3,0,32,6,11,24,44,70,70,86,39,3,353
POA3375,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,10,11,30,37,40,24,17,3,182
POA3377,7,10,16,18,21,48,125,129,94,468,0,3,7,6,11,16,15,7,3,68,22,48,138,105,103,102,96,83,29,727,219,484,1262,1056,1207,1360,1291,744,315,7931
POA3378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,11,5,6,12,19,16,17,14,0,0,100
POA3379,0,0,4,3,3,0,3,9,5,28,0,0,0,0,0,0,0,0,0,0,4,0,0,5,11,11,7,5,7,60,14,27,51,71,108,131,127,69,23,618
POA3380,4,8,15,11,22,41,78,100,44,322,0,0,9,3,10,11,6,0,0,38,24,13,60,45,57,67,91,103,84,546,132,344,780,591,715,916,882,521,221,5096
POA3381,0,0,3,0,0,4,12,5,3,23,0,0,0,0,0,0,0,0,0,0,3,7,38,12,23,33,31,18,0,162,19,50,189,136,178,250,221,79,16,1142
POA3384,0,0,0,0,0,0,3,12,6,24,0,0,0,0,0,0,0,0,0,5,8,5,3,3,10,15,3,0,0,57,19,21,44,49,92,114,82,50,12,490
POA3385,0,0,0,0,3,4,3,8,3,32,0,0,0,0,0,0,0,0,0,0,0,0,9,11,7,7,15,5,0,54,8,11,40,58,75,102,110,31,11,454
POA3387,0,0,0,0,5,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,12,4,8,30,37,40,52,39,19,3,237
POA3388,0,0,0,0,0,3,6,3,6,21,0,0,0,0,3,0,0,3,0,10,3,0,0,0,7,13,9,9,5,49,5,18,53,51,62,122,77,51,20,462
POA3390,3,0,0,0,6,3,8,16,9,50,0,0,0,0,0,0,0,0,0,4,10,3,9,5,4,9,14,8,9,64,29,34,76,89,118,142,138,82,27,732
POA3391,0,0,0,0,0,3,3,8,3,18,0,0,0,0,0,0,0,0,0,0,5,0,0,6,3,0,0,0,0,19,6,10,14,22,18,30,22,13,5,144
POA3392,0,0,0,0,0,3,6,5,9,30,0,0,0,4,0,0,0,0,0,9,5,0,0,4,7,11,18,11,16,65,15,15,38,48,74,116,88,61,42,499
POA3393,3,4,4,7,13,18,45,42,24,151,0,0,0,0,3,3,3,4,0,14,13,7,25,18,27,25,39,60,38,249,43,121,272,224,307,394,381,251,114,2105
POA3395,0,0,0,0,0,3,3,3,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,5,4,20,3,10,37,32,37,76,53,35,16,296
POA3396,0,0,0,4,3,5,7,19,28,68,0,0,0,0,0,5,4,0,0,3,0,0,0,4,4,5,3,6,3,33,15,19,63,66,60,117,130,73,49,583
POA3400,10,10,38,28,41,62,144,240,211,790,0,0,7,7,6,13,7,6,0,52,60,74,131,76,82,102,120,128,78,852,333,902,2097,1689,1593,1842,1676,1173,570,11869
POA3401,3,0,7,5,5,23,26,40,18,121,0,0,0,0,4,0,4,0,0,10,28,16,24,30,31,45,45,14,6,236,145,224,384,502,737,761,494,207,48,3501
POA3407,0,0,0,0,0,0,3,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,5,4,18,10,11,27,35,67,71,57,40,10,325
POA3409,0,0,0,0,0,7,4,15,7,35,0,0,0,0,0,0,0,0,0,0,0,0,6,12,9,19,15,13,23,102,6,31,102,104,130,206,122,60,43,811
POA3412,0,0,0,3,0,6,0,12,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,0,20,0,4,26,33,30,40,43,40,6,225
POA3413,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,3,16,3,7,18,15,37,37,16,25,8,161
POA3414,5,0,4,4,7,12,21,36,27,108,0,0,0,0,3,0,0,4,0,11,9,4,6,14,7,15,24,23,20,120,39,55,160,164,208,285,261,170,81,1422
POA3415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,6,6,0,4,11,0,0,0,37
POA3418,0,0,12,14,9,14,30,61,67,209,0,0,12,14,21,9,3,0,5,59,12,5,18,20,21,31,36,39,29,209,72,132,368,265,339,415,314,265,138,2317
POA3419,0,0,0,0,0,6,9,13,16,50,0,0,0,0,0,0,0,0,0,0,3,0,0,9,10,14,8,4,3,45,23,43,75,91,107,136,148,71,38,735
POA3420,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,0,19,4,13,33,40,35,37,35,13,0,211
POA3423,0,0,0,0,4,3,12,9,6,46,4,0,0,0,0,0,0,0,0,7,0,0,0,4,4,8,11,10,11,46,14,14,33,33,55,108,88,33,24,405
POA3424,0,0,0,0,0,6,11,14,14,48,0,6,0,0,0,0,0,0,0,0,3,0,10,8,0,9,10,9,18,57,15,19,57,76,70,134,132,75,37,610
POA3427,3,0,10,8,12,18,49,28,8,138,0,0,7,0,4,5,8,11,0,36,20,17,65,54,36,41,33,16,4,280,100,321,1322,931,571,557,381,142,20,4356
POA3428,0,0,0,0,3,4,15,9,8,33,0,0,0,0,0,0,0,5,0,9,0,3,8,4,10,9,5,0,0,42,19,43,74,77,111,82,97,48,10,544
POA3429,19,6,52,40,56,95,270,287,195,1026,4,4,18,12,19,18,23,24,15,133,91,90,248,228,217,188,156,154,76,1451,968,2352,5516,5251,5329,4901,3575,1686,664,30243
POA3430,0,0,0,0,0,3,0,6,5,17,0,0,0,0,0,0,0,0,0,0,3,0,3,6,8,8,6,7,0,32,5,14,38,28,43,50,29,24,0,247
POA3431,0,0,3,0,4,8,30,20,11,76,0,0,0,0,0,0,0,0,0,0,15,11,7,20,35,21,22,13,0,143,103,225,393,539,687,649,483,219,33,3331
POA3432,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,12,9,4,5,19,42,37,33,8,0,148
POA3433,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,4,6,0,0,0,0,12,12,13,14,29,39,23,22,14,0,164
POA3434,0,0,3,3,11,17,52,40,14,144,0,0,0,0,0,0,9,0,0,6,19,7,39,34,40,46,44,38,9,270,153,284,823,773,884,773,604,294,58,4653
POA3435,0,0,3,0,9,8,25,32,6,78,3,0,0,0,0,0,0,5,3,9,10,14,15,22,18,33,26,20,4,166,67,152,356,401,439,469,398,173,28,2494
POA3437,3,0,4,11,16,19,72,65,23,214,0,0,4,0,0,0,0,4,0,11,33,27,29,70,64,61,55,62,73,471,279,503,942,1729,1716,1489,1099,580,184,8525
POA3438,0,0,0,0,0,0,10,36,41,89,0,3,0,0,0,0,0,0,0,4,11,12,7,15,10,12,4,7,11,83,60,132,183,332,411,275,219,166,67,1851
POA3440,0,0,0,0,3,0,4,8,8,22,0,0,0,0,0,0,0,0,0,0,12,3,4,7,18,17,26,6,5,90,44,86,107,275,332,280,269,110,19,1529
POA3441,0,0,0,0,0,0,5,3,0,14,0,0,0,0,0,0,0,0,0,0,4,4,5,7,18,12,20,5,3,82,18,30,91,175,220,244,233,95,11,1110
POA3442,0,0,4,6,4,13,37,64,32,170,0,0,0,3,6,4,7,3,0,25,31,18,31,49,68,70,63,50,18,401,166,270,557,1071,1404,1206,1130,564,167,6542
POA3444,0,5,11,7,19,45,72,112,75,351,0,3,3,9,3,3,3,8,6,31,26,38,75,56,93,91,103,80,44,606,209,401,867,1197,1524,1441,1369,768,316,8089
POA3446,4,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,5,3,0,11,5,14,17,10,3,7,72,15,39,104,129,174,185,159,44,15,865
