POA_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1951,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2010,Korea_Rep_Sth_2011_2015,Korea_Republic_South_2016,Korea_Republic_South_2017,Korea_Republic_South_2018,Korea_Republic_South_2019,Korea_Republic_South_2020,Korea_Republic_South_2021,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_NS,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_NS,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_NS,Pakistan_Tot
POA3195,0,0,0,3,4,0,0,40,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,12,0,5,18,13,32,20,64,62,0,0,5,0,0,5,4,220,19,83,101,31,4,4,8,19,4,0,0,0,0,0,12,298,0,0,0,4,7,11,22,0,4,0,0,0,0,0,6,52,0,0,0,0,4,0,12,8,0,5,0,0,0,0,0,31,0,0,3,4,12,9,0,0,0,0,0,0,0,0,0,37,0,0,5,18,32,10,30,9,0,3,0,6,0,0,0,121,0,0,0,0,0,0,9,0,0,0,3,4,0,0,0,18,4,34,10,9,12,7,12,3,0,3,0,5,0,0,5,93,0,3,20,61,97,88,150,60,7,8,16,10,0,0,16,547,0,0,5,4,5,0,0,0,0,0,0,0,0,0,0,20,0,0,6,0,5,0,5,0,0,0,0,0,0,0,3,15
POA3196,3,4,0,0,0,0,0,26,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,8,0,5,22,13,12,10,46,40,0,4,5,0,0,0,0,163,4,48,49,9,0,5,3,16,4,0,0,0,0,0,4,149,0,0,0,0,8,15,10,7,0,0,0,0,0,0,0,35,0,0,0,0,4,4,12,3,0,0,3,0,0,0,0,26,0,0,10,14,3,4,0,0,0,0,0,0,0,0,0,35,0,0,0,3,34,7,17,6,0,0,0,0,0,0,0,72,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,14,5,33,11,6,10,5,8,4,0,0,0,0,0,0,6,80,6,3,25,66,74,67,130,82,8,5,15,8,7,0,14,517,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10
POA3197,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,16,0,15,7,0,0,0,3,0,0,0,59,0,25,43,10,0,0,0,0,0,0,0,0,0,0,4,82,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0,0,4,9,3,5,3,0,0,0,0,0,0,0,0,21,0,5,3,5,14,4,14,4,0,0,0,0,3,0,0,55,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,0,25,6,4,4,0,3,0,0,0,0,0,0,0,0,52,0,5,15,20,40,35,42,33,0,4,4,3,0,0,7,207,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3
POA3198,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,12,15,3,20,17,0,0,0,0,0,0,0,102,3,13,23,10,4,6,3,7,7,3,0,0,0,0,3,80,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,12,0,0,0,0,4,0,3,5,0,0,0,0,0,0,0,18,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,14,6,13,0,0,0,5,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,26,8,3,4,4,5,0,0,0,0,0,0,0,0,51,0,0,16,47,90,71,93,44,8,5,7,8,0,0,5,402,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,3,4,0,0,0,7,0,3,0,0,0,0,17
POA3199,3,0,4,0,3,0,0,60,0,0,0,0,0,5,10,4,0,0,0,0,0,0,0,12,0,10,23,32,48,11,31,31,14,0,3,0,0,0,13,212,13,88,71,30,6,7,10,12,3,0,0,3,0,0,12,249,0,0,0,0,5,13,17,5,0,0,3,0,3,0,0,53,0,0,0,0,7,6,22,14,14,0,3,0,0,0,0,60,0,0,9,17,9,13,0,0,0,0,0,0,0,0,4,68,0,4,4,21,31,14,28,19,11,16,5,0,4,0,0,166,0,0,0,0,0,0,9,15,3,6,10,3,3,0,3,55,14,126,29,10,11,5,11,5,0,4,0,0,0,0,17,226,4,16,55,118,239,200,269,143,15,16,7,22,5,3,38,1152,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,17,0,0,5,3,0,4,7,11,0,0,0,0,0,0,0,29
POA3200,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,21,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,6,0,0,0,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,14,38,20,37,16,3,0,6,0,0,3,7,156,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3201,0,0,0,0,0,0,0,26,0,0,0,6,0,5,9,0,9,0,4,0,0,0,0,21,0,0,7,6,9,6,8,21,0,0,0,0,0,0,0,65,4,23,29,3,6,0,3,10,0,0,0,0,0,0,6,95,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,12,0,3,6,12,4,8,7,5,3,0,0,0,0,3,3,45,0,0,0,3,11,5,22,0,8,0,0,0,0,0,0,50,0,0,0,0,0,0,7,6,0,0,0,3,0,0,0,24,4,77,16,5,4,4,5,0,0,0,0,0,0,0,20,128,0,0,12,46,109,117,132,113,10,12,8,7,0,0,12,587,0,0,4,4,5,0,9,0,0,0,0,0,0,0,0,20,0,0,0,0,3,11,8,8,0,0,0,0,0,0,0,30
POA3202,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,0,0,20,0,15,12,0,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,17,6,13,0,0,7,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,0,0,3,7,4,4,12,11,5,0,3,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5
POA3204,3,0,4,0,0,0,0,66,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,0,8,12,5,16,11,37,58,8,12,10,3,5,3,0,196,9,76,72,17,10,5,15,34,0,0,3,10,0,0,4,249,0,0,0,10,9,32,58,39,0,11,12,17,9,4,8,197,0,0,0,0,9,23,68,51,0,16,4,10,6,0,0,188,0,4,9,18,7,5,0,0,0,0,0,0,0,0,0,40,0,0,14,34,58,47,68,42,15,17,15,18,0,0,4,336,0,0,0,0,0,0,10,25,9,16,36,18,9,0,4,133,0,12,0,8,6,7,11,9,0,0,0,0,0,0,0,48,6,5,14,49,86,80,127,66,15,8,16,12,0,5,4,487,0,0,6,0,12,0,4,4,0,0,0,0,0,0,0,23,0,0,0,0,0,5,5,12,0,0,8,5,4,0,0,41
POA3205,3,9,7,3,0,0,0,54,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,11,0,3,0,0,0,10,17,20,0,3,5,8,0,0,0,83,3,12,17,3,0,0,13,22,8,3,4,3,0,0,0,96,0,0,4,0,0,4,7,5,0,0,3,0,0,0,0,46,0,0,0,0,3,0,36,19,0,6,6,7,0,0,0,74,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,3,25,21,53,21,5,9,3,4,4,0,12,154,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,8,0,12,3,0,3,0,10,0,0,0,0,0,0,0,0,33,0,4,13,26,33,41,63,64,12,14,17,10,5,4,9,311,0,0,0,5,4,0,3,0,0,0,0,0,0,0,0,14,0,0,0,0,3,0,5,3,0,0,0,0,0,0,0,12
POA3206,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,0,8,0,21,19,4,0,11,5,0,0,0,86,8,29,26,4,0,4,8,0,0,0,0,0,0,0,3,86,0,4,0,3,0,0,0,0,0,5,0,0,0,3,0,21,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,4,3,5,0,0,0,0,0,0,0,39,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,8,0,13,3,0,4,6,6,0,3,0,0,0,0,0,0,54,0,0,12,17,25,30,44,35,3,0,10,3,0,0,0,201,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA3207,5,0,5,5,0,0,0,57,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,6,0,0,5,8,18,10,39,30,10,11,18,9,0,0,5,163,4,42,35,6,4,3,15,25,3,9,4,8,6,0,3,163,0,0,0,0,5,3,3,7,5,0,0,0,0,0,0,24,0,0,0,3,3,0,11,14,0,0,0,5,0,0,5,38,0,0,4,8,7,0,0,0,0,0,0,0,0,0,0,21,0,0,4,18,26,23,40,23,4,9,4,3,3,0,0,162,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,9,0,4,5,6,3,6,7,9,0,3,5,0,0,0,0,42,0,3,14,38,57,65,96,80,18,10,17,14,15,8,5,443,0,0,3,6,3,4,0,0,0,0,3,0,0,0,0,26,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,12
POA3211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,8,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,14,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3212,0,0,3,0,0,0,7,21,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,19,0,3,9,8,9,0,5,14,0,0,0,0,0,0,3,61,0,27,19,0,0,0,5,0,0,0,0,0,0,0,7,62,0,0,0,0,0,6,7,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,4,4,0,3,0,3,0,0,0,0,0,9,21,0,0,5,7,3,0,0,6,0,4,0,0,4,0,6,39,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,74,8,8,0,3,0,0,0,0,0,0,0,0,0,95,0,0,5,25,24,28,49,29,3,3,5,3,0,0,45,229,0,0,14,10,7,0,0,0,0,0,0,0,0,0,5,35,0,0,0,0,0,0,4,15,3,0,3,5,0,0,7,36
POA3213,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,8,4,11,17,4,0,3,8,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,13,3,5,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3,7,3,9,3,0,0,0,0,0,0,3,33,0,0,10,9,9,0,3,0,0,0,0,0,0,0,3,34,0,0,0,3,0,0,3,3,0,4,3,0,0,0,0,13
POA3214,5,0,0,3,3,0,0,77,0,0,0,0,0,4,0,10,25,0,3,7,0,0,0,51,0,3,9,8,3,0,3,0,0,0,0,0,0,0,0,29,7,23,24,4,0,3,0,0,0,0,0,0,0,0,3,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,6,0,0,0,0,4,3,0,0,0,0,0,8,0,3,3,0,6,3,4,9,4,3,0,5,0,0,0,44,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,15,0,134,8,3,4,0,0,0,0,0,0,0,0,0,7,158,0,6,3,27,39,41,53,20,4,3,0,6,0,4,20,212,0,0,52,64,19,4,6,8,0,0,3,0,0,0,0,156,0,0,0,0,3,0,19,137,14,26,21,28,13,0,3,268
POA3215,0,3,6,3,0,0,3,49,0,0,0,0,0,0,0,4,18,16,6,13,8,0,0,71,0,3,3,9,10,0,16,4,0,5,0,0,0,0,0,54,21,140,126,15,4,5,10,7,0,0,0,0,0,0,25,352,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,10,0,0,3,4,0,0,0,5,0,0,0,0,0,0,0,15,0,0,0,0,11,3,12,7,3,0,4,0,0,0,0,43,0,0,0,0,0,0,8,5,0,12,0,0,0,0,0,28,5,90,8,4,5,0,3,3,0,0,0,0,0,0,3,120,0,4,13,22,29,30,47,22,0,0,7,7,7,0,3,185,0,12,153,82,26,13,9,3,0,0,0,0,0,0,4,310,0,0,0,0,0,0,15,55,5,0,7,12,3,0,7,109
POA3216,8,15,18,15,8,4,5,208,0,0,0,0,0,4,19,26,25,0,0,0,0,0,0,74,0,9,11,8,19,15,46,40,5,0,0,0,4,0,4,163,18,111,80,11,5,5,10,12,3,0,4,6,0,0,10,280,0,0,0,0,3,10,26,17,0,4,0,0,0,0,0,60,0,0,0,0,0,5,30,10,3,10,4,0,0,0,3,69,0,0,6,14,8,3,5,3,0,0,0,0,0,0,0,38,0,0,12,13,32,18,67,20,12,13,17,6,4,0,3,230,0,0,0,0,0,3,11,23,15,26,13,9,5,0,0,96,5,187,16,10,9,3,14,0,6,8,0,0,0,0,6,257,3,8,40,80,120,102,130,110,14,13,6,12,12,0,13,642,0,13,11,10,9,10,0,3,0,0,0,0,0,0,0,54,0,0,0,0,4,0,21,41,4,20,22,41,12,0,6,177
POA3217,0,0,0,0,0,0,0,48,0,0,0,0,0,5,3,0,17,0,0,0,3,0,0,26,0,0,0,0,5,0,14,19,0,0,0,0,0,0,3,55,4,13,6,7,0,4,3,7,5,0,0,0,0,0,0,50,0,0,0,0,0,6,4,3,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,8,8,9,21,3,4,0,3,0,0,0,64,0,0,0,0,0,0,27,12,3,5,0,5,0,0,0,62,0,22,7,0,0,0,4,8,0,0,0,0,0,0,0,39,0,0,6,9,40,29,69,58,16,7,16,13,5,4,3,281,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,11,24,3,6,3,11,0,0,0,59
POA3218,0,0,10,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,0,0,0,0,0,0,0,30,3,48,65,13,3,0,5,3,0,3,0,0,0,0,9,145,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,12,4,6,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,6,10,0,0,0,3,0,0,0,46,0,0,0,0,0,0,6,10,0,6,12,3,3,0,0,39,0,33,0,3,3,3,0,0,0,0,0,0,0,0,0,48,0,0,3,17,22,39,33,31,3,6,0,10,4,3,0,171,0,4,21,13,5,0,0,4,0,0,0,0,0,0,0,47,0,0,0,0,0,6,4,17,7,5,0,11,0,0,0,53
POA3219,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,15,0,0,8,3,8,3,9,10,0,0,0,0,0,0,3,49,10,43,42,8,0,0,5,3,0,0,0,3,0,0,4,121,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,13,0,0,0,0,4,0,3,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,6,8,8,4,5,3,0,0,0,47,0,0,0,0,0,0,3,8,4,6,10,7,0,0,0,33,0,96,15,5,0,8,6,0,0,0,0,0,0,0,0,124,0,4,7,39,46,28,35,9,5,3,0,0,0,0,10,187,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,13,0,6,7,8,0,0,0,34
POA3220,0,6,0,4,0,0,0,29,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,10,0,0,9,5,8,3,14,12,0,3,0,0,0,0,0,54,8,69,36,9,3,0,8,3,0,0,0,0,0,0,3,147,0,0,0,0,0,3,4,0,0,0,4,0,0,0,0,13,0,0,0,0,0,4,8,14,0,4,0,6,0,0,0,28,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,6,7,10,17,17,4,7,11,7,4,0,0,100,0,0,0,0,0,0,6,17,8,5,9,3,0,0,0,48,3,48,3,3,4,0,5,0,0,0,4,0,0,0,0,71,0,0,13,27,23,31,41,9,4,0,0,5,6,4,0,159,0,5,9,6,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,3,10,0,9,4,7,0,0,4,40
POA3221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3222,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,14,16,0,4,16,6,0,0,0,0,0,0,0,55,3,36,21,7,3,4,0,6,0,0,0,0,0,0,4,86,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,11,0,0,3,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,72,15,5,0,0,0,0,0,0,0,3,0,0,0,102,0,4,21,24,49,36,45,35,6,0,3,0,0,4,3,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,7
POA3223,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,8,0,0,0,0,0,0,0,0,22,4,49,31,8,6,0,3,3,0,0,0,0,0,0,6,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,0,0,0,4,0,0,0,0,0,0,3,41,0,6,20,23,27,16,31,11,0,0,0,3,4,0,0,144,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3224,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,3,11,0,5,3,17,4,0,0,0,0,0,0,0,38,0,37,35,9,0,0,0,0,0,0,0,0,0,0,9,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,7,3,72,14,3,4,0,0,0,0,0,4,0,0,0,5,105,4,3,9,26,41,17,17,17,6,0,0,5,0,0,13,157,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,9
POA3225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,15,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,9,0,0,3,3,3,0,0,0,0,6,0,0,6,33,0,5,8,18,12,5,6,3,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3226,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,0,3,5,3,21,5,0,0,0,4,0,0,3,56,6,25,14,4,0,0,4,3,0,0,0,0,0,0,3,65,0,0,0,0,3,0,5,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,53,7,7,4,4,15,0,0,0,0,0,0,0,4,97,6,0,13,26,32,30,41,13,0,0,0,0,0,0,10,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6
POA3227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,3,0,0,0,0,0,0,0,19,0,0,9,6,8,12,6,3,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
