POA_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA3564,6577,7029,13607,377,435,810,129,137,266,448,506,960,18,23,39,8,11,14,4,4,5,3,8,7,11,10,17,0,4,3,0,0,0,625,705,1329,17,29,46,22,23,43,1046,1185,2229,527,530,1055,8151,8744,16892
POA3565,67,53,116,0,0,0,0,0,0,10,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,11,0,0,0,0,0,0,10,9,11,3,0,5,74,61,137
POA3566,229,220,449,10,3,12,6,11,14,18,9,28,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,20,46,0,0,0,0,0,0,35,25,58,30,31,59,293,273,572
POA3567,290,262,549,10,7,12,3,0,3,15,15,33,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,44,0,0,0,0,0,0,31,26,57,29,31,57,344,313,664
POA3568,1167,1207,2378,70,88,163,5,15,19,61,71,134,0,0,0,5,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,87,158,0,0,0,4,0,3,149,179,328,120,96,215,1431,1491,2920
POA3570,307,318,628,9,9,20,0,0,0,29,19,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,46,0,0,0,0,0,0,38,33,65,74,61,140,419,414,831
POA3571,132,137,272,0,0,0,0,4,7,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,7,14,0,0,0,0,0,0,3,5,11,13,11,20,150,157,300
POA3572,63,51,110,0,0,0,0,0,0,8,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,10,0,0,0,0,0,0,8,11,10,3,6,9,74,60,137
POA3573,134,129,262,0,3,0,0,0,0,4,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,19,0,5,8,0,0,0,10,17,24,19,27,51,166,172,338
POA3575,327,337,659,13,7,21,5,5,12,25,20,44,3,0,3,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,39,30,67,6,3,8,0,0,0,56,40,96,44,33,79,426,410,838
POA3576,25,34,54,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,27,36,60
POA3579,2136,2177,4313,109,131,241,18,14,35,120,139,260,12,8,20,4,7,7,4,0,4,4,0,7,0,3,6,0,5,3,0,0,0,166,169,333,3,4,6,3,5,6,279,310,584,248,245,497,2666,2730,5396
POA3580,450,426,877,19,13,29,4,11,14,25,31,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,40,70,0,0,0,0,0,0,51,52,101,62,51,117,564,536,1092
POA3581,60,66,129,0,0,0,0,0,0,7,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,0,0,0,0,0,0,6,3,9,7,5,12,74,73,146
POA3583,70,63,139,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,6,6,17,79,75,162
POA3584,480,440,927,8,5,18,4,0,5,31,36,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,30,41,69,3,0,3,0,0,0,47,49,88,65,52,110,588,536,1126
POA3585,4392,4732,9126,336,418,758,42,33,78,205,251,452,14,15,30,6,3,14,0,4,4,0,0,4,3,3,12,0,4,4,0,0,0,276,320,592,25,21,50,4,18,26,653,773,1423,378,429,806,5419,5932,11359
POA3586,352,318,669,4,4,15,0,0,0,26,28,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,28,48,0,0,0,0,0,0,31,37,65,29,27,57,412,379,790
POA3588,175,166,339,6,3,5,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,0,0,0,0,0,0,12,8,23,20,17,45,205,193,402
POA3589,133,103,237,12,8,16,0,0,0,14,13,26,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,34,0,0,0,0,4,7,28,27,55,32,30,63,191,158,352
POA3590,138,121,260,0,0,0,0,0,0,10,11,24,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,23,4,0,0,4,0,4,19,16,32,21,22,48,179,155,337
POA3591,73,62,136,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,4,0,9,17,5,19,94,72,160
POA3594,217,194,406,17,18,30,4,4,4,23,12,35,3,3,10,0,3,5,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,26,24,56,0,3,3,0,0,0,46,39,86,26,21,43,282,248,531
POA3595,270,234,502,11,12,30,0,3,4,20,18,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,28,44,3,3,3,3,0,3,40,43,80,41,42,85,352,313,664
POA3596,42,45,90,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,3,3,3,11,49,52,102
POA3597,194,156,353,7,4,12,0,4,4,10,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,27,41,0,41,0,0,0,58,19,81,15,6,21,271,178,453
POA3599,69,40,113,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,3,4,13,22,16,34,95,60,153
POA3607,70,54,125,0,3,3,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,4,10,14,12,11,24,92,68,160
POA3608,1095,1073,2173,64,66,132,0,9,13,102,100,202,3,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,108,116,220,6,3,6,8,3,9,188,185,368,130,122,251,1411,1384,2794
POA3610,611,541,1153,21,25,46,0,0,0,42,58,102,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,61,112,0,0,0,4,0,4,70,88,159,235,46,280,915,678,1594
POA3612,736,680,1415,18,20,34,16,3,14,61,61,119,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,62,141,0,0,0,0,0,0,95,86,179,109,85,197,938,855,1791
POA3614,406,366,772,18,16,31,0,0,6,22,28,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,35,58,0,0,0,0,0,0,41,49,90,29,28,55,477,435,917
POA3616,2240,2281,4522,111,109,219,11,10,18,144,146,294,4,4,13,0,0,0,0,4,3,3,0,6,0,0,0,0,0,0,0,0,0,174,167,342,12,7,21,0,10,10,291,293,585,224,216,438,2760,2785,5546
POA3617,62,66,134,0,0,3,0,0,0,6,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,0,0,0,0,0,0,5,6,12,7,6,15,79,79,158
POA3618,262,244,506,15,21,37,0,0,0,22,26,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28,51,4,0,4,0,0,0,47,47,95,39,35,69,350,318,671
POA3620,3323,3393,6715,217,213,437,17,20,35,181,183,369,11,3,13,0,5,4,0,6,6,0,6,5,4,3,3,0,0,0,0,0,0,214,223,439,9,3,19,7,9,11,452,449,898,311,316,632,4083,4163,8252
POA3621,1009,994,1999,43,49,93,14,7,21,64,61,125,4,0,4,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,79,77,155,5,3,4,6,0,6,136,127,265,81,62,147,1224,1190,2410
POA3622,211,225,440,4,0,0,5,3,7,8,8,22,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,31,0,0,0,0,0,0,19,18,41,28,25,51,261,271,533
POA3623,373,367,740,9,11,20,0,0,0,30,23,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,30,64,0,0,0,0,0,0,43,40,85,30,27,59,450,437,878
POA3624,211,212,424,11,13,21,3,0,3,24,25,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,26,26,58,5,0,7,0,0,0,41,44,84,19,30,47,274,280,559
POA3629,3643,3680,7323,117,151,266,14,22,37,329,367,694,8,11,16,0,0,4,4,0,9,4,9,11,3,3,6,0,0,0,0,0,0,363,410,774,8,19,22,12,11,17,497,579,1079,553,493,1044,4696,4757,9452
POA3630,12170,12710,24876,563,641,1211,80,105,189,1097,1220,2313,34,30,63,13,14,32,12,12,23,10,11,22,11,6,20,6,9,16,0,0,0,1261,1408,2667,96,116,216,50,43,90,1972,2210,4180,1314,1367,2678,15454,16283,31733
POA3631,6076,5939,12011,197,218,418,26,24,50,588,623,1210,15,23,31,0,0,0,6,3,11,0,3,3,6,3,9,0,0,3,0,0,0,640,682,1314,26,34,59,7,10,12,871,939,1814,322,301,627,7268,7175,14442
POA3633,287,231,523,0,5,3,0,0,0,21,26,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,29,50,0,0,0,0,0,0,24,36,62,20,17,33,328,289,615
POA3634,817,755,1574,9,11,22,4,10,14,45,57,98,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,68,115,4,4,4,0,0,0,65,77,141,92,63,156,974,905,1871
POA3635,233,215,443,4,0,3,0,4,0,13,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,26,0,0,0,0,0,6,15,14,34,27,46,76,271,277,550
POA3636,2068,2142,4204,140,161,302,15,21,29,110,108,225,5,6,11,0,4,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,136,150,283,3,10,12,8,9,14,293,323,609,264,250,517,2617,2713,5333
POA3637,261,259,522,9,8,16,0,5,5,13,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,32,0,0,0,0,0,0,22,26,44,31,34,70,314,317,631
POA3638,908,885,1797,65,69,127,11,10,22,43,48,98,0,10,6,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,66,67,131,3,0,3,0,3,4,130,142,268,58,57,115,1092,1086,2181
POA3639,213,183,395,3,10,13,0,0,5,19,19,37,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,39,0,0,0,0,0,0,25,29,52,19,10,26,248,221,471
POA3640,426,375,805,25,28,55,0,3,6,32,21,52,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,24,68,0,0,0,0,0,0,63,54,122,48,45,93,536,479,1019
POA3641,501,491,997,29,31,60,10,16,31,24,18,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,31,72,0,0,0,0,0,0,71,63,134,70,54,122,644,605,1256
POA3644,3688,3650,7336,243,246,489,73,73,140,242,240,487,8,8,14,0,3,4,0,5,8,8,4,9,0,0,0,0,0,0,0,0,0,335,332,672,12,7,19,17,18,37,609,604,1214,395,367,768,4688,4625,9310
POA3646,257,262,517,0,0,5,3,0,3,15,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,27,0,0,0,0,0,0,16,11,27,27,26,51,296,302,601
POA3647,16,7,16,0,0,0,0,0,0,10,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,30,0,0,0,0,0,0,11,13,30,0,0,0,24,26,51
POA3649,167,176,346,5,4,10,3,3,7,21,27,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,50,0,7,5,4,0,4,36,33,74,35,31,64,234,238,481
POA3658,2621,2572,5194,110,101,212,5,3,9,151,143,293,4,3,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,156,313,4,3,8,9,6,16,284,264,547,241,206,448,3145,3042,6186
POA3659,338,318,661,0,0,0,0,0,0,32,27,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,26,53,0,0,0,0,0,0,35,28,58,14,12,24,382,358,746
POA3660,3090,3146,6240,116,145,258,26,15,40,197,199,395,4,10,14,0,4,6,50,0,47,4,0,6,7,3,6,0,0,0,0,0,0,281,235,520,5,15,16,9,8,14,415,395,811,392,340,731,3895,3889,7785
POA3662,373,237,607,4,0,7,42,18,66,46,18,66,85,46,130,27,12,36,13,3,15,0,3,6,11,9,15,15,8,18,0,0,0,237,119,355,21,25,42,0,0,0,263,144,406,40,20,61,675,398,1080
POA3663,71,60,130,5,0,9,0,0,5,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,13,0,0,0,0,0,0,15,3,22,15,16,24,103,83,179
POA3664,478,477,958,11,21,32,4,3,8,33,47,80,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,4,0,0,0,42,56,93,0,0,0,0,0,0,54,74,129,19,24,47,558,576,1132
POA3665,153,163,313,0,0,6,0,0,0,21,16,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,35,0,0,4,0,0,0,25,19,40,18,17,36,197,198,394
POA3666,2017,2094,4116,92,87,178,12,14,23,109,127,241,9,8,17,4,0,4,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,141,150,292,7,3,9,0,0,5,236,241,476,264,252,517,2518,2594,5106
POA3669,562,612,1168,15,22,35,0,0,0,38,37,75,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,42,87,0,0,4,4,0,0,59,63,122,87,86,175,707,760,1467
POA3670,260,226,490,3,0,4,0,0,0,25,21,45,0,0,4,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,24,55,0,0,0,0,0,0,31,28,57,31,11,43,320,270,593
POA3672,4050,4498,8551,278,309,583,22,21,47,244,274,522,4,12,24,8,11,12,0,6,9,3,0,4,0,6,7,0,0,0,0,0,0,284,333,616,4,5,8,9,12,28,584,658,1241,463,476,940,5096,5634,10726
POA3673,766,752,1515,12,10,16,3,0,0,55,50,108,0,3,0,5,3,6,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,67,55,122,3,0,3,0,4,4,83,65,148,78,71,146,921,885,1806
POA3675,803,804,1607,11,11,22,5,3,8,66,66,129,0,4,6,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,74,78,155,0,0,0,0,3,3,87,96,176,65,81,146,955,974,1924
POA3677,7274,8137,15412,538,611,1156,40,62,99,482,541,1022,31,33,66,4,9,12,0,7,12,0,4,6,9,9,21,0,0,4,0,0,0,575,659,1235,18,24,39,18,26,46,1155,1320,2478,519,608,1124,8948,10063,19011
POA3678,2792,2714,5505,76,71,141,12,26,38,150,169,314,13,15,31,0,0,3,0,0,0,3,0,3,0,5,9,0,0,0,0,0,0,182,215,398,7,4,11,16,10,19,283,300,579,215,214,424,3283,3223,6510
POA3682,267,269,533,5,0,7,6,11,20,10,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,21,23,39,4,0,3,0,0,0,25,23,53,25,24,47,320,318,634
POA3683,714,760,1478,11,11,24,8,11,17,35,42,78,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,51,98,0,0,0,3,0,4,59,72,130,66,57,127,841,891,1734
POA3685,1189,1184,2372,55,83,136,27,32,62,75,94,171,4,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,136,248,3,0,3,0,0,4,169,224,392,69,79,147,1430,1482,2913
POA3687,448,449,899,7,14,19,13,9,17,16,14,30,0,5,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,23,52,0,0,6,0,0,0,35,41,84,42,33,72,532,528,1055
POA3688,544,529,1072,8,6,15,8,7,14,47,49,95,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,0,0,0,60,61,118,0,7,7,0,0,0,67,72,137,58,43,100,665,641,1314
POA3690,13396,14394,27794,498,525,1026,399,439,839,1170,1245,2419,110,113,222,25,18,44,17,23,44,9,6,16,23,18,37,13,17,33,0,0,0,1767,1891,3657,63,65,131,42,45,86,2369,2524,4893,992,953,1941,16755,17873,34630
POA3691,4878,4947,9827,188,199,387,191,167,358,474,495,967,149,81,229,18,11,29,21,7,29,5,7,20,18,12,31,19,8,32,0,0,0,903,790,1696,30,22,47,18,14,32,1138,1025,2160,303,322,625,6317,6292,12609
POA3695,210,223,431,0,0,0,0,5,8,3,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,22,0,0,0,0,0,0,12,14,30,19,10,33,235,248,488
POA3697,244,249,497,3,6,10,4,0,9,5,11,17,0,0,0,0,0,0,5,3,7,0,0,0,0,0,0,0,0,3,0,0,0,14,14,24,0,0,0,0,0,0,12,25,33,19,16,38,275,288,568
POA3698,422,396,822,29,23,50,4,3,11,29,19,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,0,32,24,63,0,0,0,0,0,0,65,53,120,26,32,65,519,478,1002
POA3699,428,437,859,28,47,77,8,15,26,46,35,85,11,13,26,0,5,4,0,5,5,0,0,0,0,0,0,0,3,4,0,0,0,70,73,149,10,8,16,0,8,5,116,126,248,71,60,132,612,622,1239
POA3700,568,565,1136,21,25,44,9,7,17,36,31,71,0,6,6,0,0,0,0,0,0,0,0,0,3,0,7,0,0,4,0,0,0,53,41,96,8,0,8,5,0,5,83,70,155,46,58,105,696,693,1389
POA3701,451,439,890,9,10,20,10,16,25,21,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,31,60,0,0,0,3,3,3,41,39,86,72,54,119,571,526,1096
POA3704,6,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,13,26
POA3705,92,94,181,0,0,0,3,0,4,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,0,0,0,0,0,0,5,8,8,33,32,64,127,129,258
POA3707,737,708,1441,52,54,105,21,23,45,30,30,60,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,58,58,114,8,8,13,0,0,0,124,114,240,89,81,169,946,905,1851
POA3708,26,27,55,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,8,0,4,4,30,39,66
POA3709,124,103,228,4,4,8,6,4,10,14,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,27,0,0,0,0,0,0,26,19,39,26,16,39,168,134,305
POA3711,233,231,461,11,9,20,0,3,3,24,18,38,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,24,20,45,0,0,0,0,0,0,35,29,65,32,22,57,297,283,579
POA3712,146,140,287,5,8,12,0,0,0,4,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,20,0,0,0,0,0,0,11,15,31,17,14,31,179,175,355
POA3713,416,352,764,34,26,60,0,0,0,43,46,87,0,3,6,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,50,48,99,4,0,5,0,0,0,83,75,156,47,45,91,549,473,1016
POA3714,1519,1592,3113,77,96,171,5,9,14,98,85,183,0,7,8,3,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,110,102,208,0,0,0,3,3,8,190,198,391,110,103,214,1819,1894,3714
POA3715,156,125,277,6,6,15,0,0,0,11,17,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,15,20,36,0,0,0,0,0,0,24,28,50,28,12,37,199,166,366
POA3717,1414,1372,2786,47,52,99,0,3,4,114,97,217,3,5,10,0,0,0,3,0,0,0,3,4,0,0,0,0,0,0,0,0,0,126,114,240,3,3,8,4,0,4,180,172,351,189,191,379,1781,1732,3516
POA3718,33,35,68,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,6,3,9,8,11,12,46,50,91
POA3719,179,175,354,4,5,11,0,0,0,14,5,22,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,24,0,0,0,0,0,0,19,15,31,18,17,33,211,203,414
POA3720,284,239,526,6,10,15,0,0,0,34,31,64,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,32,70,3,0,3,0,0,0,42,49,88,19,27,43,350,312,661
POA3722,2175,2319,4493,222,231,458,14,16,27,179,206,385,3,10,16,0,0,0,3,5,8,0,3,4,0,0,0,0,0,0,0,0,0,203,238,438,7,12,19,9,3,9,444,486,929,163,176,345,2782,2986,5769
POA3723,1284,1192,2475,72,68,140,20,21,46,176,262,437,7,25,33,6,5,11,4,8,11,3,0,3,0,0,0,0,4,0,0,0,0,225,324,552,21,12,34,6,4,11,321,409,730,248,261,507,1851,1860,3708
POA3725,261,252,515,0,0,0,4,4,11,24,19,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,18,51,0,0,0,3,3,5,32,22,52,36,27,63,331,299,636
POA3726,180,174,354,0,0,0,0,0,0,3,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,0,0,0,0,0,0,0,7,12,29,22,51,210,203,411
POA3727,129,121,254,0,0,0,0,0,5,7,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,18,0,0,0,0,0,0,12,5,18,20,11,27,158,139,295
POA3728,295,264,564,3,7,11,5,5,10,25,25,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,31,57,4,0,0,3,0,3,35,40,75,20,20,46,355,333,683
POA3730,3742,3960,7705,240,246,484,75,65,137,293,287,583,7,8,18,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,383,372,753,9,5,9,11,8,16,636,633,1271,314,324,645,4698,4924,9619
POA3732,260,234,491,8,0,10,0,0,5,16,26,36,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,30,49,0,0,0,0,0,0,28,30,57,19,28,49,308,292,601
POA3733,90,97,185,0,0,0,0,0,0,10,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,18,0,0,0,0,0,0,12,10,18,8,6,13,105,116,219
POA3735,292,251,546,4,5,7,3,0,3,14,16,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,44,0,0,0,0,0,0,28,20,51,24,13,36,346,287,634
POA3737,1789,1855,3646,83,93,170,17,20,36,116,118,237,12,8,22,4,4,9,3,0,3,4,0,4,0,0,0,0,3,6,0,0,0,156,152,311,3,5,3,3,4,9,245,251,494,128,121,245,2162,2228,4393
POA3738,82,81,164,5,3,8,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,0,0,0,0,12,7,13,12,8,16,99,96,195
POA3739,99,93,192,0,0,0,6,6,6,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,14,0,0,0,0,0,0,4,5,15,11,19,35,118,123,239
POA3740,451,500,950,27,29,57,5,6,17,35,32,71,4,4,10,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,58,49,107,0,4,4,0,0,0,82,84,172,30,24,53,566,608,1174
POA3741,1257,1250,2507,94,102,195,18,17,31,118,120,240,12,8,22,3,0,3,5,6,11,5,3,8,0,3,6,4,3,4,0,0,0,160,161,326,0,3,7,0,5,8,262,281,537,179,187,367,1697,1712,3408
POA3744,202,212,416,6,13,21,0,0,0,15,14,27,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,13,31,0,3,0,0,0,0,20,32,56,26,21,41,251,259,517
POA3746,177,166,341,3,0,4,4,0,4,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,11,9,16,10,12,26,194,182,384
POA3747,1904,2047,3949,129,149,278,32,43,75,140,167,311,5,0,3,0,0,0,3,3,8,0,0,0,0,0,0,3,9,9,0,0,0,178,219,401,0,4,8,0,0,4,314,371,686,251,132,387,2478,2553,5029
