POA_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
POA3188,0,6,6,7,7,4,4,0,0,29,0,13,11,33,27,14,8,4,0,105,0,0,0,8,3,11,4,5,0,26,0,0,0,0,0,0,0,0,0,6,0,4,0,8,0,0,0,0,0,14,0,4,0,0,4,4,0,0,0,14,3,14,19,15,10,10,5,0,0,78,0,0,0,5,7,0,0,0,0,19,0,0,0,0,5,0,0,3,0,14,0,0,0,0,0,4,0,0,0,0,3,27,21,102,79,44,44,39,19,376,6,46,24,74,50,48,40,23,3,312,414,1275,1258,1854,1451,1301,810,462,140,8967,0,0,0,0,0,0,0,0,0,4,441,893,898,1265,1014,886,604,349,141,6493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,0,0,4,11,6,3,4,0,0,20,0,0,0,6,0,0,0,0,0,8,0,3,0,11,9,8,3,6,0,36
POA3189,0,0,0,0,0,0,0,0,0,5,0,0,4,11,9,6,0,0,0,37,0,0,0,3,4,6,0,4,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,4,0,11,0,4,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,9,58,31,31,31,15,6,183,4,8,10,41,20,14,4,15,10,124,229,389,315,905,433,337,236,181,63,3092,0,0,0,0,0,0,0,0,0,0,183,312,221,512,282,181,132,63,54,1941,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9
POA3190,0,5,0,9,0,0,0,0,0,21,0,7,4,29,17,4,0,3,0,73,0,0,0,15,4,4,5,0,0,28,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,3,6,8,0,3,5,0,20,0,4,5,5,6,4,0,0,0,28,0,0,6,9,0,0,4,0,0,25,0,6,0,3,0,0,0,0,0,11,0,0,0,6,0,0,0,0,0,9,0,9,8,80,51,23,31,25,8,235,3,25,25,62,28,13,10,9,9,192,364,717,608,1681,901,592,466,264,109,5710,0,0,0,0,0,0,0,0,0,0,364,637,479,1112,580,460,298,156,102,4196,0,0,0,3,0,0,0,0,0,3,0,0,0,0,5,0,3,0,0,7,0,0,0,16,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,7,0,0,0,4,3,0,0,0,0,15
POA3191,0,0,0,3,0,0,0,0,0,12,0,8,6,24,28,10,0,3,0,84,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,6,0,10,3,13,9,11,0,0,0,45,0,0,0,4,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,8,0,0,0,3,0,0,0,0,0,8,0,6,3,45,32,23,23,17,3,169,0,22,13,46,25,19,19,27,16,194,225,655,627,1003,843,740,565,346,146,5143,0,0,0,0,0,0,0,0,0,0,189,541,492,678,595,567,483,282,208,4032,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,11,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,4,3,0,0,28
POA3192,0,5,0,8,5,0,0,3,0,25,0,4,12,44,31,8,11,4,0,120,0,0,4,22,9,17,13,9,4,79,0,0,0,0,0,0,0,0,0,0,5,3,0,8,7,3,0,0,0,23,0,3,0,22,7,11,9,7,0,55,0,10,5,16,3,9,0,4,0,52,0,0,0,12,4,0,3,0,0,30,0,0,0,3,0,6,0,0,0,14,0,0,0,8,0,0,4,0,0,16,3,29,25,170,89,68,48,29,18,474,20,30,37,107,56,34,33,24,19,363,727,1497,1233,3313,1640,1266,903,623,337,11547,0,0,0,0,0,0,0,0,0,0,651,1206,1003,1946,1126,848,628,423,389,8225,0,0,0,0,0,3,4,0,0,7,0,0,3,10,8,5,0,0,0,30,0,0,0,24,5,4,0,0,0,33,0,0,0,0,0,4,0,0,0,6,0,0,5,19,5,3,5,0,0,43
POA3193,0,4,8,0,0,5,0,0,0,20,0,22,18,30,54,25,15,10,0,162,0,0,0,0,5,8,3,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,3,0,4,0,0,0,0,14,0,0,0,4,3,10,5,0,0,15,0,12,9,7,9,12,8,3,0,69,0,0,0,6,9,4,0,0,0,20,0,0,0,3,3,5,0,0,0,17,0,0,0,4,7,9,0,0,0,18,0,12,13,36,47,53,37,31,10,245,7,47,19,49,46,33,36,28,16,278,370,1347,1319,1400,1574,1488,1224,718,248,9687,0,0,0,0,0,0,0,0,0,0,328,1194,1003,1132,1164,1077,923,538,284,7650,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,9,0,0,0,10,4,0,0,0,0,15,0,0,0,5,0,0,0,0,0,6,0,0,0,8,6,4,5,4,0,30
POA3194,0,0,0,4,0,0,0,0,0,11,0,7,8,34,15,6,3,3,0,83,0,0,0,8,5,10,5,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,13,0,0,0,9,5,10,12,6,4,43,0,0,0,7,6,6,7,0,0,34,0,0,0,8,0,4,0,0,0,18,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,3,0,0,0,5,0,14,8,92,44,23,29,22,9,242,6,17,10,60,22,21,24,9,0,171,297,731,670,1702,948,775,601,401,156,6278,0,0,0,0,0,0,0,0,0,0,285,626,557,1213,715,508,417,252,153,4724,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,3,0,0,0,4,0,0,0,6,3,0,0,0,0,17,0,0,0,8,0,3,0,0,0,4,0,0,3,15,6,4,0,4,0,32
POA3195,0,4,6,7,9,6,10,5,0,38,0,20,21,59,58,26,5,8,4,208,0,0,6,26,32,26,27,15,0,128,0,0,0,0,0,0,0,0,0,6,0,0,3,7,0,0,0,0,0,17,0,4,4,18,16,16,15,6,3,70,3,17,3,25,18,15,5,0,0,85,0,4,5,20,28,29,16,8,0,114,0,3,0,3,4,3,5,0,5,21,0,0,0,4,3,3,0,0,0,16,0,26,29,144,130,114,90,43,29,603,23,49,45,105,65,55,50,35,27,456,968,2639,2340,4111,2896,2333,1603,832,322,18050,0,0,0,6,0,0,0,0,0,6,888,2181,1953,3005,2118,1551,1013,629,323,13663,0,0,0,7,0,0,4,0,0,17,0,0,0,10,3,8,0,0,0,21,0,0,3,21,8,0,0,0,0,36,0,0,4,27,15,26,10,0,0,83,0,8,0,19,10,5,4,0,0,52
POA3196,0,3,0,4,6,0,4,5,0,22,0,7,14,36,24,15,12,6,0,116,0,0,6,12,9,15,12,8,3,69,0,0,0,0,0,0,0,0,0,0,0,5,5,8,5,0,5,0,0,23,0,0,0,9,13,11,13,0,0,40,0,11,5,16,13,10,3,0,0,60,0,0,4,10,9,5,8,0,0,28,0,0,0,4,4,8,0,0,0,16,0,0,0,0,0,0,0,0,0,8,0,15,15,145,85,55,69,31,14,427,20,42,44,161,60,69,52,55,14,524,841,1635,1194,3674,1826,1517,1150,694,234,12767,0,0,0,4,0,0,0,0,0,4,798,1402,1012,2862,1394,1102,855,525,307,10268,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,17,0,0,0,11,0,4,0,0,0,14,0,0,0,13,3,4,3,0,0,19,0,7,0,21,10,4,0,0,0,48
POA3197,0,0,0,0,0,0,0,0,0,6,0,0,5,12,11,10,12,4,0,51,0,0,0,9,4,4,4,5,0,22,0,0,0,5,0,0,0,0,0,5,3,4,5,3,0,0,0,0,0,11,0,0,4,0,0,5,3,0,0,21,0,0,0,5,0,7,0,0,0,17,0,0,0,3,10,7,4,3,0,31,0,3,0,3,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,8,0,0,7,47,23,43,22,22,6,172,7,15,15,50,25,19,19,17,4,179,357,631,631,1393,854,849,667,322,88,5801,0,0,0,0,0,0,0,0,0,0,331,598,494,1015,662,557,421,243,98,4425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,4,3,3,0,0,0,13,0,0,0,5,3,4,3,0,0,12,0,0,3,13,0,0,0,0,0,16
POA3198,0,0,0,0,0,4,0,0,0,3,0,0,0,16,13,0,3,0,0,38,0,0,0,5,7,0,5,4,0,24,0,0,0,0,3,0,0,0,0,4,0,6,0,3,5,0,0,0,0,9,0,0,0,8,0,0,0,0,0,13,0,0,0,14,5,6,0,4,0,35,0,0,0,0,5,0,0,0,0,6,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,14,53,42,30,24,12,8,203,17,64,39,139,90,54,36,39,21,496,581,1003,814,2451,1228,967,744,495,140,8436,0,0,0,0,0,0,0,0,0,0,567,744,661,1894,839,699,615,298,138,6451,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,6,0,0,9,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,0,0,0,23
POA3199,0,0,0,12,3,3,0,0,0,21,0,3,23,50,45,24,13,3,3,158,0,0,4,29,15,13,17,12,0,88,0,0,0,7,0,4,0,0,0,8,0,6,8,13,3,0,0,0,0,27,0,0,0,9,0,0,6,0,0,20,3,12,3,33,17,10,19,7,0,107,0,0,9,9,7,3,0,4,0,27,0,0,0,16,9,12,7,9,3,63,0,0,6,8,10,4,8,0,0,31,0,45,48,186,109,102,102,88,33,711,74,169,165,471,245,218,132,95,39,1604,1544,3399,3245,7324,3637,3272,2679,1583,579,27261,0,0,0,4,5,4,0,0,0,7,1445,2921,2393,5558,2631,2253,1884,1072,570,20741,0,0,0,9,0,0,0,0,0,7,0,0,0,17,10,17,13,0,0,58,0,0,0,12,5,4,0,0,0,19,0,0,0,12,9,5,0,0,0,26,0,8,6,28,9,10,6,6,0,59
POA3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,3,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,15,10,20,10,6,4,69,22,38,43,85,56,46,24,16,0,325,195,338,311,833,340,385,245,147,60,2854,0,0,0,0,0,0,0,0,0,0,155,263,242,565,213,189,135,125,68,1943,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0
POA3201,0,3,5,0,0,3,0,0,0,19,0,0,3,27,4,18,7,5,0,59,0,0,5,39,11,13,17,3,0,93,0,0,0,4,0,0,0,0,0,6,0,5,3,4,5,0,0,0,0,20,0,0,0,5,4,4,0,0,0,14,0,0,0,4,6,5,8,0,0,28,0,0,6,17,7,3,0,0,0,31,0,0,0,4,5,0,0,0,0,11,0,0,0,6,0,0,0,0,0,7,0,5,29,102,67,48,39,20,3,313,30,48,57,128,67,47,34,26,22,470,781,1372,1280,3341,1437,1244,773,345,144,10727,0,0,0,12,11,7,0,0,0,23,702,1183,1002,2408,931,797,495,250,117,7890,0,0,4,7,0,0,0,0,0,9,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,0,0,0,29,0,0,0,7,0,5,0,0,0,14
POA3202,0,0,4,0,0,0,0,0,0,7,0,5,8,10,17,12,4,0,0,51,0,0,0,4,3,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,25,29,12,3,11,0,84,0,8,4,15,5,3,5,0,0,35,64,228,173,305,251,149,126,60,21,1386,0,0,0,0,0,0,0,0,0,5,66,179,133,183,141,82,58,19,15,863,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA3204,0,13,15,16,12,7,3,0,0,75,0,19,17,79,77,35,24,17,3,262,0,4,0,32,13,12,25,18,5,107,6,0,5,23,4,0,0,0,0,35,0,0,3,12,8,0,0,0,0,23,0,0,0,9,6,6,7,0,0,28,7,15,14,20,13,14,5,4,0,93,0,17,20,36,33,9,9,0,0,121,0,0,0,3,4,5,0,0,0,12,0,0,0,4,3,0,0,0,0,13,9,64,75,274,210,165,138,95,26,1054,17,53,51,149,54,47,40,29,5,448,814,2319,2314,4338,2439,1888,1217,594,214,16140,0,0,0,0,0,0,0,0,0,0,697,1742,1547,2119,1531,1125,652,304,225,9954,0,0,0,3,0,0,0,0,0,3,0,0,0,3,8,0,0,0,0,14,0,0,0,29,8,0,0,0,0,37,0,0,0,4,0,0,0,0,0,12,0,0,0,15,10,5,4,3,0,36
POA3205,0,0,0,8,8,4,0,0,0,29,0,0,7,29,8,4,0,0,0,52,0,0,4,10,0,0,0,0,0,20,0,0,0,9,0,0,0,0,0,11,0,0,0,10,3,0,0,0,0,14,0,0,0,5,0,3,0,0,0,13,4,0,5,27,6,8,0,0,0,47,0,0,5,14,7,7,0,0,0,35,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,7,4,15,22,179,41,28,31,18,22,360,11,24,33,89,66,38,17,25,19,315,257,464,491,2189,829,681,409,235,107,5671,0,0,0,0,0,0,0,0,0,3,208,326,370,1088,510,409,293,126,78,3394,0,0,0,7,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,9,0,0,0,28,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,21
POA3206,0,5,0,0,0,0,0,0,0,14,0,4,0,10,7,3,5,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,9,7,12,9,5,8,0,0,56,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,5,0,12,7,46,19,14,9,16,7,132,4,19,11,37,27,23,21,22,4,161,252,581,446,1058,767,698,530,369,106,4810,0,0,0,0,0,0,0,0,0,0,225,518,389,748,622,514,373,229,71,3693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9,0,0,0,0,20,0,0,0,3,0,0,0,0,0,3,0,0,0,8,8,9,0,0,0,22
POA3207,0,4,0,4,3,3,4,0,0,18,0,0,0,33,16,12,3,3,0,73,0,0,0,12,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,3,8,0,0,0,0,0,12,0,0,0,8,9,7,10,0,0,28,0,13,11,35,8,7,11,0,0,90,0,0,8,6,7,9,9,0,0,32,0,0,0,3,0,3,0,0,0,13,0,0,0,3,0,0,0,0,0,10,3,12,13,175,63,42,45,29,7,392,14,34,45,189,86,79,56,26,8,544,412,792,699,2751,1391,1084,772,427,108,8439,0,0,0,0,0,0,0,0,0,0,386,684,516,1708,960,708,528,253,66,5806,0,0,0,4,0,0,0,0,0,4,3,0,0,7,7,6,5,0,0,20,0,0,0,23,4,3,0,3,0,35,0,0,0,7,0,0,0,0,0,4,0,0,4,27,3,5,0,0,0,43
POA3211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,3,6,10,15,14,20,7,0,4,76,29,105,97,135,105,111,70,33,7,693,0,0,0,0,0,0,0,0,0,0,26,86,73,93,78,74,44,15,4,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3212,0,0,0,4,0,8,0,0,0,18,0,0,0,14,7,3,0,0,0,20,0,0,0,4,5,0,0,0,0,14,0,0,0,4,0,0,0,0,0,0,0,5,7,11,0,0,0,0,0,24,0,0,0,6,0,6,0,0,0,11,0,0,4,5,4,3,4,0,0,20,0,0,3,22,16,19,8,0,0,68,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,9,0,3,14,80,33,32,35,17,9,222,14,37,42,82,37,26,26,29,8,305,627,1259,1179,3272,1334,1076,821,383,108,10048,0,0,0,8,0,0,0,0,0,12,574,1111,872,2089,1004,712,620,265,122,7373,0,0,0,0,0,0,0,0,0,3,0,0,0,9,4,4,3,0,0,14,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,6,3,0,0,0,0,15
POA3213,0,0,0,4,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,11,0,0,0,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,14,23,6,4,0,60,3,21,6,21,25,20,11,9,4,119,118,357,344,539,370,355,189,98,24,2401,0,0,0,8,0,0,0,0,0,9,109,309,303,452,288,229,113,47,11,1868,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,5
POA3214,0,3,4,3,4,0,0,0,0,14,0,0,0,4,0,0,3,0,0,5,0,0,6,47,3,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,3,56,85,31,0,0,0,0,0,178,0,3,0,6,7,3,3,4,0,23,0,0,5,7,9,0,0,0,0,25,0,0,8,10,20,19,4,0,0,58,0,0,0,6,4,0,5,3,0,11,0,0,0,0,0,0,0,0,0,6,5,25,32,92,34,70,73,56,17,399,72,161,146,337,150,132,95,59,24,1185,713,1490,1799,3333,1440,1425,1105,564,182,12046,0,6,30,83,27,7,6,3,0,166,602,1060,1196,2098,1024,985,700,323,120,8105,0,0,0,10,0,0,0,0,0,10,0,0,0,13,14,29,19,7,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,15,0,0,0,3,0,0,4,0,0,11
POA3215,0,0,0,0,0,0,3,0,0,5,0,0,4,8,5,3,3,0,0,17,0,6,8,27,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,17,0,0,0,0,0,9,0,3,0,15,0,0,6,6,6,0,8,0,0,23,0,0,4,13,5,0,3,3,0,26,0,0,0,0,0,4,0,3,0,10,0,0,4,5,3,0,0,0,0,14,0,22,19,51,34,65,69,87,42,381,12,38,66,130,55,51,55,38,17,464,597,1140,1229,2933,1306,1195,1126,715,323,10565,0,0,13,13,7,0,0,0,0,31,552,1053,1023,2226,1023,904,724,354,219,8070,0,4,0,3,0,0,0,0,0,5,0,0,0,16,7,15,20,17,3,80,0,0,0,4,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,5,0,0,0,9,6,3,0,0,0,20
POA3216,0,4,9,5,7,4,8,0,0,36,0,8,22,38,27,27,17,4,0,147,0,9,47,88,17,3,9,7,0,182,0,0,0,5,0,0,0,0,0,8,0,0,4,9,4,0,0,0,0,18,0,4,0,4,3,0,0,3,0,16,6,11,8,24,13,13,5,3,0,90,0,9,22,43,0,0,3,0,0,78,0,0,0,6,7,5,8,6,0,25,0,0,6,20,9,4,0,0,0,36,0,27,62,150,66,58,64,57,23,514,21,89,198,319,113,102,93,90,38,1068,1689,3652,4405,7926,3428,3024,2660,1709,708,29203,0,0,0,8,0,0,3,0,0,14,1484,3112,3489,5986,2947,2676,2369,1594,933,24592,0,5,3,20,0,5,0,0,0,35,0,0,0,8,3,6,0,0,0,17,0,0,0,15,4,0,0,0,0,24,0,0,0,5,0,0,0,0,0,8,0,7,4,31,6,3,4,5,0,65
POA3217,0,0,0,0,3,0,0,0,0,10,0,6,8,27,14,6,4,0,0,64,0,0,7,37,4,5,4,0,0,54,0,0,0,5,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,4,4,3,20,9,3,0,0,0,37,0,0,6,9,0,3,0,0,0,18,0,0,0,3,4,0,0,0,0,14,0,0,8,13,5,0,0,0,0,24,3,18,15,66,21,7,14,6,0,154,23,42,52,116,35,28,26,8,0,337,1078,1502,1189,3942,864,614,474,211,60,9931,0,5,0,6,0,0,0,0,0,12,977,1236,1155,3043,708,551,383,129,72,8262,0,0,0,7,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,7,0,0,0,13,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,5,3,21,3,0,0,0,0,31
POA3218,0,0,0,5,0,0,0,0,0,8,0,0,0,10,5,0,0,0,0,16,0,0,0,16,0,0,0,0,0,22,0,0,0,6,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,3,10,3,6,0,0,0,17,0,0,3,4,5,0,0,0,0,13,0,0,0,0,4,3,0,0,0,8,0,0,0,4,0,0,0,0,0,8,5,3,3,46,13,10,18,15,0,114,6,26,41,77,34,16,27,17,10,254,521,868,781,2363,923,801,595,279,89,7219,0,0,4,0,0,0,0,0,0,3,492,791,718,1928,822,712,471,231,99,6265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,22
POA3219,0,0,0,3,0,0,0,0,0,6,0,0,0,10,4,4,0,0,0,11,0,0,0,21,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,9,3,0,0,22,0,0,0,7,0,3,0,0,0,14,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,7,10,44,12,16,21,14,9,136,34,65,79,180,95,82,63,43,12,661,497,1032,1278,2675,1171,1239,1045,551,201,9695,0,0,0,0,0,0,0,0,0,0,450,856,1016,2140,1105,1149,912,550,244,8410,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,10,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10
