POA_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
POA3616,5,23,11,9,7,0,0,62,4,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,9,43,19,26,21,4,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,43,19,34,21,4,0,135,14,17,19,7,9,0,0,77,0,0,0,0,0,0,0,0,29,69,39,42,36,3,0,212
POA3617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
POA3618,4,6,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,7,5,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,5,4,0,0,0,23,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,13,8,9,7,0,0,0,35
POA3620,17,33,22,24,32,3,0,134,3,0,4,0,3,0,0,17,0,3,4,0,0,0,0,10,27,66,51,42,55,8,0,254,0,0,0,0,0,0,0,0,7,7,5,0,0,0,0,17,7,7,5,0,0,0,0,17,30,69,52,44,55,8,0,265,40,30,16,16,17,5,0,119,0,0,0,0,0,0,0,6,71,96,72,56,74,15,0,391
POA3621,5,17,12,3,3,0,0,36,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,9,16,20,8,5,0,0,67,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,5,0,0,0,0,3,0,0,9,13,16,20,10,12,0,0,72,19,16,5,3,0,0,0,41,0,0,0,0,0,0,0,3,29,32,26,13,13,0,0,114
POA3622,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,20
POA3623,0,4,7,3,3,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,15,7,7,3,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,7,6,9,0,0,36,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,22,9,6,9,0,0,50
POA3624,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,3,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,6,0,3,0,0,12,9,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11,5,3,0,5,0,0,26
POA3629,23,57,38,19,29,6,0,165,5,8,5,0,4,0,0,20,0,0,0,0,0,0,0,0,42,104,70,46,58,11,0,332,5,8,7,3,0,0,0,17,6,6,6,0,0,0,0,15,10,13,8,5,0,0,0,34,47,120,77,53,57,14,0,362,84,77,44,30,22,0,4,249,0,4,3,0,0,0,0,6,126,201,124,79,83,13,0,624
POA3630,80,166,107,74,83,27,9,541,17,17,3,0,11,0,3,52,9,9,8,8,6,3,0,46,143,267,200,141,180,56,23,1005,8,4,5,10,10,7,0,46,16,17,17,9,9,0,0,63,27,27,17,15,13,8,3,109,162,290,218,157,199,60,23,1113,220,247,132,79,90,17,11,791,0,6,8,0,3,0,0,25,385,543,366,246,292,81,31,1936
POA3631,17,40,17,16,8,9,0,108,0,9,3,6,4,0,0,26,0,0,0,0,0,0,0,6,42,89,51,41,50,22,9,291,0,3,0,0,0,6,0,7,4,0,0,0,0,0,0,8,4,3,0,0,0,0,0,16,44,90,47,44,52,24,9,310,37,38,15,15,18,3,4,130,4,0,4,0,0,0,0,9,82,129,74,53,69,26,11,443
POA3633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,14,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,18
POA3634,0,12,3,6,11,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,8,13,16,0,5,54,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,4,0,5,0,0,0,9,0,22,9,18,16,0,5,65,0,5,6,3,0,0,0,11,0,0,0,0,0,0,0,0,0,21,11,13,18,0,5,78
POA3635,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12
POA3636,14,31,31,17,15,3,0,112,3,0,0,0,0,0,0,6,0,5,0,0,0,0,0,5,24,45,42,28,38,0,5,190,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,21,45,42,28,37,5,5,193,19,18,13,10,10,0,0,66,0,0,0,0,0,0,0,4,41,65,61,40,48,4,4,259
POA3637,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,14
POA3638,3,4,12,4,4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,16,13,16,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,15,13,16,0,0,61,8,7,4,0,4,0,0,24,0,0,0,0,0,0,0,4,12,15,19,13,25,0,0,84
POA3639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,6,4,6,0,0,9
POA3640,0,3,0,3,4,0,0,17,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,10,7,6,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,7,6,0,0,31,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,9,4,6,0,0,39
POA3641,3,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,4,5,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,5,5,0,0,33,3,5,3,0,0,0,0,23,0,0,0,0,0,0,0,0,10,13,11,8,10,0,0,54
POA3644,17,41,22,24,20,4,0,125,3,3,0,0,0,0,0,6,0,7,3,0,0,0,0,13,34,71,37,34,51,8,0,234,0,5,3,0,0,0,0,9,0,3,5,0,0,0,0,11,0,8,5,4,0,0,0,23,38,78,48,36,51,8,0,250,41,37,22,16,12,3,0,135,0,3,0,0,0,0,0,3,74,119,68,50,62,12,3,397
POA3646,0,3,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,20,0,0,4,0,0,0,0,7,0,0,5,0,0,0,0,6,0,0,6,0,0,0,0,9,0,9,7,6,4,0,0,28,0,3,5,0,5,0,0,12,0,0,0,0,0,0,0,0,0,12,13,4,7,0,0,34
POA3647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3649,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,6,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,4,4,0,0,0,16
POA3658,15,22,17,10,11,3,0,88,3,0,0,0,0,0,0,9,0,0,0,0,4,0,0,12,25,40,31,22,28,13,0,157,0,5,0,0,0,0,0,9,0,5,0,0,0,0,0,6,0,10,0,0,0,0,0,10,27,47,31,22,26,11,0,168,32,29,13,12,10,0,0,100,0,0,0,0,0,0,0,3,55,83,49,36,37,18,4,277
POA3659,4,0,0,0,0,4,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,6,4,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,3,0,0,0,26,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,15,5,3,4,0,0,33
POA3660,22,35,27,19,13,10,0,121,6,3,5,0,3,0,0,19,0,0,0,6,4,0,0,7,32,64,56,31,37,18,5,244,0,4,0,0,0,0,0,4,4,3,0,0,0,0,0,13,4,7,0,5,3,0,0,18,38,71,60,33,42,17,5,256,40,49,17,18,24,4,0,144,0,0,0,0,0,0,0,0,80,118,72,52,63,17,3,411
POA3662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10
POA3663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3664,4,9,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10,5,3,5,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,5,3,5,0,0,39,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,10,8,4,5,0,0,41
POA3665,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,13
POA3666,8,9,10,13,12,0,0,50,0,4,0,0,3,0,0,8,0,0,0,0,0,0,0,0,13,19,19,19,35,3,0,111,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,4,0,0,0,0,5,13,21,25,23,35,3,0,115,28,21,11,5,3,0,0,70,0,0,0,0,0,0,0,0,40,40,35,27,44,0,0,190
POA3669,0,3,0,4,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,3,7,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,3,7,0,0,27,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,9,8,4,7,0,0,37
POA3670,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,14,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,6,4,0,3,3,0,18
POA3672,27,56,34,21,21,5,4,160,5,4,5,5,5,0,0,15,0,3,5,0,3,0,0,14,41,87,57,39,55,15,7,299,0,0,0,0,0,0,0,4,5,3,3,0,0,0,0,14,5,3,3,3,0,0,0,21,47,91,61,42,58,15,7,318,46,46,36,21,15,4,0,165,0,0,0,0,0,0,0,3,90,139,98,64,75,21,8,492
POA3673,4,0,0,0,5,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,6,0,4,6,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,4,6,0,0,26,5,4,0,4,6,0,0,14,0,0,0,0,0,0,0,0,9,8,3,8,12,0,0,35
POA3675,3,9,11,0,5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,14,3,9,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,14,3,9,3,0,40,0,7,4,0,3,0,0,15,0,0,0,0,0,0,0,0,8,14,12,3,12,3,0,58
POA3677,49,83,75,51,54,12,4,332,10,12,9,4,6,0,0,37,3,3,6,0,0,0,0,17,91,169,143,98,129,32,10,672,4,9,11,7,0,0,0,27,7,9,0,6,3,0,0,25,7,16,18,13,7,0,0,52,96,183,157,107,138,32,10,720,96,88,55,33,40,7,0,314,0,0,0,0,0,0,0,3,190,274,213,141,173,39,13,1041
POA3678,7,13,17,7,5,0,0,43,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,17,22,30,26,14,3,0,114,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,17,22,31,26,14,3,0,115,0,7,0,0,5,0,0,15,0,0,0,0,0,0,0,0,15,31,31,31,17,4,0,133
POA3682,0,6,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,4,0,0,11,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,4,0,4,0,0,11
POA3683,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,5,4,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,6,0,0,22,4,0,3,3,5,0,0,26,0,0,0,0,0,0,0,0,10,4,12,7,10,0,4,44
POA3685,3,4,7,3,12,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19,16,21,0,0,73,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,3,0,0,0,8,8,9,25,15,22,0,0,76,17,18,12,3,6,0,0,56,0,0,0,0,0,0,0,0,23,26,37,20,24,0,0,129
POA3687,0,0,3,0,0,0,0,5,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,3,0,0,16,3,0,3,3,4,0,0,9,0,0,0,0,0,0,0,0,3,7,10,7,6,0,0,28
POA3688,0,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,16,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,23
POA3690,122,192,133,85,115,22,8,662,16,18,9,5,8,6,0,57,3,10,10,6,0,0,0,31,180,357,261,169,241,69,18,1293,8,16,3,4,9,3,0,46,14,19,12,6,4,4,0,54,21,38,15,8,11,9,0,103,203,391,273,178,252,74,21,1395,221,248,148,90,105,22,3,838,0,3,3,9,8,0,0,19,423,645,422,274,361,91,27,2253
POA3691,17,45,21,12,13,3,0,112,4,11,3,3,0,0,0,24,0,0,0,0,0,0,0,5,32,98,53,40,32,12,9,277,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,32,97,57,44,34,12,9,285,22,28,14,5,12,3,0,84,0,0,0,0,0,0,0,0,54,129,74,47,43,13,8,365
POA3695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,11
POA3697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,14
POA3698,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,10,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,16
POA3699,0,11,3,0,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,5,8,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,5,8,0,0,30,4,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,6,8,11,9,6,0,0,38
POA3700,0,7,4,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,7,0,0,0,26,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,8,9,7,0,0,0,27,7,0,0,4,4,0,0,20,0,0,0,0,0,0,0,0,9,8,13,9,5,0,0,50
POA3701,0,7,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,5,0,0,19
POA3704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3707,3,6,6,5,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,9,6,17,10,13,5,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,17,10,13,5,0,58,0,9,0,0,0,0,0,14,0,0,0,0,0,0,0,0,6,19,13,13,13,5,0,65
POA3708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3711,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,3,0,0,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,3,4,0,0,15
POA3712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
POA3713,0,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,7,0,3,24,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,7,0,4,0,0,4,0,0,7,0,14,4,3,6,0,3,31,4,0,5,0,4,0,0,7,0,0,0,0,0,0,0,0,3,14,5,3,5,0,3,35
POA3714,8,9,10,6,7,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,14,23,12,16,3,0,92,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,20,14,23,12,19,6,0,96,8,8,8,4,3,0,0,34,0,0,0,0,0,0,0,0,23,29,33,14,20,5,0,124
POA3715,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5
POA3717,7,8,11,11,14,0,0,54,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,10,18,11,20,5,0,71,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,4,0,0,0,3,10,10,18,11,22,5,0,80,11,8,8,10,6,0,0,49,0,0,0,0,0,0,0,0,22,18,29,20,27,7,0,130
POA3718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,7,5,0,0,0,0,14
POA3720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,5,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,8
POA3722,13,21,16,12,10,0,0,76,0,0,0,3,6,0,0,11,0,0,0,0,0,0,0,0,18,38,27,22,23,3,0,132,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,20,44,27,22,23,3,0,137,12,16,6,0,6,0,0,44,0,0,0,0,0,0,0,0,33,58,34,24,29,3,0,181
