POA_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
POA3169,9001,8831,17832,3501,2167,5666,1541,1915,3450,322,348,672,376,303,678,5733,4726,10464,2811,3713,6521,6.6,6.3,6.5,63.7,53.5,58.7,59.5,50.1,54.9,944,858,1797,106,181,285,1684,1837,3528,762,804,1565,1149,541,1691,46,60,107,114,134,246,1311,732,2043,8318,8366,16692,1676,1409,3079,5486,5677,11160,3994,3583,7584
POA3170,8110,8263,16370,3595,2179,5769,1176,1917,3093,266,351,612,272,237,511,5309,4680,9990,2435,3252,5686,5.2,5,5.1,65.5,56.7,61,62.1,53.8,57.9,799,680,1478,156,280,439,1585,1851,3441,764,874,1638,1264,576,1840,38,72,110,100,166,265,1402,812,2215,8360,8465,16822,1182,1072,2247,5880,6103,11981,3175,2977,6154
POA3171,9726,9235,18954,3354,1960,5319,1624,1829,3451,344,272,613,481,352,831,5801,4416,10214,3303,4243,7546,8.3,7.9,8.2,59.7,47.8,53.9,54.7,44,49.5,616,501,1115,89,132,222,1443,1419,2871,741,745,1481,934,525,1460,69,72,140,100,134,230,1101,723,1829,9037,8654,17695,1705,1533,3232,5625,5654,11283,4542,4005,8541
POA3172,9518,9811,19326,4021,2393,6411,1376,2359,3739,300,341,636,369,279,647,6066,5373,11434,3085,4089,7179,6.1,5.2,5.7,63.8,54.7,59.2,59.9,51.9,55.8,336,345,686,117,212,336,1263,1475,2735,829,960,1786,1598,762,2361,64,101,161,124,182,305,1788,1050,2835,10105,10354,20462,938,914,1851,7557,7866,15419,3012,2937,5955
POA3173,11902,12217,24118,5580,3530,9113,1771,2728,4493,355,434,793,464,357,820,8166,7045,15215,3339,4765,8107,5.7,5,5.4,68.6,57.7,63.1,64.7,54.8,59.7,741,746,1494,161,285,441,2032,2286,4320,1067,1142,2207,1667,841,2502,70,124,193,145,199,343,1879,1162,3037,12900,13084,25980,1428,1418,2847,8609,8906,17516,4908,4790,9697
POA3174,16652,16524,33176,6372,3665,10038,2644,3584,6227,573,544,1118,703,623,1332,10296,8418,18714,5307,7157,12468,6.9,7.4,7.1,61.8,51,56.4,57.6,47.2,52.4,986,960,1943,158,300,460,2313,2448,4757,1455,1503,2959,2312,1325,3638,126,159,289,232,269,508,2677,1755,4437,16026,16081,32104,2575,2414,4993,10006,10442,20450,7557,7043,14602
POA3175,22666,21205,43865,8470,3899,12367,3258,4020,7280,683,669,1354,1068,856,1925,13484,9443,22931,7188,10153,17338,7.9,9.1,8.4,59.5,44.5,52.3,54.8,40.5,47.9,1109,1090,2198,184,373,556,2575,2944,5518,1864,2046,3911,3330,1791,5121,223,245,471,287,362,650,3842,2397,6239,21488,20599,42090,3632,3225,6857,13371,13239,26607,10231,9177,19411
POA3177,5061,4496,9564,1852,744,2600,691,769,1460,202,124,321,269,189,457,3007,1831,4833,1594,2295,3893,8.9,10.3,9.4,59.4,40.7,50.6,54.1,36.5,45.8,157,149,311,24,66,92,425,546,974,366,395,753,835,446,1277,38,55,93,50,71,119,916,571,1493,4723,4385,9111,905,738,1638,2718,2615,5331,2525,2128,4653
POA3178,13649,14302,27949,7076,4171,11249,1939,3978,5920,404,595,998,435,398,833,9861,9142,19000,3456,4850,8304,4.4,4.3,4.4,72.2,63.9,68,69.1,61.1,65,972,931,1901,229,417,647,2492,2953,5440,1399,1775,3174,2813,1291,4109,91,152,240,175,284,467,3082,1732,4814,14655,15125,29783,1352,1393,2744,11202,11572,22771,4116,4304,8426
POA3179,2507,2499,5006,1184,704,1882,376,684,1061,91,97,187,91,76,163,1735,1558,3296,686,862,1545,5.1,5,5,69.3,62.3,65.8,65.8,59.2,62.5,179,168,348,40,86,128,460,526,987,235,292,529,512,244,760,13,31,45,36,58,91,556,338,900,2638,2616,5255,300,275,572,1912,1892,3808,902,880,1783
POA3180,3056,3315,6368,1451,873,2328,409,853,1262,77,129,207,94,87,183,2037,1942,3975,925,1268,2188,4.8,4.4,4.6,66.6,58.6,62.4,63.4,56,59.6,215,230,446,61,118,173,593,662,1257,305,398,702,653,292,947,22,28,49,31,76,109,701,399,1104,3224,3352,6570,385,397,785,2211,2322,4540,1227,1275,2497
POA3181,8834,9276,18112,4884,4071,8957,1276,1900,3175,324,426,752,262,232,497,6751,6628,13379,1513,2005,3518,3.9,3.5,3.7,76.4,71.5,73.9,73.4,69,71.1,1052,1228,2280,258,442,700,3106,3278,6385,746,909,1650,795,475,1268,56,45,105,72,121,190,919,641,1563,6410,6629,13038,2495,2689,5180,3309,3530,6833,5323,5504,10829
POA3182,10439,10332,20762,5045,4335,9388,1691,2367,4053,381,482,865,409,310,720,7526,7493,15025,1969,2084,4050,5.4,4.1,4.8,72.1,72.6,72.3,68.2,69.6,68.9,1310,1536,2847,316,523,841,2894,3272,6165,1011,1147,2161,1197,730,1927,66,72,145,128,173,296,1391,974,2366,7361,7247,14611,2862,3041,5899,3862,3749,7605,6042,6269,12313
POA3183,7442,7771,15208,3629,3045,6667,1403,2011,3415,269,376,651,258,196,456,5561,5629,11188,1405,1719,3121,4.7,3.5,4.1,74.8,72.4,73.6,71.3,69.9,70.6,929,1074,1998,218,444,667,2219,2540,4765,676,815,1494,774,485,1262,37,45,79,85,113,198,894,640,1540,6404,6593,12999,1858,1971,3827,3704,3850,7549,4142,4333,8472
POA3184,6131,7044,13172,3241,2892,6136,981,1756,2736,205,354,561,210,198,411,4638,5203,9846,1098,1427,2526,4.5,3.8,4.1,75.7,73.9,74.7,72.3,71.1,71.6,775,1026,1808,177,423,599,1887,2509,4393,560,778,1339,702,349,1050,35,44,81,67,107,174,805,502,1304,5098,5590,10687,1519,1884,3399,2890,3105,5998,3482,4078,7560
POA3185,5192,5951,11144,2599,2072,4670,873,1563,2436,185,263,445,176,121,301,3832,4018,7852,1177,1718,2895,4.6,3,3.8,73.8,67.5,70.4,70.4,65.5,67.8,659,774,1434,203,372,576,1674,1944,3618,445,601,1041,510,314,825,29,40,67,59,99,157,603,455,1056,5006,5507,10511,1032,1289,2329,3134,3533,6664,2625,2967,5596
POA3186,9128,10502,19635,3992,2543,6538,1496,2533,4029,268,402,667,236,200,431,5994,5678,11671,2793,4360,7159,3.9,3.5,3.7,65.6,54,59.4,63.1,52.1,57.2,1287,1163,2445,301,536,832,2933,3160,6091,780,1184,1964,711,392,1098,34,60,95,119,212,329,860,664,1529,8844,9931,18775,1613,1733,3349,5897,6614,12513,4189,4653,8846
POA3187,6351,7236,13592,2889,1787,4674,1003,1802,2803,189,289,485,208,153,366,4289,4031,8321,1825,2884,4711,4.9,3.7,4.4,67.5,55.7,61.2,64.2,53.6,58.6,751,712,1465,187,356,542,1834,2104,3944,572,775,1343,619,277,896,24,37,62,68,141,211,703,455,1164,6569,7176,13746,1079,1128,2212,4519,5015,9532,2826,2949,5775
POA3188,7274,8046,15323,3461,2210,5671,1115,2127,3249,220,330,552,194,193,393,4997,4866,9866,2001,2857,4857,3.9,4,4,68.7,60.5,64.4,66,58.1,61.8,802,863,1664,250,445,694,2098,2246,4350,668,905,1573,776,412,1188,26,63,91,113,170,280,916,643,1559,7336,7921,15259,1213,1233,2448,5045,5444,10487,3164,3331,6494
POA3189,2476,2645,5121,1233,766,2003,330,722,1045,75,101,174,68,64,129,1702,1647,3360,655,876,1530,3.9,3.8,3.8,69,62.4,65.6,66.3,60,63,197,236,432,63,111,178,548,671,1223,280,311,589,397,198,589,17,34,48,28,48,76,435,273,714,2532,2594,5124,404,437,836,1625,1750,3374,1106,1129,2237
POA3190,4624,5175,9797,2392,1643,4040,627,1369,1995,159,222,385,162,124,282,3340,3360,6699,1107,1643,2748,4.8,3.8,4.3,72.3,64.9,68.4,68.8,62.5,65.5,417,498,911,140,240,376,1159,1389,2547,466,658,1121,701,387,1088,25,38,58,71,110,177,791,530,1325,4626,5117,9749,823,884,1712,2773,3181,5950,2357,2515,4879
POA3191,4267,4926,9192,1941,1254,3199,679,1237,1914,127,215,340,125,100,223,2874,2804,5679,1235,1900,3138,4.3,3.6,4,67.2,57,61.7,64.4,54.9,59.3,510,495,1007,155,278,434,1209,1356,2557,406,591,1000,454,255,713,18,30,46,60,103,159,528,395,921,4178,4685,8867,739,815,1551,2753,3129,5876,1966,2186,4152
POA3192,9313,10468,19783,4606,2848,7459,1315,2867,4187,296,439,729,287,249,540,6512,6400,12912,2454,3636,6089,4.4,3.9,4.2,69.9,61.2,65.3,66.8,58.8,62.6,779,891,1675,201,450,652,2005,2525,4532,961,1213,2176,1627,750,2379,69,100,169,131,221,351,1832,1071,2902,9514,10360,19872,1503,1647,3153,6241,6854,13093,4169,4597,8765
POA3193,7965,8777,16744,3608,2096,5698,1221,2520,3735,236,385,621,192,181,373,5254,5181,10433,2494,3363,5862,3.6,3.5,3.6,65.9,59,62.3,63.5,57,60.1,859,761,1623,260,423,687,2168,2510,4680,845,1064,1911,1009,411,1414,34,65,100,108,209,316,1149,685,1834,8299,8990,17285,1048,1156,2210,5992,6535,12526,3033,3311,6348
POA3194,5249,5898,11144,2602,1897,4495,708,1508,2215,172,230,398,172,133,305,3644,3767,7420,1435,1935,3369,4.7,3.6,4.1,69.5,64,66.6,66.2,61.7,63.8,429,478,907,129,319,447,1200,1441,2643,549,756,1302,901,472,1371,45,58,104,82,108,188,1026,635,1657,5190,5790,10974,843,918,1761,3407,3760,7170,2381,2695,5076
POA3195,14439,15951,30392,7381,4625,12007,2052,4680,6732,491,674,1165,460,375,833,10388,10355,20743,3672,5155,8829,4.4,3.6,4,71.9,64.9,68.3,68.8,62.6,65.5,1005,1234,2236,377,725,1106,2966,3771,6740,1521,1936,3456,2784,1262,4046,85,175,254,226,352,582,3092,1791,4887,15528,16619,32143,1866,2008,3875,11136,11958,23096,5464,5918,11382
POA3196,10297,11742,22036,5183,3327,8512,1291,3119,4414,384,534,915,259,259,515,7118,7241,14358,2700,4040,6736,3.6,3.6,3.6,69.1,61.7,65.2,66.7,59.5,62.8,508,766,1278,221,481,705,1733,2501,4240,1051,1443,2495,2527,1171,3696,70,132,199,140,247,390,2736,1549,4289,10493,11580,22073,1560,1807,3368,6959,7642,14602,4396,5045,9439
POA3197,4810,5225,10036,2422,1374,3794,638,1467,2103,159,254,411,138,112,258,3358,3208,6568,1298,1850,3144,4.2,3.6,3.9,69.8,61.5,65.5,66.9,59.2,62.9,215,256,468,89,192,278,672,970,1643,471,669,1137,1312,604,1919,29,51,83,74,120,197,1409,780,2194,4880,5329,10208,647,659,1307,3321,3635,6951,1935,2063,3997
POA3198,6854,7333,14187,3145,1886,5034,817,1785,2605,263,409,675,233,205,438,4464,4280,8746,1958,2593,4550,5.3,4.7,5,65.1,58.4,61.6,61.7,55.6,58.6,200,337,534,115,264,383,785,1191,1978,623,978,1601,1860,938,2802,58,83,141,85,166,256,2008,1182,3193,6828,7047,13879,973,1064,2037,4553,4630,9181,2794,3012,5808
POA3199,22323,24043,46362,9675,5536,15213,2977,6387,9359,761,1136,1891,736,606,1349,14144,13661,27806,6642,8855,15500,5.2,4.5,4.8,63.4,56.8,60,60.1,54.3,57.1,794,1073,1867,406,906,1307,2721,4010,6732,2145,3175,5318,5555,2978,8534,182,323,504,330,487,818,6062,3790,9852,21865,23279,45145,3380,3665,7048,14224,15134,29362,9734,10494,20226
POA3200,2320,2369,4692,810,397,1206,246,421,661,62,106,168,107,96,206,1221,1020,2245,843,1086,1933,8.8,9.4,9.1,52.7,43,47.8,48,38.9,43.4,27,31,60,13,48,65,136,173,308,140,224,358,572,378,948,30,55,83,31,26,61,626,462,1089,2187,2123,4312,321,371,688,1371,1298,2670,962,1058,2026
POA3201,8574,9193,17764,4454,2620,7079,1090,2377,3467,295,470,764,303,255,553,6146,5723,11868,1999,3029,5030,4.9,4.4,4.7,71.7,62.2,66.8,68.2,59.5,63.7,202,286,484,74,204,278,669,1199,1867,701,1133,1827,2444,1502,3946,84,154,243,114,217,326,2647,1864,4522,8838,9278,18122,1254,1349,2602,5662,5934,11600,3785,4064,7849
POA3202,1092,1157,2250,544,347,896,157,319,476,37,54,94,35,47,82,771,767,1542,237,335,568,4.8,6,5.4,70.8,66.4,68.5,67.4,62.4,64.8,86,97,182,21,44,67,204,268,468,104,130,233,166,98,261,0,22,24,26,37,59,191,153,345,1168,1176,2350,171,209,378,813,859,1673,459,476,931
POA3204,13003,14062,27069,6386,4352,10736,2115,3923,6040,431,590,1022,487,356,840,9419,9220,18642,3178,4372,7549,5.2,3.9,4.5,72.5,65.6,68.9,68.7,63,65.8,1658,1721,3379,389,715,1102,3611,4124,7731,1195,1493,2689,1422,776,2192,55,113,169,153,275,429,1629,1156,2785,12961,13756,26720,2581,2555,5134,8190,8875,17061,6647,6799,13450
POA3205,4947,5263,10211,2532,2043,4583,633,1030,1668,169,199,368,197,167,360,3528,3454,6980,1090,1442,2532,5.5,4.9,5.2,71.3,65.6,68.3,67.4,62.3,64.8,729,758,1484,156,260,415,1576,1649,3226,442,519,960,393,278,668,22,39,61,41,81,122,453,397,849,3922,4109,8031,1378,1384,2759,2110,2335,4442,2962,2932,5898
POA3206,3976,4374,8353,1912,1349,3262,584,1018,1598,116,185,303,98,101,197,2703,2646,5356,1126,1575,2706,3.5,3.7,3.6,68,60.5,64.1,65.6,58.3,61.8,636,689,1327,153,237,386,1212,1352,2560,313,382,700,327,153,478,7,27,40,47,74,124,378,258,641,3859,4170,8035,752,835,1583,2549,2786,5337,1833,2030,3862
POA3207,7228,7972,15199,3707,3045,6752,903,1548,2454,253,336,588,210,195,405,5072,5129,10197,1645,2341,3987,4.1,3.8,4,70.2,64.3,67.1,67.3,61.9,64.4,839,971,1809,205,418,623,1939,2304,4245,709,870,1577,826,434,1264,32,55,84,95,150,246,958,644,1601,6134,6742,12874,1659,1789,3445,3540,4054,7589,3923,4136,8060
POA3211,565,526,1095,254,119,370,62,120,179,23,35,56,15,14,27,350,283,633,156,193,346,4.5,4.3,4.4,62.5,53.3,58,59.6,51,55.5,25,21,45,9,17,24,44,52,89,39,67,105,156,58,217,3,8,15,8,9,18,171,75,249,570,548,1114,55,48,103,445,421,863,160,140,299
POA3212,8170,7383,15553,3707,1984,5688,803,2129,2934,269,319,590,217,169,387,4991,4601,9601,2923,2514,5433,4.4,3.7,4,61.1,62.4,61.7,58.5,60.1,59.2,214,260,477,98,246,347,727,1142,1867,696,881,1571,2071,1139,3205,56,84,145,82,122,204,2203,1345,3551,7422,7586,15009,1085,1192,2285,4753,4811,9564,3225,3485,6706
POA3213,1925,1907,3836,953,498,1453,281,603,877,88,84,173,47,40,91,1370,1225,2593,466,595,1057,3.7,3.3,3.5,71,64.3,67.7,68.4,62.1,65.3,70,59,125,16,52,67,193,273,460,153,221,377,571,264,837,20,17,38,19,45,60,607,327,934,1987,1977,3960,266,252,526,1350,1351,2707,807,781,1587
POA3214,9841,10354,20197,3126,1603,4733,1224,2154,3371,349,376,726,501,387,892,5205,4518,9721,3749,4912,8662,9.7,8.6,9.1,52.8,43.6,48.1,47.7,39.9,43.7,228,202,424,57,109,167,455,689,1140,512,769,1281,1990,1575,3568,130,173,305,86,146,237,2205,1901,4106,9299,9725,19023,1423,1394,2813,6217,6442,12661,3916,4112,8023
POA3215,8831,9653,18481,3780,2217,5999,1203,2461,3666,317,468,785,298,249,546,5601,5400,10999,2801,3796,6597,5.3,4.6,5,63.4,55.9,59.5,60,53.3,56.5,368,418,788,159,300,461,1088,1514,2595,744,1033,1772,2131,1221,3358,69,115,189,110,175,294,2317,1518,3838,8541,9245,17781,1437,1551,2989,5546,6067,11610,3898,4222,8114
POA3216,23859,25941,49798,10509,5827,16340,3893,7867,11762,800,1183,1983,777,558,1339,15976,15446,31418,6848,9527,16373,4.9,3.6,4.3,67,59.5,63.1,63.7,57.4,60.4,1848,1563,3412,541,1114,1654,4115,5500,9616,2344,3060,5398,5345,2925,8271,148,288,435,269,461,728,5760,3674,9432,23263,24709,47971,4514,4787,9293,14992,16203,31202,11346,11926,23273
POA3217,7354,8138,15490,4304,2506,6812,1208,2813,4027,280,544,828,168,203,372,5965,6061,12031,1110,1788,2899,2.8,3.3,3.1,81.2,74.5,77.7,78.9,72,75.3,458,473,924,136,360,502,1331,1951,3279,791,1131,1922,1937,1192,3127,70,111,181,88,123,215,2097,1429,3527,6675,6940,13617,2689,3004,5697,1868,1891,3767,6621,7269,13890
POA3218,5830,6356,12188,2972,1818,4792,883,1949,2832,189,366,548,174,144,321,4217,4276,8494,1388,1827,3215,4.1,3.4,3.8,72.4,67.3,69.7,69.4,65,67.1,452,520,971,152,375,518,1161,1518,2682,505,759,1266,1316,685,1998,40,70,112,75,92,169,1433,842,2281,5593,6017,11616,1247,1315,2561,3276,3584,6860,3139,3348,6488
POA3219,8159,9191,17357,3228,1959,5186,1190,2391,3585,288,363,649,289,221,509,4998,4936,9932,2621,3727,6344,5.8,4.5,5.1,61.2,53.7,57.2,57.7,51.3,54.3,276,345,627,117,255,375,802,1251,2057,592,931,1526,2124,1375,3499,93,143,231,80,134,218,2295,1649,3951,7800,8626,16423,1100,1217,2321,5341,5860,11206,3135,3556,6695
POA3220,6906,7593,14502,3124,1923,5042,1188,2313,3499,228,321,553,207,184,392,4742,4739,9486,1818,2540,4352,4.4,3.9,4.1,68.7,62.4,65.4,65.6,60,62.7,670,713,1381,211,443,653,1647,1979,3621,660,825,1488,1167,642,1814,45,75,123,69,108,177,1283,821,2107,6481,6800,13278,1409,1688,3103,4045,4358,8398,3495,3810,7308
POA3221,321,318,644,156,74,230,56,102,160,16,16,32,5,6,12,232,200,434,76,108,183,2.6,2.5,2.5,72.4,62.6,67.6,70.6,61,65.8,21,18,43,5,25,33,64,80,150,22,38,59,81,27,107,3,7,3,0,4,9,84,33,118,338,347,682,43,39,82,254,259,516,116,101,220
POA3222,7292,8069,15363,2926,1574,4502,1025,2253,3284,271,366,636,208,158,367,4427,4356,8786,2578,3364,5943,4.7,3.7,4.2,60.7,54,57.2,57.9,52,54.8,240,292,528,140,324,463,755,1191,1940,670,1047,1717,2256,1190,3442,70,115,186,111,161,265,2435,1460,3896,7345,7756,15104,1198,1373,2569,4391,4595,8987,3724,4160,7879
POA3223,4109,4422,8532,1119,666,1781,485,873,1360,159,189,349,89,76,169,1850,1800,3655,1933,2276,4215,5,4.3,4.6,45,40.8,42.8,42.8,39,40.8,157,193,350,99,147,242,383,594,982,384,552,938,1101,497,1601,22,54,79,70,100,167,1194,655,1853,3463,3629,7089,750,844,1595,2107,2176,4283,1993,2188,4183
POA3224,5955,6525,12481,2536,1377,3918,829,1890,2717,175,288,466,155,138,291,3688,3697,7390,1985,2489,4471,4.1,3.8,4,62,56.6,59.2,59.4,54.5,56.9,142,180,320,72,227,294,529,953,1484,533,806,1337,1843,1005,2846,73,85,157,85,129,211,2005,1213,3220,6163,6470,12632,755,815,1575,4162,4398,8557,2356,2519,4878
POA3225,2231,2557,4787,621,374,992,326,589,914,84,117,202,27,37,66,1063,1111,2171,1027,1299,2326,2.6,3.4,3,47.5,43.5,45.4,46.2,42.1,44,203,178,384,69,164,235,493,661,1158,251,343,591,384,153,538,14,23,35,40,56,98,432,231,666,1959,2243,4202,379,426,808,1186,1367,2550,1071,1210,2283
POA3226,6597,7572,14168,2799,1575,4381,1021,2374,3389,291,427,718,122,109,228,4232,4485,8712,2093,2768,4860,2.8,2.4,2.6,64.1,59.2,61.5,62.3,57.8,59.9,358,472,833,208,441,651,1165,1646,2806,726,1042,1765,1686,730,2409,40,77,124,92,122,215,1814,933,2752,6715,7435,14149,1235,1380,2611,3993,4385,8380,3521,4020,7540
POA3227,2138,2274,4409,839,448,1290,347,664,1016,105,116,222,35,31,65,1333,1262,2589,668,871,1537,2.5,2.5,2.5,62.3,55.4,58.8,60.8,54,57.3,161,173,336,59,123,180,509,646,1155,240,294,536,386,174,559,15,14,26,30,24,55,425,213,639,2162,2251,4412,322,339,660,1380,1478,2858,1017,1030,2049
POA3228,9100,9773,18874,4385,2455,6835,1386,3039,4424,373,533,907,202,191,394,6334,6216,12559,2324,3108,5435,3.2,3.1,3.1,69.7,63.6,66.5,67.5,61.7,64.5,592,735,1327,267,602,870,2019,2527,4545,959,1273,2232,2045,869,2914,43,85,127,128,190,319,2215,1139,3354,9252,9618,18871,1915,2023,3936,5321,5445,10768,5161,5460,10621
POA3230,1313,1434,2751,430,256,683,243,392,636,62,77,139,32,19,46,767,741,1509,477,621,1097,4,2.4,3.2,58.4,51.6,54.8,56,50.3,53.1,123,143,266,46,88,134,309,381,685,151,176,327,273,93,372,0,19,24,16,20,41,293,136,429,1231,1255,2486,227,261,485,744,776,1517,636,689,1322
POA3231,682,715,1402,215,134,348,131,211,342,36,23,59,10,0,16,396,374,768,240,293,530,3,1.1,2.1,58,52.1,55,56.2,51.5,53.8,68,99,162,32,51,83,184,208,390,59,87,149,132,38,173,5,6,3,7,9,18,141,50,193,610,650,1257,105,90,191,412,423,838,279,298,578
POA3232,618,580,1195,183,83,264,101,148,248,41,49,82,3,3,6,323,287,610,243,235,478,0.6,1.7,1.1,52,49.7,50.9,51.7,48.9,50.3,31,37,69,21,25,41,132,122,253,62,62,131,113,52,165,5,4,8,8,12,22,132,69,198,500,458,960,124,104,236,294,282,581,313,270,582
POA3233,1024,1043,2068,272,158,432,190,278,470,71,68,136,20,21,40,553,528,1080,368,425,790,3.4,4.4,3.9,54,50.4,52.2,52.2,48.2,50.2,45,66,110,23,54,73,122,196,323,100,127,218,243,85,329,6,13,19,19,21,42,271,117,386,855,892,1749,180,162,345,562,580,1144,434,449,883
POA3234,111,93,202,30,18,53,27,24,52,4,9,11,0,0,0,68,51,113,36,39,68,1.5,0,0.9,60.6,53.8,57.4,59.6,53.8,56.9,11,9,23,0,5,7,19,27,40,14,9,17,22,3,24,0,0,0,0,4,6,23,6,31,90,83,173,26,23,43,52,55,111,53,45,98
POA3235,206,217,425,74,30,110,33,80,112,13,13,30,5,0,5,121,127,255,56,53,112,2.4,1.6,2,60,59,59.5,58.5,58.1,58.3,11,22,32,8,5,13,30,47,76,21,34,54,48,12,60,0,3,3,5,0,6,48,15,68,194,196,387,26,20,44,138,138,270,73,73,142
POA3236,105,122,222,25,23,46,24,38,57,4,6,16,3,0,4,55,65,121,33,36,73,5.5,1.5,3.3,52.9,55,54,50,54.2,52.2,6,11,17,0,0,0,11,24,39,10,17,23,16,14,33,0,0,0,0,0,3,21,12,35,86,98,185,12,15,28,67,75,146,28,40,67
POA3237,136,114,250,38,13,57,20,27,45,5,5,18,0,5,4,66,56,124,39,43,80,4.4,3.6,4,51.5,48.7,50.2,49.2,47,48.2,0,7,8,0,5,5,7,23,30,10,18,22,37,17,57,0,0,3,0,0,0,41,20,60,103,98,203,9,9,20,84,73,150,32,29,63
POA3238,122,94,210,39,22,61,27,34,65,4,4,8,4,3,8,80,65,141,30,22,51,6.5,6,6.3,65.3,71.3,67.9,61,67,63.7,8,8,14,4,3,7,25,19,47,13,9,23,22,12,33,0,0,0,0,3,9,29,17,42,112,86,191,18,17,36,78,68,150,37,31,65
POA3239,212,201,420,69,48,113,26,42,72,13,11,29,9,4,14,121,104,228,69,70,137,6.7,5.6,6.2,56.1,52.7,54.4,52.3,49.8,51.1,3,7,14,0,4,5,12,28,45,17,20,32,59,27,88,3,5,3,4,0,7,64,30,97,205,189,396,11,23,32,140,133,272,68,66,139
POA3240,869,835,1703,462,198,661,131,322,453,36,47,80,12,11,19,639,573,1217,195,238,430,2,1.2,1.6,74.2,68.6,71.4,72.7,67.8,70.3,42,34,72,10,43,47,103,184,286,88,114,202,282,82,362,9,12,20,10,16,24,291,109,401,957,907,1863,94,99,187,689,650,1344,294,298,592
POA3241,1244,1309,2555,550,273,823,151,356,509,58,85,142,22,11,30,779,723,1505,368,473,835,2.8,1.4,2.1,62.8,55,58.8,61.1,54.3,57.6,37,31,69,13,40,52,105,202,306,94,161,258,381,190,571,7,23,28,22,22,43,408,237,642,1205,1223,2427,163,193,356,753,750,1506,532,581,1121
POA3242,377,384,758,167,76,246,62,131,189,20,22,36,7,3,9,249,236,485,108,125,228,2,2.1,2.1,65.5,62.1,63.8,64.2,60.8,62.5,7,25,32,10,16,26,48,88,137,40,37,79,97,55,155,0,0,3,5,0,5,104,62,168,405,375,779,45,48,96,268,238,502,152,168,317
POA3243,181,158,338,90,43,136,25,46,72,4,7,9,3,0,4,126,95,220,36,48,78,3.2,2.1,2.7,69.4,61.1,65.6,67.2,59.9,63.8,3,7,13,3,8,12,17,31,44,14,20,33,51,20,67,0,0,0,0,3,3,56,19,76,184,151,334,15,11,23,132,107,236,54,44,98
POA3249,1424,1317,2743,647,296,944,203,435,642,73,72,150,22,17,38,944,819,1766,392,411,800,2,1.8,1.9,65.9,62.4,64.2,64.6,61.2,63,26,41,66,11,46,57,78,172,250,94,162,263,421,220,643,14,23,32,24,24,49,461,262,720,1500,1378,2878,114,107,220,1090,1006,2095,452,431,884
POA3250,5120,5461,10580,2243,1134,3375,630,1471,2101,185,267,451,118,62,182,3173,2935,6104,1675,2266,3937,3.7,2.1,2.9,61.9,53.7,57.7,59.6,52.6,56,74,105,179,51,101,150,322,559,877,294,519,811,1346,871,2220,50,75,120,56,81,141,1458,1030,2483,5061,5351,10415,750,734,1481,3410,3598,7005,2102,2190,4292
