POA_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
POA3496,2680,2581,5265,1132,541,1676,297,660,953,102,111,213,98,60,155,1628,1373,3001,804,1008,1809,5.8,4.4,5.2,60.7,53.1,57,57.1,50.8,54,30,39,61,27,58,83,102,243,345,142,235,385,725,405,1129,29,45,78,27,33,57,783,486,1270,2600,2519,5116,367,364,728,1873,1776,3649,924,944,1866
POA3498,2406,2418,4819,1123,635,1753,284,662,944,102,121,224,60,37,101,1571,1456,3028,626,754,1384,4.1,2.5,3.3,65.3,60.3,62.8,62.6,58.8,60.7,20,38,57,19,65,93,166,305,472,136,222,352,682,321,1009,22,50,73,24,28,48,726,392,1117,2414,2391,4800,279,278,557,1706,1606,3315,844,906,1750
POA3500,13464,14840,28305,5226,3544,8764,1675,3261,4940,483,618,1103,524,409,932,7904,7837,15739,4449,5885,10333,6.6,5.3,5.9,58.7,52.8,55.6,54.8,50,52.3,306,346,654,162,368,526,980,1779,2758,877,1415,2294,2980,1981,4961,162,254,417,175,250,424,3314,2489,5801,12696,13896,26594,2390,2503,4891,7790,8515,16311,6411,7011,13417
POA3501,838,812,1648,436,242,676,91,236,330,50,46,92,20,17,31,589,545,1135,194,235,426,2.9,2.8,2.8,70.7,67,68.9,68.7,65.2,67,7,21,30,13,23,36,70,126,199,59,94,153,260,109,365,3,8,17,11,7,23,282,127,407,918,926,1849,91,84,174,698,692,1390,251,261,514
POA3505,2003,2019,4021,813,438,1253,227,503,734,82,104,187,61,37,100,1182,1084,2272,616,730,1341,5.2,3.5,4.4,59.1,53.8,56.5,56,51.9,54,13,20,37,11,49,65,86,182,268,102,204,304,532,317,851,18,35,61,13,24,40,571,379,951,2042,2027,4062,185,185,371,1438,1399,2841,664,681,1344
POA3506,17,16,30,8,4,9,0,0,0,0,0,5,0,0,0,10,9,20,0,7,11,10,0,5.6,66.7,53.3,60,60,53.3,56.7,0,0,0,0,0,0,0,0,4,0,0,0,4,5,3,0,0,0,0,0,0,4,5,3,14,16,29,0,0,0,9,10,15,8,7,17
POA3507,74,73,145,12,0,17,8,17,32,3,4,6,0,3,3,29,28,58,29,22,51,10.3,7.4,8.9,39.2,38,38.6,35.1,35.2,35.2,0,0,0,0,0,0,4,11,14,0,3,6,16,7,22,0,0,0,0,0,0,16,12,28,61,58,121,9,9,17,46,54,95,20,16,34
POA3509,98,91,189,47,16,58,4,29,37,3,4,8,3,9,8,62,51,109,32,26,57,6.9,9.4,8.1,58.6,58.9,58.7,54.5,53.3,54,0,3,3,0,0,0,0,13,13,3,9,9,26,9,35,0,0,0,0,0,0,23,12,35,93,96,189,5,9,12,76,73,149,18,24,43
POA3512,161,136,294,87,32,116,13,46,57,7,3,9,0,0,0,110,75,182,42,42,85,2.8,0,1.6,67.1,56.7,62.4,65.2,56.7,61.4,5,4,5,0,4,4,7,13,25,11,16,27,36,15,55,0,0,0,0,0,0,36,18,52,169,146,310,23,8,31,131,112,244,46,29,78
POA3515,920,951,1876,512,273,774,111,307,420,40,63,101,17,6,23,677,648,1325,206,264,474,2.2,1.4,1.8,73.1,68,70.5,71.5,67.1,69.2,5,18,25,17,33,49,57,151,209,70,133,198,338,174,507,7,12,20,10,17,23,349,201,548,989,1007,1995,177,180,357,601,609,1208,469,479,949
POA3516,315,304,618,139,64,205,39,89,124,18,17,36,3,13,15,206,180,381,85,100,192,2.9,5.1,3.9,65.5,58.4,62,63.6,55.4,59.6,3,4,8,0,10,16,12,34,45,17,41,64,89,45,128,0,6,7,4,3,10,88,51,143,316,305,617,16,25,41,239,233,474,81,85,166
POA3517,648,626,1276,204,83,286,66,130,197,15,30,57,17,23,36,304,268,569,279,297,573,5.3,7.1,6.1,46.7,42.9,44.8,44.2,39.8,42.1,7,6,15,6,10,15,30,53,77,33,58,90,170,93,264,3,9,10,5,10,15,179,110,289,604,579,1188,76,80,153,438,411,847,208,219,431
POA3518,589,573,1165,163,90,257,54,106,158,22,21,37,21,15,34,262,229,491,251,262,508,7.7,5.7,6.7,44.3,39.7,42,40.9,37.5,39.2,3,5,14,0,15,21,23,47,70,28,52,79,146,63,211,5,8,12,5,15,22,155,85,240,520,494,1017,54,63,120,412,368,782,150,170,314
POA3520,76,71,140,7,3,10,9,9,15,0,0,0,3,0,7,15,14,34,52,42,94,14.3,11.8,12.9,19.2,24.3,21.7,16.4,21.4,18.9,0,0,0,0,0,0,0,0,0,0,3,11,13,10,24,0,0,0,0,0,0,18,12,24,62,52,120,3,9,19,61,55,109,15,13,24
POA3521,312,302,618,144,77,217,42,76,118,12,24,39,4,7,12,205,178,387,79,98,176,3.4,3.3,3.3,66.5,59.2,62.8,64.2,57.2,60.7,6,7,14,0,4,7,12,30,40,16,37,55,125,55,172,3,8,11,0,5,7,127,67,194,308,316,628,35,30,69,221,226,446,101,108,209
POA3522,153,143,290,66,27,91,12,36,52,11,10,19,4,0,5,92,75,168,44,53,95,3.4,2.7,3,58.6,53.2,56,56.6,51.8,54.3,0,7,7,0,0,0,5,21,26,12,10,18,42,13,56,0,3,3,0,6,12,47,20,73,137,125,265,21,17,31,105,99,205,43,35,78
POA3523,1793,1703,3492,496,247,748,194,347,544,59,59,123,41,41,82,794,697,1493,774,796,1568,5.3,6.1,5.7,44.3,41.2,42.8,41.9,38.7,40.4,31,49,74,24,51,70,94,152,248,123,171,299,479,199,680,13,30,47,31,24,56,523,255,779,1583,1465,3047,188,203,390,1098,1031,2121,604,582,1185
POA3525,593,589,1178,224,98,327,60,145,206,9,13,26,10,5,21,314,264,574,209,259,468,3.5,3,3.3,52.4,45.1,48.7,50.5,43.7,47.1,10,8,15,3,16,13,38,69,103,34,60,86,140,66,207,7,5,9,5,7,12,149,82,230,541,547,1086,54,54,105,432,407,840,140,166,309
POA3527,328,323,646,123,55,177,36,67,104,9,10,22,11,5,17,181,146,324,119,139,258,4.5,4.8,4.6,54.9,45.2,50.1,52.5,43,47.8,0,10,10,5,13,19,17,32,51,10,27,38,78,47,115,6,0,0,9,3,10,84,49,131,312,293,608,28,22,54,231,229,457,96,86,184
POA3529,50,38,91,28,9,36,0,12,18,0,4,4,0,0,0,28,29,60,18,16,30,3.1,0,1.7,62.7,67.5,64.8,60.8,67.5,63.7,0,0,0,0,0,0,4,7,9,5,9,11,13,4,13,0,0,0,0,0,0,13,0,20,59,46,103,3,5,10,42,36,71,16,18,35
POA3530,64,41,107,30,9,36,6,16,23,0,0,0,0,0,0,37,25,63,22,18,36,0,4,1.6,58.5,56.8,57.8,58.5,54.5,56.9,0,0,0,0,0,0,3,10,14,3,3,11,18,7,30,0,0,0,0,0,0,17,11,31,55,43,97,5,0,12,43,36,79,17,4,21
POA3531,87,71,159,35,12,51,10,23,30,0,4,3,7,0,9,48,42,86,35,28,59,12.2,2.5,7.9,57.6,54.1,56,50.6,52.7,51.6,0,0,0,0,0,5,0,11,13,0,10,11,23,9,34,0,0,0,0,0,0,20,10,34,93,71,158,14,13,24,72,59,131,20,23,43
POA3533,329,297,627,129,44,175,24,80,102,3,11,20,11,4,12,171,143,315,133,133,265,5.9,1.4,3.8,51.4,48.5,50,48.3,47.8,48.1,5,5,6,3,8,9,14,37,47,9,24,36,88,39,123,0,3,8,5,8,9,94,52,145,314,294,600,36,32,78,237,214,450,104,98,196
POA3537,449,475,919,159,63,220,41,110,153,10,25,34,10,3,8,223,201,420,147,186,334,3.6,1.5,2.6,49.9,42,45.8,48.1,41.4,44.6,4,9,17,3,13,13,35,54,87,14,34,48,100,41,146,5,4,12,11,4,10,115,57,170,398,428,829,38,43,79,306,312,620,112,129,232
POA3540,121,123,248,46,19,57,8,20,33,4,0,11,6,0,6,61,43,101,51,60,111,3.4,0,2,47.6,35.8,41.8,46,35.8,41,0,0,0,0,0,0,6,9,19,8,12,16,23,12,30,0,0,0,0,0,0,19,12,33,104,111,211,11,7,17,83,87,170,35,26,54
POA3542,62,54,115,32,13,38,4,12,13,3,0,3,0,0,0,35,22,60,18,28,42,0,0,0,61,37.5,49.6,61,37.5,49.6,0,0,0,0,0,0,0,0,0,5,0,5,15,10,25,0,0,0,0,0,0,15,10,25,57,57,109,4,6,9,53,52,95,9,6,19
POA3544,114,92,206,61,16,77,13,21,32,3,3,4,3,0,4,76,43,120,29,37,61,2.6,2.3,2.5,65,46.7,56.9,63.2,45.7,55.5,0,0,0,0,0,0,0,10,17,6,14,18,21,11,24,0,0,0,4,5,3,20,10,34,110,85,200,6,10,17,89,73,158,25,22,49
POA3546,142,144,286,70,41,106,16,31,47,9,3,12,5,0,5,95,76,174,40,60,103,5.2,0,2.9,66.9,54.2,60.6,63.4,54.2,58.8,0,0,0,0,5,9,6,31,38,8,10,14,24,20,47,0,3,3,6,3,9,32,25,53,155,142,294,9,24,32,118,94,214,38,57,98
POA3549,1730,1539,3264,723,311,1033,193,298,486,76,72,147,52,53,105,1043,735,1776,429,583,1012,5.4,6.7,5.9,60.3,47.6,54.3,57.1,44.4,51.1,7,21,26,9,21,25,58,147,204,66,91,159,202,113,318,8,21,26,20,16,39,229,151,386,1607,1458,3072,210,191,401,1033,1001,2029,665,554,1220
POA3550,16474,18644,35116,6559,4130,10685,2480,4958,7437,556,775,1338,535,449,986,10135,10313,20451,5414,7355,12771,5.3,4.4,4.8,61.5,55.3,58.2,58.3,52.9,55.4,807,968,1777,397,823,1221,2240,3242,5482,1351,1919,3270,3724,2293,6014,178,280,461,191,307,496,4090,2880,6973,15632,16944,32575,2956,3447,6406,9894,10493,20385,7757,8908,16664
POA3551,13428,13880,27308,6674,3496,10161,1848,4530,6382,522,761,1282,339,250,588,9378,9038,18412,3423,4259,7678,3.6,2.8,3.2,69.9,65.1,67.4,67.3,63.3,65.3,393,525,920,301,683,989,1531,2539,4065,1184,1552,2734,3970,1982,5949,122,200,323,183,241,422,4271,2421,6692,14466,14673,29137,2171,2213,4386,9380,9381,18761,6201,6582,12783
POA3555,8119,9379,17502,3206,1935,5139,1065,2296,3360,249,353,607,216,177,397,4743,4765,9508,2844,4031,6878,4.6,3.8,4.2,58.4,50.8,54.3,55.7,48.9,52,197,270,466,115,277,390,672,1138,1807,565,919,1478,2212,1339,3550,71,153,227,96,176,264,2380,1664,4046,7909,8871,16780,1226,1443,2663,4991,5602,10594,3653,4167,7819
POA3556,5430,6012,11444,2173,1214,3383,690,1529,2221,195,312,506,189,143,332,3246,3189,6439,1857,2444,4304,5.9,4.4,5.1,59.8,53.1,56.2,56.3,50.7,53.4,87,137,223,55,161,217,313,616,934,313,550,870,1582,972,2556,68,149,217,76,97,170,1724,1215,2936,5476,5806,11286,811,901,1717,3613,3738,7351,2312,2642,4948
POA3557,337,342,677,166,75,243,41,106,142,13,18,37,8,3,12,232,210,438,87,107,189,3.1,2.4,2.8,67.8,60.9,64.3,65.7,59.4,62.5,0,8,12,6,13,13,21,52,76,25,34,57,111,61,175,4,9,15,4,13,18,126,82,204,362,369,734,17,23,41,266,259,526,90,111,199
POA3558,410,409,821,153,70,221,38,81,118,13,10,31,9,13,20,214,169,385,144,192,330,4.2,5.3,4.7,52.1,41.6,46.8,49.9,39.4,44.6,0,10,14,8,11,19,19,45,61,17,23,34,107,56,168,0,3,3,3,8,12,115,66,182,374,364,733,47,53,96,272,259,533,131,138,269
POA3559,261,219,475,109,53,161,29,59,84,7,10,20,4,4,4,145,120,269,78,62,137,1.4,2.5,1.9,56.9,56.3,56.6,56.2,54.9,55.6,0,4,3,0,8,9,21,25,42,8,25,32,48,26,80,3,0,4,0,4,0,56,29,86,243,214,459,18,7,27,205,168,367,49,53,99
POA3561,1846,1927,3768,757,349,1105,182,485,666,71,94,163,37,29,63,1045,949,2002,655,844,1498,3.5,2.8,3.2,56.8,49.4,53,54.8,48,51.3,19,22,43,15,39,53,91,192,287,86,171,255,490,295,786,21,30,45,11,25,43,521,352,873,1814,1883,3692,206,218,425,1352,1359,2710,575,664,1239
POA3562,111,92,207,51,25,72,7,28,40,0,7,8,0,0,0,62,56,126,37,25,62,0,0,0,55.4,62.5,58.7,55.4,62.5,58.7,0,0,0,4,0,4,7,13,20,12,10,20,40,23,66,0,0,0,0,0,0,43,25,69,110,92,200,12,12,25,78,59,138,32,40,74
POA3563,354,338,697,142,66,207,42,91,128,17,18,33,11,8,19,208,180,387,120,121,241,4.3,4.4,4.4,58.1,53.8,56.1,55.6,51.5,53.6,0,0,5,0,4,5,15,32,48,17,21,42,105,50,150,3,5,4,6,0,10,106,55,168,362,325,689,35,33,70,271,230,499,106,124,225
POA3564,6766,7412,14183,2871,1582,4450,818,2020,2841,289,348,632,156,141,296,4137,4089,8224,2178,2845,5018,3.7,3.4,3.6,61.1,55.2,58,58.8,53.3,55.9,100,169,265,71,203,277,493,926,1419,400,744,1147,2055,1031,3087,49,95,140,73,125,199,2180,1247,3429,6577,7029,13607,1046,1185,2229,4402,4696,9099,2821,3148,5963
POA3565,56,45,106,24,16,39,6,17,19,0,5,6,5,3,9,34,33,72,14,15,30,8.3,5.9,7.1,64.3,69.4,66.7,58.9,65.3,61.9,0,3,6,0,0,0,3,3,10,3,3,11,15,8,20,0,0,0,0,0,0,15,11,20,67,53,116,10,9,11,44,35,79,31,18,48
POA3566,245,223,472,112,43,151,23,66,90,10,15,31,3,0,3,145,129,273,79,77,148,4.1,0,2.2,59.3,57.6,58.5,56.9,57.6,57.2,0,0,0,0,3,3,10,25,33,17,23,34,46,27,80,0,5,4,3,4,5,56,33,83,229,220,449,35,25,58,187,173,361,67,59,128
POA3567,298,253,558,136,73,208,35,68,101,5,6,18,8,0,8,182,152,338,95,92,183,4.3,0.7,2.7,61.9,58,60.1,59.2,57.6,58.5,4,0,3,0,8,8,15,27,40,6,14,25,65,39,97,0,0,0,0,0,0,61,39,104,290,262,549,31,26,57,229,191,426,77,84,166
POA3568,1237,1276,2519,498,240,738,114,303,418,43,45,88,15,12,23,671,592,1270,470,598,1070,2.2,1.7,2,54.4,46.6,50.4,53.2,45.8,49.4,7,24,36,11,31,41,59,120,175,56,121,176,334,156,482,10,23,28,12,10,25,346,194,541,1167,1207,2378,149,179,328,863,898,1759,398,438,841
POA3570,359,336,694,138,60,201,31,86,120,13,10,33,4,6,11,189,177,359,107,114,219,1.6,5.2,3.3,52.1,51.3,51.7,51.3,48.7,50,0,9,9,5,8,16,18,34,43,11,33,42,109,52,161,4,6,10,3,3,8,112,60,175,307,318,628,38,33,65,237,243,481,93,101,192
POA3571,133,125,253,73,38,103,12,21,34,4,10,13,0,0,0,91,71,156,33,44,81,0,4.2,1.9,67.7,57.7,62.8,67.7,55.3,61.7,0,3,3,0,4,3,4,18,19,7,15,24,35,12,54,0,4,4,0,0,0,42,15,58,132,137,272,3,5,11,115,112,226,21,29,42
POA3572,62,55,111,33,10,38,7,19,19,7,3,13,0,0,0,43,34,73,16,18,28,2.5,0,1.4,66.7,65.4,66.1,65,65.4,65.2,0,0,0,0,0,0,3,9,8,5,4,14,15,4,23,0,0,0,0,0,0,15,4,23,63,51,110,8,11,10,46,39,86,12,18,31
POA3573,137,140,273,69,36,108,15,32,46,3,10,12,4,0,7,91,79,171,31,43,75,4.3,2.6,3.5,69.6,55,62.2,66.7,53.6,60,0,0,3,0,5,5,9,15,21,10,12,26,36,19,56,0,0,0,0,5,5,38,21,60,134,129,262,10,17,24,100,90,187,43,44,92
POA3575,348,341,683,143,68,216,41,91,130,14,16,28,16,6,27,215,179,397,97,121,219,7.4,4.4,6,62.2,54,58.2,57.6,51.6,54.7,3,9,8,0,6,11,25,46,77,24,24,45,86,32,117,3,7,13,3,13,19,96,51,147,327,337,659,56,40,96,242,244,489,126,110,241
POA3576,25,25,48,20,10,21,0,12,12,0,0,0,0,0,0,16,14,38,5,10,12,0,11.8,5.7,81.8,63,71.4,81.8,55.6,67.3,0,0,0,0,0,0,0,8,13,3,6,5,8,3,11,0,0,0,0,0,0,13,3,9,25,34,54,3,0,5,20,27,47,4,0,8
POA3579,2224,2309,4537,891,405,1291,209,545,749,68,81,156,58,44,101,1221,1068,2288,812,1035,1847,4.4,4,4.2,54.9,46.2,50.5,52.5,44.3,48.3,23,37,54,13,42,54,109,200,311,131,201,334,612,347,961,21,39,61,21,39,60,655,425,1078,2136,2177,4313,279,310,584,1545,1550,3093,751,809,1556
POA3580,483,457,943,151,67,220,57,117,173,9,15,28,13,9,25,232,209,437,201,211,410,6.5,4.8,5.7,47.7,45.9,46.9,44.7,43.7,44.2,0,8,8,0,10,9,8,35,43,9,39,50,133,67,200,0,8,9,6,4,7,141,81,217,450,426,877,51,52,101,322,285,612,164,159,322
POA3581,69,65,132,25,18,42,7,11,21,5,3,10,0,0,0,41,30,71,27,29,55,5,0,2.9,58,46.8,52.7,55.1,46.8,51.1,0,0,3,0,6,4,3,5,9,0,3,4,19,5,22,0,5,5,0,6,3,18,10,28,60,66,129,6,3,9,49,44,97,16,27,39
POA3583,73,68,138,28,11,37,9,22,33,0,4,0,0,4,6,39,34,77,20,26,42,4.8,5.7,5.2,60,52.2,56.2,57.1,49.3,53.3,0,0,0,0,0,0,5,5,9,3,8,12,25,11,40,0,0,3,0,0,0,25,15,44,70,63,139,4,5,4,65,56,119,10,12,25
POA3584,473,450,920,203,85,286,62,140,206,17,25,42,9,6,14,290,263,553,136,146,282,2.1,3.1,2.5,61.6,58.1,59.9,60.3,56.3,58.4,5,9,13,3,12,14,20,54,69,20,40,65,145,80,223,10,11,17,3,5,12,151,95,246,480,440,927,47,49,88,371,329,698,138,133,270
POA3585,4419,4876,9290,2098,1159,3257,537,1262,1797,138,213,351,107,53,166,2874,2690,5569,1223,1874,3096,3.8,2,2.9,65.2,55.2,59.9,62.7,54.1,58.2,55,118,170,52,135,183,309,568,881,318,459,781,1094,655,1751,38,75,116,59,84,146,1190,818,2007,4392,4732,9126,653,773,1423,2903,3166,6078,1838,2040,3878
POA3586,335,303,640,175,80,253,43,105,145,10,25,33,10,4,7,234,205,441,79,79,158,3.4,1,2.3,70.4,67.1,68.8,68,66.4,67.2,4,3,9,0,11,12,13,30,43,11,23,33,116,51,171,6,0,5,0,3,7,122,60,185,352,318,669,31,37,65,275,252,533,88,85,174
POA3588,175,154,332,72,26,90,10,43,57,19,14,23,0,3,6,103,83,186,54,63,121,3,4.8,3.8,57.7,53.5,55.7,56,51,53.6,0,0,0,0,0,0,3,15,21,5,16,21,38,24,64,7,3,5,0,0,0,49,24,73,175,166,339,12,8,23,132,121,257,43,42,83
POA3589,155,138,289,80,35,118,21,29,49,5,15,23,0,0,0,108,82,191,23,30,54,0,1.2,0.5,70.8,62.2,66.8,70.8,61.5,66.4,0,0,0,0,7,6,9,15,23,4,8,9,31,16,48,0,3,3,0,4,4,29,23,57,133,103,237,28,27,55,100,71,165,51,52,103
POA3590,138,126,270,56,30,89,14,36,51,12,5,21,0,3,3,85,81,163,40,33,78,0,3.8,1.8,60.3,60.9,60.6,60.3,58.6,59.5,0,0,0,3,5,9,6,23,29,5,12,15,43,11,61,0,0,0,0,0,3,46,20,65,138,121,260,19,16,32,115,92,205,33,34,71
POA3591,74,62,140,32,15,47,5,31,36,4,7,10,4,0,4,50,48,93,22,15,36,4.3,0,2.2,63,73.4,67.9,60.3,73.4,66.4,0,3,3,3,0,3,0,3,5,3,8,10,22,10,31,0,0,0,0,0,0,24,12,38,73,62,136,4,0,9,58,55,115,9,10,21
POA3594,249,216,463,104,49,151,31,59,94,6,5,9,9,8,15,147,124,270,80,74,155,6.2,5.7,5.9,58.2,57.2,57.7,54.6,54,54.3,0,0,9,0,7,7,8,16,25,15,26,45,54,32,87,0,3,3,4,7,9,58,37,100,217,194,406,46,39,86,153,134,289,96,80,178
POA3595,287,266,553,86,36,120,20,55,76,12,3,13,5,11,16,129,103,233,121,127,247,4.7,9.6,6.9,44.4,39.7,42.2,42.4,35.9,39.3,0,0,0,0,6,6,8,13,17,3,22,23,82,43,120,4,4,10,0,0,9,85,47,132,270,234,502,40,43,80,175,159,327,113,104,218
POA3596,41,48,91,17,14,24,0,9,13,3,0,4,0,0,0,22,21,48,15,20,34,0,0,0,53.7,48.9,51.1,53.7,48.9,51.1,0,0,0,0,0,0,4,5,7,0,7,7,10,4,10,0,0,0,0,3,3,10,3,13,42,45,90,3,0,3,31,40,73,9,6,17
POA3597,238,150,383,143,39,182,34,37,72,6,9,18,3,3,6,184,92,277,39,53,89,1.1,5.6,2.6,77.3,60.4,70.8,76.5,57,69,0,3,3,0,4,4,10,19,30,19,18,39,41,13,53,0,8,7,0,4,7,44,28,70,194,156,353,58,19,81,145,107,252,100,49,148
POA3599,82,50,136,42,10,51,3,13,18,0,0,0,0,0,0,43,22,67,22,21,41,0,4.8,1.5,55.4,41.2,50,55.4,39.2,49.3,0,0,0,0,0,0,3,6,8,3,3,7,19,3,23,0,4,4,0,3,3,19,8,27,69,40,113,3,4,13,49,28,71,19,18,41
POA3607,73,65,138,33,16,48,7,19,29,0,0,0,0,0,0,44,36,83,16,14,33,4.4,2.7,3.7,61.6,58.7,60.3,58.9,57.1,58.1,0,0,0,0,0,0,7,3,9,0,14,12,22,5,28,0,3,4,0,3,5,21,10,31,70,54,125,4,10,14,56,42,103,11,17,30
POA3608,1221,1192,2409,488,244,731,130,258,382,35,56,90,22,21,44,676,577,1253,434,522,959,3.1,3.6,3.4,55.5,48.4,52,53.7,46.6,50.2,14,13,31,19,34,51,79,151,230,78,125,205,333,156,492,8,12,17,13,28,42,355,195,544,1095,1073,2173,188,185,368,705,670,1374,515,527,1040
POA3610,816,574,1394,240,115,358,69,157,220,27,32,58,18,14,35,354,317,671,413,227,638,5.6,4.8,5.2,43.4,54.6,48,40.9,52,45.5,9,10,20,3,14,15,32,72,108,44,65,116,161,96,258,7,12,14,14,9,21,180,117,294,611,541,1153,70,88,159,452,397,846,201,202,402
POA3612,845,746,1586,227,112,338,80,167,253,19,26,48,16,10,28,346,318,661,390,355,747,4.9,3.1,4.1,41.2,42.8,42,39.2,41.5,40.3,4,16,20,10,8,19,24,62,93,42,85,123,217,97,306,7,13,21,18,16,31,239,122,362,736,680,1415,95,86,179,549,497,1048,254,240,499
POA3614,372,350,716,205,100,304,34,107,147,11,26,37,6,13,18,261,244,506,83,76,154,2.3,4.5,3.4,70.8,70.8,70.8,69.2,67.6,68.4,8,21,25,3,12,18,22,60,90,29,43,71,126,41,173,0,8,8,6,3,10,135,54,195,406,366,772,41,49,90,299,265,562,127,127,251
POA3616,2249,2354,4607,969,547,1517,262,614,878,87,81,169,60,32,89,1376,1270,2652,682,912,1589,4.2,2.4,3.4,61.2,54,57.5,58.6,52.7,55.6,46,58,105,32,77,104,155,298,457,154,274,427,564,295,861,27,34,60,25,32,63,617,366,983,2240,2281,4522,291,293,585,1547,1562,3107,843,932,1775
POA3617,67,67,138,28,20,49,11,10,22,3,3,5,0,3,5,41,41,80,19,24,41,2.4,5.3,3.8,63.6,55.1,59.3,62.1,52.2,57,0,0,0,0,0,0,3,10,11,4,3,12,18,7,18,0,0,3,0,6,6,17,9,27,62,66,134,5,6,12,44,51,99,23,21,43
POA3618,299,279,581,116,64,179,29,63,86,11,14,26,14,11,21,168,141,312,107,113,220,6.6,6.3,6.5,55.3,51.1,53.3,51.7,47.9,49.8,3,3,6,4,0,7,3,18,24,22,32,52,75,28,107,10,7,19,8,9,14,89,51,137,262,244,506,47,47,95,193,189,378,112,89,204
POA3620,3370,3530,6900,1373,712,2085,366,904,1262,141,163,306,80,59,138,1962,1832,3792,1185,1441,2627,4.2,3.1,3.7,58.3,51.8,55,55.9,50.2,53,41,61,95,40,74,112,177,381,559,208,368,579,946,480,1423,25,62,90,31,61,94,1000,611,1612,3323,3393,6715,452,449,898,2409,2449,4851,1191,1222,2410
POA3621,980,947,1932,429,210,642,106,271,379,45,63,107,22,23,45,605,563,1174,314,346,658,3.6,3.5,3.6,61.6,59.6,60.7,59.4,57.5,58.5,5,14,19,4,17,20,39,97,137,54,97,153,283,162,449,8,21,32,14,18,31,308,201,510,1009,994,1999,136,127,265,760,717,1477,323,345,665
POA3622,216,209,421,110,48,159,26,65,86,10,11,19,3,0,3,142,124,273,46,71,115,2.1,0.8,1.5,68.4,59.7,64.1,67,59.2,63.1,0,4,4,0,4,5,16,26,43,6,28,41,64,24,88,3,3,7,0,5,5,68,31,96,211,225,440,19,18,41,157,157,312,72,69,145
POA3623,375,370,748,140,95,236,44,84,129,15,20,38,6,7,14,210,204,416,145,142,287,3.3,4.4,3.8,55.8,55.5,55.7,54,53.1,53.5,9,4,11,5,7,11,21,33,52,23,39,57,104,50,154,3,8,13,3,9,14,114,67,179,373,367,740,43,40,85,271,269,544,122,133,247
POA3624,226,231,461,94,42,134,19,49,75,6,9,16,8,6,9,127,105,234,77,112,187,6.2,2.9,4.7,57.3,44.2,50.7,53.7,42.9,48.3,0,0,0,0,3,3,4,24,27,10,18,33,59,35,95,5,5,10,0,0,0,62,42,99,211,212,424,41,44,84,159,153,309,80,81,161
POA3629,3896,4020,7911,1455,838,2293,400,905,1309,130,166,297,129,91,221,2119,1994,4114,1311,1631,2945,6.1,4.6,5.4,54.3,49.8,52,51,47.5,49.2,44,77,110,28,103,126,170,351,518,194,411,604,929,569,1500,44,74,115,42,71,117,1019,713,1731,3643,3680,7323,497,579,1079,2569,2597,5167,1347,1497,2843
