POA_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
POA3351,3130,8513,7,11,0,0,7,11,0,0,0,0,0,0,0,0,4,7,4,7,10,11,5,7,0,0,3,5,18,26,0,0,3155,8554,389,..,3541,8554
POA3352,6207,17276,23,50,0,3,26,53,25,41,0,0,0,0,0,0,0,0,25,41,31,44,43,63,0,5,6,11,80,122,16,27,6351,17515,664,..,7012,17515
POA3355,4554,10369,736,1141,45,78,778,1216,187,245,22,32,0,0,0,0,0,0,204,278,0,0,0,0,0,0,0,5,0,5,3,8,5546,11873,456,..,6000,11873
POA3356,5063,11978,1350,2324,18,34,1373,2362,3,3,0,0,0,0,0,0,6,8,11,13,0,0,0,0,0,0,0,0,0,0,5,11,6450,14360,440,..,6889,14360
POA3357,1321,3473,27,37,0,0,27,37,21,30,0,0,0,0,0,0,0,0,21,30,0,0,0,0,0,0,0,0,0,0,0,0,1368,3537,116,..,1482,3537
POA3358,1168,3303,0,10,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,9,1179,3329,50,..,1229,3329
POA3360,345,758,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,5,0,0,346,767,72,..,418,767
POA3361,283,587,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,290,599,60,..,345,599
POA3363,1294,3005,13,25,3,0,10,25,89,103,0,0,0,0,0,0,0,3,89,102,11,18,0,6,0,0,14,22,26,43,0,3,1421,3180,139,..,1561,3180
POA3364,857,2055,3,6,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,4,0,0,864,2073,129,..,992,2073
POA3370,783,1704,5,7,3,6,10,18,3,5,0,0,0,0,0,0,0,0,3,5,16,18,0,4,0,4,5,9,21,33,0,4,823,1768,180,..,1001,1768
POA3371,433,902,0,9,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,4,7,9,0,0,0,0,0,0,13,13,0,0,451,930,134,..,586,930
POA3373,1000,2171,14,15,0,0,14,15,3,3,0,0,0,0,0,0,0,0,3,3,0,0,4,4,0,4,0,4,5,6,0,0,1018,2198,206,..,1225,2198
POA3374,182,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,387,25,..,205,387
POA3375,93,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,238,8,..,98,238
POA3377,3304,7553,292,403,8,18,297,421,4,31,6,7,0,0,0,0,0,0,13,38,8,22,14,15,0,0,3,17,25,54,8,21,3650,8087,402,..,4047,8087
POA3378,43,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,118,14,..,56,118
POA3379,307,667,4,8,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,6,8,0,0,313,683,79,..,392,683
POA3380,2330,5253,95,139,0,3,99,138,135,187,0,0,0,0,0,0,0,0,137,189,11,17,0,0,0,0,5,13,18,33,9,13,2584,5624,305,..,2890,5624
POA3381,471,1101,5,4,0,0,8,3,0,0,0,0,0,0,0,0,0,4,0,4,12,19,0,0,0,0,0,0,12,19,0,4,490,1134,285,..,777,1134
POA3384,218,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,222,521,53,..,278,521
POA3385,217,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,216,506,36,..,251,506
POA3387,116,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,266,10,..,128,266
POA3388,221,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,223,502,56,..,277,502
POA3390,391,880,5,10,0,0,5,10,4,8,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,6,9,6,12,0,0,408,912,71,..,480,912
POA3391,61,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,161,13,..,82,161
POA3392,238,504,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,4,0,0,241,514,61,..,307,514
POA3393,1045,2232,38,47,0,0,38,47,8,8,0,0,0,0,0,0,0,0,8,8,9,9,0,0,0,0,5,14,13,21,0,0,1104,2311,217,..,1321,2311
POA3395,140,302,4,12,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,6,0,0,148,319,36,..,185,319
POA3396,294,616,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,3,9,3,7,0,0,309,638,78,..,380,638
POA3400,5611,13038,340,451,6,11,345,466,366,490,0,0,0,0,0,0,0,0,366,490,4,7,0,0,0,0,3,11,6,12,6,14,6331,14019,601,..,6935,14019
POA3401,1566,4234,5,13,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,6,11,4,11,0,0,0,0,12,14,4,3,1581,4269,273,..,1854,4269
POA3407,160,359,9,16,0,0,9,16,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,0,0,10,5,11,0,0,173,391,59,..,232,391
POA3409,390,860,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,3,6,0,0,400,874,78,..,480,874
POA3412,129,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,283,28,..,156,283
POA3413,76,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,75,174,28,..,103,174
POA3414,725,1538,0,0,0,6,0,6,22,26,0,0,0,0,0,0,0,0,22,26,0,4,5,5,0,0,3,7,5,11,4,9,758,1584,183,..,942,1584
POA3415,13,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,39,5,..,20,39
POA3418,1046,2504,59,83,3,5,59,90,8,11,0,0,0,0,0,0,0,0,8,11,0,4,0,0,0,0,0,0,3,8,0,3,1121,2604,209,..,1326,2604
POA3419,373,801,6,15,0,6,9,16,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,395,827,66,..,456,827
POA3420,98,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,249,27,..,123,249
POA3423,204,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,209,432,109,..,316,432
POA3424,309,671,9,12,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,9,6,9,0,0,320,691,116,..,437,691
POA3427,1903,5066,143,306,10,12,151,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,12,2056,5394,135,..,2188,5394
POA3428,220,612,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,614,20,..,240,614
POA3429,12563,34703,400,606,183,360,580,966,1024,1632,0,0,0,0,0,0,5,14,1033,1650,0,0,0,0,0,0,0,3,0,3,5,10,14182,37334,696,..,14880,37334
POA3430,96,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,267,17,..,118,267
POA3431,1423,4004,74,134,8,15,80,152,3,3,0,0,0,0,0,0,3,9,7,15,0,0,0,0,0,0,0,0,0,0,0,0,1507,4175,94,..,1599,4175
POA3432,68,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,178,8,..,79,178
POA3433,69,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,189,10,..,74,189
POA3434,2072,5715,43,71,0,0,43,71,10,20,0,0,0,0,0,0,5,8,15,30,0,0,0,0,0,0,0,0,0,0,5,9,2127,5825,156,..,2280,5825
POA3435,1144,2987,8,10,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,1156,3006,119,..,1272,3006
POA3437,3556,10429,345,588,14,31,359,622,12,29,13,30,0,0,0,0,0,9,33,62,0,0,0,0,0,0,0,0,0,0,0,9,3949,11121,224,..,4178,11121
POA3438,776,2252,22,36,4,7,22,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803,2293,54,..,855,2293
POA3440,671,1918,0,0,0,7,5,9,0,0,0,0,0,0,0,0,0,0,0,0,7,9,14,18,0,0,0,0,19,26,0,0,697,1950,60,..,754,1950
POA3441,507,1319,4,11,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,515,1337,92,..,607,1337
POA3442,2857,7573,202,332,15,35,219,366,6,15,0,0,0,0,0,0,0,0,6,15,0,4,0,5,0,3,3,3,3,13,0,14,3094,7968,348,..,3434,7968
POA3444,3472,8625,241,362,15,28,257,391,5,5,0,0,0,0,0,0,0,0,5,5,6,9,39,117,0,0,34,53,79,180,0,3,3809,9202,576,..,4387,9202
POA3446,422,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,1022,64,..,489,1022
POA3447,208,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,482,22,..,231,482
POA3448,392,911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,392,917,69,..,464,917
POA3450,2962,6074,197,264,15,22,213,290,6,5,0,0,0,0,0,0,0,3,8,5,7,4,0,0,0,0,13,31,16,39,3,6,3204,6414,345,..,3541,6414
POA3451,2305,5410,21,28,0,0,23,34,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,9,5,4,3,2338,5456,303,..,2639,5456
POA3453,685,1697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,686,1699,82,..,773,1699
POA3458,905,1985,21,30,0,0,21,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,18,6,21,3,5,935,2036,361,..,1296,2036
POA3460,1139,2255,90,134,31,51,122,183,4,6,0,0,0,0,0,0,0,0,4,6,3,3,0,0,0,0,4,7,8,9,5,11,1273,2470,583,..,1858,2470
POA3461,1848,4086,7,16,3,0,12,18,0,0,0,0,0,0,0,0,0,5,0,5,7,7,6,8,5,4,4,3,16,29,6,17,1884,4155,779,..,2663,4155
POA3462,523,1131,4,0,0,4,4,9,5,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,4,9,3,5,0,7,533,1154,102,..,636,1154
POA3463,1121,2332,12,14,0,0,17,17,0,5,0,0,0,0,0,0,0,0,0,4,6,9,0,0,0,0,0,0,10,12,4,8,1148,2367,243,..,1395,2367
POA3464,424,1077,18,19,0,0,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,5,20,0,0,449,1118,42,..,487,1118
POA3465,3893,8601,326,455,15,26,344,480,59,73,0,0,0,0,0,0,0,0,61,79,29,39,0,4,0,0,23,52,53,91,14,29,4368,9275,468,..,4839,9275
POA3467,528,1164,11,22,3,7,19,28,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,3,3,8,3,12,559,1208,66,..,625,1208
POA3468,125,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,259,32,..,160,259
POA3469,109,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,108,210,32,..,140,210
POA3472,613,1261,23,29,0,0,23,29,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,0,0,15,19,22,40,4,9,661,1335,170,..,825,1335
POA3475,162,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,327,100,..,263,327
POA3477,308,703,8,17,0,0,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,7,7,0,3,322,724,97,..,414,724
POA3478,1095,2267,46,65,0,0,46,65,3,4,0,0,0,0,0,0,0,0,3,4,5,3,4,0,0,0,7,16,15,19,0,0,1160,2354,233,..,1391,2354
POA3480,685,1539,6,18,0,0,6,18,24,29,0,0,0,0,0,0,0,0,24,29,4,10,0,0,0,0,4,3,7,18,0,0,720,1603,133,..,858,1603
POA3482,69,154,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,157,28,..,102,157
POA3483,340,783,0,5,0,0,0,5,16,15,0,0,0,0,0,0,0,0,16,15,0,3,6,4,0,0,0,0,0,10,0,0,359,811,85,..,444,811
POA3485,121,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,7,127,249,43,..,169,249
POA3487,25,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,66,16,..,40,66
POA3488,37,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,80,14,..,48,80
POA3489,21,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,59,10,..,34,59
POA3490,501,1063,16,14,0,0,16,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,9,10,4,4,528,1092,99,..,628,1092
POA3491,52,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,132,14,..,71,132
POA3494,199,485,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,16,25,33,65,0,0,0,0,46,86,0,0,252,575,62,..,312,575
POA3496,2153,5515,116,189,3,7,122,194,12,13,0,0,0,0,0,0,0,0,12,13,10,22,21,42,0,0,6,0,33,64,3,3,2329,5788,261,..,2585,5788
POA3498,1921,5168,5,19,0,0,10,17,115,169,0,0,0,0,0,0,0,0,115,165,5,12,7,11,0,0,0,3,12,23,6,17,2058,5395,148,..,2204,5395
POA3500,10751,27509,1383,2259,68,122,1447,2381,932,1427,19,23,0,0,0,0,3,3,949,1448,38,55,80,156,4,6,12,28,134,255,44,73,13319,31672,1262,..,14584,31672
POA3501,681,1988,5,5,0,0,5,5,0,3,0,0,0,0,0,0,0,0,0,3,11,15,10,16,0,0,0,0,26,30,0,0,710,2029,49,..,758,2029
POA3505,1657,4276,58,80,4,0,62,85,22,33,0,0,0,0,0,0,0,0,26,33,15,30,0,0,6,9,0,0,26,41,3,0,1764,4431,174,..,1940,4431
POA3506,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,3,..,15,21
POA3507,57,122,0,6,0,0,0,6,4,14,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,3,64,137,13,..,74,137
POA3509,96,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,200,13,..,112,200
POA3512,146,316,4,9,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,322,26,..,171,322
POA3515,809,2374,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22,0,0,0,0,14,21,0,0,829,2401,56,..,880,2401
POA3516,268,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,16,8,16,0,4,270,656,88,..,357,656
POA3517,553,1269,8,16,0,0,13,15,0,0,0,0,0,0,0,0,0,0,0,0,9,14,3,4,0,0,8,7,25,26,0,0,587,1312,127,..,717,1312
POA3518,486,1020,43,75,0,0,43,75,0,3,0,0,0,0,0,0,0,0,0,3,6,29,0,4,0,0,0,3,15,30,0,4,547,1132,197,..,747,1132
POA3520,71,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,71,137,31,..,105,137
POA3521,256,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,706,22,..,280,706
POA3522,130,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,296,59,..,189,296
POA3523,1600,3324,30,38,0,4,30,43,6,9,0,0,0,0,0,0,0,0,6,9,28,30,0,5,9,9,0,6,37,57,0,3,1676,3438,509,..,2192,3438
POA3525,528,1112,27,59,0,3,31,68,3,6,0,0,0,0,0,0,0,0,3,6,7,5,0,0,0,0,3,6,8,12,0,0,572,1199,135,..,703,1199
POA3527,305,626,22,45,0,0,21,40,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,4,3,0,0,329,675,53,..,383,675
POA3529,43,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,125,8,..,49,125
POA3530,55,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,103,26,..,81,103
POA3531,78,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,82,192,21,..,98,192
POA3533,308,660,9,5,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,5,7,0,0,322,681,81,..,398,681
POA3537,376,854,11,7,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,861,102,..,485,861
POA3540,111,221,3,5,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,229,21,..,140,229
POA3542,58,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,119,7,..,63,119
POA3544,96,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,215,25,..,123,215
POA3546,133,318,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,324,34,..,172,324
POA3549,1019,3189,19,40,9,21,23,56,45,84,0,0,0,0,0,0,0,0,45,84,29,66,15,34,0,0,6,17,46,117,15,35,1154,3486,122,..,1273,3486
POA3550,14635,33934,1927,2999,407,756,2337,3758,195,309,17,44,0,0,0,0,0,6,213,360,0,0,0,0,0,0,19,51,24,57,37,65,17240,38167,1683,..,18922,38167
POA3551,11695,33457,78,171,6,3,84,184,0,0,0,0,0,0,0,0,4,0,4,8,25,36,22,41,0,0,0,3,48,79,25,60,11861,33777,752,..,12609,33777
POA3555,7761,17961,561,862,41,91,601,954,190,290,0,0,0,0,0,0,3,5,191,299,3,9,0,0,0,3,0,4,10,17,13,37,8582,19265,576,..,9159,19265
POA3556,5267,12814,241,331,0,0,241,331,13,30,0,0,0,0,0,0,0,7,15,28,10,12,0,0,0,0,7,11,14,20,19,37,5561,13227,383,..,5941,13227
POA3557,301,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,3,5,306,786,38,..,341,786
POA3558,385,837,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,11,11,0,0,399,852,55,..,455,852
POA3559,211,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,218,499,43,..,258,499
POA3561,1652,3930,74,107,0,0,74,107,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,30,0,0,0,0,23,40,0,10,1753,4086,226,..,1973,4086
POA3562,82,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,6,6,0,0,90,228,38,..,122,228
POA3563,303,737,7,12,0,0,7,12,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,311,750,27,..,344,750
POA3564,5769,14336,727,1102,15,28,741,1128,15,25,0,0,0,0,0,0,0,5,15,26,8,15,69,100,0,0,4,15,87,131,13,28,6626,15656,685,..,7307,15656
POA3565,43,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,130,4,..,49,130
POA3566,224,515,7,4,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,4,4,227,525,47,..,280,525
POA3567,260,614,8,6,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,265,620,56,..,319,620
POA3568,1163,2564,46,70,0,0,46,70,4,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,3,4,5,7,1217,2646,170,..,1389,2646
POA3570,264,685,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,9,4,7,4,5,0,0,6,17,0,0,273,705,40,..,317,705
POA3571,100,261,7,11,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,5,6,0,0,111,287,22,..,131,287
POA3572,50,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,126,12,..,56,126
POA3573,123,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,127,296,38,..,162,296
POA3575,333,765,7,8,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,775,63,..,398,775
POA3576,30,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,61,4,..,33,61
POA3579,2015,4644,134,174,0,6,134,174,0,4,0,0,0,0,0,0,0,0,0,4,27,39,3,8,0,0,5,16,41,62,9,18,2206,4905,311,..,2509,4905
POA3580,436,980,3,9,0,0,3,9,5,4,0,0,0,0,0,0,0,0,5,4,9,11,0,0,0,0,0,0,9,14,0,0,449,1008,62,..,511,1008
POA3581,51,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,54,136,4,..,60,136
POA3583,54,139,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,59,144,13,..,72,144
POA3584,386,986,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,0,3,0,0,0,397,997,103,..,496,997
POA3585,3721,9325,363,579,6,14,368,590,329,540,7,10,0,0,0,0,3,4,337,546,7,12,8,18,0,9,8,15,27,46,10,26,4465,10526,430,..,4897,10526
POA3586,260,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,0,6,11,0,0,270,718,27,..,297,718
POA3588,151,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,384,12,..,158,384
POA3589,116,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,303,31,..,148,303
POA3590,113,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,300,4,..,114,300
POA3591,61,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,147,12,..,69,147
POA3594,187,418,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,13,20,21,41,3,4,0,0,36,65,0,0,222,485,40,..,269,485
POA3595,216,516,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,6,17,7,17,0,5,240,548,61,..,300,548
POA3596,31,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,9,10,10,0,4,32,85,7,..,44,85
POA3597,148,384,0,0,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,28,168,421,68,..,230,421
POA3599,43,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,7,12,0,0,51,124,13,..,62,124
POA3607,55,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,134,16,..,68,134
POA3608,1064,2358,73,107,0,0,70,109,0,0,0,0,0,0,0,0,0,0,0,0,10,9,25,36,0,0,3,18,44,72,4,6,1186,2541,322,..,1511,2541
POA3610,522,1198,45,85,0,0,45,85,0,0,0,0,0,0,0,0,0,0,0,0,14,15,10,12,0,0,0,4,23,34,0,3,595,1321,70,..,668,1321
