POA_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
POA3135,0,0,0,6,13,18,38,15,3,3,6,3,0,0,4,111,6,0,3,0,13,0,0,0,0,0,5,0,0,0,0,27,0,0,0,6,10,14,31,15,4,4,4,0,0,0,0,86,0,0,0,13,20,13,27,14,0,0,3,0,5,0,0,101,0,0,5,9,24,16,27,15,5,9,0,8,0,0,4,121,0,0,0,0,10,11,15,9,0,6,0,0,0,0,0,51,0,0,0,0,5,14,21,39,6,0,0,6,0,0,4,96,27,80,221,134,105,57,99,30,10,9,9,3,0,3,20,805,0,0,5,8,13,9,17,16,0,5,0,9,0,0,0,84,0,0,0,26,15,9,4,12,0,7,0,0,0,0,0,83,8,30,24,56,54,52,199,237,33,25,68,45,14,4,13,869,70,235,364,370,484,468,1347,920,153,174,207,203,75,19,76,5166
POA3136,0,0,0,7,41,29,73,47,3,9,3,7,7,0,4,234,0,6,8,3,23,15,4,5,0,0,0,0,0,0,0,67,0,0,4,6,13,9,36,8,0,0,0,5,0,0,0,95,0,0,15,33,73,68,94,28,5,11,15,11,9,6,0,373,0,9,19,23,25,22,79,34,6,5,3,14,0,4,0,244,0,0,0,0,7,6,24,18,3,0,0,4,0,0,0,64,0,0,0,4,10,19,53,36,17,9,16,10,0,0,0,153,80,278,670,406,276,136,256,106,3,13,12,12,0,0,67,2306,0,0,10,17,18,28,31,15,0,0,3,6,6,4,4,149,0,0,0,17,23,19,26,17,5,4,0,9,4,0,6,132,38,87,114,115,169,154,471,379,93,65,120,97,14,0,29,1960,179,750,1116,894,1065,888,2602,1707,346,289,316,342,101,41,198,10840
POA3137,0,0,0,0,19,17,14,21,4,0,0,0,0,3,0,80,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,19,0,0,3,12,14,14,24,0,0,0,0,10,0,0,0,78,0,0,7,8,12,0,19,8,5,5,9,0,0,0,4,74,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,10,5,0,10,0,0,0,0,62,24,69,291,156,80,50,55,30,0,0,0,5,0,0,12,770,0,0,0,4,0,8,14,11,0,0,0,0,0,0,0,37,0,0,0,0,4,5,14,10,0,0,0,4,0,0,0,35,3,25,28,31,40,34,197,165,27,16,23,23,7,0,13,631,54,258,438,300,273,214,574,403,79,49,68,58,20,8,44,2845
POA3138,0,0,6,4,23,23,35,24,10,4,16,0,4,0,0,144,0,4,3,5,13,0,3,0,0,0,0,0,0,0,0,30,0,0,0,0,6,0,17,12,0,3,0,0,0,0,0,43,0,0,3,15,43,32,53,22,0,0,0,0,0,0,4,165,0,6,8,10,12,8,26,18,5,5,0,0,0,0,0,96,0,0,0,0,5,3,0,3,0,0,0,5,0,0,0,16,0,0,0,0,0,3,11,3,0,3,0,0,0,0,0,39,22,103,353,192,158,70,117,47,5,8,0,0,4,0,22,1088,0,0,4,5,0,9,11,8,0,4,0,0,0,3,4,52,0,0,0,0,4,6,3,5,4,0,0,3,0,0,0,26,9,43,57,41,66,65,351,327,31,39,93,77,13,0,18,1224,61,312,597,392,486,373,1180,821,134,124,189,143,41,9,95,4949
POA3139,0,0,0,0,8,3,8,0,0,0,0,0,0,0,0,26,0,3,0,0,3,10,9,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,8,8,14,3,0,0,0,0,0,0,0,43,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,25,17,75,238,136,71,45,77,27,3,0,4,0,0,0,16,719,0,0,0,4,4,0,14,9,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,19,33,27,24,14,28,14,0,0,0,5,0,0,0,174,38,229,383,250,198,148,223,92,15,6,19,8,6,8,42,1640
POA3140,0,0,0,0,16,18,17,19,13,4,6,6,0,0,5,105,0,6,6,0,7,3,0,5,0,0,0,0,0,0,0,35,0,0,3,5,4,0,11,0,0,0,0,0,0,0,0,28,0,0,0,21,11,22,51,11,5,3,0,4,0,0,0,133,0,0,7,6,10,9,17,12,5,0,7,3,0,0,3,78,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,14,12,5,0,0,0,0,0,0,41,17,89,315,182,124,71,105,56,10,8,0,11,3,5,26,1006,0,0,0,3,3,10,10,9,4,0,5,0,0,0,0,46,0,0,0,6,0,0,0,5,0,0,0,7,0,0,0,15,12,34,38,39,39,40,64,61,5,8,6,16,0,0,0,362,53,356,498,347,333,272,497,344,67,36,39,67,16,16,52,2993
POA3141,0,0,0,8,21,23,36,33,16,8,15,31,9,6,4,207,7,10,8,4,20,15,4,7,0,4,3,7,0,0,0,78,0,0,3,5,20,22,45,26,3,3,9,7,0,4,0,148,0,3,6,5,28,29,59,31,5,4,11,19,9,4,0,200,0,3,8,13,16,22,27,19,6,5,3,8,0,0,0,128,0,0,0,4,11,7,29,22,10,11,11,6,0,4,0,109,0,0,0,5,6,15,40,22,18,15,9,12,10,0,0,148,17,42,111,112,91,103,199,190,58,82,100,147,65,15,14,1342,0,0,6,6,22,36,43,66,15,23,30,36,17,3,6,310,0,0,0,30,55,32,23,21,5,7,6,9,8,0,3,201,27,38,62,98,130,326,274,291,133,122,134,213,80,15,19,1953,86,194,355,424,723,1002,1569,1644,566,640,680,920,378,114,118,9413
POA3142,0,0,0,4,3,0,7,5,0,4,8,5,3,0,3,51,37,21,9,3,15,0,0,0,0,0,0,0,0,0,0,97,0,0,3,6,8,13,25,11,0,0,0,0,4,3,0,91,0,0,0,20,52,24,19,0,0,4,0,3,5,0,0,136,3,0,4,14,15,3,8,3,0,0,0,0,0,0,0,54,0,0,0,3,9,7,0,5,5,0,0,0,0,0,0,32,0,0,0,0,0,3,7,4,0,6,5,6,0,0,0,30,19,51,84,66,46,40,96,34,12,23,21,18,0,0,11,519,4,0,12,23,11,11,24,9,4,3,9,6,12,0,9,140,0,0,0,21,12,9,5,6,0,0,0,0,0,0,3,50,63,86,57,81,72,64,98,69,12,26,17,39,8,6,13,699,193,265,326,392,498,415,657,449,106,136,147,177,90,29,72,3963
POA3143,0,0,0,0,5,4,9,11,0,0,7,0,0,0,0,41,11,8,8,4,18,6,0,0,0,0,5,0,0,0,0,55,0,0,6,0,3,5,3,6,5,4,0,0,0,0,0,33,0,0,0,22,21,22,17,6,3,0,0,0,5,0,0,101,0,0,0,10,6,3,12,6,4,0,4,0,0,0,0,44,0,0,0,0,3,0,3,7,0,3,0,0,0,0,0,17,0,0,7,0,6,3,14,14,4,4,0,4,0,0,0,55,17,24,48,46,43,36,60,53,15,17,10,9,7,4,9,392,0,0,0,13,3,14,14,20,4,4,3,4,7,5,5,102,0,0,0,11,13,5,4,0,0,5,0,4,0,0,0,46,21,32,28,38,48,68,56,47,32,13,21,27,8,5,6,446,76,137,222,209,269,324,412,382,129,127,124,143,65,30,44,2693
POA3144,0,0,4,3,7,0,9,17,0,8,0,10,0,0,0,63,9,11,5,4,6,0,0,0,0,0,0,0,0,0,0,34,6,0,0,7,7,4,20,4,0,0,4,3,0,0,0,53,0,0,3,12,29,14,14,3,0,5,0,3,0,0,3,96,0,0,3,7,6,4,7,0,6,0,6,5,0,0,0,41,0,0,0,0,3,3,4,3,0,0,0,0,0,0,0,14,0,0,0,4,0,3,6,0,0,3,0,0,3,0,0,24,22,49,60,60,54,40,66,47,3,13,8,8,0,0,10,435,0,3,10,6,9,15,12,16,0,3,9,0,6,0,0,89,0,0,0,8,6,0,3,5,0,0,0,0,0,0,6,35,25,29,35,38,44,42,44,43,10,10,16,13,10,0,8,364,90,177,271,248,307,289,399,302,61,88,94,110,53,18,38,2550
POA3145,0,0,0,4,22,16,23,23,7,7,13,16,7,0,0,143,10,7,13,9,20,0,0,0,0,0,0,0,0,0,0,70,3,0,4,3,17,15,35,7,3,10,3,8,0,0,0,115,0,0,4,22,59,33,23,14,9,0,4,0,0,0,0,169,0,0,11,20,45,31,43,35,8,9,12,12,7,0,3,234,0,0,0,0,11,11,3,11,4,4,0,8,0,0,0,57,0,0,0,5,10,3,17,7,4,3,7,5,0,0,0,66,25,58,114,90,80,65,134,57,15,12,5,21,10,0,18,713,0,0,10,19,8,19,28,24,8,8,5,12,11,0,5,146,0,0,0,45,66,15,32,10,3,4,15,11,0,0,0,200,22,58,57,101,110,114,153,116,21,46,49,61,22,12,21,979,80,378,604,531,799,747,1149,868,251,333,414,582,213,31,140,7123
POA3146,0,0,3,6,14,23,11,23,4,7,7,14,3,0,0,112,7,4,7,12,23,5,4,0,0,0,0,0,0,0,0,68,0,0,9,11,24,19,34,21,3,6,6,0,0,0,0,136,0,3,10,20,58,23,56,18,0,18,0,3,0,0,0,206,0,0,18,44,59,35,38,15,3,6,0,6,0,0,0,225,0,0,0,0,6,11,9,11,0,0,7,0,0,0,3,50,0,0,0,0,6,10,9,7,5,0,0,0,0,0,3,50,21,71,149,121,118,104,159,96,17,7,18,11,5,3,19,932,5,4,3,12,20,24,48,33,8,5,4,9,12,4,4,192,0,0,4,48,46,14,12,10,5,5,3,9,0,0,9,172,20,61,73,78,108,119,170,90,20,30,27,25,14,10,10,861,93,350,622,596,979,931,1484,944,199,266,244,238,114,55,124,7245
POA3147,0,0,0,9,20,15,5,8,0,10,0,0,0,0,3,70,4,6,5,4,20,3,10,0,0,0,0,0,0,0,0,46,0,0,0,7,18,21,26,15,0,0,3,0,0,0,0,97,0,0,3,12,13,18,20,7,0,0,4,0,0,0,0,70,0,4,13,21,26,26,52,25,10,12,19,12,4,0,0,222,0,0,0,0,7,19,8,4,0,0,3,0,0,0,0,50,0,0,0,5,3,10,7,3,0,5,0,0,0,0,0,41,14,41,84,61,57,43,94,53,7,3,8,7,4,0,11,483,0,0,4,8,8,13,19,18,3,3,4,4,0,0,0,77,0,0,0,60,46,14,17,17,7,0,0,4,0,0,0,174,12,27,45,77,79,113,113,73,27,10,14,18,0,0,17,627,45,189,335,431,700,723,1085,672,153,137,188,179,61,26,93,5015
POA3148,0,0,0,9,21,13,27,18,0,3,18,18,0,4,5,134,0,0,8,0,20,4,0,0,0,3,0,0,0,0,0,37,0,0,0,3,3,14,19,18,0,3,7,0,5,0,0,73,0,0,0,0,14,5,11,12,3,9,4,0,0,0,0,58,0,0,4,9,35,39,99,57,23,11,44,35,8,0,0,379,0,0,0,0,5,4,9,8,0,5,0,0,0,0,0,35,0,0,0,3,11,12,19,16,3,0,0,5,6,0,0,64,0,8,27,12,17,10,23,16,0,6,0,3,4,0,8,138,0,0,0,0,6,6,10,0,0,0,0,0,0,0,0,17,0,0,0,36,45,15,13,13,5,8,4,4,0,0,6,151,5,32,33,71,80,101,103,68,17,15,29,26,7,0,18,597,14,153,334,263,480,569,1132,639,149,184,231,209,79,19,94,4547
POA3149,0,0,0,20,26,22,37,12,11,7,13,18,10,0,9,176,5,10,7,27,61,13,4,3,0,0,0,0,0,0,0,130,0,0,4,11,41,36,107,51,16,8,10,10,0,0,5,298,0,0,9,17,30,38,78,17,3,4,15,11,3,4,4,227,0,3,24,63,171,190,416,184,91,58,68,131,52,7,28,1484,0,0,0,0,20,42,56,25,7,11,5,3,7,0,0,168,0,0,5,0,10,24,25,12,6,0,8,8,0,0,0,106,24,96,167,119,86,53,106,72,29,9,5,5,12,0,15,804,0,0,0,10,15,18,30,35,7,4,12,11,3,5,0,159,0,0,5,100,146,68,37,32,7,16,10,18,14,5,3,451,31,79,99,133,171,165,218,137,43,55,26,51,22,5,24,1263,128,581,967,856,1810,2081,4355,2475,674,687,642,862,396,86,265,16866
POA3150,0,0,0,13,67,41,65,69,23,8,26,21,15,7,0,372,10,8,21,16,54,32,10,3,4,0,0,0,0,0,6,160,0,3,11,49,96,62,254,139,20,13,39,23,16,6,11,745,0,3,11,33,48,55,119,39,0,15,5,7,7,0,4,348,3,18,66,98,487,438,847,446,89,86,162,150,73,15,31,3007,0,0,0,4,64,106,100,40,11,14,11,9,7,6,0,368,0,0,7,8,21,17,60,17,6,0,10,20,5,0,3,185,61,176,344,175,198,118,164,89,13,16,8,11,5,0,51,1440,0,3,8,17,23,18,50,39,12,14,4,25,8,5,3,221,0,0,0,277,403,110,77,40,12,15,11,17,11,0,20,1003,39,170,271,409,401,353,381,165,68,60,43,50,34,6,54,2491,219,1004,1954,1984,4585,4242,8453,5040,1218,1243,1458,1664,700,228,610,34603
POA3151,0,0,0,5,28,8,13,22,0,3,10,7,4,0,0,94,0,4,4,0,13,6,0,0,0,0,0,0,0,0,0,33,0,0,0,4,12,3,21,13,7,0,6,0,0,0,0,66,0,0,0,4,5,7,8,0,0,0,0,4,0,0,0,37,0,0,6,9,51,53,81,47,31,31,43,39,18,0,0,409,0,0,0,0,5,17,11,24,0,0,4,3,0,0,0,61,0,0,0,0,8,4,18,11,0,9,0,0,0,0,0,56,7,28,55,18,16,11,16,21,0,0,0,0,0,0,5,175,0,0,0,4,3,6,8,4,0,0,4,0,3,0,4,41,0,0,0,58,101,20,8,20,3,6,4,8,0,0,0,235,10,39,51,41,49,58,54,30,19,3,8,18,8,0,3,389,47,264,456,277,699,546,1176,792,222,256,273,335,112,17,83,5565
POA3152,0,0,5,38,64,17,63,58,13,10,21,17,8,0,0,320,5,0,9,10,18,6,0,0,0,0,0,0,0,0,0,48,0,0,3,21,55,26,199,64,11,7,0,3,0,0,5,399,3,0,3,29,53,26,65,18,0,0,3,0,0,3,0,215,0,0,23,67,161,197,358,109,9,18,22,29,3,3,13,1012,0,0,0,5,27,39,31,14,0,3,7,0,3,0,0,130,0,0,0,0,16,5,22,17,6,3,7,0,0,3,0,81,39,148,330,168,165,46,106,47,4,8,5,8,0,0,33,1106,0,0,0,3,5,15,30,9,5,0,11,7,3,0,0,86,0,0,4,140,156,47,52,19,0,5,3,8,5,0,9,454,83,86,127,253,277,172,165,105,25,18,41,16,9,10,48,1436,185,541,888,1161,2094,1827,4411,2107,361,350,417,441,137,52,240,15210
POA3153,0,0,0,9,36,37,79,61,29,30,21,17,10,0,5,331,4,6,12,5,23,13,8,6,0,0,0,0,0,0,6,80,0,0,3,4,6,13,38,13,0,4,0,3,4,0,5,100,0,0,4,7,24,22,29,15,0,4,4,0,0,0,0,117,0,5,3,6,24,34,104,46,9,11,14,14,0,0,3,290,0,0,0,0,4,13,19,10,0,0,0,0,0,0,0,46,0,0,0,0,5,10,24,19,9,3,8,6,0,0,5,90,31,78,252,108,81,53,74,34,4,9,0,4,5,0,27,748,0,3,5,3,4,19,17,13,0,0,7,3,0,0,0,79,0,0,0,11,61,23,35,22,3,4,4,3,3,0,3,184,24,50,46,95,127,82,185,123,19,13,21,30,7,0,35,870,83,312,492,421,670,666,1676,1011,222,199,226,216,92,20,197,6491
POA3154,0,0,0,0,4,0,3,4,0,0,4,0,0,0,0,19,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,9,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,11,4,6,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,3,17,78,43,38,13,46,10,3,3,0,0,0,0,8,264,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,11,8,14,7,13,8,0,0,0,4,0,0,10,88,10,80,135,82,98,58,141,65,14,13,6,7,5,3,42,765
POA3155,0,0,0,9,23,33,57,42,11,14,11,14,4,0,4,215,5,0,3,0,29,8,5,0,0,0,0,0,0,0,0,63,0,0,0,5,14,13,36,14,0,4,5,3,0,0,0,98,0,0,0,28,28,25,19,3,0,0,3,5,0,0,0,103,0,0,24,7,28,34,140,68,13,13,9,35,8,0,7,383,0,0,0,0,7,6,8,6,0,0,0,0,0,0,0,29,0,0,0,0,0,0,35,12,8,0,0,11,0,0,4,93,28,117,332,179,156,61,118,26,10,10,0,16,4,0,41,1093,0,0,5,0,9,13,15,11,0,0,3,0,0,0,0,59,0,0,0,5,22,24,30,18,4,10,0,10,3,3,4,135,10,49,82,69,101,103,163,78,23,9,18,30,9,3,20,763,69,358,619,446,674,611,1705,922,216,176,155,238,84,31,132,6423
POA3156,0,0,0,8,78,37,95,34,17,7,12,4,0,0,0,291,0,6,14,9,73,17,17,9,0,0,0,0,0,0,4,138,6,0,4,5,14,15,62,31,10,9,0,0,0,0,0,151,0,4,8,30,72,30,73,34,7,10,5,11,0,0,0,279,0,0,16,31,69,74,196,100,16,11,19,22,7,0,5,570,0,0,0,0,0,11,16,20,6,0,0,0,0,0,0,51,0,0,0,4,10,12,24,11,7,5,3,3,0,0,6,83,40,157,520,285,287,101,183,72,9,4,11,11,4,0,40,1709,0,3,0,29,6,28,38,19,3,4,0,0,5,0,0,134,0,0,0,23,47,22,25,10,4,3,0,0,0,0,8,155,21,71,120,206,196,170,195,101,9,14,11,23,11,0,10,1164,110,603,1083,905,1325,988,2193,1239,206,204,135,200,64,17,146,9408
POA3158,0,0,0,0,8,6,3,6,0,5,0,0,0,0,0,23,0,0,0,0,6,0,4,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,14,0,0,0,8,3,11,9,3,3,0,5,0,0,0,0,40,0,0,5,0,0,3,6,4,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,4,42,101,54,41,26,83,32,5,4,0,0,0,0,3,404,0,0,3,6,6,6,12,4,0,0,0,0,0,0,8,34,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,3,11,16,28,28,23,41,18,0,6,5,0,0,0,0,176,25,101,170,141,137,111,258,121,23,21,12,3,3,0,28,1155
POA3159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,14,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,37,26,29,8,33,7,0,0,3,0,0,0,6,159,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,4,7,11,13,11,5,0,0,3,0,0,0,5,72,11,32,59,67,66,46,84,28,0,0,7,0,0,0,10,413
POA3160,0,0,0,0,7,4,4,0,0,4,0,0,0,0,0,22,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,13,8,9,3,0,0,4,0,0,0,0,52,0,0,0,7,4,0,4,4,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,17,14,44,139,113,64,50,130,59,8,4,3,4,0,0,17,644,0,3,3,9,8,6,14,5,0,3,0,8,0,0,0,62,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,10,3,18,23,40,23,26,39,20,3,3,0,6,0,0,0,220,30,120,232,245,201,160,321,154,24,21,17,27,11,3,25,1586
POA3161,0,0,0,0,6,4,13,21,9,8,3,19,0,0,3,98,82,67,24,21,11,8,6,0,0,0,0,0,0,0,3,224,0,4,0,0,12,0,17,10,0,0,0,0,4,0,0,47,0,0,8,42,172,193,148,32,0,4,16,13,7,0,6,638,0,0,0,11,7,3,4,3,0,3,9,8,4,4,0,57,0,0,0,0,0,12,4,13,4,0,0,0,0,4,0,40,0,0,0,0,0,0,3,9,0,0,4,6,3,0,0,28,26,42,70,58,53,50,108,54,3,13,12,18,11,4,10,530,0,4,6,15,23,33,40,50,11,6,11,0,13,8,8,220,0,0,0,8,11,4,11,18,3,9,10,5,10,5,0,88,101,218,103,204,201,213,216,167,39,48,67,69,40,11,19,1711,302,427,324,448,658,707,911,792,220,277,324,410,186,66,96,6152
POA3162,0,0,0,5,9,5,18,21,5,9,10,13,8,0,3,97,50,87,53,19,32,4,0,6,0,0,0,0,0,0,27,277,0,0,3,4,8,6,9,8,3,0,5,3,4,0,0,53,0,0,3,50,265,328,280,26,16,22,9,10,19,0,10,1033,0,0,11,15,9,10,21,9,0,0,0,3,0,0,0,82,0,0,0,0,3,6,4,0,0,0,5,0,0,0,0,19,0,0,0,0,0,0,14,13,0,0,0,0,0,0,5,34,14,50,94,61,45,55,116,62,4,10,18,20,9,6,24,590,3,3,9,11,10,20,32,22,10,5,4,10,0,5,10,155,0,0,0,8,23,6,11,3,0,4,3,11,0,0,0,74,79,206,110,363,382,442,275,121,38,35,50,59,13,26,66,2259,220,489,466,684,1020,1074,1158,583,178,159,208,274,90,58,209,6865
POA3163,0,0,0,7,42,21,55,53,20,27,25,27,12,4,0,298,13,28,22,16,54,20,7,9,0,0,0,3,0,0,5,180,0,0,5,7,14,27,41,36,10,8,4,5,4,0,0,160,0,0,8,23,73,94,117,22,10,0,7,3,7,4,3,374,0,3,19,42,54,33,44,40,15,17,23,13,5,0,4,315,0,0,0,0,9,7,14,21,0,4,4,5,0,0,5,84,0,0,0,3,17,8,47,30,11,8,9,15,0,0,0,155,19,61,138,119,105,92,178,96,18,20,22,14,6,6,18,916,0,0,9,15,22,24,24,25,12,8,14,9,5,0,7,175,0,0,0,38,59,29,48,59,15,22,17,22,8,0,0,319,32,89,136,274,306,530,428,247,62,84,77,72,20,18,64,2439,86,416,813,829,1200,1503,2625,2033,664,845,985,997,302,102,270,13673
POA3165,0,0,0,3,37,23,23,19,4,7,0,10,6,0,0,135,13,18,7,12,64,15,12,0,0,0,3,0,0,0,0,140,0,0,0,3,12,11,45,11,3,10,3,4,0,0,0,108,0,0,7,33,88,150,193,64,10,22,8,24,7,5,4,625,0,3,22,37,63,54,40,18,0,3,12,0,3,0,4,267,0,0,0,4,4,11,15,8,0,0,5,0,3,0,0,51,0,0,0,4,10,7,25,13,4,0,3,4,3,0,3,66,21,55,123,108,102,52,163,109,18,12,22,24,0,0,10,829,0,0,0,14,15,15,35,29,11,5,3,8,6,0,9,142,0,0,0,46,71,26,47,34,12,14,13,10,8,0,4,279,43,74,123,232,372,657,530,308,64,63,67,51,20,18,36,2666,125,482,931,778,1220,1529,2590,1433,306,308,303,337,115,54,163,10668
POA3166,0,0,0,14,43,28,32,30,14,9,36,37,12,4,0,256,3,3,4,9,45,9,8,3,0,4,0,0,0,0,0,94,0,0,0,5,10,24,37,26,4,9,9,10,4,0,0,140,0,0,5,12,18,19,34,7,3,4,0,4,6,3,0,116,0,3,14,36,72,57,76,49,17,21,17,35,10,3,8,416,0,0,0,0,0,11,19,23,5,5,3,7,0,0,0,70,0,0,0,5,9,9,22,26,7,7,4,6,0,0,3,100,11,36,90,99,69,40,96,48,7,4,8,6,6,0,3,524,0,0,4,10,9,11,13,11,9,7,3,4,0,0,0,82,0,0,0,60,68,27,43,43,19,15,12,10,8,0,8,308,6,34,93,171,219,191,212,129,51,30,47,65,28,8,23,1302,42,423,1216,826,991,977,1941,1375,413,433,553,560,219,39,180,10180
