POA_CODE_2021,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA3517,0,0,4,7,5,5,0,0,0,14,3,5,3,3,13,11,9,0,0,43,18,29,84,101,114,133,46,9,0,538
POA3518,0,0,0,0,0,4,0,0,0,5,0,0,0,3,7,9,0,0,3,19,22,27,59,53,97,150,35,9,5,456
POA3520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,3,3,8,0,0,0,30
POA3521,0,0,0,0,0,0,0,0,0,7,0,0,3,4,7,4,0,4,0,20,15,33,63,63,103,61,26,7,0,377
POA3522,0,0,0,0,3,3,0,0,0,7,0,5,0,0,4,0,3,0,0,9,10,15,17,24,44,33,20,0,0,157
POA3523,5,3,9,9,12,12,4,0,0,54,4,6,8,11,14,18,7,7,0,75,43,71,174,225,349,384,127,32,5,1410
POA3525,0,0,5,4,0,0,0,0,0,12,0,0,5,0,6,0,7,0,0,21,31,30,66,63,126,133,86,14,4,558
POA3527,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,6,0,6,0,7,13,10,53,30,69,87,35,6,0,311
POA3529,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,9,6,15,12,4,0,0,60
POA3530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,9,16,21,4,5,0,59
POA3531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,12,10,23,22,3,0,0,80
POA3533,0,0,0,0,0,4,0,0,0,8,0,0,0,7,0,0,0,0,0,13,18,25,47,56,66,64,24,4,0,302
POA3537,0,0,0,0,0,0,5,0,0,5,5,3,5,5,0,3,0,5,0,16,27,24,53,69,83,102,45,10,0,412
POA3540,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,4,6,10,10,8,22,35,10,0,0,100
POA3542,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,9,5,4,9,4,9,19,11,0,0,60
POA3544,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,15,19,21,12,30,16,4,0,114
POA3546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,7,4,19,23,32,50,26,7,0,171
POA3549,5,3,3,10,10,3,0,0,0,36,6,12,57,52,25,17,9,0,0,173,60,118,451,407,261,263,105,9,0,1670
POA3550,25,67,162,116,117,129,39,3,0,662,27,68,125,107,105,104,27,14,4,586,1194,2260,4493,3552,3731,3228,888,107,4,19460
POA3551,34,47,137,164,142,104,37,0,0,665,42,44,98,117,126,100,33,5,0,574,1304,1345,3292,4248,3924,2883,723,89,11,17829
POA3555,8,32,108,72,53,69,20,0,0,364,16,29,93,81,55,55,14,7,5,352,535,840,2226,1899,1673,1503,381,45,9,9108
POA3556,11,29,75,44,41,39,3,0,0,246,15,19,74,59,49,53,16,4,0,290,356,650,1465,1125,1140,1062,287,24,0,6108
POA3557,0,0,9,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,7,25,28,84,85,85,95,25,5,0,426
POA3558,3,0,6,0,6,6,5,0,0,24,5,0,3,0,0,11,0,0,0,20,19,26,62,40,80,90,37,11,4,365
POA3559,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,3,3,0,0,9,21,17,28,39,49,68,37,11,0,262
POA3561,5,17,16,18,15,14,3,4,0,94,10,3,13,11,14,16,13,0,0,83,134,158,283,335,411,437,142,27,4,1933
POA3562,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,7,6,27,21,21,27,10,0,0,126
POA3563,0,0,4,0,4,4,0,0,0,9,0,0,0,3,0,8,0,0,0,17,22,31,62,63,72,81,33,9,4,369
POA3564,24,28,74,56,70,79,18,0,0,350,13,24,47,40,78,53,16,4,0,280,575,654,1426,1415,1738,1594,468,53,9,7929
POA3565,0,5,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,10,6,9,21,12,4,4,0,63
POA3566,0,0,4,3,0,0,0,0,0,8,0,0,0,0,3,0,5,4,0,8,13,22,37,44,68,53,23,12,0,270
POA3567,0,0,3,3,3,0,0,0,0,11,0,5,0,0,3,10,0,0,0,17,21,25,43,39,85,77,32,11,0,327
POA3568,4,3,7,7,4,3,3,0,0,37,4,11,12,5,14,19,5,9,0,72,47,78,193,222,288,262,120,30,4,1242
POA3570,3,0,0,3,4,7,0,0,0,13,3,0,0,6,5,6,5,0,0,23,21,22,35,64,89,90,26,8,0,353
POA3571,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,10,7,33,19,33,22,20,3,7,158
POA3572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,7,14,19,15,10,3,0,71
POA3573,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,3,0,7,4,7,21,34,30,43,20,3,0,167
POA3575,0,0,0,3,4,0,3,0,0,9,0,0,4,0,0,3,5,0,0,18,21,10,47,81,73,84,45,10,0,375
POA3576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,5,6,12,0,0,34
POA3579,5,8,19,13,7,22,6,0,0,83,7,7,15,16,33,12,13,7,0,108,114,152,351,395,429,515,187,38,3,2195
POA3580,0,0,0,3,0,5,0,0,0,10,0,0,5,4,3,6,0,0,0,22,23,30,51,82,94,111,19,9,0,419
POA3581,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,6,9,8,18,22,3,0,0,66
POA3583,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,5,8,9,10,18,16,0,6,0,75
POA3584,3,4,5,0,5,6,6,0,0,32,0,0,5,0,3,5,0,0,0,21,36,41,97,93,103,111,40,10,0,539
POA3585,14,30,62,47,28,26,9,0,0,215,13,25,59,60,44,34,11,8,0,248,329,544,1310,1079,904,926,271,39,3,5406
POA3586,0,0,0,0,3,6,0,0,0,14,0,5,0,4,0,9,0,0,0,22,29,32,52,81,87,113,32,4,0,431
POA3588,0,0,0,3,0,4,0,0,0,7,0,0,8,0,3,4,0,0,0,11,13,13,30,33,35,35,11,4,0,176
POA3589,0,0,5,0,0,0,0,0,0,4,0,0,5,3,0,0,0,0,0,12,9,22,40,34,29,40,19,5,0,188
POA3590,0,0,0,4,4,0,0,0,0,5,0,0,0,3,0,0,0,0,0,13,12,10,24,43,28,42,13,0,0,163
POA3591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,10,10,17,21,15,0,0,90
POA3594,0,0,5,3,0,0,0,0,0,12,0,3,4,4,0,6,0,6,0,19,14,14,68,31,56,55,12,5,0,254
POA3595,0,0,3,7,0,0,0,0,0,8,0,3,0,0,0,6,0,0,0,20,10,13,47,38,49,51,5,0,0,217
POA3596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,14,5,4,0,0,48
POA3597,0,4,0,0,0,0,0,0,0,8,0,0,8,5,7,0,3,0,0,26,6,18,60,60,54,45,21,5,3,268
POA3599,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,3,3,0,10,10,14,16,7,0,0,64
POA3607,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,3,5,14,26,16,3,0,0,79
POA3608,0,3,4,3,6,13,0,0,0,28,5,5,6,11,12,14,4,0,5,55,70,75,219,223,221,290,92,16,9,1207
POA3610,0,5,4,0,7,7,0,0,0,17,0,0,9,6,13,8,0,0,0,44,33,42,92,82,166,153,56,9,0,633
POA3612,0,4,4,5,4,4,0,0,0,19,0,0,7,8,8,3,3,0,0,42,32,33,90,79,187,178,35,4,0,639
POA3614,0,0,5,6,7,3,0,4,0,23,0,0,3,6,0,8,4,0,0,18,28,33,87,104,119,87,28,5,0,491
POA3616,4,17,21,15,25,15,3,0,0,104,0,6,17,13,17,21,11,0,0,99,144,188,545,453,552,484,169,24,0,2561
POA3617,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,10,0,12,21,18,9,0,0,79
POA3618,0,0,7,5,5,0,0,0,0,15,0,0,3,0,12,8,4,0,0,25,12,20,56,46,68,64,23,0,0,290
POA3620,12,18,30,28,34,45,12,0,0,186,13,15,23,30,31,28,13,11,4,166,223,303,613,658,812,745,252,37,8,3653
POA3621,3,15,14,11,10,9,5,0,0,50,6,3,12,13,10,15,9,3,0,71,78,94,219,203,225,212,85,10,0,1128
POA3622,0,0,6,3,0,0,0,0,0,6,0,0,5,0,0,0,3,0,0,11,14,12,45,53,45,55,36,4,0,267
POA3623,0,0,8,0,4,5,0,0,0,14,0,0,0,5,0,6,0,0,0,19,22,30,73,62,70,98,34,5,3,403
POA3624,0,0,3,0,0,0,5,0,0,6,5,4,4,0,0,0,0,0,0,10,13,22,49,30,38,44,19,6,0,225
POA3629,7,25,29,29,43,28,16,4,0,183,6,10,39,46,33,32,13,0,0,178,232,370,807,696,816,708,227,34,5,3893
POA3630,26,56,147,103,115,81,30,5,0,567,31,59,169,137,115,75,27,3,3,622,797,1298,3227,2543,2523,2154,642,62,10,13262
POA3631,8,35,63,67,72,62,15,3,0,316,12,29,45,73,59,37,8,3,7,278,519,518,1347,1652,1591,1252,358,62,5,7304
POA3633,0,0,5,3,0,4,0,0,0,15,3,0,0,0,7,4,0,0,0,15,27,26,49,60,89,65,20,7,0,336
POA3634,3,5,10,6,9,8,0,0,0,42,4,6,5,3,16,9,3,3,0,53,59,68,126,183,211,201,88,12,4,953
POA3635,0,0,3,0,3,3,0,0,0,10,0,0,3,0,4,4,0,0,0,11,17,25,50,35,62,56,22,6,0,278
POA3636,7,13,22,14,15,16,6,0,0,94,9,9,19,11,30,18,5,3,0,98,124,171,417,370,462,503,137,23,4,2216
POA3637,0,4,0,0,0,0,0,0,0,12,3,3,0,0,5,7,0,0,0,11,24,23,51,57,66,53,20,5,0,300
POA3638,0,6,11,11,3,9,3,0,3,38,3,4,14,14,12,8,6,0,0,58,78,96,167,164,196,203,76,10,6,1001
POA3639,0,0,0,0,4,3,0,0,0,5,0,0,0,0,3,0,0,0,0,11,13,15,34,31,39,66,27,5,0,223
POA3640,0,4,3,3,5,0,0,0,0,17,0,3,4,6,3,4,0,0,0,24,39,45,107,104,97,89,37,5,0,515
POA3641,0,0,0,10,3,0,0,0,0,18,4,0,4,10,4,0,0,0,0,21,36,41,101,113,129,99,40,0,0,563
POA3644,12,8,36,30,33,19,11,5,0,148,15,6,26,35,19,28,10,4,0,151,251,280,763,754,819,742,265,43,5,3917
POA3646,0,5,3,0,3,0,0,0,0,12,0,0,3,3,3,3,4,0,0,13,8,9,26,49,74,81,35,11,0,288
POA3647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,7,0,0,0,0,24
POA3649,0,0,0,4,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,11,15,20,40,26,48,53,13,5,0,222
POA3658,6,16,28,32,24,12,3,0,0,121,8,17,34,25,40,31,12,0,0,160,179,227,609,551,651,547,137,19,0,2915
POA3659,6,0,0,0,4,8,0,0,0,14,0,0,4,0,0,3,0,0,0,19,18,29,56,56,93,94,34,7,0,381
POA3660,3,5,23,12,21,31,6,4,0,118,6,6,22,15,28,14,8,0,0,108,195,285,611,550,716,709,227,28,3,3328
POA3662,0,0,5,0,0,0,0,0,0,6,3,3,5,4,0,0,0,0,0,17,90,148,219,152,70,16,0,0,0,687
POA3663,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,8,7,7,9,9,16,32,11,7,0,93
POA3664,0,0,4,4,4,0,0,0,0,17,0,0,0,4,3,4,3,0,0,19,20,46,75,109,123,123,56,13,0,563
POA3665,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,3,0,0,3,16,10,7,33,51,44,26,6,0,190
POA3666,0,3,13,17,12,16,10,0,0,66,4,6,7,8,12,14,13,3,0,65,120,128,317,375,397,487,269,72,5,2172
POA3669,0,0,0,0,3,8,0,0,0,21,0,0,0,9,9,3,0,0,0,21,15,29,63,87,115,161,105,14,0,586
POA3670,4,0,0,0,0,3,0,0,0,8,0,5,3,0,0,6,4,0,0,13,13,15,43,44,60,80,37,3,0,297
POA3672,6,18,21,21,32,28,13,0,0,152,12,15,43,29,41,35,21,13,0,211,259,353,826,734,875,967,349,56,7,4437
POA3673,3,0,6,3,7,7,5,0,0,41,0,0,3,3,3,13,9,0,0,35,44,37,101,142,192,248,122,23,3,918
POA3675,0,5,10,9,10,7,0,0,0,39,4,0,3,3,7,7,5,0,0,36,58,46,109,198,234,223,116,18,0,1004
POA3677,23,33,75,59,61,45,21,0,0,325,30,41,58,47,85,57,23,6,0,343,626,718,1764,1690,1758,1513,445,47,0,8563
POA3678,8,9,17,22,21,26,4,0,0,111,11,5,9,17,33,28,17,3,0,128,258,160,375,583,824,803,314,83,14,3419
POA3682,0,0,6,0,4,0,0,0,0,19,0,0,0,0,6,0,0,0,0,13,33,16,44,57,98,69,30,8,0,349
POA3683,3,0,0,4,11,5,0,0,0,25,0,9,7,8,3,13,9,3,0,44,60,49,105,115,219,208,59,12,0,816
POA3685,6,3,8,4,11,8,5,0,0,44,0,8,7,3,10,11,0,0,0,39,85,84,237,239,304,294,98,25,3,1374
POA3687,0,4,3,7,7,0,0,0,0,22,0,0,3,4,4,0,4,0,0,11,29,36,77,89,115,94,27,3,3,473
POA3688,0,0,5,5,9,3,0,0,0,25,8,0,9,4,9,0,0,4,0,32,48,40,123,129,168,149,48,18,6,719
POA3690,25,77,157,136,102,94,32,3,0,631,37,60,145,119,118,94,23,7,0,609,1141,1500,3551,3314,3326,2674,691,79,7,16278
POA3691,13,21,56,52,36,23,9,0,0,217,14,14,35,57,35,33,14,5,0,205,531,620,1434,1459,1270,1016,362,58,5,6750
POA3695,0,0,0,0,0,0,0,0,0,9,7,0,0,0,3,5,3,0,0,12,19,14,30,42,68,52,44,11,0,279
POA3697,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,15,8,23,49,57,70,30,8,0,263
POA3698,0,0,0,0,0,4,0,0,0,3,0,0,3,3,0,0,0,0,0,16,31,18,63,101,113,97,39,11,0,468
POA3699,0,3,0,0,0,0,0,0,0,9,0,3,0,3,0,0,0,0,0,12,39,75,137,118,96,81,39,0,0,584
POA3700,3,0,3,0,13,4,4,0,0,26,0,0,0,8,9,7,3,0,0,31,29,46,101,80,140,144,54,16,3,605
POA3701,0,0,0,0,0,5,0,0,0,10,0,0,3,0,3,4,0,0,0,12,23,25,52,98,97,130,70,19,0,512
POA3704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,16
POA3705,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,4,8,15,12,26,37,22,5,0,128
POA3707,0,3,9,8,8,13,6,0,0,45,3,0,0,4,6,6,0,0,0,25,39,49,118,135,159,206,88,31,6,833
POA3708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,15,8,0,0,36
POA3709,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,6,6,10,18,19,40,29,9,0,138
POA3711,0,4,0,0,5,4,0,0,0,11,0,0,0,0,0,3,0,0,0,8,10,10,40,42,57,73,29,3,0,268
POA3712,0,0,0,0,7,0,0,0,0,8,0,0,5,0,4,0,0,0,0,10,4,11,15,23,37,45,17,8,0,164
POA3713,0,4,5,0,4,5,4,0,0,12,0,0,0,4,6,4,4,0,0,18,10,22,65,64,93,109,30,0,0,390
POA3714,8,0,17,12,12,16,7,0,0,72,5,5,11,10,16,10,9,0,0,75,77,91,236,314,353,350,158,43,4,1624
POA3715,0,0,4,0,0,0,0,0,0,9,0,0,0,4,4,0,4,0,0,12,9,4,22,29,34,42,32,8,0,176
POA3717,0,3,9,9,12,14,3,0,0,60,0,3,5,15,19,23,11,7,0,89,72,96,182,238,324,375,140,44,4,1477
POA3718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,6,3,9,10,8,9,5,49
POA3719,0,0,0,4,0,0,0,0,0,7,0,0,0,0,3,0,3,0,0,9,16,3,17,31,45,55,29,10,0,207
POA3720,0,0,3,4,4,5,0,0,0,15,0,0,6,0,3,0,6,0,0,14,23,13,62,32,77,82,41,5,0,335
POA3722,8,3,26,24,26,14,6,0,0,115,8,3,12,21,14,21,10,5,0,102,144,148,464,569,558,590,225,31,3,2739
POA3723,0,3,5,5,7,9,7,0,0,38,4,9,14,11,17,13,6,0,0,75,72,102,227,305,319,368,144,20,0,1554
POA3725,0,0,0,4,0,10,0,0,0,14,0,0,0,3,0,3,0,0,0,9,15,15,43,50,62,75,40,0,0,304
POA3726,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,9,14,9,14,22,40,40,25,14,0,176
POA3727,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,13,7,22,14,22,37,7,0,0,120
POA3728,0,0,0,0,0,0,0,0,0,4,3,0,6,0,0,5,0,3,0,24,17,23,52,49,56,77,16,8,0,301
POA3730,8,14,38,30,24,24,9,0,0,146,4,12,16,21,21,26,7,4,0,111,264,284,672,733,892,809,252,35,3,3946
POA3732,0,0,5,0,0,5,0,0,0,13,0,0,0,4,4,0,5,3,0,16,19,13,47,50,73,64,26,13,0,301
POA3733,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,3,6,18,16,18,30,6,7,0,117
POA3735,0,0,5,3,0,0,0,0,0,10,0,0,4,6,6,7,0,0,0,21,16,17,70,53,78,100,25,4,0,364
POA3737,3,8,13,8,13,13,7,0,0,69,10,7,12,16,17,6,15,6,0,89,123,157,323,350,444,497,179,22,7,2093
POA3738,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,5,3,18,18,22,26,13,0,0,108
POA3739,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,3,3,9,22,22,28,19,4,0,122
POA3740,0,6,4,4,4,5,4,0,0,24,0,0,3,4,3,4,4,0,0,20,32,33,101,123,160,131,46,5,0,634
POA3741,0,4,3,10,15,9,4,3,0,49,0,7,13,16,9,5,5,0,0,57,71,117,271,328,379,332,108,19,0,1632
POA3744,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,13,4,22,57,60,50,10,0,0,223
POA3746,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,12,5,18,27,47,35,8,0,0,157
POA3747,0,3,9,9,14,10,4,0,0,46,5,3,12,9,24,16,7,0,0,80,146,105,278,458,596,526,202,31,0,2349
POA3749,0,0,0,6,9,9,4,0,0,28,0,0,0,0,12,9,3,0,0,24,61,42,96,203,240,264,79,15,0,1001
POA3750,7,24,145,112,58,16,8,0,0,371,15,43,216,206,72,35,7,0,0,594,318,876,3838,4031,1438,629,117,4,6,11246
POA3751,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,5,4,4,6,5,16,10,14,0,0,58
POA3752,15,40,93,96,107,66,8,0,0,419,16,64,124,136,145,67,15,0,0,565,781,1265,2622,3219,3046,1687,312,9,4,12943
POA3753,5,3,26,22,20,4,0,0,0,85,4,17,31,37,27,12,4,0,0,136,103,171,721,649,410,223,66,3,3,2350
POA3754,34,62,268,319,191,79,20,0,0,975,34,62,261,334,183,78,15,3,0,967,1213,1919,6039,8122,5041,2322,504,44,3,25205
POA3755,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,21,12,29,17,6,0,0,100
POA3756,9,21,85,83,63,33,8,3,0,315,13,41,119,104,72,54,11,0,0,415,430,657,1945,1899,1495,1046,241,25,0,7744
POA3757,8,24,54,33,49,32,3,0,0,207,9,15,41,49,62,35,9,7,0,226,288,418,808,910,1120,759,211,33,0,4548
POA3758,4,10,10,8,19,10,3,0,0,68,3,8,13,10,11,10,4,0,0,55,58,92,186,226,282,214,53,4,0,1117
POA3759,0,0,3,0,6,5,0,0,0,14,0,0,5,3,3,5,0,0,0,21,25,54,55,88,144,138,47,11,0,578
POA3760,0,0,0,0,4,0,0,0,0,5,0,0,0,0,3,0,0,0,0,9,18,20,16,25,57,63,13,0,0,209
POA3761,0,4,4,6,6,5,7,0,0,30,6,5,0,3,4,4,0,0,0,21,34,53,64,107,151,121,45,9,0,587
POA3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,12,20,10,0,0,62
POA3763,0,9,11,8,9,6,0,0,0,49,0,0,3,11,8,9,0,0,0,32,42,69,149,175,219,156,35,4,0,848
POA3764,9,20,47,44,33,31,10,0,0,197,6,22,47,40,42,45,16,3,0,230,317,445,964,949,1110,821,235,34,3,4875
POA3765,10,21,27,30,30,26,13,0,0,152,9,10,27,34,24,25,14,0,0,146,217,292,638,781,799,555,163,25,3,3473
POA3766,0,0,0,10,4,4,3,0,0,20,0,0,3,3,3,5,5,0,0,19,27,33,92,163,186,103,45,7,0,664
POA3767,4,0,3,11,5,0,5,0,0,22,0,3,4,5,11,0,0,0,0,30,37,52,88,138,151,129,44,10,0,640
POA3770,8,8,17,19,21,16,3,0,0,94,6,4,10,18,15,20,5,4,0,76,108,173,328,310,363,338,123,29,0,1765
POA3775,5,15,17,21,23,26,12,0,0,121,3,7,11,18,16,11,7,0,0,93,133,168,363,382,471,409,152,14,3,2097
POA3777,18,30,43,45,49,50,12,0,0,240,8,16,36,38,48,51,10,4,0,213,299,372,909,971,1148,1110,287,39,0,5142
POA3778,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,5,0,0,0,10,3,4,16,9,27,34,15,3,0,117
POA3779,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,13,37,29,35,45,25,8,0,196
POA3781,4,5,23,27,26,16,0,0,0,96,7,11,21,28,36,20,6,0,0,131,131,169,476,520,527,410,83,5,0,2321
POA3782,12,24,31,42,43,33,7,0,0,190,0,15,19,53,45,48,11,0,0,196,256,345,591,841,1048,826,225,19,0,4146
POA3783,3,3,14,10,14,9,6,0,0,51,0,5,11,7,19,19,3,3,0,74,74,103,206,228,302,246,75,16,0,1255
POA3785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,4,3,8,3,0,0,32
POA3786,0,0,0,0,6,12,5,0,0,21,0,0,4,13,10,14,8,0,0,40,50,66,96,154,215,178,57,0,0,808
POA3787,0,5,5,0,4,5,4,0,0,18,0,6,0,0,4,0,0,0,0,16,33,36,64,82,137,118,42,4,0,527
POA3788,0,0,5,6,6,4,0,0,0,32,0,0,3,13,18,6,0,0,0,45,45,53,120,174,239,187,62,10,0,892
POA3789,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,9,7,10,18,12,47,26,12,4,0,137
POA3791,0,0,5,7,5,0,0,0,0,20,0,0,4,11,3,7,5,0,0,32,40,48,88,157,180,151,73,9,0,744
POA3792,0,0,9,3,0,0,0,0,0,14,0,3,3,0,5,9,6,0,0,27,31,23,70,108,137,116,51,4,0,543
POA3793,3,5,15,15,20,11,5,0,0,75,4,5,13,12,14,10,4,0,0,70,108,133,297,374,456,297,93,7,0,1763
POA3795,3,6,10,11,8,3,4,0,0,39,0,0,3,5,8,6,0,0,0,24,37,59,121,134,160,121,54,9,0,691
POA3796,17,21,53,63,48,37,8,3,0,252,12,24,52,47,47,32,13,0,0,233,344,468,1111,1135,1101,888,219,23,0,5289
POA3797,3,12,24,9,15,10,0,0,0,71,11,3,21,12,30,23,7,0,0,99,88,150,322,310,378,272,119,13,0,1655
POA3799,0,3,22,30,29,24,3,0,0,116,5,16,32,35,46,34,13,3,0,179,105,178,428,448,609,548,150,13,0,2482
POA3802,11,34,90,91,95,77,26,0,0,421,19,74,149,158,98,118,32,3,0,654,439,999,2442,2518,2094,2042,564,36,0,11135
POA3803,7,17,45,42,36,20,12,0,0,178,11,31,89,57,49,70,16,7,0,329,185,460,1161,983,799,763,199,18,0,4572
POA3804,9,22,20,29,58,54,13,0,0,193,11,29,31,39,63,50,14,4,0,249,304,516,610,684,1029,874,224,29,3,4277
POA3805,41,129,281,242,278,186,30,0,0,1186,56,168,388,391,365,254,48,9,0,1676,1615,3193,5950,6083,6377,4389,778,64,0,28461
POA3806,30,94,151,213,209,142,46,5,0,891,42,87,207,322,271,205,39,4,0,1179,1606,2364,4370,6412,6272,3874,879,91,12,25882
POA3807,15,14,28,42,43,24,7,0,0,168,7,20,18,39,49,34,9,0,0,177,327,460,607,829,1132,685,140,13,0,4210
POA3808,5,6,8,4,19,18,11,0,0,72,0,5,6,13,25,8,4,0,0,67,139,144,177,347,419,336,101,15,0,1680
POA3809,13,40,142,92,64,34,9,0,0,392,9,39,180,132,70,52,11,0,0,496,430,911,3475,2909,1678,897,208,18,0,10526
POA3810,47,104,358,257,173,102,28,6,0,1071,51,135,397,400,257,156,45,0,0,1439,1324,2453,7354,6683,4784,2839,678,55,4,26180
POA3812,0,3,8,16,18,7,0,0,0,60,4,4,11,11,20,6,8,3,0,65,86,113,205,215,319,260,82,10,8,1291
POA3813,0,5,9,4,9,8,0,0,0,35,0,0,5,0,6,3,0,0,0,20,35,56,86,63,122,106,21,7,0,495
POA3814,6,4,28,5,16,10,3,0,0,70,7,3,8,15,15,14,4,3,0,60,81,103,247,251,276,235,68,17,0,1273
POA3815,0,11,12,15,10,17,3,0,0,73,0,11,15,14,29,18,5,4,0,105,123,160,311,365,381,329,90,18,0,1779
POA3816,0,6,23,9,10,17,3,0,0,70,3,8,24,26,13,11,5,0,0,102,69,135,349,327,252,254,64,8,4,1462
POA3818,13,40,93,59,72,67,14,7,0,360,11,30,64,61,73,62,12,6,0,313,447,655,1802,1496,1553,1341,403,74,5,7785
POA3820,23,44,87,78,96,94,31,0,0,452,19,22,79,60,56,42,11,3,5,307,552,849,2142,1856,1868,1558,442,70,7,9342
POA3821,0,5,6,9,15,11,4,0,0,57,5,4,3,10,14,12,11,0,0,64,119,110,228,261,365,374,160,39,0,1657
POA3822,0,0,5,3,4,3,5,0,0,29,3,3,6,0,9,9,0,3,0,29,25,50,76,92,118,94,33,16,5,508
POA3823,0,6,17,8,10,5,0,0,0,34,4,0,3,12,5,6,0,0,0,30,50,85,218,169,181,218,58,10,3,991
POA3824,0,14,18,18,24,20,10,0,0,96,5,4,26,22,19,13,4,0,0,101,154,199,444,545,541,420,153,22,0,2488
POA3825,22,42,77,57,66,59,18,7,0,348,26,31,93,72,77,57,37,8,0,400,513,734,1739,1514,1698,1524,405,52,10,8196
POA3831,0,6,8,9,12,6,5,0,0,45,4,0,10,6,4,14,5,0,0,31,45,73,143,148,171,211,72,7,0,882
POA3832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,10,11,21,16,28,22,5,0,124
