POA_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
POA3754,22,17,150,175,47,495,29,247,25,1213,77,189,388,356,207,332,103,221,41,1919,541,1528,1054,806,783,408,346,456,113,6039,1118,2036,1155,1068,1163,500,462,467,155,8122,747,960,680,636,855,355,375,346,82,5041,298,335,264,295,460,193,219,223,38,2322,51,66,62,48,115,50,53,64,6,504,18,4,4,0,6,0,3,9,0,44,0,3,0,0,0,0,0,0,0,3,2872,5129,3760,3384,3626,2334,1609,2032,460,25205
POA3755,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,4,4,5,3,0,0,0,0,0,21,0,0,3,0,3,0,0,4,0,12,5,7,7,3,5,4,0,6,0,29,4,0,0,0,3,0,0,4,0,17,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,22,13,14,5,0,7,0,100
POA3756,8,5,69,41,16,149,16,124,7,430,35,48,176,99,60,99,38,84,17,657,134,304,448,272,234,130,176,187,59,1945,251,292,341,236,269,104,210,160,41,1899,178,197,259,190,242,101,174,136,23,1495,141,122,178,120,183,62,131,93,17,1046,28,37,39,23,52,17,32,19,5,241,5,5,4,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,780,1018,1494,982,1051,667,781,801,172,7744
POA3757,0,0,70,38,4,100,8,61,0,288,10,30,135,61,33,57,26,53,9,418,61,123,237,105,101,51,42,71,17,808,134,159,199,117,142,47,50,60,16,910,172,159,214,133,187,71,86,85,14,1120,119,125,118,90,113,34,73,75,14,759,46,41,36,14,34,10,14,14,0,211,12,0,4,0,3,3,0,7,0,33,0,0,0,0,0,0,0,0,0,0,558,633,1008,563,617,368,298,423,79,4548
POA3758,0,0,20,9,0,15,3,10,0,58,6,0,23,14,6,16,11,14,0,92,21,28,60,14,28,3,9,23,4,186,34,30,66,21,36,13,22,13,5,226,43,43,59,35,38,13,24,21,9,282,39,27,32,20,34,15,27,20,4,214,9,6,13,10,7,4,4,4,0,53,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,151,144,265,122,155,78,98,100,17,1117
POA3759,0,0,11,11,0,11,0,0,0,25,0,3,18,12,7,10,6,6,0,54,10,18,17,11,3,3,0,5,0,55,23,25,17,3,15,3,0,3,0,88,30,37,26,16,14,3,6,7,0,144,30,36,21,14,21,9,7,3,0,138,11,18,9,7,6,5,0,0,0,47,3,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,107,130,119,67,59,43,14,26,6,578
POA3760,0,0,5,3,0,3,0,10,0,18,0,3,8,5,3,0,0,0,0,20,0,0,4,0,0,4,0,0,0,16,6,0,4,0,10,3,0,3,0,25,12,20,12,4,5,0,0,0,0,57,4,24,6,4,19,4,4,3,0,63,3,0,0,0,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,48,44,16,39,14,6,15,0,209
POA3761,0,0,11,8,0,9,3,11,0,34,0,5,14,8,9,5,0,3,0,53,11,18,14,8,11,0,0,4,0,64,19,26,15,13,15,0,4,13,3,107,24,40,22,23,21,0,13,11,3,151,25,23,24,7,15,8,12,9,0,121,3,17,7,0,5,3,0,6,0,45,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,84,132,97,63,75,32,33,54,19,587
POA3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,5,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,9,4,0,5,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,4,20,5,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,8,3,3,3,4,3,5,62
POA3763,0,0,11,10,6,4,0,14,0,42,0,6,32,16,3,8,4,5,0,69,13,27,45,22,14,8,8,10,0,149,16,32,49,27,11,8,15,14,4,175,36,33,43,36,27,10,16,15,0,219,23,23,28,23,17,6,15,11,7,156,0,7,4,0,0,0,7,3,4,35,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,107,127,212,129,81,43,63,71,21,848
POA3764,5,0,51,46,8,103,5,97,5,317,21,45,126,68,26,47,24,78,12,445,85,178,222,127,110,59,68,88,25,964,118,176,184,124,118,37,91,77,26,949,160,178,157,128,193,54,110,115,24,1110,111,122,106,91,131,55,108,82,22,821,50,42,24,16,36,15,23,22,3,235,9,8,5,0,3,0,0,0,0,34,0,0,0,0,0,0,0,0,0,3,557,752,868,588,630,372,423,561,116,4875
POA3765,7,0,36,41,5,80,5,44,3,217,9,40,62,35,22,57,17,52,0,292,62,155,162,77,75,31,20,37,16,638,131,193,169,73,102,35,26,40,15,781,139,163,143,74,130,41,50,37,16,799,81,100,93,56,101,28,44,49,5,555,26,34,18,23,31,12,3,15,4,163,3,7,3,0,5,6,0,6,0,25,0,0,0,0,0,0,0,0,0,3,448,683,693,363,478,289,168,281,57,3473
POA3766,0,0,3,5,0,8,0,8,7,27,0,13,8,6,3,0,3,0,0,33,9,22,16,15,10,8,8,9,4,92,29,52,27,7,13,10,8,13,0,163,29,56,20,19,37,10,11,5,3,186,12,35,12,11,11,7,3,10,0,103,12,13,0,7,8,5,0,0,0,45,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,101,198,99,65,83,49,25,41,12,664
POA3767,0,0,6,7,4,11,0,8,0,37,0,6,10,17,5,6,0,4,0,52,7,28,14,3,11,4,3,6,0,88,23,48,27,8,15,4,0,10,6,138,40,49,20,10,16,5,6,5,0,151,24,49,18,9,7,12,3,3,0,129,10,13,7,5,5,0,0,0,0,44,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,113,201,91,61,65,40,19,36,12,640
POA3770,0,0,23,14,6,26,4,32,0,108,5,11,63,23,17,20,8,26,0,173,28,58,107,23,42,16,14,31,3,328,56,48,66,18,42,18,19,26,10,310,74,53,65,24,49,28,31,27,12,363,73,46,60,23,48,20,23,32,5,338,41,16,12,7,13,9,6,12,0,123,14,6,0,0,4,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,303,249,392,142,215,132,102,189,39,1765
POA3775,0,0,30,23,0,42,0,32,0,133,10,13,50,29,11,20,3,31,3,168,39,67,97,36,50,22,16,37,3,363,78,66,78,35,43,31,22,22,8,382,94,100,69,41,67,32,28,30,13,471,101,70,55,32,71,17,28,32,6,409,46,26,20,9,18,15,8,10,3,152,4,6,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,379,347,398,205,264,178,108,185,34,2097
POA3777,4,9,71,71,9,54,3,84,3,299,16,33,93,95,19,35,16,58,9,372,82,171,249,119,83,47,38,96,17,909,173,196,181,92,121,38,59,98,17,971,205,223,173,134,135,76,67,118,14,1148,164,177,174,115,174,89,94,109,11,1110,57,58,37,22,39,9,24,32,4,287,10,10,7,3,3,5,0,3,0,39,0,0,0,0,0,0,0,0,0,0,703,881,981,658,578,352,313,600,75,5142
POA3778,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,5,0,0,3,0,5,0,16,0,0,0,3,0,0,0,0,0,9,9,3,3,0,5,4,0,6,0,27,5,5,0,0,0,0,4,3,0,34,11,0,0,0,0,0,0,3,0,15,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,27,12,15,11,7,10,3,23,0,117
POA3779,0,0,0,0,0,0,0,0,0,9,0,0,4,9,0,0,0,0,0,13,0,7,3,5,3,8,0,5,0,37,4,6,0,4,4,0,0,4,0,29,5,6,3,3,8,8,0,0,0,35,12,9,7,9,3,4,3,0,0,45,4,9,4,0,0,3,0,3,0,25,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,33,29,31,28,19,15,7,27,0,196
POA3781,0,0,24,25,5,37,0,40,3,131,16,10,47,32,12,21,10,17,0,169,47,82,132,60,53,24,26,51,8,476,81,110,123,60,59,25,23,42,6,520,69,88,111,57,73,39,38,45,6,527,50,58,63,46,72,14,39,52,4,410,14,14,15,5,16,4,12,12,0,83,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,274,362,506,287,293,164,150,249,35,2321
POA3782,0,0,49,41,18,69,10,63,3,256,8,19,83,77,31,51,17,55,6,345,54,139,155,65,62,32,28,44,5,591,144,243,149,81,104,23,39,40,17,841,184,220,190,89,165,50,54,65,24,1048,162,164,134,74,119,43,53,70,11,826,44,49,29,12,38,10,18,20,3,225,8,3,0,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,599,848,798,444,537,277,227,345,75,4146
POA3783,7,0,18,12,0,19,0,13,0,74,8,10,21,21,5,10,6,18,0,103,12,38,66,37,21,9,3,22,0,206,30,71,46,22,19,8,17,15,6,228,49,54,46,32,37,15,31,30,7,302,42,40,40,23,36,16,19,20,5,246,13,17,13,3,10,7,0,4,4,75,4,0,0,0,3,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,166,232,258,158,131,81,79,122,28,1255
POA3785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,12,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,0,4,0,0,3,0,32
POA3786,0,0,3,18,0,8,0,11,0,50,6,3,13,14,7,13,6,4,0,66,14,41,17,6,6,4,0,3,0,96,40,55,19,6,19,5,3,0,0,154,57,72,27,12,29,9,3,6,0,215,33,67,17,11,21,10,6,9,8,178,13,19,4,3,4,0,0,4,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,250,109,77,92,50,20,40,14,808
POA3787,0,0,0,18,0,10,0,10,0,33,0,0,11,17,0,0,0,4,0,36,8,20,5,6,8,5,0,8,0,64,19,39,9,4,9,0,0,9,0,82,32,43,18,10,15,4,5,13,0,137,38,26,15,6,23,5,5,0,0,118,11,21,6,3,6,0,0,0,3,42,3,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,106,149,63,61,62,25,10,34,6,527
POA3788,0,0,3,9,0,11,0,20,0,45,0,3,16,15,0,4,0,7,0,53,13,37,20,14,11,6,4,4,3,120,38,61,22,7,21,4,5,11,0,174,61,64,31,27,23,7,7,11,8,239,39,46,24,20,26,8,5,7,4,187,11,18,9,6,10,3,0,5,0,62,3,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,175,234,124,104,95,51,22,69,18,892
POA3789,0,0,0,0,0,3,0,0,3,7,0,0,0,0,0,4,0,0,0,10,5,5,3,0,0,0,0,0,0,18,9,3,0,5,0,0,0,0,0,12,14,19,8,4,5,0,0,0,3,47,9,7,0,0,5,0,0,0,0,26,0,3,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,28,44,10,13,11,12,7,3,5,137
POA3791,0,0,4,7,0,16,4,9,0,40,0,0,8,15,5,14,0,0,0,48,4,27,17,15,4,4,5,3,3,88,33,55,23,14,17,9,0,5,3,157,36,63,22,18,25,3,4,8,0,180,30,54,18,12,14,9,6,7,4,151,12,26,8,3,6,3,3,4,0,73,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,125,237,101,77,76,57,17,41,15,744
POA3792,4,0,0,10,0,9,0,13,0,31,0,4,4,4,5,4,0,3,0,23,5,18,19,10,9,5,6,9,0,70,25,51,12,7,8,0,0,3,0,108,26,53,13,13,15,3,5,11,0,137,27,24,24,14,16,4,0,3,3,116,9,25,7,0,5,4,0,3,0,51,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,89,169,86,56,57,25,13,40,6,543
POA3793,3,0,24,29,4,23,4,28,0,108,8,8,41,29,11,15,4,13,0,133,24,58,76,39,17,15,19,33,12,297,47,93,74,43,50,16,19,27,9,374,107,90,83,42,63,16,17,33,8,456,46,61,52,31,39,14,19,23,6,297,20,18,11,0,9,7,9,10,0,93,0,0,3,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,263,323,369,213,197,119,87,170,32,1763
POA3795,0,0,12,7,0,11,0,7,0,37,3,7,15,12,4,7,4,3,0,59,16,32,25,9,14,8,3,12,0,121,21,29,39,13,12,3,3,4,6,134,42,21,30,9,28,4,10,10,0,160,39,11,16,10,24,3,3,7,0,121,10,14,7,0,9,0,3,6,0,54,3,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,140,109,142,64,90,41,38,56,9,691
POA3796,0,3,52,61,14,115,12,77,3,344,13,45,135,72,46,70,20,64,4,468,116,250,307,131,126,64,37,70,16,1111,188,275,190,129,144,56,51,85,18,1135,197,177,176,122,177,62,80,96,20,1101,115,144,164,93,146,56,65,89,9,888,22,45,33,22,41,17,18,20,4,219,6,6,0,0,0,3,3,3,0,23,0,0,0,0,0,0,0,0,0,0,653,953,1060,621,694,443,289,507,74,5289
POA3797,0,0,21,12,0,20,0,16,3,88,7,10,60,23,12,9,4,21,4,150,31,30,82,37,60,18,26,34,11,322,48,49,57,35,43,23,20,24,4,310,54,43,67,53,39,22,39,50,14,378,43,30,36,32,33,21,27,38,4,272,27,20,14,11,12,7,16,10,6,119,9,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,217,189,339,205,202,124,129,202,46,1655
POA3799,0,0,33,31,0,15,0,17,4,105,10,7,48,29,12,18,4,33,4,178,41,56,110,61,43,30,30,54,12,428,49,84,81,51,52,19,37,65,5,448,95,108,102,76,65,32,43,72,17,609,53,83,91,90,71,27,66,66,10,548,13,20,15,18,28,7,11,28,3,150,7,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,272,355,476,357,263,163,200,334,56,2482
POA3802,3,11,29,50,26,191,29,95,3,439,45,152,163,128,114,207,60,96,32,999,235,651,401,245,356,183,138,166,64,2442,343,642,391,227,349,152,184,178,62,2518,243,366,328,253,308,114,222,203,46,2094,230,287,281,208,349,136,234,287,34,2042,54,101,86,51,92,32,72,74,7,564,3,12,3,0,0,0,0,3,0,36,0,0,0,0,0,0,0,0,0,0,1163,2216,1680,1170,1602,1020,933,1101,251,11135
POA3803,0,5,20,23,5,73,8,42,8,185,15,57,79,60,54,72,29,71,18,460,122,232,220,104,155,70,102,127,36,1161,111,163,182,110,130,58,99,109,23,983,70,97,128,119,101,46,110,121,3,799,79,62,105,82,114,47,146,113,9,763,23,16,30,12,30,11,28,47,0,199,0,9,4,0,6,0,0,4,0,18,0,0,0,0,0,0,0,0,0,0,423,636,767,510,589,375,539,627,100,4572
POA3804,3,7,44,39,17,115,12,66,4,304,23,65,117,65,61,95,24,54,19,516,83,158,116,43,83,36,25,41,22,610,132,172,116,39,111,47,29,25,20,684,221,191,147,64,192,51,72,61,30,1029,194,134,133,57,161,56,57,62,16,874,44,51,31,13,30,15,19,11,5,224,9,4,5,0,10,3,0,0,3,29,3,0,0,0,0,0,0,0,0,3,708,777,702,324,669,420,240,320,123,4277
POA3805,23,43,203,236,80,584,64,355,29,1615,116,372,653,417,350,581,206,422,80,3193,501,1304,1121,669,777,370,457,580,167,5950,815,1261,962,629,900,388,488,507,126,6083,856,938,1025,683,1077,411,624,632,129,6377,493,532,657,464,775,263,612,505,81,4389,80,108,119,68,151,43,101,100,11,778,6,8,11,3,10,11,5,13,3,64,0,0,0,0,0,0,0,0,0,0,2897,4564,4753,3175,4110,2654,2556,3117,642,28461
POA3806,24,37,171,221,74,641,67,356,21,1606,98,347,453,369,265,411,120,240,52,2364,458,1253,718,449,580,314,196,310,95,4370,1049,2000,801,620,848,371,302,309,112,6412,1165,1467,759,645,1025,395,347,356,117,6272,636,770,508,359,711,273,304,262,53,3874,164,179,99,58,154,66,71,85,10,879,23,24,11,4,18,12,0,10,6,91,0,0,0,0,0,0,0,0,4,12,3617,6079,3515,2717,3670,2485,1397,1925,463,25882
POA3807,5,0,49,42,13,126,5,78,4,327,20,44,106,72,44,80,27,60,10,460,54,170,118,69,75,32,33,46,8,607,138,241,123,75,113,53,32,42,14,829,234,214,168,92,227,66,57,57,20,1132,116,131,89,67,142,53,42,45,9,685,16,25,16,9,26,13,13,13,0,140,4,7,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,578,834,679,423,644,427,212,349,62,4210
POA3808,4,0,20,28,3,46,3,32,4,139,9,14,40,23,12,29,4,16,0,144,20,47,50,14,18,8,8,12,0,177,76,88,61,15,58,15,8,18,4,347,92,82,75,28,70,22,16,27,6,419,91,58,47,24,48,13,18,25,10,336,18,21,19,6,20,7,6,5,3,101,3,6,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,316,313,310,132,228,152,56,135,30,1680
POA3809,13,9,39,60,10,187,6,105,9,430,43,116,188,149,123,131,48,104,17,911,334,912,618,432,473,225,191,211,69,3475,392,743,365,359,402,197,232,160,56,2909,249,352,209,182,286,122,129,125,23,1678,126,137,119,116,158,78,75,84,14,897,24,46,24,22,31,15,22,25,0,208,3,0,0,0,3,3,5,0,0,18,0,0,0,0,0,0,0,0,0,0,1180,2311,1561,1323,1498,955,696,810,185,10526
POA3810,26,25,193,163,36,475,34,353,22,1324,122,214,523,390,263,373,166,348,54,2453,631,1272,1410,919,847,555,716,854,146,7354,838,1234,1053,837,810,447,710,608,148,6683,578,718,669,662,697,344,515,508,99,4784,326,336,377,347,470,184,380,369,48,2839,74,121,76,54,107,55,81,93,16,678,10,12,7,3,0,3,0,11,0,55,3,0,0,0,0,0,0,0,0,4,2609,3938,4312,3373,3234,2436,2593,3142,534,26180
POA3812,0,0,22,14,0,29,0,23,0,86,3,13,38,18,7,14,11,19,3,113,23,31,42,21,20,11,17,18,5,205,35,29,58,19,38,13,5,13,3,215,68,39,57,23,53,17,29,24,12,319,64,20,46,28,37,8,30,25,4,260,19,22,9,9,12,4,9,6,5,82,3,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,8,212,154,264,131,164,88,98,131,36,1291
POA3813,0,3,10,7,0,9,0,10,0,35,0,4,15,8,8,11,8,10,0,56,15,6,27,16,5,8,5,7,0,86,15,13,7,0,5,7,7,3,4,63,22,25,25,13,19,7,4,7,4,122,19,18,29,3,14,0,14,14,0,106,3,0,3,0,5,3,7,5,0,21,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,73,74,116,43,56,46,38,50,6,495
POA3814,3,0,16,15,3,23,6,17,0,81,0,14,18,16,17,17,5,17,11,103,29,58,69,21,28,15,3,17,4,247,40,47,58,19,36,7,19,24,0,251,58,26,45,26,42,18,18,32,8,276,39,37,41,17,29,17,27,25,8,235,24,9,7,4,6,3,7,6,0,68,4,0,0,0,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,201,182,258,107,157,96,90,138,34,1273
POA3815,0,0,24,28,3,33,3,33,4,123,8,10,48,26,13,17,13,21,4,160,34,60,85,28,25,17,13,28,15,311,54,64,89,39,46,17,21,30,4,365,56,44,72,46,61,22,24,46,4,381,52,47,50,24,65,12,43,29,7,329,21,12,6,0,18,9,14,11,8,90,7,0,3,0,5,0,0,0,5,18,0,0,0,0,0,0,0,0,0,0,239,230,373,195,241,125,131,187,55,1779
POA3816,0,0,15,14,0,18,0,22,0,69,10,8,39,17,9,12,8,25,3,135,26,41,81,42,45,24,31,47,9,349,58,44,60,35,41,13,28,35,12,327,42,34,35,24,23,15,32,51,4,252,37,32,28,33,34,18,35,34,10,254,29,6,3,3,7,3,8,7,0,64,6,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,210,167,266,162,159,107,137,212,35,1462
POA3818,9,8,83,60,18,139,12,119,7,447,26,59,148,117,58,94,36,111,13,655,165,339,400,231,200,112,105,213,33,1802,205,287,260,179,171,107,106,149,27,1496,233,239,227,207,203,99,131,192,30,1553,199,205,190,157,179,91,143,153,22,1341,90,59,37,37,54,26,45,48,7,403,29,13,5,4,6,0,0,6,3,74,4,0,0,0,0,0,0,0,0,5,960,1209,1345,983,891,673,581,1001,143,7785
POA3820,6,8,84,96,26,167,20,141,0,552,58,82,165,161,100,96,31,153,11,849,212,540,369,262,215,122,104,287,34,2142,230,502,270,226,217,115,91,175,32,1856,282,416,223,242,241,114,126,198,31,1868,234,343,179,174,240,90,103,174,12,1558,58,119,42,45,56,17,40,58,7,442,19,14,0,6,13,3,5,6,3,70,3,0,0,0,0,0,0,0,0,7,1091,2020,1337,1211,1120,724,524,1187,134,9342
POA3821,0,4,20,13,4,42,0,32,5,119,8,14,30,17,9,10,5,19,4,110,35,64,41,24,14,6,11,26,3,228,61,63,38,19,31,17,11,19,7,261,79,63,58,40,41,21,25,26,6,365,89,84,50,32,43,18,25,27,4,374,68,20,12,9,15,7,4,17,3,160,16,5,0,0,5,0,4,3,4,39,0,0,0,0,0,0,0,0,0,0,351,314,260,157,167,119,94,162,31,1657
POA3822,0,0,3,3,0,6,0,8,0,25,0,5,18,8,5,5,8,5,0,50,8,13,20,6,6,6,5,11,6,76,10,23,18,16,13,4,8,10,0,92,23,16,18,8,13,6,14,14,0,118,21,13,7,10,11,0,8,12,4,94,14,4,3,3,0,0,3,0,0,33,10,0,0,0,0,0,0,0,0,16,5,0,0,0,0,0,0,0,0,5,95,74,88,59,46,38,42,54,11,508
POA3823,0,0,5,13,3,17,0,15,0,50,0,4,24,21,8,15,3,16,3,85,23,39,50,26,24,15,13,19,0,218,31,26,22,29,7,9,13,21,0,169,33,36,23,22,10,17,13,23,0,181,32,38,28,24,31,18,17,23,7,218,15,9,3,5,10,6,7,5,0,58,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,153,154,157,146,94,92,65,113,19,991
POA3824,7,4,16,23,9,60,5,32,3,154,11,15,53,37,22,26,12,25,3,199,48,104,79,46,51,26,27,61,6,444,80,100,74,63,83,25,47,59,3,545,95,97,78,70,64,26,49,57,3,541,76,65,68,38,58,20,42,44,5,420,52,30,16,15,13,4,10,15,0,153,14,0,0,0,0,0,0,0,5,22,0,0,0,0,0,0,0,0,0,0,370,411,382,301,295,189,193,303,34,2488
POA3825,10,3,98,58,21,178,8,104,24,513,45,64,194,121,88,96,29,89,7,734,129,268,357,271,208,124,93,225,55,1739,149,210,277,231,219,99,112,182,34,1514,209,212,257,254,224,134,154,230,27,1698,146,184,270,225,206,82,186,203,25,1524,72,56,56,53,53,13,40,51,16,405,25,3,3,9,4,0,0,3,5,52,4,0,0,0,0,0,0,0,0,10,790,1007,1514,1211,1023,731,626,1090,194,8196
POA3831,0,0,5,4,6,10,0,20,0,45,7,6,15,7,12,8,6,5,0,73,17,20,26,23,18,5,18,10,0,143,26,23,26,13,22,10,9,15,0,148,37,29,30,19,9,13,10,24,0,171,54,30,26,18,31,14,17,22,0,211,19,17,11,0,11,0,12,8,0,72,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,163,131,142,87,104,57,64,115,13,882
POA3832,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,3,0,0,0,10,0,0,0,0,3,5,0,0,0,11,6,0,3,0,6,0,0,5,0,21,4,0,5,4,0,0,0,5,0,16,4,5,6,6,4,0,0,0,0,28,11,4,0,0,4,0,0,5,0,22,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,31,12,21,11,15,4,8,24,0,124
POA3833,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,3,0,0,9,3,4,0,6,0,0,4,3,0,24,4,3,5,0,0,0,4,0,0,21,4,4,9,0,4,0,4,3,3,23,11,0,0,4,3,6,0,4,0,32,11,4,0,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,15,19,14,12,8,14,15,6,128
POA3835,0,0,4,4,0,8,5,3,0,14,0,0,7,0,0,5,0,4,0,21,8,8,6,0,8,0,5,3,0,39,4,6,4,3,6,0,4,4,0,39,10,6,5,9,0,0,3,6,0,45,18,5,5,0,3,3,9,4,0,44,13,0,3,0,0,0,0,0,0,27,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,61,29,31,29,22,16,14,29,0,231
POA3840,10,4,46,54,15,144,5,79,4,363,21,46,113,125,67,105,22,70,9,573,94,181,237,163,175,114,89,167,27,1247,97,174,191,139,163,72,101,152,23,1124,131,151,180,183,200,93,123,181,25,1278,118,137,191,133,166,83,124,160,39,1146,38,41,39,35,43,21,41,48,14,311,17,0,0,0,3,0,3,0,3,31,0,0,0,0,0,0,0,0,0,0,525,735,995,834,825,629,508,863,147,6068
